id,english,arabic,french,uri,description,vt,uatv
173329,acid,حمض,acide,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173329,,True,True
173330,acinus,عنبة، سنخ,acinus,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173330,,True,True
173331,acne vulgaris,حطاط، حب الشباب,acné juvénile(vulgaire),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173331,,True,True
173332,acquired immunity,مناعة مكتسبة,immunité acquise,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173332,,True,True
173333,acromion,أخرم,acromion,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173333,,True,True
173334,actin (muscle),أكتين,actine(du muscle),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173334,,True,True
173335,actinomyces,فطر شعاعي,actinomycète,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173335,,True,True
173336,activation,تنشيط,activation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173336,,True,True
173337,active(principale),فعال، نشيط,actif (principe),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173337,,True,True
173338,acute,حاد,aigu,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173338,,True,True
173339,acute bronchitis,شعبية حادة، نزلة شعبية حادة,bronchite aiguë,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173339,,True,True
173341,adenosine,أدينوزين,adénosine,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173341,,True,True
173342,adherence,التصاق,adhérence; support,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173342,,True,True
173343,adhesive - plaster,مشمع لاصق، لصوق,sparadrap,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173343,,True,True
173344,adipose,شحمي، ذهني,adipeux,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173344,,True,True
173345,adolescence,مراهقة,adolescence,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173345,,True,True
173346,adrenalin,أدرنالين,adrénaline,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173346,,True,True
173347,adsorbent,متحزز، ممتز,adsorbant,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173347,,True,True
173348,adsorption,إمتزاز,adsorption,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173348,,True,True
173349,adult,بالغ,adulte,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173349,,True,True
173350,aerobic,هوائي,aérobie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173350,,True,True
173351,affection,عاطفة، تأثير,affection,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173351,,True,True
173352,afferent,داخل، وارد,afférent,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173352,,True,True
173353,ageing,شيخوخة، تقدم في السن,vieillissement,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173353,,True,True
173354,agent,عامل,agent,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173354,,True,True
173355,agglomerate,مكتل,aggloméré,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173355,,True,True
173356,agglomeration,تكتل,agglomération,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173356,,True,True
173357,agglutinant,ملزن,agglutinant,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173357,,True,True
173358,agglutination,تلازن، التحام,agglutination,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173358,,True,True
173359,agglutinogen,مولد التلازن,agglutinogène,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173359,,True,True
173360,agitation,هياج,agitation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173360,,True,True
173361,agitator,مهيج,agitateur,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173361,,True,True
173362,agonia,احتضار، نزع,agonie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173362,,True,True
173363,aid,إسعاف,secours,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173363,,True,True
173364,air,هواء,air,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173364,,True,True
173365,air(reserve),هواء احتياطي,réserve d'air,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173365,,True,True
173366,albumin,زلال، آح,albumine,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173366,,True,True
173367,albuminous,زلالي,albumineux,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173367,,True,True
173368,alcohol,كحول,alcool,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173368,,True,True
173369,alcohol addiction,إدمان كحولي,alcoolisme,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173369,,True,True
173370,alcoholic,كحولي,alcoolique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173370,,True,True
173371,alimentary canal,قناة الهضم,tube digestif,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173371,,True,True
173372,allergic,محسس، قابل للحساسية,allergique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173372,,True,True
173373,allergy,حساسية,allergie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173373,,True,True
173374,alopecia,صلع، داء الثعلبية,alopécie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173374,,True,True
173375,alveolus (pulmonary),حويصلة رئوية,alvéole pulmonaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173375,,True,True
173376,ambulance,سيارة الاسعاف,ambulance,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173376,,True,True
173377,ameboid,تحوري، أميبي الشكل,ameboid,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173377,,True,True
173378,amelioration,تحسن,amélioration,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173378,,True,True
173379,amino acid,نشادر، حامض أميني,acide aminé,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173379,,True,True
173380,ammonia,نشادر,ammoniaque,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173380,,True,True
173381,ammonical,نشادري,ammoniac,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173381,,True,True
173382,ammonium,أمونيوم,ammonium,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173382,,True,True
173383,amnesia,فقدان الذاكرة,amnésie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173383,,True,True
173384,amnion,سلى، كيس الجنين,amnios,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173384,,True,True
173385,amniotic,سلوي,amniotique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173385,,True,True
173386,amorphous,عديم الشكل,amorphe,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173386,,True,True
173388,ampule,قارورة، حبابة,ampoule,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173388,,True,True
173387,ampulla,نفاظة,ampoule,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173387,,True,True
173389,amputate,بتر,amputer,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173389,,True,True
173390,amputation,بتر,amputation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173390,,True,True
173391,amygdaloid,لوزي,amygdaloïde,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173391,,True,True
173392,amylase,اميلانأنزيم النشاء,amylase,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173392,,True,True
173393,anabolism,ابتناء، بناء,anabolisme,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173393,,True,True
173394,anaemia,فقر الدم,anémie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173394,,True,True
173395,anaesthetic,مخدر,anesthésiant,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173395,,True,True
173396,anal,شرجي,anal,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173396,,True,True
173397,analogy,محاكاة، مضاهاة,analogie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173397,,True,True
173398,analyse,حلل,analyser,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173398,,True,True
173399,analysis,تحليل,analyse,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173399,,True,True
173400,anaphylaxis,عوار,anaphylaxie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173400,,True,True
173401,anastomosis,تشابك، مفاغرة,anastomose,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173401,,True,True
173402,anatomy,علم التشريح,anatomie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173402,,True,True
173403,anatoxin,ديفان معطل,anatoxine,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173403,,True,True
173404,ancylostoma,إنكلستوما,ankylostomes,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173404,,True,True
173405,aneurin,فيتامين ب أ، أنيورين,aneurine,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173405,,True,True
173406,anger,غضب,colère,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173406,,True,True
173407,angina diphtherica,خناق دفتيري,angine diphtérique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173407,,True,True
173408,angina pectoris,ذبحة صدرية,angine de poitrine,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173408,,True,True
173409,ankle,كاحل,cheville,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173409,,True,True
173410,annoyed,متضرر,lésé,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173410,,True,True
173411,anopheles,أنفوفيلس,anophèle,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173411,,True,True
173412,anorexia,فقدان الشهية,anorexie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173412,,True,True
173413,ansa,عروة,anse,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173413,,True,True
173414,answer,إجابة,réponse,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173414,,True,True
173415,antagonist,متضاد,antagoniste(muscle -),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173415,,True,True
173416,antehpophysis,أمام النخامية,antéhypophyse,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173416,,True,True
173417,anterior chamber(of eye),غرفة الأمامية للعين (ال..),chambre intérieure de l'œil,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173417,,True,True
173418,anthemis nobilis,بابونج,camomille(anthémis nobilis),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173418,,True,True
173420,antibiotics,مضادات حيوية,antibiotiques,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173420,,True,True
173419,antibodies,مضادات، أجسام مضادة,anticorps,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173419,,True,True
173421,anticancer,مضاد السرطان,anticancéreux,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173421,,True,True
173422,anticoagulant,مانع التخثر,anticoagulant,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173422,,True,True
173423,antidote,ترياق، مضاد السم,antidote,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173423,,True,True
173424,antirabic,مضاد الكلب,antirabique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173424,,True,True
173425,antiseptic,مطهر,antiseptique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173425,,True,True
173426,antitoxin,مضاد السم,antitoxine,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173426,,True,True
173427,anus,شرج,anus,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173427,,True,True
173428,anvil,سندان,enclume,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173428,,True,True
173429,aorta,أبهر,aorte,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173429,,True,True
173430,apathy,تبلد، خمول الذهن,apathie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173430,,True,True
173431,apex,ذروة,sommet,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173431,,True,True
173432,aponevrosis,صفاق,aponévrose,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173432,,True,True
173433,appendicitis,التهاب الزائدة، دودية,appendicite,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173433,,True,True
173434,appendicular,زائدي,appendiculaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173434,,True,True
173435,appendicular skeleton,هيكل طرفي,squelette appendiculaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173435,,True,True
173436,appendix,زائدة دودية,appendice,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173436,,True,True
173437,appetite,شهية,appétit,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173437,,True,True
173438,aqueduct of sylvius,قناة سلفيوس,aqueduc de Sylvius,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173438,,True,True
173439,aqueous humor,خلط مائي,humeur aqueuse,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173439,,True,True
173440,arachnitis,التهاب العنكبوتية(السحايا),méningite,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173440,,True,True
173441,arachnoid,عنكبوتية,arachnoïde,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173441,,True,True
173442,arborisation,تفرع تشجر,arborisation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173442,,True,True
173443,arcade,رواق,arcade,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173443,,True,True
173444,arch-costal,قوس ضلعية,arc costal,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173444,,True,True
173445,arch-osseous,قوس عضمية,arc osseux,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173445,,True,True
173446,arch-thoracic,قوس صدرية,arc thoracique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173446,,True,True
173447,aromatic,عطري,aromatique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173447,,True,True
173448,artemisia,شيح,armoise(artemisia),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173448,,True,True
173449,arterial,شرياني,artériel,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173449,,True,True
173450,arterial bleeding,نزف شرياني,hémorragie artérielle,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173450,,True,True
173451,arterial capillaries,شعيرات دموية,capillaires artériels,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173451,,True,True
173452,arteriole,شريين، شرين,artériole,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173452,,True,True
173453,arteriosclerosis,تصلب الشرايين,artériosclérose,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173453,,True,True
173454,arteritis,التهاب الشرايين,artérite,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173454,,True,True
173455,artery,شريان,artère,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173455,,True,True
173456,arthralgia,رثية، ألم المفاصل,arthralgie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173456,,True,True
173457,arthritis,التهاب المفاصل,arthrite,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173457,,True,True
173458,articular,مفصلي,articulaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173458,,True,True
173459,articular capsule,محفظة مفصلية,capsule articulaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173459,,True,True
173460,articular cartilage,غضروف مفصلي,cartilage articulaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173460,,True,True
173461,articular process,نتوء مفصلي,apophyse articulaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173461,,True,True
173462,artificial respiration,تنفس صناعي,respiration artificielle,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173462,,True,True
173463,ascaris lumbricoides,صفار، ثعبان البطن,ascaris lombricoïdes,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173463,,True,True
173464,ascending colon,قولون الصاعد (ال..),colon ascendant,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173464,,True,True
173465,asepsis,تطهير,asepsie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173465,,True,True
173466,aseptic,مطهر,aseptique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173466,,True,True
173467,aspergillosis,داء الرشاشيات,aspergillose,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173467,,True,True
173468,aspergillus,فطر الرشاش(ال..),aspergille,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173468,,True,True
173469,asphyxia,اختناق,asphyxia,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173469,,True,True
173470,assimilate,تمثل(غذائيا),assimilation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173470,,True,True
173471,assimilation,تمثل (غذايا),assimilation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173471,,True,True
173472,association,تجمع,association,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173472,,True,True
173473,asthma,ربو,asthme,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173473,,True,True
173474,astragalar,كعبي,astragalien,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173474,,True,True
173475,atlas,فهقة,atlas,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173475,,True,True
173476,atmosphere,جو,atmosphère,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173476,,True,True
173478,atrophy,ضمور,atrophie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173478,,True,True
173479,atropine,أتروبين,atropine,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173479,,True,True
173480,attitude,موقف,attitude,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173480,,True,True
173482,audition,سمع,audition,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173482,,True,True
173481,auditory sense,حاسة السمع,sens auditif,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173481,,True,True
173483,aureomycin,أوريوميسين,auréomycine,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173483,,True,True
173484,auricla,محارة، أذينة,auricule(oreillette),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173484,,True,True
173485,auricular,أذيني,auriculaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173485,,True,True
173486,auscultation,تسمع، إصغاء,auscultation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173486,,True,True
173487,autoclave,معقم، موصد,autoclave,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173487,,True,True
173488,automatic,آلي، تلقائي,automatique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173488,,True,True
173489,automatism,آلية، حركة تلقائية,automatisme,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173489,,True,True
173490,autonomic NS,جهاز عصبي ذاتي,système nerveux autonome,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173490,,True,True
173491,autopsy,صفة تشريحية,autopsie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173491,,True,True
173492,avitaminosis,عوز فيتاميني,avitaminose,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173492,,True,True
173493,avoid,تحاشي,éviter,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173493,,True,True
173494,axial skeleton,هيكل محوري,squelette axial,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=173494,,True,True
