id,english,arabic,french,german,uri,description,vt,uatv
93502,"ASIC, full custom",دائرة مُدمجة خاصة بتطبيق بتصميم مُشخصن بالكامل,ASIC personnalisé,"ASIC, full custom (n.)",http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=93502,[دائرة وصل وفصل](http://www.arabterm.org/index.php?id=3&L=1&tx_3m5techdict_pi1[id]=93573) مُدمجة تخص تطبيقاً معينا وبصفةٍ حصرية، حيثُ يتم تصميمها بالكامل حسب رغبات العميل، وبالتالي فإنها لا تكون ذات جدوى اقتصادية، إلا إذا تم إنتاجها على نطاق واسع.,True,False
93503,"ASIC, semi custom",دائرة مُدمجة خاصة بتطبيق بتصميم نصف مُشخصن,ASIC semi-personnalisé,"ASIC, semi custom (n.)",http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=93503,[دائرة وصل وفصل](http://www.arabterm.org/index.php?id=3&L=1&tx_3m5techdict_pi1[id]=93573) مُدمجة خاصة بتطبيق معين، تحتوي على مُكوِّنات عادية ولا يتم مُلاَئَمَة سوى أقسام جزئية منها حسب رغبات العميل. وبذلك تكون ذات جدوى اقتصادية حتى ولو تم إنتاجها على نطاق محدود.,True,False
94162,Absolute variables,مقادير مُطلقة,"valeurs / grandeurs (f., pl.) absolues",Absolute Größen (pl.+f.),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=94162,نرمز إلى المقادير المرتبطة بتقنية الضبط بحروفٍ لاتينية كبيرة، لنُبَين أننا نعني مقادير مُطلقة (وليس تغيّرات حول نقطة تشغيل).,True,False
93178,Absorption rule of Boolean algebra,قاعدة الدمج في الجبر البولياني,loi (f.) d’absorption de l’algèbre de Boole,Absorptionsregel (f.) der Boole´schen Algebra,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=93178,"يُعمل فيها بالقواعدُ التالية: a + (a ∙ b) = a, a ∙ (a + b) = a, a + (ā ∙ b) = a + b وa ∙ (ā + b) = a ∙ b",True,False
94407,Adaptive Control,ضبط تَوْأَمِي,régulation (f.) adaptative en boucle fermée,Adaptive Regelung (f.),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=94407,[خوارزمية ضبط عالية](http://www.arabterm.org/index.php?id=3&L=1&tx_3m5techdict_pi1[id]=94305) تُجرى فيها عمليات مُواءمة تلقائية لمَعلمات الضبط، على سبيل المثال عند وضع التشغيل أو بعد تبديل الأحمال. يُمكن هنا التمييز بين الأسس الوظيفية التالية: مُواءمة مُتحكم بها، و[ضبط تَوْأَمِي مع تقدير تكراري للمَعلم](http://www.arabterm.org/index.php?id=3&L=1&tx_3m5techdict_pi1[id]=94408)، و[نموذج مرجعي](http://www.arabterm.org/index.php?id=3&L=1&tx_3m5techdict_pi1[id]=94412)، و[مواءمة إرشادية](http://www.arabterm.org/index.php?id=3&L=1&tx_3m5techdict_pi1[id]=94410).,True,False
94408,Adaptive control with recursive parameter estimation,ضبط تَوْأَمِي مع تقدير تكراري للمَعلم,régulation (f.) adaptative en boucle fermée avec estimation récursive des paramètres,Adaptive Regelung (f.) mit rekursiver Parameterschätzung,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=94408,[ضبط تَوْأَمِي](http://www.arabterm.org/index.php?id=3&L=1&tx_3m5techdict_pi1[id]=94407) يتمُ فيه باستمرار تقديرُ مَعلمات العملية المُتكوّنة من [المقدار المضبوطة](http://www.arabterm.org/index.php?id=3&L=1&tx_3m5techdict_pi1[id]=93962) ومقادير الضبط، بواسطة خوارزمية تكرارية لتقدير المَعلمات. بِناءً على ذلك، تُحسب مَعلمات الضبط، استنادًا إلى وجود نسق تصميم مُسبَّق، ومن ثم يتمُ استعمالها فى [ خوارزمية الضبط](http://www.arabterm.org/index.php?id=3&L=1&tx_3m5techdict_pi1[id]=94249) الرقمية. لابدّ هنا من ضمان ثبات الخوارزمية من خلال إجراءات مُراقبة مُناسبة، ويُشترط لذلك: معرفة القيمة التقريبية للوقت الميت الخاص بالعملية، وأن تكون مَعلمات العملية ثابتة أو تتغير ببطء بتغير للزمن. الاستخدام: في [الضبط مُتعدد المُتغيّرات](http://www.arabterm.org/index.php?id=3&L=1&tx_3m5techdict_pi1[id]=94313) في أعمدة التقطير على سبيل المثال.,True,False
94404,Adaptive system,نظام توائمي,système (m.) adaptatif,Adaptives System (n.),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=94404,نظام آلي يسمح بالضبط التلقائي، وفيه تتغير مُعطيات خوارزمية الضبط تلقائياً نحو هدف معين، بحيث يُمكن التأثير على العملية، حتى يتم إنجازها بصفة مثلى.,True,False
93191,Advanced switching function,دالة تبديل مُوسَّعة,fonction (f.) de commutation élargie,Erweiterte Schaltfunktion (f.),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=93191,(انظر: [محطة تشغيل](http://www.arabterm.org/index.php?id=3&L=1&tx_3m5techdict_pi1[id]=93233)),True,False
93856,Aktuator-Sensor-Interface,واجهة بينية حسّاس/ مُشغِّل,"bus (m.) de terrain ASI, bus (m.) d’interconnexion capteurs / actionneurs",ASI,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=93856,[نظام ناقل](http://www.arabterm.org/index.php?id=3&L=1&tx_3m5techdict_pi1[id]=93761) للبيانات، يخص أدنى مستويات الأتمتة. ويسمح هذا النظام بربط المُستشعرات والمشغلات بمستوى التحكم الأعلى ويعمل وفق مبدأ الرئيس والتابع. خصائص ناقل بيانات الربط البيني حسَّاس/مُشغِّل,True,False
93857,Aktuator-Sensor-Interface,خصائص الواجهة البينية بين الحساس والمُشغل,caractéristiques du Bus ASI,"ASI-Bus, Eigenschaften (pl.+f.)",http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=93857,الخصائص الرئيسية: عدد عناصر الشبكة الواحدة، يصل إلى 248 مُدخلات/مُخرجات ثنائية ، مع إمكانية وجود مُدخلات/مُخرجات تناظرية؛ إمكانية تحديد العناوين من خلال طرف توصيل ناقل البيانات؛ نقل البيانات باستعمال كابل مُسطَّح ذي سلكين دون ستار واقي من التشويش الكهرمغناطيسي؛ يتم نقل المعلومات والطاقة على نفس الكابل؛ تقنية قوابس التوصيل محمية من خطأ القطبية المعكوسة؛ طول الكابلات يصل إلى 100 متر وقد يمتد إلى 300 متر باستعمال [مُكرِّر](http://www.arabterm.org/index.php?id=3&L=1&tx_3m5techdict_pi1[id]=93829)؛ هيكلة الشبكة حرة ومتفرعة بشكل [شبكة شجرية](http://www.arabterm.org/index.php?id=3&L=1&tx_3m5techdict_pi1[id]=93766)؛ يصل أسلوب الحماية حتى IP 67؛ زمن الدورة أقل من 5 ميلي ثانية؛ مستوى مرتفع للحصانة من التشويش وللتأمين من الأخطاء.,True,False
93896,Aktuator-Sensor-Interface,واجهة بينية حسّاس/ مُشغِّل,"bus (m.) de terrain AS-i, bus (m.) d’interconnexion capteurs / actionneurs",AS-i,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=93896,(انظر: واجهة بينية حسّاس/ مُشغِّل),True,False
93136,Alphanumeric code,ترميز أبجدي رقمي,code (m.) alphanumérique,Alphanumerischer Code (m.),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=93136,مصطلح يُشير إلى [حزمة رموز](http://www.arabterm.org/index.php?id=3&L=1&tx_3m5techdict_pi1[id]=93174) تتكوّن من أرقامٍ عشرية وحروف ورموزٍ خاصة. (انظر: كود (ال...) الأمريكي المعياري لتبادل المعلومات (ASCII)),True,False
94289,Alternative control,ضبط تبادلي,régulation (f.) en mode alternatif,Ablöseregelung (f.),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=94289,عملية ضبط يُؤثِّر فيها ضابطان، أو أكثر، على [عنصر سيطرة](http://www.arabterm.org/index.php?id=3&L=1&tx_3m5techdict_pi1[id]=93120) وحيد، بحيث يُحدِّد خرجُ الضابط [مقدارَ الضبط](http://www.arabterm.org/index.php?id=3&L=1&tx_3m5techdict_pi1[id]=92816) بالقيمة المُطلقة العليا أو الدنيا.,True,False
92617,Alumel,ألوميل,Alumel (m.),Alumel,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=92617,(انظر: سبائك النيكل),True,False
93585,American National Standards Institute,معهد (ال...) الوطني الأمريكي للمواصفات القياسية (ANSI),ANSI,ANSI,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=93585,الاختصار (ANSI) يُقصد به معهد المواصفات الأمريكي، الذي يقوم بإصدار وتنظيم معايير الصناعة الأمريكية.,True,False
92032,American National Standards Institute (ANSI),معهد (ال...) الوطني الأمريكي للمواصفات القياسية (ANSI),ANSI,ANSI,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=92032,المعهد الوطني الأمريكيّ للمواصفات القياسية. هو معهد يعمل على تشجيع المُواصفات القياسية الصناعية الأمريكية وتنظيمها.,True,False
92795,American Standard Code for Information Interchange,نظام (ال...) الأمريكي المعياري لتبادل المعلومات (ASCII),ASCII,ASCII: code (m.) américain normalisé pour l'échange d'information,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=92795,هو النظام الأمريكي لتشفير تبادل البيانات والمُستعمل في كل أنحاء العالم. يتم التعامل مع الأرقام والحروف والعلامات الخاصة وعلامات التحكم في الأجهزة [كتوافُقات ثُنائية](http://www.arabterm.org/index.php?id=3&L=1&tx_3m5techdict_pi1[id]=93140) سباعية البت. وبهذا تضم قائمة علامات النظام الأمريكي لتشفير تبادل البيانات 128 رمز. أما بت رقم 8، فيُستعمل [كبت التكافؤ](http://www.arabterm.org/index.php?id=3&L=1&tx_3m5techdict_pi1[id]=93716).,True,False
93137,American Standard Code of Information Interchange,كود (ال...) الأمريكي المعياري لتبادل المعلومات (ASCII),code (m.) ASCII,ASCII-Code (m.),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=93137,[الشَفْرَة](http://www.arabterm.org/index.php?id=3&L=1&tx_3m5techdict_pi1[id]=93142) الأوسع انتشاراً لتخزين الرموز أو النصوص. وتُشير هذه الحروف المُختصرة إلى الجملة الإنجليزية American Standard Code of Information Interchange. النسخة الألمانية من الكود الأمريكي المعياري لتبادل المعلومات (بإضافة الحروف المُخفّفة صوتيًا) مُعرّفة في شكل شفرة سباعية البت في  المواصفة القياسية الألمانية (DIN) رقم 66003 (7 بت + 1 [بت اختبار](http://www.arabterm.org/index.php?id=3&L=1&tx_3m5techdict_pi1[id]=93717) => 128 رمز). وقد حُدِّدت توسعة الشفرة بمقدار 8 بت في مواصفة (ال...) القياسية الألمانية (DIN) رقم 66203 (256 رمز). كان ASCII بالأساس شفرة سباعية البت، وهو ما يعني أن كل الرموز كانت تُخزَّن على 7 بتات. وهذا ما يُمكن التعرّف عليه من خلال جدول شفرة ASCII، حيثُ يكون الجزء السفليّ من الجدول يظهر فارغًا، وما يُستخدم فقط هو أول 8 [رُباعِيّات](http://www.arabterm.org/index.php?id=3&L=1&tx_3m5techdict_pi1[id]=93169) من [النصف بايت](http://www.arabterm.org/index.php?id=3&L=1&tx_3m5techdict_pi1[id]=93155) الأيسر.,True,False
93586,Amplitude Shift Keying,تضمين إزاحة السعة,MDA,ASK,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=93586,(انظر: تضمين السعة),True,False
92796,Amplitude characteristic,مُنحنى خصائصي للسعة,Amplitudenkennlinie (f.),courbe (f.) caractéristique d’amplitude,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=92796,(انظر: مُنحنى خصائصي للتردد),True,False
92797,Amplitude frequency response,إجابة سعة,Amplitudengang (m.),réponse (f.) fréquentielle en amplitude,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=92797,(انظر: إجابة ترددية),True,False
92798,Amplitude margin,هامش السعة,Amplitudenrand (m.),Marge de stabilité en amplitude (f.) / marge de gain (f.),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=92798,يُعتبر هامش السعة مقياساً يُقاسُ به استقرار دائرة الضبط المُغلقة، ومقداره يساوي المسافة التي تفصل بين مبدأ المَعلم ونقطة تقاطع مُنحنَى المكان ومحور السينات السالب في الرسم البياني لمُنحنى المكان. وبصورةٍ أوضح، فإن هذا يعني أن هامش السعة هو المُعامل الذي يُمكن به تضخيم دائرة الضبط المُغلقة قبل وصول مُنحنى المكان إلى حد الاستقرار وهو نقطة 1- على محور الأعداد الحقيقية. وكلما زاد هامشُ السعة، ابتعد 'منحنى مكان نايكست' عن النقطة الحرجة وأصبحت دائرةُ الضبط المُغلقة أكثر استقراراً.,True,False
94230,Anti reset wind up,إنهاء غير قابل للإعادة,bande (f.) d’enroulement anti-redémarrage,Anti Reset Wind Up,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=94230,عملية تمديد لبنية الضابط، تعمل عند بلوغ حد [عنصر السيطرة](http://www.arabterm.org/index.php?id=3&L=1&tx_3m5techdict_pi1[id]=93120)، على فصل إشارة دخل الضابط من [الجزء التكامليّ](http://www.arabterm.org/index.php?id=3&L=1&tx_3m5techdict_pi1[id]=94184) للضابط، وتُحيلها إلى الصفر. ومن خلال هذه العملية، تظل إشارةُ خرج المُدمِج مستقرةً ولا تدفع بعنصر السيطرة مرةً أخرى إلى النقطة الحدية. من ثم يُعاد دخل الجزء التكامليّ للضابط من جديد إلى إشارة الدخل، وذلك عند خروج الجزء التناسبي أو الجزء التفاضلي للضابط، عنصر السيطرة مرةً أخرى من داخل الحيز الحدّي.,True,False
93779,Application Layer,طبقة التطبيقات,couche (f.) application,Anwendungsschicht (f.),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=93779,إحدى طبقات [المرجع الأساسي لترابط الأنظمة المفتوحة](http://www.arabterm.org/index.php?id=3&L=1&tx_3m5techdict_pi1[id]=93788). وبالمقارنة مع الطبقات الأخرى، فأن هذه الطبقة تتيح الخدمات للمستخدم النهائي. وطريقة عملها المُفصلة لا تدخل ضمن مجال اهتمام المستخدم النهائي. حيث يُمكن حل مختلف وظائف نقل البيانات عن طريق الخدمات. من السمات الأساسية: تقوم طبقة التطبيقات بجميع الخدمات الخاصة بالنظام، مثل نقل الملفات وإدارة الفهارس، وتبادل الرسائل، والنقل، والإدارة والتحكم في وظائف حاسوب آخر، إلخ.,True,False
93501,Application Specific Integrated Circuit,دائرة مُدمجة خاصة بتطبيق,ASIC: circuit intégré propre à une application,ASIC (n.),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=93501,[دائرة وصل وفصل](http://www.arabterm.org/index.php?id=3&L=1&tx_3m5techdict_pi1[id]=93573) خاصة بتطبيق مُعيَّن، وهذا يعني أنها تُصمَّم وفقاً لرغبات العميل. مع الإشارة إلى أنه يتم التفريق بين [دائرة مُدمجة خاصة بتطبيق بتصميم مُشخصن بالكامل](http://www.arabterm.org/index.php?id=3&L=1&tx_3m5techdict_pi1[id]=93502) و[دائرة مُدمجة خاصة بتطبيق بتصميم نصف مُشخصن](http://www.arabterm.org/index.php?id=3&L=1&tx_3m5techdict_pi1[id]=93503).,True,False
93899,Arbiter,وسيط,arbitre (m.),Arbiter (m.),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=93899,يتم التحكم في الوصول إلى الناقل من خلال مُكوِّن مُعيَّن يُطلق عليه وسيط الناقل، وذلك أثناء التحويل المركزي للناقل. (انظر: بادئ)، (انظر: هدف).,True,False
92379,Archimedes' principle,قاعدة ارخميدس,principe d’Archimède (m.),Archimedisches Prinzip (n.),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=92379,تنص قاعدة أرشميدس على أن طفو جسم مغمور في مائع، يُساوي وزن حجم المائع الذي يُزيحه الجسم.,True,False
93079,Artificial Intelligence,ذكاء اصطناعي,IA,AI,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=93079,(انظر: ذكاء اصطناعي (AI)),True,False
94591,Artificial intelligence,ذكاء اصطناعي (AI),intelligence (f.) artificielle,Künstliche Intelligenz (f.),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=94591,فرعٌ من علم المعلومات يُعنى بأتمتة السلوك الذكيّ. ويُجسِّد التعريف محاولة مُحاكاة الذكاء الإنساني، وهو ما يعني تصنيع حاسوب أو برمجته بكيفية تسمح له بإمكانية مُعالجة المُشكلات بشكلٍ مُستقل دون تدّخل خارجي.,True,False
92029,"Association for Electrical, Electronic & Information Technologies",جمعية مهندسي الكهرباء الألمان (VDE),VDE,"Verband der Elektrotechnik, Elektronik und Informationstechnik (VDE)",http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=92029,يُشير الاختصار في اللغة الألمانية إلى 'Verein Deutscher Elektroingenieure'.,True,False
93103,Association of German Engineers,جمعية المهندسين الألمان (VDI),VDI,VDI,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=93103,VDI هو الرمز المُختصر لاسم جمعية المُهندسين الألمان (Verein Deutscher Ingenieure).,True,False
93912,Asymmetric Digital Subscriber Line,خط مشترك رقمي لاتناظري,ADSL: ligne (f.) d'abonné numérique à débit asymétrique,ADSL,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=93912,يتكون خط المُشترِك الرقمي اللاتماثلي، أساساً من جهازي [مُضمِّن كاشف](http://www.arabterm.org/index.php?id=3&L=1&tx_3m5techdict_pi1[id]=93624) مُتصلين بخط الهاتف العادي. ويوجد المودم الأول عند المُستخدِم النهائي (وبتعبيرٍ أدق داخل حاسوبه) والمودم الثاني يُوجد في مركز تحويل الاتصالات التابع لمشغل الشبكة. ونظراً لأن الحاسوب مُتصلٌ باستمرار بالشبكة عبر [خط دائم](http://www.arabterm.org/index.php?id=3&L=1&tx_3m5techdict_pi1[id]=93792)، لذلك لا يلزم إجراء عملية المُراقمة كما هي الحال في المكالمات الهاتفية. والمبدأ الأساسي لتقنية الاتصالات هذه، يعتمد على طريقة إرسال لا تماثلية، مما يعني أن الاتصالات المتجهة من مشغل الشبكة إلى العميل والاتصالات في الاتجاه المُعاكس ليس لها نفس عرض النطاق. وتصل [سرعة النقل](http://www.arabterm.org/index.php?id=3&L=1&tx_3m5techdict_pi1[id]=93654) إلى نحو 8 ميجابايت في الثانية.,True,False
93588,Asynchronous Transfer Mode,نمط النقل اللاتزامني,ATM,ATM,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=93588,(انظر: [إرسال لامتزامن](http://www.arabterm.org/index.php?id=3&L=1&tx_3m5techdict_pi1[id]=93587)),True,False
93855,Attached Resources Computer NETwork,شبكة الموارد المُرفقة للحواسيب,"Bus de terrain Arcnet, Attached Resources Computer NETwork (m.)",Arcnet,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=93855,[ناقل بيانات نطاقي](http://www.arabterm.org/index.php?id=3&L=1&tx_3m5techdict_pi1[id]=90775)، يُستعمل في التطبيقات الصناعية المُرتفعة السرعة. تتراوح سرعة تبادل البيانات بين 156 كيلوبايت في الثانية و20 ميجابايت في الثانية. وتُستعمل المُوصِّلات المحورية والأدلة الموجية البصرية و[التوصيلات ذات السلكين](http://www.arabterm.org/index.php?id=3&L=1&tx_3m5techdict_pi1[id]=93758) كوسائط لنقل المعلومات.,True,False
94409,Auto-tuning,توليف آلي,auto-réglage (m.),Auto-Tuning (n.),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=94409,(انظر: [نظام توائمي](http://www.arabterm.org/index.php?id=3&L=1&tx_3m5techdict_pi1[id]=94404)),True,False
94304,Auxiliary controller,ضابط مُساعد,régulateur (m.) auxiliaire,Hilfsregler (m.),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=94304,(انظر: [ضابط تتابعي](http://www.arabterm.org/index.php?id=3&L=1&tx_3m5techdict_pi1[id]=94301)),True,False
