id,english,arabic,french,german,uri,description,vt,uatv
73545,(urban) commuter system,نظام النقل الحضري,système de la circulation urbaine,Stadtverkehrssystem,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=73545,,False,False
77759,44-ton regulation,نظام 44 طن,règlement 44 tonnes,44-Tonnen-Regelung,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=77759,المركبات في مرحلة ما قبل أو بعد استخدام المحطة يجب أن يبلغ وزنها 44 طن وعند السير على الطريق البرى يكون وزنها 4 طن,False,False
72862,6-unit train set,قِطَار من 6 وحدات,unité de six voitures,Sechs-Wagen-Einheit,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=72862,,False,False
77108,A2A administration-to-administration,إدارة لإدارة A2A,A2A d'administration à administration,A2A Administration-To-Administration,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=77108,هي وسيلة التواصل الالكتروني بين السلطات وتعتبر أحدى وسائل العمل الالكتروني التي تصب في مصلحة الربط بين المؤسسات الإدارية من خلال عملية مقارنة البيانات.,False,False
77109,A2C administration-to-consumer,إدارة لمستهلك A2C,A2C d'administration au consommateur,A2C Administration-To-Consumer,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=77109,في مجال العمل الالكتروني هي العلاقة بين مصلحة الضرائب والمواطن. حيث تسمح منصات التبادل للمواطنين بالتحميل من الانترنت مع إمكانية التعديل وإعادة إرسال الاستمارات.,False,False
77110,ABC analysis,تحليل ABC,analyse ABC,ABC-Analyse,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=77110,يعمل تحليل ABC على إيجاد التوزيع والتصنيف المناسب حسب القيمة بخصوص السلع والمنتجات ومخزونات البضائع كما يساعد على إيجاد الوضع الفعلي والعقلنة الإجرائية، حيث تساعد على التمييز بين ما هو رئيسي وما هو فرعي.,False,False
77111,ABC-XYZ analysis,تحليل ABC-XYZ,analyse ABC-XYZ,ABC-XYZ-Analyse,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=77111,يعمل تحليل ABC-XYZ بين التمييز والتصنيف في الوقت ذاته بين السلع حسب استمرارية استخدام المستهلك لها. وهي خليط من تحليل ABC وتحليل XYZ معا.,False,False
72865,AC-DC motor,مُحَرِّك كهربائي,moteur à courant alternatif,Allstrommotor,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=72865,,False,False
77761,Accessorial Charges,رسوم ثانوية,frais complémentaires,Zusatzgebühren,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=77761,رسوم لمجموعة واسعة من الخدمات والامتيازات االموفرة بهدف نقل البضائع. تشمل هذه المجموعة جميع الرسومما عدا رسوم الشحن.,False,False
73555,Accident Prevention Regulations,قوانين منع الحوادث,Règlement sur la prévention des accidents (UVV),Unfallverhütungsvorschriften (UVV),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=73555,,False,False
76226,Air Traffic Control (ATC),مراقبة الحركة الجوية,contrôle aérien,Luftverkehrskontrolle,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=76226,,False,False
72870,Allan screw,برغي ألان,vis à six pans,Inbusschraube,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=72870,,False,False
77144,B2A business-to-government,أعمال لحكومة B2A,B2A de commerce à administration,B2A Business-To-Administration,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=77144,B2A هي الاتصالات الإلكترونية بين أصحاب الشركات والسلطات وهي جزء من الأعمال التجارية الإلكترونية.,False,False
77145,B2B business-to-business,أعمال لأعمال B2B,B2B de commerce à commerce,B2B Business-To-Business,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=77145,B2B هي دعم العمليات التجارية عن طريق وسائل الاتصال الإلكترونية بين شركتين أو أكثر، وتعتبر وهو أكبر وأقدم جزء من الأعمال التجارية الإلكترونية.,False,False
76738,Baltic Dry Index,,Baltic Dry Index,Baltic Dry Index,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=76738,,False,False
73591,Bike-and-Ride,الدراجة والنقل العام,bike and ride (vélo et transport en commun),Bike-and-Ride,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=73591,إيقاف الدراجات النارية في المواقف الخاصة بها ثمالإستمرار عن طريق ركوب وسائل المواصلات,False,False
75119,Blaine specific surface,مساحة بلين مُحَدَّدَة,surface spécifique Blaine,spezifische Oberfläche nach Blaine,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=75119,المساحة الإجمالية المتقدمة (سم مربع) من جزيئات من الركام في وحدة الكتلة (غ)، على النحو الذي يحدده جهاز بلين,False,False
77181,C2B consumer-to-business,مستهلك إلى أعمال C2B,C2B de consommateur á commerce,C2B Consumer-To-Business,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=77181,C2B هي اختصار معناه من المستهلك إلى العمل وهو عبارة عن علاقات التواصل الالكتروني بين الأفراد والشركات، ودائما ما يبحث العملاء عن الشركات المناسبة في هذا المجال من العمل الالكتروني.,False,False
77182,C2C consumer-to-consumer,مستهلك إلى مستهلك,C2C de consommateur à consommateur,C2C Consumer-To-Consumer,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=77182,C2C هي اختصار معناه من المستهلمك إلى المستهلك وهو عبارة عن علاقات التواصل الالكتروني بين المستهلكين، حيث من خلال هذا النوع من العمل الالكتروني يستطيع أحد المستخدمين تقديم عرضه على المنصة الالكترونية.,False,False
77203,CNC machine,آلة تعمل بالتحكم العددي بواسطة الحاسوب,machine CNC,CNC-Maschine,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=77203,,False,False
77224,CONWIP method,طريقة CONWIP (عمل منتظم قيد التنفيذ),méthode CONWIP,CONWIP-Verfahren,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=77224,هو المبدأ الأساسي للتحكم في تدفق المعلومات وتدفق الخامات، وبذلك فهو يضم وحدات الإنتاج التي تشارك في عملية إيجاد القيمة.,False,False
74317,Cargo Regional Control Center,مركز عمليات الشحن,centrale des opérations Cargo,Cargoleitstelle,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=74317,,False,False
74316,Cargo rail station,محطة الشحن,gare Cargo (grande gare de triage),Cargobahnhof,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=74316,,False,False
74327,Caterham locking,قفل سِلسِليّ,aiguille Caterham,Transportschutzweiche,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=74327,مصلحات أخرى لتحويل النقل الوقائي.,False,False
74331,Central control office (as in signalling);,إدارة الشركة المركزية,direction centrale de la société (ZBL),"Zentrale Betriebsleitung, ZBL",http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=74331,,False,False
73651,"Combined Transport, intermodal transport, bimodal traffic",النقل المشترك,transport combiné,Kombinierter Verkehr,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=73651,نقل المشترك للبضائع بوسائط النقل المختلفة، لا تستخدم عمليات مناولة الشحنات الفردية لأن الحمولة تنقل في وحدات النقل المتعددة الوسائط.,False,False
78084,"Courier, Express and Parcel",البريد السريع والطرود البريدية,service express messager et postal,"Kurier-, Express- und Postdienst",http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=78084,هو مصطلح عام يطلق على نوعية خاصة من شركات النَّقل وكذلك على قطاعات فرعية من اقتصاد النَّقل، وعملها الرئيسي هو نقل البضائع الصغيرة المعنونة وانتاج خدمات أخرى في النَّقل البريدي (خدمات النَّقل اللوجستية). فالبريد السريع يتميز بالمرافقة الشخصية الدلئمة. فهو ينقل عادة طرود بريدية عالية القيمة مع تسليم سريع وثقة في التسليم دون قيود على الوزن أو الحجم. ويكون التسليم بصفة فردية وشخصية. وهناك خدمات بريدية سريعة ومحددة في شكل عروض مع زيادة في تكلفة الخدمات. وتشكل خدمات الطرود نوع خاص من خدمات النَّقل السريع. فمقدمي نظام الخدمة يوجهون تركيز خدمات الطرود على النَّقل المنتظم والذي يغطي مساحات واسعة من الطرود خفيفة الوزن ولها مقاييس معيارية. وتتلاشي بعض القيود في الخدمات البريدية (من حيث التقليد المعروف، مثال نقل الخطابات والمراسلات الصحفية والجماعية) وفقا لتحرير العمل البريدي (البريد).,False,False
74381,Customer Service Center,مركز خدمة العملاء,centre de service à la clientèle,Kunden Service Zentrum,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=74381,,False,False
73008,DC railways,سكك حديدية ذات تيار متواصل,lignes à courant continu,Gleichstrombahnen,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=73008,,False,False
75003,DERV (Diesel engine road vehicle),مَرْكَبَةٌ بمحرّك ديزل,véhicule à moteur diesel (gas-oil),Dieselmotorstraßenwagen,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=75003,,False,False
77284,DNC machine,ألة ضبط عددي مباشر,machine DNC,DNC-Maschine,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=77284,,False,False
73022,Diesel railcar,عَرَبَة السِكَّة سَيطَارٌ بالديزل,automotrice diesel,Dieseltriebwagen,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=73022,,False,False
73035,Dowty Retarder,مُؤخِّر دوتي,ralentisseur Dowty,Dowty Retarder,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=73035,يسمى داوتي على اسم صانعه وهو كابح صغير الحجم,False,False
75273,Duriez test,اختِبَار دُوريِيه,essai Duriez,Duriez-Test,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=75273,,False,False
73742,E-ticket,تذكرة إلكترونية,billet électronique,E-Ticket,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=73742,التذكرة الإلكترونية يتم فيها التوزيع عبر الوسائل الإلكترونية. هناك تطبيقات جوال وقنوات توزيع قائمة على شبكة الإنترنت. التذكرة الإلكترونية ستوصلك إلى وسائل النقل العام، ويمكن شراؤها  سهولة.,False,False
73740,ERTMS,نظام النقل السككي الأوربي,ERTMS,ERTMS,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=73740,,False,False
73741,ETCS,مراقبة المراقبة السككية الأوربي,ETCS,ETCS,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=73741,,False,False
73070,EUROLOOP,حلقة اليورو,EUROLOOP,Euroloop,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=73070,حلقة اليورو تسمح بنقل البيانات بين القِطَاعَات تشغيل القِطَارات من خلال إشارات لنقل البيانات ويسمح فقط بنقل البيانات المختارة,False,False
74434,Entrance-Exit interlocking (system),نظام دخول خروج,poste d'aiguillage du rail de roulement,Fahrstraßenstellwerk,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=74434,لوحة التحكم ذات منطق جدولة طريق سير الترام، والتي يتم تحقيق تبعيات الإغلاق فيها عن طريق تنظيمات طرق الترام.,False,False
73068,Eurobalise,منار اليورو,Eurobalise,Eurobalise,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=73068,يعمل منار اليورو طبقا لنظام مبدأ المستجيب لناقل الحركة بالاعتماد على بيانات المعدات المستقلة عن الإشارة,False,False
73069,Eurocab,مَقصُورَة اليورو,Eurocab,Eurocab,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=73069,مَقصُورَة اليورو هي عبارة عن عَرَبَة تم تعديلها لتشبه الأتوبيس ومزودة بحاسب آلي أوروبي متصل بكافة أجزاء المَقصُورَة لإعطاء إشارات للسائق لمساعدته على القيادة.,False,False
77303,Europallet,البليت اليورو,europalette,Europalette,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=77303,,False,False
77304,European Article Number,رمز EAN,code EAN (European Article Numbering),European Article Number,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=77304,هو رقم مكون من 8 – 10 ارقام يتم إلصاقه على عبوات السلع في صورة باركود أوتوماتيكي، وهو يشير بالتحديد إلى رقم السلعة الأوروبية.,False,False
73743,Euroradio (protocol),أوروراديو,Euroradio,Euroradio,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=73743,,False,False
76397,FADEC,FADEC,FADEC,FADEC,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=76397,تحت FADEC من المفهوم في قطاع الطيران كعنصر تحكم محرك الرقمية بالكامل. اختصار يأتي من اللغة الإنجليزية، وملء السلطة الرقمية التحكم في المحرك. وهذا يعني أن هذه السيطرة لديها سيطرة كاملة للمحرك، وأيضا مكونات أخرى مثل دوارات دليل، قياس الوقود أو حالة الضوابط التبريد.,False,False
77318,FCFS principle,مبدأ FCFS,"file d'attente (informatique): réglement FIFO (first in, first out)",FCFS-Prinzip,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=77318,مبدأ يعتمد على فكرة من يأتي أولا يحصل على الخدمة أولا، حيث ان التعامل مع الواجبات الخاصة بالآلات يتم بترتيب وصولها، حيث أن الأولوية للوصول أولا.,False,False
77319,FIFO principle,مبدأ FIFO,"principe FIFO (first in, first out)",FIFO-Prinzip,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=77319,هو المبدأ السابق FCFS ويقصد به أن البضاعة التي يتم تخزينها أولا يتم شحنها أولا، ويتم العمل بهذا المبدأ بغض النظر عن الالتزام بالترتيب الحالي من عدمه.,False,False
75332,Fraass breaking point,نُقطَة تَجزِئَة فْرَاس,point de Fragilité Fraass,Brechpunkt nach Fraass,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=75332,درجة الحرارة الدنيا التي يكون القار عندها هشا. تحدد باختبار درجات الحرارة المنخفضة (اختبار فراس),False,False
77822,Freeport,منطقة حرة,zone franche,Zollfreizone,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=77822,منطقة حيث تتم صناغة السلع و/ أو تخزينها دون دفع رسومها وضرائبها.,False,False
73772,Freight village,مركز الشحن,centre du transport de marchandises,Güterverkehrszentrum,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=73772,"المنطقة الصناعية ذات مواصلات ممتازة, وهى مخصصة لتسوية أنشطة الشحن الكثيفة مثل الشحن والخدمات البريدية. وتمثل نقطة الانتقال بين أوضاع مختلفة في نقل البضائع.",False,False
73781,GSM-R,نظام تواصل سككي متنقل عالمي,GSM-R,GSM-R,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=73781,النظام العالمي لاتصالات الجوال بالسكك الحديد - شبكة راديو محمولة رقمية على الويب. تستخدم للتدريب بجانب البث صوتي.,False,False
77361,Global Location Number,رمز GLN أو GS1,code lieu-fonction (Global Location Number (GLN)),Internationale Lokationsnummer,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=77361,,False,False
77370,Hague rules,قواعد لاهاي,règles de la Haye,Haager Regeln,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=77370,القواعد الدولية التي استنبطت من مؤتمر لاهاي عام 1921 المتعلقة بحقوق ومسؤوليات ملاك السفن والشاحنين، والتي توضح الأخطار التي يفترض أن تتعرض لها السفن وعلاقة ذلك بسندات الشحن,False,False
76836,Human Development Index,مؤشر/دليل التنمية البشريّة,Indice de développement humain,Human Development Index,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=76836,مؤشر الرفاهية للبلدان. تم نشر مؤشر التنمية البشرية عام 1990 في التقرير السنوي للتنمية البشرية (التقرير الألماني للتنمية البشرية) من برنامج الأمم المتحدة الإنمائي (UNDP).,False,False
77381,Human Integrated Simulation,محاكاة متكاملة للإنسان,simulation homme intégrée,Menschintegrierte Simulation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=77381,تجسد طريقة محاكاة تعمل على إكساب صفة الحيوية على محيط غير موجود بالفعل وتجعله مجذوبا بطريقة فعالة وإيجابية.,False,False
77408,Kanban,كانبان,Kanban,Kanban,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=77408,هي طريقة لتخطيط الانتاج والتحكم فيه، حيث ان الغرض من كانبان هو الحد من العمليات / التخزين قيد التنفيذ، كما يتم التحكم في نظام الإنتاج محليا مع التوجه إلى الجدول الزمني للإنتاج من المرحلة النهائية,False,False
77410,Kendall's notation,تدوين كندال,Notation de Kendall,Kendall-Notation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=77410,يتيح تدوين كيندال الوصول إلى التوصيف المعياري لأنظمة التاخر في التسليم، وفي هذه الحالة يجب تصنيف حجم أنظمة التأخر بالترتيب الأبجدي.,False,False
73817,Kiss-and-Ride,توقف لَحظِي,dépose minute,Kiss-and-Ride,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=73817,,False,False
77424,LIFO-principle,مبدأ LIFO,"principe LIFO (last in, first out)",LIFO-Prinzip,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=77424,مبدأ 'ليفو' يعني أن أخر سلعة تم تخزينها هي أول سلعة يتم تفريغها ونقلها. وقد نشأ هذا المبدأ من كمبدأ مناقض لمبدأ 'فيفو' أي السلعة التي تصل أولا تخرج أولا.,False,False
74575,LZB conduction (trains controlled by LZB where LZB provides priority over any line side signals),دليل LZB (توجيه من المسارات),guidage LZB (trains sous commande de la ligne),LZB- Führung,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=74575,,False,False
74576,LZB line equipped with sub block sections,توقيف LZB المركزي (توجيه من المسارات),bloc central LZB (trains sous commande de la ligne),LZB- Zentralblock,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=74576,يتم تشكيل الكتلة المركزية لخطوط السكك الحديدية,False,False
77421,Less-Than-Container Load,حاوية تجميع,conteneur de groupage,'weniger als Containerladung',http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=77421,,False,False
75993,Loran system,نظام لوران,système Loran,Loran-System,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=75993,نظام راديو للملاحة,False,False
75452,Los Angeles test,اختبار لوس انجليس,Los Angeles test,Los-Angeles-Test,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=75452,,False,False
75461,Marshall test,اختبار مارشال,essai Marshall,Marshall-Test,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=75461,,False,False
75481,Mohr's envelope,غِلَاف مُوهر,enveloppe de Mohr,Mohr´s Umhüllende,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=75481,,False,False
77479,NC machine,ألة للتحكم الرقمي,machine NC (Numeric Control),NC-Maschine,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=77479,ألة التحكم الرقمي هي آلة يمكن برمجتها بحرية تامة، بمعنى أن الحركة في محاور متعددة سوف تتم من خلال البرمجة.,False,False
73240,NG freight wagon,عَرَبَة شَحن ضيقة السِكَّة,wagon de fret à voie étroite,Schmalspurgüterwagen,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=73240,,False,False
73923,Park-and-Ride,الوقوف والركوب,parc relais,Park-and-Ride,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=73923,الاستخدام التجميعي للعربات الخاصة حيث تكون سيارة الركاب متوقفة باعتبارها المغذي إلى المحطة من وسائل النقل العام. يستخدم خارج مراكز المدن وداخل أماكن انتظار السيارات الخاصة.,False,False
73950,Price-price method,طريقة سعر-سعر,méthode prix-prix,Preis-Preis-Methode,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=73950,طريقة احتساب السعر- السعر تستخدم في نفس حالات طريقة احتساب السعر – التكلفة، هي تفرق فقط ما بين أسعار تذاكر النقل المناسبة وبين الأسعار التي يتم تقديم تخفيضات أو عروض عليها.,False,False
75578,Proctor test,اختبار بروكتور,test Proctor,Proctorversuch,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=75578,,False,False
77587,RFID antenna,هوائي RFID,antenne RFID,RFID-Antenne,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=77587,,False,False
77588,RFID reader,قارئ RFID,lecteur RFID,RFID-Reader,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=77588,قارئ RFID مسئول عن ربط الاتصال المتلقي عبر هوائي واحد أو أكثر,False,False
77589,RFID transponder,RFID مستجيب,transpondeur RFID,RFID-Transponder,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=77589,مستجيب RFID هو ناقل البيانات الفعلي لنظام الترددات الاسلكية المحددة للهوية,False,False
77572,Radio Frequency Identification,ترددات الراديو المحددة للهوية,Transpondeur d'identification à radiofréquence,RFID,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=77572,تقنية ترددات لاسلكية محددة للهوية تتيح التعرف على الأشخاص والأشياء بوضوح وبسرعة وبدون لمسها وفي نفس الوقت ودون الحاجة إلى خط بصري مباشر.,False,False
73973,Railway construction and operating regulations (Germany),أنظمة بناء وتشغيل السكك الحديدية,règlement ferroviaire de la construction et l'exploitation des trains de correspondance (EBOA/BOA),Eisenbahn- Bau- und Betriebsordnung für Anschlussbahnen (EBOA/BOA),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=73973,,False,False
78161,Rapid Transit,النَّقل السريع,Rapid Transit,Schnellverkehr,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=78161,خدمة عبور السكك الحديدية أو الحافلة حيث تعمل بشكل تام و منفصل عن  جميع وسائط النَّقل على يمين الطريق حصريا.,False,False
73331,Riggenbach's counter-pressure brake,فرامل ضغط مضاد,frein contre-pression de Riggenbach,Riggenbach-Gegendruckbremse,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=73331,,False,False
77595,Ro-Ro unit,وحدة الرورو,unité roulier (navire),Ro-Ro-Einheit,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=77595,معدات ذات عجلات من أجل نقل البضائع مثل الشاحنة أو المقطورة أو نصف المقطورة والتي يمكن أن تكون مدفوعة أو مسحوبة على سفينة أو قطار. تدرج المقطورات أو السفن ضمن هذا التعريف.,False,False
74736,Rolling Highway,طريق سؤيع متداول,route roulante,Rollende Landstrasse,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=74736,,False,False
77603,Savings Algorithm,لوغاريتم التوفير,procédure Savings,Savings Verfahren,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=77603,هو لوغاريتم مصمم خصياص لحل مشاكل أنظمة التوجيه، وينطلق هذا اللوغاريتم في الأساس من فكرة تسليم العميل أولا من باب المخزن.,False,False
76583,Shaped Tube Electrochemical Machining,تشغيل كهروكيماوي مجسد,procédé d'usinage électrolytique à tube profilé pour forer,Stem-Bohren,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=76583,وع من الثقب الكهروكيميائي هو ما يسمى باللقب الكهروكيميائي المجسد. هنا يؤثر القطب السالب الزجاجي من خلال الضغط على المادة. أنابيب زجاجية عديدة يمكن وضعها بجانب بعض. بهذا يمكن أن ينتج صف مامل من الأنابيب (حتى 30 أنبوبة). يتم استخدام هذه الطريقة لأنتاج أنابيب تبريد هواء في التوربينات.,False,False
