id,english,arabic,french,uri,description,image_uri_remote,vt,uatv
178738,Chlamydia trachomatis,مُتَدَثِّرَة حُثَرِية,Chlamydia trachomatis,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=178738,تسبب الرمد.,,True,True
178750,Chlorobacteriaceae,فَصِيلَةُ الجَرَاثِيم الخَضْرَاء,Chlorobacteriaceae,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=178750,,,True,True
178751,Chlorobacteriales,رُتْبَة الجَرَاثِيم الخَضْرَاء,Chlorobacteriales,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=178751,,,True,True
178788,Cinnamomum cassia,قِرْفَة صِينِيَة,Cinnamomum cassia,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=178788,نبات من الفصيلة الغارية (lauraceae) تستخدم قشوره وعطره كمقو.,,True,True
178789,Cinnamomum zeylanicum,قِرْفَة سيلانِية,Cinnamomum zeylanicum,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=178789,نبات من الفصيلة الغارية (lauraceae) تستخدم قشوره وعطره كمقو.,,True,True
178797,Clark and Lubs' medium,مُسْتَنْبَتُ كلاَرْك وَلُبْس,milieu de Clark et Lubs,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=178797,يستعمل لتفريق الأمعائيات (Différenciation Enterobacteriaceae).,,True,True
178799,Class's diplococcus,مُكََوَّجَةُ كلاَس، عِقْدِيَّةٌ مُقَيِّحَة,diplocoque de Class = streptococcus pyogenes,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=178799,,,True,True
178819,Clostridiaceae,فَصِيلَةُ الْمِطَثِّيَّات,clostridiaceae,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=178819,,,True,True
178820,Clostridiales,رُتْبَة المِطَثِّيَّات,clostridiales,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=178820,,,True,True
178821,Clostridium,مِطَثِّيَّة,Clostridium,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=178821,جنس من الجراثيم من العصويات بعضها من الجراثيم اللاحيهوائية المكونة للأبواغ وتفرز ذيفانات سامة تؤدي إلى أعراض انسمامية خطيرة.,,True,True
178822,Clostridium botulinum,مِطَثِّيَّة وَشِيقِيَّة,Clostridium botulinum,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=178822,,,True,True
178823,Clostridium difficile,مِطَثِّيَّة صعبة,Clostridium difficile,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=178823,,,True,True
178824,Clostridium histolyticum,مِطَثِّيَّة حَالَّة النُّسُج,Clostridium histolyticum,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=178824,,,True,True
178825,Clostridium perfringens,مِطَثِّيَّة حاطمة,Clostridium perfringens,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=178825,,,True,True
178826,Clostridium ramosum,مِطَثِّيَّة متفرعة,Clostridium ramosum,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=178826,,,True,True
178827,Clostridium septicum,مِطَثِّيَّة منتنة,Clostridium septicum,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=178827,,,True,True
178828,Clostridium spiroforme,مِطَثِّيَّة لولبية الشكل,Clostridium spiroforme,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=178828,,,True,True
178829,Clostridium sporogenes,مِطَثِّيَّة مُبَوِّغة,Clostridium sporogenes,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=178829,,,True,True
178830,Clostridium tetani,مِطَثِّيَّة كُزازية,Clostridium tetani,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=178830,,,True,True
178836,Coal-tar,قَطْران الفَحْم,goudron de houille,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=178836,سائل قاتم اللون لزج له رائحة مميزة، ينتج من التقطير الإتلافيّ للفحم.,,True,True
178839,Coccaceae,فَصِيلَةُ المُكَوَّرات,Coccaceae,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=178839,جراثيم إيجابية الغرام.,,True,True
178840,Coccobacillus,عُصَيَّةٌ مُكَوَّرَة، عُصَوَّرَة,Coccobacille,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=178840,,,True,True
178854,Colestos's medium,مُسْتَنْبَتُ كُولِسْتُوس,milieu de Colestos,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=178854,,,True,True
178915,Conium maculatum,شوكران كبير,Conium maculatum,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=178915,نبات من الفصيلة المظلية (ombellifères) وهو سام جدا، وتستعمل أملاح قلويد الكونين (conine) المستخرج منه كمسكن عصبيّ.,,True,True
178960,Corynebacterium,وَتَدِيَّة,Corynebacterium,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=178960,جنس من الجراثيم من فصيلة الشعيات ،يسبب بعضها مرض الخناق (diphtheria) والوذح (erythrasma).,,True,True
178961,Corynebacterium acnes,وَتَدِيَّةٌ عُدِّية,Corynebacterium acnes,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=178961,,,True,True
178962,Corynebacterium aquaticum,وَتَدِيَّةٌ مَائِية,Corynebacterium aquaticum,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=178962,,,True,True
178963,Corynebacterium diphteria,وَتَدِيَّةٌ خُنَاقية,Corynebacterium diphteria,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=178963,,,True,True
178964,Corynebacterium pseudo-diphteriticum,وَتَدِيَّةٌ خُنَاقية كَاذِبَة,Corynebacterium pseudo-diphteriticum,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=178964,,,True,True
178965,Corynebacterium pseudo-tuberculosis,وَتَدِيَّةٌ سُلِّية كَاذِبَة,Corynebacterium pseudo-tuberculosis,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=178965,,,True,True
178966,Corynebacterium pyogenes,وَتَدِيَّةٌ مُوَلِّدة للصديد,Corynebacterium pyogenes,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=178966,,,True,True
178967,Corynebacterium ulcerogenes,وَتَدِيَّةٌ مُوَلِّدة للقرح,Corynebacterium ulcerogenes,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=178967,,,True,True
178968,Corynebacterium xerose,وَتَدِيَّةٌ جفافية,Corynebacterium xerose,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=178968,,,True,True
178979,Crataegus oxyacantha,زُعْرُور شَائِك,Crataegus oxyacantha,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=178979,نبات من الفصيلة الوردية (rosaceae)، تستعمل قممه المزهرة، له خواص مهدئة ومقوية للقلب وموسعة للأوعية.,,True,True
179000,Cryptococcus,مُسْتَخْفِيَّة,Cryptococcus,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=179000,نوع من الفطور أوالخمائر الحقيقية ،بعض أفراده ممرض مثل المستخفية الحالة للنسج (cryptococcus histolyticus).,,True,True
179039,D (deuterium),رَمْز الدُّوتِرْيُوم,D (deutérium),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=179039,نظير للهيدروجين.,,True,True
179040,D.D.T,د.د.ت.,D.D.T.,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=179040,مبيد للحشرات.,,True,True
179051,Datura stramonium,بُرْش، دَاتُورَةٌ,Datura stramonium,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=179051,نبات من الفصيلة الباذنجانية (solanaceae) له خواص حالّة للاودي، لاحتوائه على قلويدات لها هذه الخصائص.,,True,True
179181,Diplobacterium,جُرْثُومَةٌ مُزْدَوِجة,Diplobacterium,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=179181,,,True,True
179184,Diplococcus gonorrhoeae,مُكَوَّجَةٌ سَيَلانِيَّة,Diplococcus gonorrhoeae,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=179184,,,True,True
179185,Diplococcus meningitidis,مُكَوَّجَةٌ سِحَائِيَّة,Diplococcus meningitidis,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=179185,,,True,True
179186,Diplococcus pharyngis communis,مُكَوَّجَةٌ بُلْعُومِيَّة شَائِعَة,Diplococcus pharyngis communis,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=179186,,,True,True
179187,Diplococcus pneumoniae,مُكَوَّجَةٌ رِئَوِيَّة,Diplococcus pneumoniae,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=179187,,,True,True
179188,Diplococcus siccus,مُكَوَّجَةٌ جافَّة,Diplococcus siccus,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=179188,,,True,True
179226,Doderlein's bacillus,عُصَيَّةُ دُودِرْلِين,bacille de Döderlein,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=179226,موجودة في المهبل.,,True,True
179243,Drosera rotundifolia,نَدَى الشَّمْس,Drosera rotundifolia,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=179243,نبات من الفصيلة الندوية (droceraceae) له تأثير مضاد للتشنج، لذا يستعمل ضد التشنج القصبيّ وضد السعال.,,True,True
179257,Ducrey's bacillus,عُصَيَّةُ دُوكْرِيِه,bacille de Ducrey = Haemophilus ducreyi,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=179257,من الجراثيم المستدمية.,,True,True
179260,Duval's bacillus,عُصَيَّةُ دُوفَال,bacille de Duval = shigella sonnei,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=179260,من جراثيم الشيغلا وهي غير متحركة وسلبية الغرام.,,True,True
179267,Eberth's bacillus,عُصَيَّةُ إِيبِرت,bacille d'Eberth = Salmonella typhi,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=179267,مسببة الحمى التيفية.,,True,True
179323,Enterobacteriaceae,فَصِيلَةُ الأَمْعَائِيَّات,Entérobactériaceae,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=179323,فصيلة من الجراثيم سلبية الغرام ذات شكل عصويّ، تعيش كطفيليات على الإنسان والحيوان والنبات أو على الرمم.,,True,True
