id,english,arabic,french,uri,description,image_uri_remote,vt,uatv
212986,Accentology,نَبْرِيات,Accentologie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=212986,علم يعنى بدراسة الظواهر النبرية في اللغات.,,True,True
212987,Accentual group,مجموعة نبرية,Groupe accentuel,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=212987,مجوع العناصر  التي تؤلف وحدة لغوية تأخذ علامة النبر.,,True,True
212988,Accentual system,نظام نبري,Système accentuel,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=212988,نظام يخضع لقواعد معينة للنبر في بعض اللغات مثل الإنجليزية.,,True,True
212989,Accentual unit,وحدة نبرية,Unité accentuelle,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=212989,وحدة تتكون في الغالب  من الحركة  التي تشكل قمة المقطع.,,True,True
212990,Accentuation,تَنْبِير,Accentuation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=212990,في الصوتيات، إضفاء قيمة على مقطع أو عدة مقاطع في متتالية ما، من خلال نطقها بخاصية صوتية تميزها عن الباقي.,,True,True
212991,Acceptability,مَقْبُولِيَة,Acceptabilité,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=212991,خاصية الجملة التي تكون مولدة بواسطة قواعد النحو وتكون مفهومة بسهولة من لدن المتكلم ومتداولة بشكل طبيعي،وترتبط  المقبولية  بالإنجاز وتحتاج فضلا عن القواعد النحوية إلى القواعد المتحكمة في المقام. هناك درجات في المقبولية بالنظر إلى نوعية الجمل وإلى  طولها  أ,,True,True
212992,Accessory verb,فِعْل مُساعِد,Verbe auxiliaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=212992,ميزة الأفعال الناقصة أو الأفعال  التي تتألف مع أفعال أخرى للتعبير عن الجهة.,,True,True
212993,Accidental,عَرَضِي,Accidentel,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=212993,سمة ظاهرة لغوية لا تخضع للقواعد القياسية، مثلا على المستوى الصرفي.,,True,True
212994,Accommodation,نظرية التكيّف,Accommodation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=212994,في اللسانيات الاجتماعية، نظرية بمقتضاها يسعى المتكلم إلى تيسير التواصل مع المخاطب عبر محاولة إلغاء المتغيرات المحلية الخصوصية والسعي إلى التقارب والتفاهم.,,True,True
212995,Accomplished verb,فِعْل منقطِع,Verbe accompli,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=212995,فعل غير متدرج في حدوثه، ينقطع دفعة واحدة.,,True,True
212996,Accusative,حالة المفعول,Accusatif,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=212996,حالة إعرابية مخصصة لوظيفة المفعولية النحوية  وتأخذ أشكالا عديدة حسب اللغات.,,True,True
212997,Acoustic features,سِمَات إصغائية,Traits acoustiques,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=212997,وحدات دنيا في الإصغائيات.,,True,True
212998,Acoustic formant,مُكوِّن إصغائي,Formant acoustique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=212998,مكون يبنى به الصوت ويشار إليه في المخطاط أثناء التحليل الصوتي  في الإصغائيات.,,True,True
212999,Acoustic phonetics,صوتيات إصغائية,Phonétique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=212999,علم يدرس الطبيعة الفيزيائية للصوت المرسل وطريقة تلقي الأذن له وذلك في استقلال عن ظروف إنتاجه.,,True,True
213000,Acoustical spectrum,طَيْف إصغائي,Spectre acoustique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213000,تمثيل خطي لمكونات صائت معين، بواسطة المطياف.,,True,True
213001,Acoustician,إصغائياتي,Acousticien,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213001,عالم متخصص في ميدان الإصغائيات.,,True,True
213002,Acoustics,إصغائيات,Acoustique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213002,جزء من الفيزياء يدرس بنية الأصوات وطريقة التقاطها بواسطة الأذن.,,True,True
213003,Acquisition of language,اكتساب اللغة,Acquisition du langage,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213003,تعلم الطفل للغة الأم في المراحل الأولى من عمره وتتعدد النظريات في هذا الشأن.,,True,True
213004,Acrolect,لُغَيَّة عليا,Acrolecte,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213004,في الأوضاع اللغوية التي تتسم بالاسترسال اللغوي، لغية يعدها المتكلمون بأنها المستوى الراقي للغة وكثيرا ما تصبح اللغة  المعيار.,,True,True
213005,Acronym,مُخْتَزَل لَفْظِي، منحوت,Acronyme,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213005,تكوين كلمة واحدة  من حروف واردة في مجموعة من الكلمات، مثال: صلعم من صلى الله عليه وسلم.,,True,True
213006,Action,حَدَث,Procès,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213006,يدل الفعل على  حدث  حينما يعبر عن واقعة قام بها الفاعل في مثل : انفتح الباب وفتحت الريح النافذة. سواء : كان الفعل متعديا أم لازما.وهو يقابل دلالة العمل حيث الفعل اللازم يدل على نتيجة حدثت على الفاعل مرض زيد، اخضر النبات.,,True,True
213007,Action noun,مَصْدَر,Nom d’action,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213007,اسم الفعل.,,True,True
213008,Active articulator,عُضْو نُطْقِي متحرك,Organe phonateur actif,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213008,عضو متحرك يساهم بشكل مباشر في إنتاج الصوت اللغوي.,,True,True
213009,Active voice,صيغة المبني للمعلوم,Voix active,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213009,صيغة تدل على أن فاعل الفعل هو منفذ العمل الواقع على المفعول به.,,True,True
213010,Actor,فاعِل حقيقي,Actant,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213010,من يقوم بفعل ما، سواء أكان الفعل متعديا أم لازما.,,True,True
213011,Actualization,تحقيق,Actualisation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213011,عملية  تنتقل بواسطتها وحدة في اللغة من المستوى التجريدي  إلى المستوى الفعلي في الإنجاز. ويتم تحقيق عنصر ما بواسطة استعماله في  سياق فعلي.,,True,True
213012,Acute,حَادٌّ,Aigu,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213012,سمة الصوت الذي يتميز بغلبة الذبذبات المرتفعة في طيفه الإصغائي.,,True,True
213013,Ad hoc,مَوْضِعِي,Ad hoc,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213013,القاعدة الموضعية في النحو التوليدي هي التي تصاغ لأجل رصد ظاهرة واحدة فقط ولا تسمح بأي تعميم.,,True,True
213014,Ad hoc rule,قاعدة موضعية,Règle ad hoc,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213014,قاعدة خاصة لغرض معني في اللغة وهي غير مطردة.,,True,True
213015,Addition,زيادة,Addition,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213015,"تعتبر الزيادة في النحو التوليدي عملية تقوم بإضافة عنصر خلال تحويل ما.ويجب أن يكون هذا العنصر فارغا من حيث المعنى , حيث لا تؤدي التحولات إلى تغيير في دلالة الجمل الأصلية.",,True,True
213016,Addressee,مرسل إليه,Destinataire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213016,في عملية التواصل، الشخص الذي يوجه إليه الخطاب.,,True,True
213017,Addresser,مُرْسِل,Expéditeur,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213017,في عملية التواصل، الشخص الذي يوجه  الخطاب إلى شخص آخر.,,True,True
213018,Adduction,انقباض,Adduction,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213018,"حركة تقارب الحبال الصوتية دون أن تتماس بشكل تام خلال عملية التصويت , وينتج عنها تقلص الزردمة مما يتيح خروج الأصوات في اللغة.",,True,True
213019,Adequacy,كِفَأيَة,Adéquation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213019,صفة تطلق على الأنحاء من حيث قدرتُها على الملاحظة أو الوصف أو التفسير.,,True,True
213020,Adjacence,تآخٍ,Adjacence,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213020,"تجاور عنصرين في بنية معطاة , فالمركب الاسمي هو القاعدة المركبية الآتية: ف+م س+م س2.",,True,True
213021,Adjective,نَعْت، صِفَة,Adjectif,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213021,"الكلمة التي تسند إلى الاسم لتعبر عن نوعية الشيء أو الشخص,.",,True,True
213022,Adjunct,مُلحَق، فُضْلَة,Adjunct,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213022,كل مكون غير أساسي والذي يمكن حذفه دون أن يحدث أي تأثير على نحوية الجملة.,,True,True
213023,Adjunction,إلحاق,Adjonction,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213023,انظر: ملحق.,,True,True
213024,Adjuvant,مُسَاعِد,Adjuvant,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213024,في السميائيات، فاعل يتدخل بشكل إيجابي لدى البطل، في مسار السرد.-ضد: معارض.,,True,True
213025,Adnominal,مضاف إليه,Adnominal,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213025,الوظيفة التي يؤديها اسم أضيف إلى اسم آخر قصد التخصيص، مثال:كتاب زيد.,,True,True
213026,Adstratum,طبقة إضافية,Adstrat,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213026,لغة أو لهجة تمثل طبقة لغوية أضيفت،  في منطقة ما وفي فترة ما،  للغة المستعملة  بشكل أساسي بصفتها المرجع اللغوي الرئيس في تلك المنطقة.  مثلا: الإنجليزية بالنسبة للفرنسية في الكيبيك.,,True,True
213027,Adverb,ظَرْف,Adverbe,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213027,كلمة ترد في سياق فعل أو صفة أو ظرف لتدقيق المعنى أو تعديله.والظرف أنواع منها للزمان وللمكان …إلخ.,,True,True
213028,Affiliation,قرابة,Apparentement,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213028,نسب لغوي وتحدد اللسانيات التاريخية نوعين من أنواع القرابة : قرابة تاريخية تعود إلى تطور الفصائل اللغوية من أصل واحد،  وقرابة من حيث البنية وتلاحظ في المتقاربات الصوتية أو التركيبية.,,True,True
213029,Affinity,تشابه,Affinité,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213029,"يشار إلى التشابه بين لغتين أو عدة لغات لا تربط بينها قرابة أو نسبة معينة, بل توجد بينها بعض التماثلات  النمطية في تنظيم الجملة والمفردات العامة…إلخ.",,True,True
213030,Affirmation,إثبات,Affirmation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213030,وجه من أوجه الجملة.,,True,True
213031,Affix,لاَصِقَة,Affixe,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213031,صرفية مربوطة دائما بجذع أو جذر وهي نوعان حسب وظيفتها: لواصق صرفية أو اشتقاقية تعمل على تغيير المعنى ولواصق تصريفية تخصص المقولات التي تدخل عليها. كما يمكن تصنيفها حسب موقعها فهي سوابق أو أوساط أو لواحق.,,True,True
213032,Affixation,إلصاق,Affixation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213032,ظاهرة تعرفها اللغات وهي تمتاز بوجود السوابق أو اللواحق أو الأوساط التي تربط بالأصل فتغير معناه أو تخصصه.,,True,True
213033,Affixing languages,لُغَات إلحاقية,Langues agglutinantes,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213033,لغات تمتاز ببناء الكلمات بواسطة الزوائد.,,True,True
213034,Affricate,مُعطَّش,Affriquée,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213034,سمة الصامت الذي يتميز بالتعطيش حين نطقه.-ظ. تعطيش.,,True,True
213035,Affrication,تَعْطِيش,Affrication,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213035,ظاهرة صوتية نطقية، مزج صوتي يجمع بين الانغلاق والاحتكاك.مثل الصامت (تش)  أو الصامت (دج) في بعض اللغات أو اللهجات.,,True,True
213036,Agent,مُنَفِّذ,Agent,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213036,دور دلالي يسند إلى الفاعل الذي قام حقيقة بالفعل، وذلك في مثل: كتب الطالب الدرس،  'الطالب' فاعل منفذ بخلاف: مرض زيد،  'زيد' فاعل ليس بمنفذ.,,True,True
213037,Agglomerate,مَزِيج,Agglomérat,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213037,يشكل الصائتان المتتاليان أو الصامتان المتتابعان مزيجا صوتيا، مثل(تش) أو (دج)ن إلخ...,,True,True
213038,Agglutinate languages,لُغَات مَزْجِيَة,Langues agglutinantes,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213038,ظ. Affixing languages.,,True,True
213039,Agglutination,تركيب مَزْجِي,Agglutination,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213039,تركيب يجمع في وحدة واحدة بين مكونين أو عدة مكونات مختلفة أصلا.,,True,True
213040,Agrammatical form,صِيغَة لاَحِنَة,Forme agrammaticale,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213040,صيغة تخرق القواعد النحوية أو القواعد الصرفية.,,True,True
213041,Agrammaticality,لَحْن,Agrammaticalité,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213041,عدم التطابق وقواعد النحو للغة ما.,,True,True
213042,Agrammatism,حُبْسَة تركيبية,Agrammatisme,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213042,مظهر لغوي خاص بحبسة في التعبير يتميز بالحذف شبه الدائم للصرفيات النحوية.,,True,True
213043,Agraphia,حُبْسَة الكتابة,Agraphie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213043,اختلال في الكتابة ناجم خلل قشري.,,True,True
213044,Air stream,مَمَرُّ الهواء,Ecoulement d'air,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213044,مجرى الهواء الذي يستعان به في  إصدار مختلِف الأصوات اللغوية وغالبا ما يكون أثناء عملية الزفير.,,True,True
213045,Alexia,حبسة القراءة,Alexie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213045,اضطراب في القراءة ناتج عن خلل قشري للجهة الخلفية لمنطقة اللغة دون أن يكون مصحوبا باختلال في الجهاز البصري.وهي ثلاثة أنواع، منها ما هو خاص بالحروف ومنها ما هو خاص بالأسماء ومنها ما هو خاص بالجمل.,,True,True
213046,Algorithm,خَوَارزْم,Algorithme,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213046,مجموعة من العمليات المتتالية والدقيقة قصد إيجاد حلول لنوع معين من المشاكل. ويمكن للنحو أن يكون خوارزميا حيث يترجم إلى مجموعة من التعليمات الواضحة التي تتيح توليد الجمل.,,True,True
213047,Alien word,كلمة دخيلة، كلمة غريبة,Mot intrus,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213047,كلمة  أدخلت في لغة ما ولم تخضع لقوالب هذه الأخيرة.,,True,True
213048,Alliteration,جِنَاس استهلالي,Allitération,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213048,تكرار صوت أو مجموعة من الأصوات  في بداية مجموعة من المقاطع أو في بداية مجموعة من الكلمات في نص ما.,,True,True
213049,Allocutaire,مُخَاطَب,Allocutaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213049,صفة الشخص الذي يتوجه إليه  بمرسلة ما، فيتلقاها وقد يجيب عليها.,,True,True
213050,Allocution,خِطَاب,Allocution,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213050,يطلق في بعض الحالات على الفعل الذي بواسطته يتوجه المتكلم إلى غيره من الناس.,,True,True
213051,Allograph,بَدْخَطِّي (بديل خطي),Allographe,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213051,تمثيل مادي متعدد للحرف الواحد خلال الكتابة. مثال: ع وعـ  بالنسبة للعين في العربية.,,True,True
213052,Allomorph,بَدْصَرْفي (بديل صرفي),Allomorphe,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213052,أشكال مختلفة للصرفية الواحدة أتناء التحقيق في السياق.,,True,True
213053,Allophon,بَدْصَرْفي (بديل صوتي),Allophone,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213053,متغير تكاملي لصوتية ما، أي أن تحقيقه مقيد بالسياق.,,True,True
213054,Allophonic change,تحوُّل صوتي,Changement allophonique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213054,تغير يطرأ على صوتية ويكون حرا أو مقيدا.,,True,True
213055,Allophonic variant,بَدِيل صَوْتيّ,Variante allophonique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213055,صوتية تأتي بديلا لصوتية أخرى دون إحداث تغيير في معنى الكلمة.,,True,True
213056,Allosem,بَدْمَعْنَوي (بديل معنوي),Allosème,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213056,سمة دلالية صغرى تحتمل تحقيقات مختلفة حسب السياق الدلالي الذي ترد فيه.,,True,True
213057,Allotagma,بَد تَاكْمِيم,Allotagmème,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213057,بديل حر أو مقيد للتاكميم.-ظ.  Tagmeme.,,True,True
213058,Allotone,بَدنَغْمِي (بديل نغمي),Allotone,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213058,متغير بديل لوحدة نغمية وتحقيقه مقيد بالسياق.,,True,True
213059,Alphabet,أَلِفْبَاء,Alphabet,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213059,مجموع العلامات التي تستخدم في الكتابة للتمثيل للأصوات اللغوية وبالخصوص للوحدات المميزة منها. وتخضع لترتيب اتفاقي.,,True,True
213060,Alteration of meaning,تَحْرِيف المعنى,Altération de sens,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213060,تغيير خاطئ للمعنى الحقيقي وينتج عنه تأويل على غير صواب.,,True,True
213061,Alternant,مُتَنَاوِب,Alternant,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213061,في  النحو التوليدي، صفة بعض قواعد إعادة الكتابة التي يجب أن تكون منشطرة من أجل تمثيل أنماط مختلفة لتوليد مركب ما وغالبا ما  تكون بين حاضنتين. مثال: قاعدة إعادة الكتابة للمركب الفعلي هي: م ف :  ف ل، ف م. (حيث ف هو رمز  الفعل ول  لازم و م  متعد).,,True,True
213062,Alternation,تَناوُب,Alternance,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213062,تغيير يقع على صوتية أو مجموعة من الصوتيات في نظام صرافي معين.والتناوب منه ما هو صائتي وما هو صامتي.,,True,True
213063,Alveolar,نُخْرُوبي، نطعي، سِنْخِي,Alvéolaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213063,صفة الصوامت التي تنتمي إلى فئة الأسنانية وتنجز في عملية النطق على مستوى نخاريب الأسنان العليا.,,True,True
213064,Alveopalatal,حَنَكي نُخْرُوبي، حنكي لثوي,Alvéopalatal,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213064,صفة الصوامت قبل الحنكية التي  تنجز في عملية النطق على مستوى الحنك الأدنى الذي يشكل نقطة التماس لطرف أو مقدمة ظهر اللسان.,,True,True
213065,Amalgam,دَمْج، ملغمة,Amalgame,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213065,في اللسانيات الوظيفية، اختلاط عنصرين دالين أو عدة عناصر دالة بحيث تظهر كعنصر واحد ووحيد، بطريقة يصعب معها تفكيكه.,,True,True
213066,Amalgamating language,لغات دَمْجِية,Langue amalgamante,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213066,لغات تتميز بالدمج على مستوى الصرف والتركيب.,,True,True
213067,Ambiguity,لَبْس,Ambiguïté,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213067,خاصية بعض الجمل المتحققة الني تحتمل عدة تأويلات.,,True,True
213068,Ambivalent word,لَفْظ من الأضداد,Mot ambivalent,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213068,لفظ يدل على معنيين متباينين وذلك حسب السياق الذي يرد فيه.مثال: الجون للأبيض والأسود.,,True,True
213069,Amerindian linguistics,لسانيات هند أمريكية,Linguistique amérindienne,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213069,علم اللغات الهندية الأمريكية.,,True,True
213070,Amnesic aphasia,حُبْسَة التأسيم,Aphasie amnésique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213070,نوع من الحبسة ويتسم بفقدان ذاكرة الأسماء والمسميات خلال التواصل التلقائي.,,True,True
213071,Amorphous change,تغير عشوائي,Changement irrégulier,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213071,تغير لا يخضع إلى قواعد قياسية.,,True,True
213072,Amorphous languages,لغات عازلة,Langues isolantes; Analytic langages,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213072,لغات تتضمن عناصر لغوية مبنية وثابتة وليس فيها تمييز بين الجذع والزوائد النحوية في الكلمات.,,True,True
213073,Amplification,إسهاب,Amplification,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213073,في البلاغة،  إجراء لغوي يوسع بموجبه عنصر يراد التركيز عليه في الجملة، فيضاف إليه عنصر على شاكلته.,,True,True
213074,Amplitud of sound,سعة الصوت,Amplitude du son,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213074,في الصوتيات الإصغائية، الفرق الحاصل في الموجة الصوتية بين نقطة الاستقرار والنقطة القصوى التي تصل إليها جزيئات الهواء المتذبذب.,,True,True
213075,Amusia,حُبْسَة الألحان,Amusie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213075,فقدان اللغة الموسيقية الناتج عن خلل قشري  ويفقد المصاب قدرة التعرف على الأصوات الموسيقية أو  إنتاجها، بعد أن كان قادرا على ذلك قبل ذلك.,,True,True
213076,Anacoluthe,التفات,Anacoluthe,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213076,انقطاع في بناء الجملة المكونة من جزأين سليمين تركيبا يفضيان إلى متوالية معقدة من حيث التركيب وإلى صورة بيانية.,,True,True
213077,Analogical extension,توسيع قياسي,Extension analogique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213077,زيادة صرفية أو اتساع في المعنى خاضعان للقواعد المطردة.,,True,True
213078,Analogus languages,لغات نظائر,Langues analogues,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=213078,حسب التصنيف القديم، لغات تتسم بترتيب ثابت للكلمات داخل الجمل.-ضد لغات تقليبية.,,True,True
