id,english,arabic,french,german,uri,description,vt,uatv
87610,4/2-port directional control valve,صمام توجيهي من نوع 4/2,distributeur 4/2 [m.],4/2-Wegeventil [n.],http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=87610,انظر: [صمام طوارئ (نظام ETS)](http://www.arabterm.org/index.php?id=3&L=1&tx_3m5techdict_pi1[id]=91222) يُشير اسم الصمام إلى وجود أربع وصلات ووضعين للتشغيل. وتتمثل وظيفته في وضع التشغيل الأول في توزيع هواء الإمداد المضغوط على أسطوانتي تشغيل أو خطيّ تشغيل/ تحكم، أمّا في وضع التشغيل الأخر فيقوم بغلق وصلة الإمداد وتصريف الهواء عن أسطوانتي التشغيل أو خطيّ التشغيل/ التحكم. وتوجد من هذا الصمام تصميمات مختلفة تُتيح إمكانية التشغيل الميكانيكي أو البنيوماتي أو الكهرومغناطيسي.,True,True
87611,4/3-port electromagnet valve ETS [UK] / 4/3-port solenoid valve ETS [US],صمام مغناطيسي توجيهي من نوع 3/4 (نظام ETS),électrovanne 4/3 voies ETS,4/3-Wege-Magnetventil ETS [n.],http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=87611,يُستخدم في نظام [التحكم الإلكتروني في أبواب الحافلات](http://www.arabterm.org/index.php?id=3&L=1&tx_3m5techdict_pi1[id]=90217). وهو يحتوي على أربع وصلات للهواء المضغوط، وصلة منها خاصة بهواء الإمداد المضغوط والوصلة الثانية خاصة بتصريف الهواء، وهناك مخرجان، واحد لملء [أسطوانات الأبواب (نظام ETS)](http://www.arabterm.org/index.php?id=3&L=1&tx_3m5techdict_pi1[id]=91208) بالهواء وآخر لتصريف الهواء عنها. ويُشير اسمه إلى ثلاثة أوضاع تشغيل خاصة بثلاثة صمامات مغناطيسية، تقوم [وحدة تحكم (نظام ETS)](http://www.arabterm.org/index.php?id=3&L=1&tx_3m5techdict_pi1[id]=91206) بتشغيلها إلكترونياً. ويُزوّد أحد تلك الصمامات المغناطيسية بوصلة خاصة [بخط التحكم](http://www.arabterm.org/index.php?id=3&L=1&tx_3m5techdict_pi1[id]=91345) في الهواء المضغوط المُمتد من [صمام طوارئ (نظام ETS)](http://www.arabterm.org/index.php?id=3&L=1&tx_3m5techdict_pi1[id]=91222). ويعمل الصمام المغناطيسي التوجيهي من النوع 3/4 في وضع التشغيل العادي باعتباره صماماً توجيهياً من النوع 2/4.,True,True
87612,4/3-port electromagnet valve MTS [UK] / 4/3-port solenoid valve MTS [US],صمام مغناطيسي توجيهي من نوع 3/4 (نظام MTS),électrovanne 4/3 voies MTS,4/3-Wege-Magnetventil MTS [n.],http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=87612,يُستخدم في نظام [التحكم الموديولي في أبواب الحافلات](http://www.arabterm.org/index.php?id=3&L=1&tx_3m5techdict_pi1[id]=91231). ويتميز وظيفياً بتضمنه لـ [خانق مدمج للهواء المنصرف](http://www.arabterm.org/index.php?id=3&L=1&tx_3m5techdict_pi1[id]=87622).,True,True
90020,6-channel ABS,نظام منع غلق العجلات (ABS) سُداسي القنوات,ABS à 6 canaux,6-Kanal ABS [n.],http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=90020,يُستخدم هذا النظام في الحافلات المُكوّنة من أكثر من عربة والشاحنات ذات التعليق الهوائي ثُلاثية ورُباعية المحاور، مع محور إدارة محكوم بالجر. ويتم تكوين مجموعات وظائفية لنظام التحكم في نظام منع غلق العجلات (ABS)/ نظام التحكم في الجر (TCS). وتبعاً لهذا التكوين يمكن تطبيق مفاهيم تحكم مختلفة لنظام منع غلق العجلات (ABS).,True,True
89094,A pillar,القائم A,montant A [m.],A-Säule [f.],http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=89094,تُميز حروف مُتتابعة من الأمام إلى الخلف القوائم الحاملة للسيارة، التي تربط نطاق السقف بالتكوين التحتي لهيكل السيارة. ويُستخدم القائم A في تصنيع السيارات لعمل وصلة بين سقف السيارة وجدار النار الأمامي. أمّا [القائم B](http://www.arabterm.org/index.php?id=3&L=1&tx_3m5techdict_pi1[id]=89101) فيوجد في مُنتصف مقصورة الركّاب، وهو الذي يصل بين أرضية السيارة وسقفها، إلا أن بعض طرازات السيارات الكابريوليه والكوبيه لا تُزوّد بهذا القائم. و[القائم C](http://www.arabterm.org/index.php?id=3&L=1&tx_3m5techdict_pi1[id]=89131) هو الذي يصل بين سقف السيارة والجدار الجانبي عند مؤخرة السيارة. أمّا القائم الرابع في السيارة فهو [القائم D](http://www.arabterm.org/index.php?id=3&L=1&tx_3m5techdict_pi1[id]=89166)، إلا أنه لا يوجد إلا في طرازات السيارات الكومبي واﻟﭭان.,True,True
89013,AAR joint,وصلة مفصلية من النوع AAR,joint AAR [m.],AAR-Gelenk [n.],http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=89013,الوصلة المفصلية الانزلاقية 'تريبود',True,True
91286,ABS components air brake,مكوّنات نظام منع غلق العجلات (ABS) للفرملة البنيوماتية,composants de l'ASB pour frein à air comprimé [m.],ABS-Komponenten Druckluftbremse [f.],http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=91286,لعمل نظام منع غلق العجلات (ABS) في أي منظومة فرامل هوائية يلزم أن تتوافر المكوّنات التالية للسيارة القاطرة: - [حسّاس قضيبي لنظام منع غلق العجلات (ABS)](http://www.arabterm.org/index.php?id=3&L=1&tx_3m5techdict_pi1[id]=90025) ومعه [عجلة مغناطيسية](http://www.arabterm.org/index.php?id=3&L=1&tx_3m5techdict_pi1[id]=90061) - صمام تحكم مغناطيسي - الوحدة الإلكترونية لنظام منع غلق العجلات (ABS)/نظام التحكم في الجر (TCS) - المصباح التحذيري لنظام منع غلق العجلات (ABS) 'الأحمر' للسيارة القاطرة. أمّا فيما يتعلق بتشغيل المقطورة فيلزم - إضافةً إلى ما سبق - توفّر المُكوّنات التالية: - لمبة البيان 'الصفراء' للتعرّف على عمل نظام منع غلق العجلات (ABS) في المقطورة - المصباح التحذيري 'الأحمر' لنظام منع غلق العجلات (ABS) في المقطورة. وبالنسبة للاستخدام في الطرق الوعرة، فيمكن تجهيز نظام منع غلق العجلات بمفتاح نظام منع غلق العجلات (ABS) للطرق الوعرة. أمّا منظومات التحكم لنظام منع غلق العجلات (ABS)/نظام التحكم في الجر (TCS) فقد تتطلب التجهيز بمكوّنات وصمامات أخرى.,True,True
90021,ABS control function,وظيفة التحكم الخاصة بنظام منع غلق العجلات (ABS),fonction de régulation ABS [f.],ABS-Regelfunktion [f.],http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=90021,يُقصد بها تضمين الضغوط الفرملية الواقعة على العجلات المحكومة في سيارة ما. ويحدث ذلك بغرض احتفاظ السيارة بقدرتها على المُناورة وكذلك الحفاظ على اتزانها التوجيهي. وترتبط هذه الوظيفة بالسلوك الدينامي لدائرة التحكم المُغلق، التي تتكوّن من [وحدة التحكم الإلكترونية](http://www.arabterm.org/index.php?id=3&L=1&tx_3m5techdict_pi1[id]=90216) لنظام منع غلق العجلات (ABS)، وفرامل العجلات، والوصل الاحتكاكي بين العجلة وسطح الطريق. ويتم التحكم في هذه الوظيفة بواسطة دائرة الدخل، والدائرة الأساسية، ودائرة الأمان، وتشغيل الصمامات. وتتمثل مُميزات هذه الوظيفة بالنسبة للمركبات التجارية فيما يلي: أ) إذا كان نظام منع غلق العجلات (ABS) فعّالاً، فإنه يتم فتح تجهيزة التعطيل الفرقي الطولية طوال مدة التضمين، وتظل مفتوحة حتى نهاية عملية الفرملة. كما يتم التحكم في ذلك عن طريق إشارة ضوء الفرامل (ارتفاع الإشارة وهبوطها). ب) في حالة تشغيل الفرملة الدائمة والفرملة العاملة بالضغط الدينامي والمُقاصر أثناء عملية التضمين، فإنه يتم التحكم في هذه الأنظمة معاً أو إيقافها تماماً طوال مدة عمل وظيفة نظام منع غلق العجلات (ABS). وهو ما يحدث عن طريق [التشغيل ثنائي الوضعية](http://www.arabterm.org/index.php?id=3&L=1&tx_3m5techdict_pi1[id]=90057). جـ) يمكن إيقاف نظام منع غلق العجلات (ABS) عن العمل عند القيادة على أراض وعرة باستخدام ((رابط: مفتاح نظام منع غلق العجلات (ABS) للقيادة على الأراضي الوعرة).,True,True
90022,ABS off-road switch,مفتاح نظام منع غلق العجلات (ABS) للقيادة على الأراضي الوعرة,commutateur tout terrain ABS [m.],ABS-Geländeschalter [m.],http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=90022,هذا المفتاح يتيح للمركبات التجارية إمكانية إيقاف نظام منع غلق العجلات (ABS) عند القيادة على الأراضي الوعرة، إلا أنه لا يمكن إيقاف النظام إلا إذا كانت السرعة أقل من 15 كم/ الساعة تقريباً. وعندها تضيء لمبة تحذير نظام منع غلق العجلات (ABS).,True,True
90023,ABS relay valve,صمام مُرحّل لنظام منع غلق العجلات (ABS),valve relais ABS [f.],ABS-Relaisventil [n.],http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=90023,(انظر: صمام 'بوكسر'). صمام يتم تركيبه في منظومات الفرامل الهوائية المُزودة بنظام منع غلق العجلات (ABS) أمام أسطوانات الفرامل الموجودة في المقطورات مُتعددة المحاور. وهو يعمل على تضمين ضغط الفرملة داخل أسطوانات الفرامل. وإذا كان نظام منع غلق العجلات (ABS) فعّالاً، فيتم عندئذ عن طريق صمام التنظيم المغناطيسي تضمين ضغط الفرملة بداخل أسطوانات الفرامل مُباشرةً بواسطة الوحدة الإلكترونية لنظام منع غلق العجلات (ABS)/ ونظام التحكم في الجر (TCS)، وذلك بغض النظر عن الضغط الذي يقوم السائق بتحديد مستواه. أمّا إذا لم يكن نظام منع غلق العجلات (ABS) فعّالاً، فإن هذا الصمام يعمل على ملء أسطوانات الفرامل بالهواء وكذلك تصريفه بسرعة.,True,True
90024,ABS socket,مقبس نظام منع غلق العجلات (ABS),prise ABS [f.],ABS-Steckdose [f.],http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=90024,(انظر: لمبة بيان نظام منع غلق العجلات (ABS) 'صفراء'). في منظومات الفرامل الهوائية المزودة بنظام منع غلق العجلات (ABS)/ نظام التحكم في الجر (TCS)، يمكن عن طريق هذا المقبس توصيل وحدة التحكم لنظام منع غلق العجلات (ABS) الخاص بالسيارة القاطرة بوحدة التحكم لنظام منع غلق العجلات (ABS) الخاص بالمقطورة. وتحتوي كل من السيارة القاطرة والمقطورة على مقبس لنظام منع غلق العجلات (ABS) خاص بها، حيث يتم إنشاء الاتصال باستخدام كابل توصيل.,True,True
90025,ABS stick sensor,حسّاس قضيبي لنظام منع غلق العجلات (ABS),capteur à barre inductive ABS [m.],ABS-Stabsensor [m.],http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=90025,هو حسّاس حثي لرصد سرعات دوران العجلة من أجل عمل وظيفة نظام منع غلق العجلات (ABS)/ نظام التحكم في الجر (TCS). ويتم بواسطة [جلبة زنق](http://www.arabterm.org/index.php?id=3&L=1&tx_3m5techdict_pi1[id]=90026) الاحتفاظ بالحسّاس في وضع ثابت بالنسبة للعجلة المغناطيسية الدائرة معه. وبفعل دوران العجلة، يتغيّر الفيض المغناطيسي الذي يُولّده الملف المُركب في الحسّاس القضيبي بواسطة الترس الحلقي أو القرص المُثقب للعجلة المغناطيسية. وبهذه الكيفية تتولّد فلطية ترددية في الحسّاس القضيبي لنظام منع غلق العجلات (ABS)، ويكون تردد هذه الفلطية المُتولّدة متناسباً مع سرعة دوران العجلة بنفس المُعدل.,True,True
89014,AC joint,وصلة AC,joint AC [m.],AC-Gelenk [n.],http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=89014,يعني الاختصار AC في اللغة الإنجليزية: Angular Contact، أي التماس الزاوي. وتكون مسارات كُريات هذا النوع من الوصلات إهليلجية الشكل. وتصل قيمة [زاوية انحناء](http://www.arabterm.org/index.php?id=3&L=1&tx_3m5techdict_pi1[id]=102919) هذه الوصلة إلى 47°. (انظر: الوصلة الكروية الجاسئة).,True,True
91110,ACC,نظام ACC,accélération de la caisse [f.],ACC [f.],http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=91110,نظام التحكم التواؤمي في السرعة (ACC),True,True
91111,ACS,التحكم التواؤمي,ACS,ACS [n.],http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=91111,[نظام التحكم التواؤمي (ACS)](http://www.arabterm.org/index.php?id=3&L=1&tx_3m5techdict_pi1[id]=87607),True,True
91127,ADIS,نظام معلومات السائق,ADIS,ADIS [n.],http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=91127,نظام المعلومات المُتقدم للسائق (ADIS),True,True
89420,AIRC,الرابطة الدولية لفنيي إصلاح هياكل السيارات (AIRC),AIRC,AIRC [n.],http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=89420,يعني الاختصار AIRC في اللغة الفرنسية: Association Internationale des Reparateurs en Carosserie.,True,True
90367,ALC,التحكم التواؤمي في الضوء,ALC,ALC (Aktive Fahr- und Abblendlichtsteuerung)[f.],http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=90367,نظام التحكم الفعّال في ضوء السير والضوء المُنخفض (ALC),True,True
