id,english,arabic,french,german,uri,description,vt,uatv,image_uri_remote,image_uri_extract
85852,Acrylic Fibers,ألياف الأكريليك,Fibres acryliques,Acrylfaser (f),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=85852,ناتج عملية بلمرة مادة الأكريلو نيتريل لإعطاء بوليمر عديد الأكريليك، لكن الألياف المعروفة بهذا الاسم عبارة عن بوليمر مختلط ناتج من بلمرة الأكريلونيتريل مع مادة فينل البريدين أو فينل الأسيتات على ألا تقل نسبة الأكريلونيتريل عن 85% وهذه المواد المستعملة في خلط البوليمر تعمل على تسهيل عملية صباغة ألياف الأكريليك.,False,False,,
85855,Aeroatec,ألياف الأيروأتيك,Aeroatec,Aeroatec,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=85855,نوع من الألياف عالية التقنية لها المقدرة على حجب الرياح، والأمطار، والآشعة فوق البنفسجية.,False,False,,
85856,Aerolene,أيرولين,Aerolen,Aerolen,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=85856,خيوط تصنع من لدائن ممددة من عديد إيثان اليوريا ذات مقطع مستعرض مستطيل أو مربع.,False,False,,
85249,Afghan carpet,بسَاط أفغاني,tapis Afghan,Afghan (m),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=85249,سجاد من النوع الشرقي المنتشر في مناطق أسيا الوسطى وتركمنستان.,False,False,http://www.arabterm.org/typo3temp/pics/660a1ee4de.jpg,https://raw.githubusercontent.com/forzagreen/arabterm/main/images/34_85249.jpg
84552,Africa look,طراز افريقي,style africain,Afrika-Look (m),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=84552,زي مشكل من ألوان شمسية صيفية مستوحاة من أجواء السافانا والصحراء وكذلك من ألوان الحيوانات الافريقية.,False,False,,
84553,Agassi look,طراز أكاصي,style Agassi,"Agassi-Look (m), -Shorts (f)",http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=84553,التشكيلة المسماة باسم لاعب التنس التي تلبس تحت البنطلون أو التنورة وتبقى بارزة.,False,False,,
83055,Agilon®,خيط أجيلون®,Agilon®,"Agilon®, Agilon-Garn (n)",http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=83055,الخيوط أحادية الشُعيرة والخيوط عديدة الشُعيرات التي تُضخّم عن طريق سحبها وشدّها على حرفٍ حادّ مما يؤدي إلى وجود تموجاتٍ بها (ما يُسمى طريقة أجيلون، أو طريقة التضخيم بالتمرير على حرف حاد).,False,False,,
86492,American Standards for Testing Materials,الجمعية الأمريكية لاختبار المواد,Normes américaines pour les essais des matériaux,"ASTM-Standards (f), American Standards for Testing Materials",http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=86492,المعهد المختص بإصدار معايير مراقبة واختبار المواد في الولايات المتحدة.,False,False,,
85014,American shoulder / American neckline,كتف آمریکی,manche américaine,Minusschulter (f),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=85014,تقويرة عن قاعدة الكتف,False,False,,
85822,Angora wool,صوف الأنجورا,laine angora,WA,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=85822,الصيغة المُختصرة لصوف أنجورا.,False,False,,
87254,Arab headscarf,كوفية,keffieh,Araberkopftuch (n),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=87254,لباس للرأس يتكون من قطعة قماشية تصنع بالعادة من القطن أو كتان ومزخرفة بالوان عديدة أشهرها اللون الأحمر والأبيض أوالأسود والأبيض.,False,False,,
87255,Arafat scarf,كوفية عرفات,keffieh d'Arafat,Arafat-Kopftuch (n),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=87255,الكوفية أوغطاء الرأس الذي كان يضعه عرفات.,False,False,,
84555,Asia look,طراز أسيوي,style asiatique,Asia-Look (m),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=84555,ملابس ذات شكل مستقيم من الاقمشة الحريرية والمطرزة والحروف الاسيوية- تفاصيلها تعطي لمسة غرائبية.,False,False,,
86099,Assembly twisting,فتل مضاعف,Moulinage,Fach-Vorzwirnen (n),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=86099,أثناء عملية المضاعفة يمكن القيام بالفتل. يتعلق الأمر هنا الفتل المضاعف. عند عملية الفتل المضاعف يمكن وضع وشيعة لف منفردة، التي يتم بواسطتها الاستغناء عن المضاعفة بشكل منفصل.,False,False,,
83555,Atlas weave stripes / satin weave stripes,أشرطة نسيجية,rayures atlas,Atlas-Streifen (m),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=83555,سلسلة من الأشرطة من النسيج الحريري محدودة العرض على القماش غالبا ما تكون متعددة الألوان.,False,False,,
83556,Atrex,أَتْرِكْس,Atrex,Atrex,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=83556,قماش ثنائي الطبقة، مصنوع من مادة عديد البروبيلين والقطن، فسكوز/ ألياف مودال أو الصوف.,False,False,,
84557,Audrey Hepburn style,طِرَاز أودري هيبورن,style Audrey Hepburn,Audrey-Hepburn-Stil (f),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=84557,سراويل ذات شكل مخروطي وتتميز بتطريز على مستوى الساق.,False,False,,
86100,Avisco,أفيسكو,Avisco,Avisco,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=86100,العناصر المضافة إلى كتلة نسيج ألياف الفيسكوز لرفع مقاومتها للحريق.,False,False,,
85857,Avitron®,أفيترون ®,Avitron®,Avitron®,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=85857,اسم لعلامة تجارية لنوع من ألياف الإستير يُنتج في ألمانيا الاتحادية.,False,False,,
85250,Axminster,سجادة أكسمنستر,Axminster,Axminster (m),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=85250,نوع فاخر من السجاد ظهر في مدينة أكسمنستر، ويتميز على الخصوص بطابعه الشرقي والحواف المصنوعة من القطن الأحمر.,False,False,http://www.arabterm.org/uploads/tx_3m5techdict/ID_464_Axminster.JPG,https://raw.githubusercontent.com/forzagreen/arabterm/main/images/34_85250.JPG
85859,B-Type,ألياف شبيهة بالقطن,B-Type,B-Type (f),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=85859,ألياف صناعية تتشابه خواصها مع خواص ألياف القطن من حيث: الطول والنعومة والتموجات والمتانة والاستطالة. وهي تستعمل في صناعة خيوط الغزل المخلوطة أو خيوط الغزل من الألياف الصناعية بماكينات مراحل الغزل ثلاثية الأسطوانات (السلندرات).,False,False,,
86677,Barbour jacket,سترة باربر,veste Barbour,Barbour-Jacke (f),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=86677,سترة مهنية اخترعها الأنجليزي جون باربر، وهي سترة زيتية ذات قيمة عالية.,False,False,,
83563,Beach-Cotton,قماش بيتش,coton de plage,Beach-Cotton (m),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=83563,نوع من البوبلين الشبيه بقماش الأشرعة، ويُستعمل لإضفاء لمسة رياضية على القماش.,False,False,,
83565,Belseta,بالسيتا,Belseta,Belseta (n),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=83565, أنسجة مغطاة بسطح من الألياف الكثيفة المخشنة لتعطي مظهرا شبيها بسطح فاكهة الخوخ.,False,False,,
84561,Beverly Hills look,طراز بيفرلي هيلز,look Beverly Hills,Beverly-Hills-Look (m),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=84561,موضة مختلطة جذابة على طريقة أغنياء هوليود. لمعان الذهب و الفضة والنحاس ظاهر وأحيانا بتناسق مع الألوان كالبني والأحمر الداكن و البنفسجي. و غالبية الأقمشة مزينة بخيوط من اللوريكس. الطلاء الذهبي والطبعات المعدنية تخلق تحفة إضافية,False,False,,
87263,Birger Ruud cap,قبعة بيرجي رود,bonnet de Birger Ruud,Birger-Ruud-Kappe (f),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=87263,غطاء للرأس ( للرجال، شاع استعماله ما بين سنتي 1937 وسنوات الثمانينات).,False,False,,
84176,Bobbinnet,تول,tulle,Tüll (m),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=84176,قماش مصنوع من خيوط القطن، الحرير الطبيعي أو الحرير الصناعي ذو تركيب نسجي يعطي فتحات سداسية في المظهر  يستخدم في كل الملابس والستائر وأسِرّة النوم.,False,False,,
83070,Bobtex yarn,خيط غزل بوبتكس,fil Bobtex,Bobtex-Garn (n),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=83070,خيط غزل محوريّ عديد المكونات له قلب من خيط غزل بأليافه مستمرة وغلاف من مادة بلاستيكية مُلَدَّنة بالحرارة.,False,False,,
86153,Bollworm,دودة القطن,Ver du cotonnier,Kapselwurm (m),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=86153,دودة القطن عبارة عن آفة ضارة تحدث ثقبا في نواة بذرة القطن التي لم تنفتح بعد من أجل وضع بَيْضها. وتتغذى اليرقات الناشئة على الألياف وتدمر محصول القطن.,False,False,,
84564,Bollywood style,طراز بوليود,style Bollywood,Bollywool-Stil (m),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=84564,إسم مشتق من الجمع بين بومباي وهوليود للتعبير عن أسلوب جديد في اللباس.,False,False,,
87265,Borsalino,قبعة بورسالينو,Borsalino,Borsalino,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=87265,قبعة رجالية ذات حافة عريضة.  من الأشخاص الذين ارتدوا  هذه القبعة الناعمة والأنيقة والمصنوعة من اللباد كان الممثل الأمريكي همفري بوغارت الذي كان يسدلها بشكل يغطي وجهه بالكامل  وقد أخذت هذه القبعة اسم مصمم القبعات الإيطالي بورسالينو الذي صممها لأول مرة في سنة 1857.,False,False,,
83071,Bouclargent®,بوكلارجنت ®,Bouclargent®,Bouclargent ®,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=83071,خيط غزل ذو طابع معدني.,False,False,,
86101,Break,كسر,Craquage,Brechen (n),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=86101,تقصير الألياف عن طريق التمزيق، على سبيل المثال لإنتاج ألياف الصوف على مستوى الكابلات أو لتقصير طول الألياف  الطبيعية الطويلة (الكتان والقنب والجوت، وغيرها).,False,False,,
86465,Bremen Cotton Exchange,بورصة القطن بريمن,Bourse du coton de Brême,Bremer Baumwollbörse (f),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=86465,منظمة تجارة القطن الألمانية وصناعة القطن في ألمانيا والنمسا وسويسرا.,False,False,,
87267,Breton,قبعة بريتون,chapeau breton,Breton (m),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=87267,قبعة للرجال دائرية الشكل ذات حافة مقوسة ومطوية إلى الأعلى، بنفس الشكل الذي توضع فيه القبعة في مقاطعة بريتاني الفرنسية. وفي أربعينات القرن العشرين تم تصميم أول نموذج لقبعة نسائية حديثة,False,False,,
86102,Briquetting,قولبة بالكبس,Agglomération,Brikettierung (f),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=86102,ضغط نفايات الغزل التي لا يمكن إعادة استعمالها في النسيج، لتحويلها  إلى فحم حجري مع إمكانية إعادة تدويرها حراريا (الحرق).,False,False,,
83049,Bulked Continuous Filament,خيط غزل متضخم الشعيرات,fil continu de polymère fondu (fil pour tapis),BCF-Garn (Teppichgarn) (n),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=83049,خيوط غزل مُضخمة تُصنع من خيوط عديد أميد أو عديد بروبيلين مُسْتَمِرَة ذات ملمس أملس وشكل سميك نسبياً، باستخدام طريقة التضخيم التي تعطي درجة تجعيد مُكثَفة، وذلك بتأثير البخار المُحمَص.,False,False,,
84566,Burberry check,مربعات باربوري,carreaux Burberry,Burberry-Karo (n),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=84566,شريطان عرضيان بالأبيض والأسود يقطعهما خط أحمر دقيق على خلفية قشدية اللون.,False,False,,
86103,Burr,بقايا الصوف الممشط,Burrs / grumeaux,Burrs (Graupen),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=86103,البقايا الناتجة عن تمشيط الصوف غير القابلة لإعادة الاستعمال بغزل الصوف الممشط، إلا أنها تعد صالحة للاستعمال لانتاج خيوط نسج صوفية.,False,False,,
86104,C Factor of cleaning,عامل س للتنظيف,Facteur C du nettoyage,C-Faktor der Reinigung (m),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=86104,عامل التأثير لنوع القطن على فعالية عملية تنظيف القطن أثناء التحضير للغزل. يشير هذا العامل إلى قابلية القطن للتنظيف أي مدى جودة تنظيف القطن مع نفس المحتوى من النفايات.,False,False,,
84921,C-style,تصميم رياضي,coupe cran sport,C-Fasson (f),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=84921,تصميم خاص بالبذلات والسترات الرياضية,False,False,,
85860,C/C-Type,ألياف ثنائية التركيب,C/C-Type,C/C-Type (m),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=85860,ألياف (C/C): نوع من الألياف ثنائية التركيب، ذات شعيرات غير متجانسة، بحيث يختلف الغشاء عن النواة.,False,False,,
86466,CEN,منظمة المعايير الأوروبية,CEN,CEN,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=86466,منظمة المعايير الأوروبية، التي تنشر المعايير المعتمدة على الصعيد الأوروبي (EN).,False,False,,
83088,CF yarns (Continuous Filament yarns),ألياف مستمرة,fils CF (CF = continuous filament),CF-Garne (f) (CF = continuous filament),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=83088,ألياف مستمرة بطول لانهائي من الحرير الطبيعي أو الألياف الصناعية.,False,False,,
84583,CI work wear,زي العمل,vêtements de travail à l'effigie de l'entreprise,CI-Berufskleidung (f),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=84583,هو زي موحد لعمال شركة معينة و يحمل رمز الشركة كعلامة مميزة.,False,False,,
83636,CTex,سي تكس,CTex,CTex,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=83636,قماش تريكو كثيف ومرن من طبقتين، يتكون من شعيرات نايلون مغزولة الملونة والليكرا.,False,False,,
84336,CV (CV b),قيمة معامل الاختلاف,coefficient de variation (CV b),CV-Wert (m) (CV b),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=84336,يستعمل معامل الاختلاف لرصد نسبة الاختلافات وتوزيعها على طول الخيط وتمثل بالنسبة المئوية.,False,False,,
84337,CV (CV m),معامل اختلاف تقلبات الوزن الغزل,coefficient de variation (CV m),CV-Wert (m) (CV m),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=84337,يتم تعريف معامل الاختلاف كنسبة الانحراف المعياري  إلى الوسط الحسابي    للتوزيع. (CV m = s/m x 100%),False,False,,
87320,Calabrese hat,قبعة كالابريا,chapeau calabrais,Kalabreser (m),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=87320,قبعة صيفية ترتديها النساء على الشاطئ ذات حواف عريضة وتاج مستدق.,False,False,,
85599,Calcutta hemp fiber,قنب كلكتا,chanvre de Calcutta,Kalkuttahanf (m),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=85599,نبات ينمو في المناطق الاستوائية والموسمية، ويتميز بأليافه وهو من فئة الشجريات.,False,False,,
83574,Cambrelle®,كامبريلا®,Cambrelle®,Cambrelle® (m),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=83574,نسيج وبري من عديد الأميد ذو تركيب نسيجي أملس لامع وسطح وبري مفتوح، يبلغ وزنه 500 جرام/  المتر مربع,False,False,,
85825,Camel hair,وبر الجمل,poils de chameau,WK,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=85825,الصيغة المُختصرة لصوف الجمل أو وبَر الجمل.,False,False,,
86152,Cannetille,كانتيله,Cannetille,Kantille,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=86152,نسيج بخيوط ذات ألياف معدنية على شكل لولبي.,False,False,,
85861,Cantrece®,كانتريس ®,Cantrece®,Cantrece®,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=85861,ألياف من صنع أمريكي ذات تركيبة ثنائية من النايلون 6.6 والبوليمير المعدل، وتتميز على الخصوص بالمرونة العالية.,False,False,,
85741,Cape mohair,كيب موهير,mohair du Cap,Kap-Mohair,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=85741,موهير، صوف جنوب إفريقي عالي الجودة,False,False,,
86697,Capri trousers,سروال البحار,pantalons de pêcheur,Fischerhose (f),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=86697,سروال يلبس بشكل ضيق في الغالب ويتوفر على فتحات تحت الركبة.,False,False,,
85862,Capron®,كابرون ®,Capron®,Capron®,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=85862,نوع من الألياف المصنوعة من عديد الأميد 6 والتي تستعمل أساسا للأغراض التقنية.,False,False,,
85743,Caracul sheep,غنم كاراكول,mouton karakul,Karakul-Schaf (n),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=85743,سلالة أغنام من منطقة بخارى وسط أسيا، ولها صوفٌ مجَّعد الشعر،يستعمل في صناعة قلنسوات القوزاق الشهيرة.,False,False,,
85744,Caracul wool,صوف كاراكول,laine de karakul,Karakul-Wolle (f),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=85744,وَبر غنم كاراكول، الذي يرعى في أسيا الوسطى، يستعمل في صناعة الفراء الفارسي و قلنسوات القوزاق.,False,False,,
86154,Carbonised wool,صوف مُكَرْبَن,Laine carbonisée,Karbonisierte Wolle (f),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=86154,الصوف الذي تمت معالجته بالأحماض، من أجل التخلص من العوالق (العوالق النباتية) وغالبا ما يتعرض الصوف للضرر بسبب هذه الأحماض.,False,False,,
84570,Caribbean style,طراز الكاريبي,style Caraïbe,Caribic-Stil (m),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=84570,تنانير وثياب واسعة مصنوعة من أقمشة رقيقة وخفيفة وكثيرا ما تكون ملونة و مزينة,False,False,,
87322,Carlsbad glove,قفازات كارلس باد,gant  Original Karlsbader ,Karlsbader Handschuh (m),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=87322,قفازات حظيت بالترخيص من شركة 'شرودر وشميت'  سنة 1929 بمنطقة  كارلس باد ، تحتوي على طبقة داخلية جلدية وطبقة خارجية من خيوط مغزولة من الصوف.,False,False,,
84571,Carmen style,طراز كارمن,style flamenco,Carmen-Stil (m),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=84571,زي ذو طابع فولكلوري تتميز به راقصات الفلامنكو,False,False,,
83580,Cashalaine,كَاشَالين,cashalaine,Cashalaine (f),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=83580,قماش مقلد مصنوع من صوف الكشمير,False,False,,
85711,Cashgora,كاشجورا,Cashgora,Cashgora,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=85711,يعد من أنواع الصوف الثمينة، الذي يؤخذ من السلالة الجديدة الهجينة للماعز مما يمنحه متانة وبريقا ونعومة.,False,False,,
85864,Cashmillon®,كاشميلون ®,Cashmillon®,Cashmillon®,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=85864,نوع ياباني من ألياف الأكريليك.,False,False,,
83085,Cashwool,كاش وول,Cashwool,Cashwool (f),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=83085,,False,False,,
85272,Caucasian rugs,سجاد قوقازي,tapis caucasiens,"kaukasische Teppiche (m), pl.",http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=85272,نوع نادر من السّجاد البدوي من القوقاز ذو أشكال هندسية ومربوط بعقد تركية.,False,False,,
85708,Central Asian cotton,قُطن وسط آسيا,coton de l'Asie centrale,Zentralasiatische Baumwolle (f),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=85708,يعرف أيضا بالقطن الروسي يزرع في مناطق أوزبكستان وتركمنستان بآسيا الوسطى.,False,False,,
85865,Centric-cover-core-Type,ألياف مرتبط جزئيها مركزياً,Centric-cover-core-Type,Centric-cover-core-Type (m),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=85865,ألياف (C/C): نوع من الألياف ثنائية التركيب، ذات شعيرات غير متجانسة، بحيث يختلف الغشاء عن النواة.,False,False,,
83087,Ceolon,سيولون,Ceolon,Ceolon (n),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=83087,خيط مصنوع من لدائن رخوية رغوية يتكون عادةً من عديد يوريثان  تُصنع منه شرائط مقاومة للانزلاق.,False,False,,
85713,Ceres rabbit,أرنب سيريس,lapin Ceres,Ceres-Kaninchen (n),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=85713,سلالة جديدة من أرانب أنجورا. إنتاجيته جد عالية تصل إلى 900-1100 غ لكل أرنب (يجز صفه 5 مرات سنويا). يتم تربية هذه السلالة أيضا في ألمانيا والنمسا وإيرلندا.,False,False,,
83582,Challenger,نسيج شالينجر,Challenger,Challenger (m),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=83582,نسيج متين يستعمل في صنع الملابس المهنية يتميز بمقاومة الانكماش وثبات كبير للألوان بالإضافة إلى مقاومة الأوساخ والبقع. والشرر المتطاير، والقابلية للاشتعال، ومقاومة عالية للتمزق والاحتكاك والأحماض.,False,False,,
83583,Challenger fabric,قماش شالينجر,tissu Challenger,Challenger-Ware (f),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=83583,نسيج شديد الكثافة من خيوط اللحمة يشبه قماش التريكو إلى حد ما.,False,False,,
83584,Chambray,شمبري,Chambray,Chambray,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=83584,قماش نسيج سادة يمتاز بالبياض المطفأ من خيط أبيض في السداء وملون في اللحمة، يُستخدم في السترات والقمصان والبطانة.,False,False,,
87274,Chanel purse,حقيبة شانيل,sac Chanel,Chanel-Tasche (f),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=87274,هذا الإكسسوار الكلاسيكي يلقى إقبالا كبيرا منذ عدة عقود. أهم ما يميز حقيبة شانيل هي سلسلة الكتف المكونة من أحزمة جلدية مضفرة ويد الحقيبة المصنوعة من جلد الماعز.,False,False,,
84577,Chanel style,نمط شانيل,style Chanel,Chanel-Stil (m),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=84577,يحمل نفس اسم الشركة المُصَنعة.,False,False,,
84578,Chanel® suit,زي شانيل,costume Chanel®,Chanel®-Kostüm (n),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=84578,تسمية هذا الزي ترجع الى منشئته شانيل 1954 والذي لاقى نجاحا منقطع النظير. وهو زي طويل بأزرار مذهبة مصففة أو معقودة فقط عند التقويرة وغالبا ما يكون بدون ياقة.,False,False,,
83586,Chantilly lace,دانتلا شانتليِّ,dentelle chantilly,Chantilly-Spitze (f),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=83586,دانتيلا سوداء مصنوعة من ألياف نباتية طبيعية مع وجود زخارف من عصري الباورك والروكوكو.,False,False,,
