id,english,arabic,french,uri,description,vt,uatv
160692,acid settling drum,وعاء ترسيب حمضي، برميل الرسابة الحمضية,tonneau de sédiment acide,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160692,,True,True
160693,acid sludge,كدارة الحمض، ردغ حمضي,boue de l'acide,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160693,,True,True
160694,acid tar,قطران الحمض، طين حمضي,gourdon de l'acide; boues acides,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160694,,True,True
160695,acidic rocks,صخور حمضية,roches acides,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160695,,True,True
160696,acidizing,تحميض,traitement à l'acide,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160696,معالجة بالحمض,True,True
160697,acoustic,صوتي,acoustique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160697,,True,True
160698,acoustic concentration,تركيز صوتي,concentration acoustique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160698,,True,True
160699,acoustic log,سجل صوتي,log acoustique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160699,,True,True
160700,acoustic plenum,غرفة معزولة صوتيا,salle acoustique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160700,,True,True
160701,acoustic reentry,توجيه مركب الحفر بالاشارات الصوتية، رجيع صوتي,rentrée acoustique; rentrée phonique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160701,,True,True
160702,acoustic tile,رقاقة صوتية,tuile acoustique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160702,رقاقة من فلين أو مطاط  أو بلا طة تكسى بها أرضية الحجرة  أو جدرانها  لتمنع الصدى,True,True
160703,acre-feet of water,أكر -قدم من الماء,acre-pied d'eau,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160703,كمية الماء التي تكفي  لغمر 4000 متر مربع بعمق قدم واحدة,True,True
160704,acre-foot of sand,أكر-قدم من الرمل,acre-pied de sable,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160704,وحدة قيا س المسا حا ت النفطية، ويعادل تكوينا منتجا مساحته 4000 متر مربع و ثخانته  قدم واحدة,True,True
160705,act system,نظام نقل العهدة المباشرة,système d'acte,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160705,,True,True
160706,activated,منشَّط,activé,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160706,,True,True
160707,active mud tank,حوض الطين الفعال,bac à boue active,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160707,,True,True
160708,actual time drilling,زمن الحفر الفعلي,temps de forage réel,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160708,,True,True
160709,actuating,تشغيل,mise en marche; mise en action,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160709,,True,True
160710,ada mud,طين أدا,boue ada,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160710,يضاف الى طين الحفر لتحسين اسخراج عينات الصخور,True,True
160711,adamantine,ماسي,adamantin,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160711,,True,True
160712,adamantine drill,مثقاب ماسي,sondeuse à la grenaille; forage à la grenaille,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160712,,True,True
160713,adapter flange,شفة مهايئة مسننة,bride d'adaptation filetée,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160713,,True,True
160714,addition reaction,تفاعل ضم,réaction d'addition,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160714,الاضافة حادثة فيزيائية وهي تسبق التفاعل. أما الضم  فحادثة كيميائية تأتي بعد الاضافة,True,True
160715,additional area,منطقة إضافية,zone additionnelle,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160715,,True,True
160716,additional insulation,عزل إضافي,isolation additionnelle; isolation supplémentaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160716,,True,True
160717,additive compound,مركَّب مضاف,composé additif,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160717,,True,True
160718,adhesion agent,عامل التصاق,agent d'adhésion,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160718,,True,True
160719,adhesive bonding,رابطة لاصقة، ارتباط لصوق,liaison adhésive; lien adhésif,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160719,,True,True
160720,adhesive force,قوة لاصقة,force adhésive,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160720,,True,True
160721,adhesiveness,قوة الالتصاق,force d'adhésion,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160721,,True,True
160722,adip treating,معالجة 'أديب',traitement adip,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160722,معالجة الغاز بمحلول 'أديب',True,True
160723,adjustable pipe cradle,حمالة أنابيب قابلة للتعديل,berceau de tubes (tuyaux) ajustable,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160723,,True,True
160724,adjustable reamer,موسع ثقوب قابل للتعديل,outil aléseur ajustable; alésoir ajustable,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160724,,True,True
160725,adjusted sufficiency rating,درجة الكفاية المعدَّلة,degré de suffisance réglée; degré de suffisance ajustée,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160725,,True,True
160726,adjusting rod,ساق وصل، قضيب ضبط,tige de rallonge,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160726,,True,True
160727,adjustment,ضبْط,réglage; mise au point,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160727,,True,True
160728,adjustment clause,بند التعديل,clause d'ajustement,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160728,بند تعديل الثمن تبعا لتغيير التكاليف,True,True
160729,admiralty gun metal,صفر (برونز) المدافع البحرية,métal à canons amirauté,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160729,,True,True
160730,advance payments,دفعات مقدمة,paiements par anticipation; paiements avancés,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160730,,True,True
160731,advanced training,تدريب عالٍ، تدريب متقدم,entraînement avancé,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160731,,True,True
160732,advancing water,ماء متقدم، ماء زاحف,eau avancée,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160732,,True,True
160733,advancing water flood front,مقدمة الماء الزاحف، مقدمة الفيضان,front d'eau avancée,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160733,,True,True
160734,adverse water advance,زحف الماء المعاكس,cheminement opposé de l'eau,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160734,,True,True
160735,advice,إشعار,avis,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160735,,True,True
160736,aerated concrete,خرسانة مُهوّاة,béton aéré,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160736,,True,True
160737,aerated mud,طين مهوّى,boue aérée,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160737,,True,True
160738,aeration air,هواء التهوية,air d'aération,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160738,,True,True
160739,aeration air receiver,مُستقبِل هواء المزج,récipient d'air d'aération,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160739,وعاء استقبال هواء المزج,True,True
160740,aeration tank,صهريج تهوية، خزان تهوية,citerne d'aération; réservoir d'aération,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160740,في مقذوفات المجاري,True,True
160741,aerial map,مُصوَّر جوي,carte aérienne,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160741,,True,True
160742,aeriel photography,تصوير جوي,photographie aérienne,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160742,,True,True
160743,aero-water proportioning unit,وحدة التوزيع التناسبي للهواء و الماء,unité de mélange proportionnel d'eau et d'air; unité de dosage proportionnel del'air et de l'eau,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160743,,True,True
160744,aft of a ship,مؤخرة السفينة,arrière du navire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160744,,True,True
160745,after deck,جسر خلفي، مؤخرة ظهر السفينة,pont arrière,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160745,,True,True
160746,ageing,تقادُم,vieillissement,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160746,,True,True
160747,agendum deck,مجموعة بطاقات التحكم,ensemble de cartes de commande,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160747,,True,True
160748,agent,عامل,agent,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160748,,True,True
160749,aggregates / cement ratio,نسبة الكسارات إلى الأسمنت,proportions d'agrégats au ciment,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160749,,True,True
160750,agitating device,جهاز خلط، نبيطة خضخضة,appareil d'agitation; dispositif d'agitation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160750,,True,True
160751,agitator,خلاّط,agitateur,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160751,,True,True
160752,air and water preparation unit,وحدة تحضير الماء و الهواء,unité de préparation de l'eau et de l'air,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160752,,True,True
160753,air baffle,معترضة الهواء,chicane d'air,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160753,,True,True
160754,air blast circuit breaker,قاطع دارة بنفث الهواء,interrupteur de circuit à jet d'air; coupe-circuit à jet d'air,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160754,قاطع دائرة يعمل باندفاع الهواء,True,True
160755,air bleed,مفرغ الهواء,purgeur d'air,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160755,,True,True
160756,air borne equipment,معدات منقولة جوا,équipement aéroporté,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160756,,True,True
160757,air bottle valve,صمام أسطوانة الهواء,valve de cylindre à air; soupape à cylindre d'air,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160757,,True,True
160758,air brake actuating cylinder,أسطوانة تشغيل المكابح الهوائية,cylindre de mise en action des freins à air,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160758,,True,True
160759,air break switch,مفتاح تماس هوائي، مفتاح قطع بالهواء,interrupteur de contact en l'air,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160759,,True,True
160760,air bricks,آجور أجوف، قرميد أجوف,briques creuses; briques perforées,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160760,,True,True
160761,air conditioning ducts,مسالك تكييف الهواء,conduits de condionnement d'air; conduits de climatisation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160761,,True,True
160762,air diffuser,ناشرة هواء,diffuseur d'air,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160762,,True,True
160763,air drag,مقاومة الهواء,resistance d'air,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160763,,True,True
160764,air drill,مثقب هوائي، مطرقة هوائية,marteau perforateur; marteau pneumatique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160764,,True,True
160765,air dusting,إزالة الغبار بالهواء المضغوط,époussétage à air comprimé,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160765,,True,True
160766,air entrained concrete,خرسانة حابسة للهواء,béton préventif d'air,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160766,,True,True
160767,air entrainment agent,عامل تهوية الخرسانة,agent d'aération du béton,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160767,,True,True
160768,air flue,مصرف هواء، مجرى هواء,carneau d'air,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160768,,True,True
160770,air hoist line,سلك رافعة تعمل بالهواء المضغوط,ligne (conduite) de treuil à air comprimé; ligne élévatrice à air,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160770,,True,True
160769,air hoist; pneumatic hoist,رافعة تعمل بهواء مضغوط,treuil à air comprimé,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160769,,True,True
160771,air injection method,طريقة حقن الهواء,méthode d'injection d'air,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160771,طريقة حقن بالهواء المضغوط,True,True
160772,air intake,مدخل الهواء، أخذ الهواء,entrée d'air; prise d'air,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160772,,True,True
160773,air lift,مِحْلَب، جسر جوي، رفع بالهواء (المضغوط),emulseur; pont aérien; extraction à l'air,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160773,,True,True
160774,air lift pump,مضخة رفع بالهواء,pompe d'ascension à air,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160774,,True,True
160775,air line,أنبوب هواء، مجرى هواء,tuyauterie d'air; canalisation d'air,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160775,,True,True
160776,air lock,محبس هواء,poche à air,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160776,,True,True
160777,air pack,حشوة هوائية,balle d'air,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160777,سدادة تعمل بالهواء المضغوط,True,True
160778,air slips,كلابات تعمل بالهواء المضغوط,grippeurs à air comprimé; grippeurs pneumatiques,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160778,,True,True
160779,air solutizer sweetening,تحلية (ال...) بالحلحلة الهوائية,adoucissement par air solutzier; adoucissement du dissolvant par air,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160779,تحلية البنزين بالهواء و محلول مركز من الصودا أو البوطاس الكاويين,True,True
160780,air surge drum,وعاء تهدئة الهواء، وعاء تموّر الهواء,réservoir tampon d'air,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160780,وعاء التيار الهوائي العابر غير النظامي,True,True
160781,air tugger,رافعة تعمل بالهواء المضغوط,élévatrice à air comprimé,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160781,,True,True
160782,air vent,فتحة تهوية,aspirail; évent,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160782,,True,True
160783,air washer,مبرد الهواء الرطب، مبرد الهواء بالغسل,refoidisseur d'air par lavage,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160783,,True,True
160784,air-balanced pumping unit,وحدة ضخ متوازنة (بضغط الهواء),unité de pompage équilibré,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160784,,True,True
160785,air-drilling,حفر بالهواء,forage à l'air,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160785,,True,True
160786,airbone equipment,معدات منقولة جوا,équipement aéroporté,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160786,,True,True
160787,aircraft engine oil,زيت محركات الطائرات,huile des moteurs d'avions,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160787,,True,True
160788,airport ground encroachment boundary,حدود المنطقة العازلة لأرض المطار,limite de la zone isolant le terrain de l'aéroport; limite d'empiètement sur le terrain d'aéroport,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160788,,True,True
160789,alarm circuit,دارة الانذار,circuit d'alarme,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160789,,True,True
160790,"algebraic oriented language, (A.L.G.O.L.)",لغة (ال...) الخوارزمية، لغة (ال...) الموجهة الجبرية,langue algorithmique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160790,,True,True
160791,"algorithmic language, (A.L.G.O.L.)",لغة (ال...) الخوارزمية,langue algorithmique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160791,,True,True
160792,alignment,تراصُف,alignement,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160792,محاذاة لمحور الطريق,True,True
160793,aliphatic hydrocarbons,ضروب الهدروكربون الألفاتية، فحوم هدروجنية مفتوحة,hydrocarbures aliphatiques,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160793,,True,True
160794,aliphatics,أليفاتيات,aliphatiques,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160794,مركبات أليفاتية,True,True
160795,alkyd resins,راتنجات ألكيدية,résines alkydes,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160795,,True,True
160796,alkyl aryl sulphonates,ضروب الكيل - أريل السلفونات,alcoye - aryl sulphonates,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160796,,True,True
160797,alkyl radical,جذر الكيلي,radical alcoyle,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160797,شق الكيلي,True,True
160798,alkylate aryl sulphonates,ضروب ألكيل، أريل السلفونات,alcoyal-aryl sulfonates,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160798,مواد منظفة أيوناتها سالبة الشحنة,True,True
160799,alkylated aromatics,عطريات مؤلكلة,aromatiques alcoylés,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160799,,True,True
160800,alkylation,ألكلة,alcoylation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160800,,True,True
160801,all purpose gear lubricant,مزلق لكافة أنواع التروس,lubrifiant de tous genres d'engrenage,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160801,,True,True
160802,all-thread nipple,وصلة كاملة التسنين,jonction complètement filetée; raccord à filetage complet,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160802,,True,True
160803,alligator,قاطور، تمساح (ال..),presse à cingler; presse à former; crocodile,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160803,آلة ضغط المعادن,True,True
160804,alligator grab,شدق القاطور,gueule de crocodile,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160804,أداة انتشال,True,True
160805,alligator wrench,مفتاح قاطور,pince crocodile,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160805,,True,True
160806,alligatoring,تجزيع,effeuillement longitudinal; fendillement,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160806,,True,True
160807,allowable duration of overload,مدة مسموح بها للحمل الزائد,durée consentie de surcharge,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160807,,True,True
160808,allowable production,إنتاج مقبول,production consentie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160808,,True,True
160809,alluvial deposits,رواسب طميية، توضعات طميية,dépôts alluviaux,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160809,,True,True
160810,alluvial fan,مروحة طمي، مخروط طمي,cône d'alluvions; cône d'éboulis,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160810,,True,True
160811,aloe cable,كبل الألوة,câble d'aloès,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=160811,كبل غليظ يصنع من نبات الألوة أو الصبر,True,True
