id,english,arabic,french,uri,description,vt,uatv
209871,Above zero,فوق الصفر,au-dessus de zéro,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=209871,,True,True
209872,Aboyeur,مُنَادٍ,aboyeur,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=209872,,True,True
209873,Access road,طريق فرعية,voie d'accès,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=209873,,True,True
209874,Accident insurance,تأمين من الحوادث,Assurance accident,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=209874,,True,True
209875,Accommodation,إقامة، إسكان، إيواء,Hébergement,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=209875,,True,True
209876,Accommodation booking,حجز الإقامة,Réservation d'hébergement,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=209876,,True,True
209877,Accommodation capacity,سعة الإسكان، طاقة الإسكان، سعة الإيواء، طاقة الإيواء,Capacité d'hébergement,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=209877,,True,True
209878,Accommodation center,مركز الإسكان، مركز الإيواء,Centre d'hébergement,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=209878,,True,True
209879,Accommodation costs,تكلفة السكن، تكلفة الإقامة,Frais de logement,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=209879,,True,True
209880,Accommodation expenses,تكاليف السكن، تكاليف الإقامة,Frais de logement,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=209880,,True,True
209881,Accommodation finding service,مصلحة إيجاد السكن,Service découverte d'hébergement,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=209881,,True,True
209882,Accommodation industry,فَنْدَقَة,Industrie hôtelière,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=209882,,True,True
209883,Accommodation inquiry form,استمارة البحث عن سكن، استمارة حجز,Formulaire de recherche d'hébergement,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=209883,,True,True
209884,Accommodation road,مسلك، طريق فرعية,Route à usage restreint,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=209884,طريق يفضي إلى مجموعة بنايات,True,True
209886,Active holidays,عطلة نشطة، عطلة فعلية، إجازة نشطة,Vacances actives,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=209886,,True,True
209887,Active tourism,سياحة نشطة، سياحة فعلية,Tourisme actif,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=209887,نمط من أنماط السياحة,True,True
209888,Activity holiday,عطلة استنشاطية، عطلة تنشيطية,Vacances d'activité,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=209888,إجازة لممارسة الأنشطة,True,True
209892,Add-on amounts,زوائد,Tarifs de transit,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=209892,,True,True
209893,Add-ons,زوائد,Add-ons; Tarifs de transit,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=209893,,True,True
209889,Additional capacity,سعة إسكان إضافية، طاقة إسكان إضافية،,Capacité aditionnelle,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=209889,,True,True
209890,Additional charge,رسم إضافي,Supplément de prix,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=209890,,True,True
209891,Additional charges,نفقات إضافية، رسوم إضافية,Frais accessoires,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=209891,,True,True
209894,Adjoining rooms,غرف متجاورة,Chambres attenantes,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=209894,,True,True
209895,Admission card,بطاقة الدخول,Carte d'entrée,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=209895,,True,True
209897,Advance booking charter (ABC),طيران عارض بحجز مسبق,Vol afrété avec réservation à l'avance (VARA),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=209897,,True,True
209898,Advance purchase excursion (Apex),تذكرة أبكس,Apex,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=209898,تذكرة مخفضة مقيدة,True,True
209899,"Advance purchase fare lower level, AB",أبكس ممتاز,Apex niveau le plus bas; Super Apex,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=209899,,True,True
209900,Advance reservation,ححز مسبّق,Réservation à l'avance,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=209900,,True,True
209901,Advanced passenger train (APT),قطار فائق السرعة، شملال,Train à grande vitesse (TGV),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=209901,,True,True
209902,Advanced payment,دفع مسبّق، أداء مسبّق,Paiement à l'avance,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=209902,,True,True
209905,Aerial navigation,ملاحة جوية,Navigation aérienne,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=209905,,True,True
209907,After-sales service,خدمة بعد البيع,Sevice après vente,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=209907,,True,True
209910,Agency commission,عمولة وكالة,Commission d'agence,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=209910,,True,True
209911,Agency tour,جولة، تنوير، جولة استطلاعية,Voyage d'information; Ciruit d'information,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=209911,,True,True
209912,Agent,وكيل مُعتمد,Agent agréé,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=209912,,True,True
209914,Air (ways) terminal,محطة طرفية، محطة رأسية، محطة الوصول، محطة خطوط جوية,aérogare,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=209914,,True,True
209915,Air bed,فراش نَفُوخ، مرتبة هواء، فرشة نفخ,Matelas pneumatique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=209915,,True,True
209916,Air conditioning,تكييف الهواء,Aire conditionné; Climatisation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=209916,,True,True
209917,Air connection,ربط جوي، وصل جوي,Liaison aérienne,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=209917,,True,True
209918,Air distance,مسافة جوية,Parcours aérien,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=209918,,True,True
209919,Air ferry,معدية طائرة، معدية جوية,Bac aérien,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=209919,,True,True
209920,Air industry,صناعة الطيران,Industrie de l'air,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=209920,,True,True
209921,Air industry emolyee,ملاك شركات الطيران، مستخدمو شركات الطيران,Personnel des compagnies aériennes,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=209921,,True,True
209922,Air line,خط جوي,Ligne aérienne,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=209922,,True,True
209923,Air link,ربط جوي,Liaison aérienne,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=209923,,True,True
209924,Air mattress,فراش نَفُوخ، مرتبة هواء، فرشة نفخ,Matelas pneumatique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=209924,,True,True
209925,Air route,مسار طيران,Voie aérienne,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=209925,,True,True
209926,Air sea vacation cruise,رحلة جو بحرية,Forfait avion-bateau,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=209926,,True,True
209927,Air service,خدمة جوية,Desserte aérienne,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=209927,,True,True
209928,Air show,استعراض جوي,Fête de l'aviation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=209928,,True,True
209929,Air taxi,طائرة تاكسي، تاكسي طائر,Taxi aérien; Avion taxi,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=209929,,True,True
209930,Air ticket,تذكرة طائرة، بطاقة طائرة,Billet d'avion,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=209930,,True,True
209931,Air traffic,ملاحة جوية,Trafic aérien,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=209931,,True,True
209932,Air traffic controller,مراقب جوي، مراقب الملاحة الجوية,Contrôleur aérien,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=209932,,True,True
209933,Air transit,استراحة جوية,Transit aérien,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=209933,,True,True
209934,Air transport,نقل جوي,Transport par avion; Transport aérien,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=209934,,True,True
209935,Air trip,سفر جوي,Voyage aérien,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=209935,,True,True
209940,Air-hotess,مضيفة طيران، مضيفة جوية,Hôtesse de l'air,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=209940,,True,True
209936,Airbus,إربص,Airbus,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=209936,طائرة نقل كبيرة,True,True
209937,Aircraft 1,مركب جوي، سفينة جوية,Aéronef,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=209937,,True,True
209938,Aircraft 2,طائرة,Avion,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=209938,,True,True
209941,Airline company,شركة طيران,Compagnie aérienne,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=209941,,True,True
209942,Airline routes,خطوط طيران,Routes aériennes,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=209942,,True,True
209948,Airport fees,رسوم المطار,Taxe d'aéroport,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=209948,,True,True
209951,Alcoholic drink,مشروب كحولي,Boisson alcolique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=209951,,True,True
209952,All purpose vehicle,عربة متعددة الأغراض,Véhicule tout rerrain,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=209952,,True,True
209953,All suite hotel,فندق أجنحة,Hôtel-suite,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=209953,,True,True
209954,All terrain vehicle (ATV),عربة متعددة الأغراض,Véhicule tout terrain (VTT),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=209954,,True,True
209955,All-in tour,رحلة جامعة، رحلة بأجر شامل,Voyage tous frais compris,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=209955,,True,True
209956,All-in travel,سفر جامع,Voyage à forfait,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=209956,,True,True
209957,All-inclusive tour,رحلة جامعة، رحلة بأجر شامل,Voyage à forfait,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=209957,,True,True
209959,Alpine village,قرية ألبية,Village alpique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=209959,,True,True
209964,Altitude camp,مخيم جبلي,Camp d'altitude,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=209964,,True,True
209965,Ambassador suite,جناح سفيري، جناح دبلوماسي,Suite ambassadeur,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=209965,,True,True
209968,American breakfast,فطور أمريكي,Petit déjeuner à l'américaine; Petit déjeuner à l'américain,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=209968,,True,True
209969,American coffee,قهوة أمريكية,Café américain,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=209969,,True,True
209970,American plan,إقامة كاملة,Pension complète,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=209970,,True,True
209973,Amusement park,مدينة الملاهي,Parc d'attractions,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=209973,,True,True
209974,Ancient monuments,آثار,Monuments historiques,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=209974,,True,True
209975,Angler,صياد بالصنارة,Pêcheur à la ligne,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=209975,,True,True
209977,Animal reserve,محمية وحشية، محمية حيوان، محمية حيوانية,Réserve de faune,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=209977,,True,True
209979,Annual pay holidays,عطلة بمرتب,Congé payé,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=209979,,True,True
209980,Annual pay vacation,عطلة بمرتب,Congé payé,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=209980,,True,True
209982,Antique dealer,تاجر عاديات، عادياتي,Antiquaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=209982,,True,True
209983,Antique shop,متجر عاديات,Magasi d'antiquités,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=209983,,True,True
209986,Apart hotel,فندق شقق,Apart hôtel,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=209986,,True,True
209988,Apex (advance purchase excursion),تذكرة أبكس,Apex,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=209988,تذكرة مخفضة مقيدة,True,True
209990,Applicable fare,تعريفة سارية,Tarif applicable,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=209990,,True,True
209991,Approved hotel,فندق مصنف,Hôtel homologué,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=209991,,True,True
209994,Aquatic sport,رياضة مائية,Sport aquatique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=209994,,True,True
209995,Arcade,رواق,Arcade,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=209995,,True,True
209997,Area,منطقة,Zone,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=209997,,True,True
209998,Area code,رمز بريدي,Code postal; Indicatif de zone,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=209998,,True,True
209999,Arena,حلبة,Arène,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=209999,,True,True
210000,Arival board,مواقيت الوصول,Horaire d'arrivée,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=210000,,True,True
210002,Arrival,وصول,Arrivée,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=210002,,True,True
210003,Arrival hall,بهو الوصول,Hall d'entrée,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=210003,,True,True
210004,Arrival platform,رصيف النزول، رصيف النزول,Quai de débarquement,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=210004,,True,True
210005,Arrivals,وفادات، القادمون، الوصول,Arrives,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=210005,,True,True
210006,Art,فن,Art,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=210006,,True,True
210007,Art gallery,رواق فن، معرض فن، قاعة فنية,Galerie d'art; Musée ; pinacothèque,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=210007,,True,True
210008,Article for delivery free of charges,بعيثة معفاة من الرسوم,Envoi franc de droit,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=210008,,True,True
210009,Artificial loylty,وفاء اضطراري، اضطرارية الإقامة,Fidélité forcée,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=210009,اضطرار النزيل إلى الوفاء لمجموعة فندقية لغياب إمكانية الاختيار الشخصي,True,True
210010,Arts centre,مركز فنون,Centre culturel,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=210010,,True,True
210012,Assembly hall,قاعة اجتماعات,Salle de réunion,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=210012,,True,True
210014,Assistant manager,مدير مكتب الاستقبال,Directeur du bureau de réception,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=210014,,True,True
210015,Assistant wine waiter,نادل مساعد، سَاقٍ مساعد,Commis sommelier; Commis de vin,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=210015,,True,True
210016,Assorted dish,طبق مشكل,Assiette assortie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=210016,,True,True
210017,Atmospheric condtions,حالات الطقس، الحالة الجوية,Conditions atmosphériques,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=210017,,True,True
210020,Auditing an account,تدقيق حساب,Révision d'un compte,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=210020,,True,True
210022,Auto tour,جولة سيارة، جولة بالسيارات,Circuit-auto,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=210022,,True,True
210032,Auto-stop,استنقال,Auto-stop,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=210032,,True,True
210024,Automatic baggage locker,محقب آلي,Consigne automatique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=210024,,True,True
210025,Automatic bar,مشرب آلي,Bar automatique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=210025,,True,True
210026,Automatic guide,مرشد آلي,sonoguide; Guide parlant,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=210026,,True,True
210027,Automaticleft luggage locker,محقب آلي,Consigne automatique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=210027,,True,True
210030,Automobile club,نادي السيارات,Automobile club,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=210030,,True,True
210034,Availability refused,لا شواغر، غير متاح,Disponibilité refusée,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=210034,,True,True
210035,Average speed,متوسط السرعة,Vitesse moyenne,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=210035,,True,True
210036,B and b (bed-and-breakfast),مبيت وإفطار,Chambre et petit déjeuner; Chambre et café couette,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=210036,,True,True
210037,B.I.G.E.,تذكرة طلابية جماعية,B.I.G.E.; Billet individuel de groupe pour étudiant,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=210037,,True,True
207826,BASIC (beginner's all-purpose symbolic instruction code),لغة بيسيك,langue BASIC,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=207826,,True,True
210038,Baby sitting,مجالسة الأطفال,Baby sitting,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=210038,السهر على الأطفال في غياب الوالدين,True,True
210039,Bachelor apartment,شقة عازب,Garçonnière,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=210039,,True,True
210040,Bachelor flat,شقة عازب,Garçonnière,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=210040,,True,True
210044,Baggage check,قسيمة أمتعة,Bulletin de bagages,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=210044,,True,True
210045,Baggage locker,مَحْقَب,Consigne,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=210045,,True,True
210046,Baggage porter,حمال أمتعة، بوّاب,Bagagiste,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=210046,,True,True
210047,Baggage reclaim,تسلم الأمتعة,Retrait de bagages,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=210047,,True,True
210048,Baggage trolley,ناقلة أمتعة، مقطورة أمتعة,Chariot à bagages,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=210048,,True,True
210050,Ballet dancing,رقص كلاسيك، رقص باليه,Danse classique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=210050,,True,True
210053,Bank 1,مصرف، بنك,Banque,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=210053,,True,True
210054,Bank 2,ضفة,rive; Rivage,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=210054,,True,True
210055,Bank account,حساب بنكي، حساب مصرفي,Compte bancaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=210055,,True,True
210056,Banker's draft,سك مصرفي,Chèque bancaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=210056,,True,True
210057,Banker's order,تحويل,Virement,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=210057,,True,True
210060,Banquet hall,قاعة مآدب,Salle de banquets,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=210060,,True,True
210061,Banquet manager,منظم مآدب، مدير مآدب، مدير حفلات,Maître d'hôtel des banquets,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=210061,,True,True
210062,Banquet room,قاعة مآدب,Salle de banquets,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=210062,,True,True
210063,Banqueting facilities,مرافق المآدب,Equipement de banquets,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=210063,,True,True
210065,Bar boy,ساق، نادل,Commis de bar,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=210065,,True,True
210066,Bar manager,مدير الحان,Directeur des bars,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=210066,,True,True
210067,Bar meal,أكلة خفيفة,Snack,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=210067,,True,True
210068,Bar snack,أكلة خفيفة,Snack,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=210068,,True,True
210069,Bar stool,كرسي بار,tabouret,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=210069,,True,True
210070,Bar waiter,ساق، نادل,Garçon de bar,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=210070,,True,True
210074,Bargain sale,تخفيض,Soldes,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=210074,,True,True
210080,Bartender's helper,نادل مساعد,Commis de bar,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=210080,,True,True
210081,Base rate,تعريفة أساس,Tarif de base,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=210081,,True,True
210085,Bathing cap,قلنسوة الاستحمام,Bonnet de bain,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=210085,,True,True
210086,Bathing costume,تُبان,Maillot de bain,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=210086,لباس الاستحمام,True,True
210087,Bathing trunks,تُبّان,Maillot de bain,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=210087,لباس الاستحمام,True,True
210093,Beach chair,كرسي شاطئ,Chaise de plage,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=210093,,True,True
210094,Beach holidays,عطلة شاطئية، إجازة على الشاطئ,Vacances en plage,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=210094,,True,True
210095,Beach umbrella,مضلة شاطئ,Parasol,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=210095,,True,True
210096,Bearer cheque,صك لحامله,Chèque au porteur,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=210096,,True,True
210097,Beauty contest,مباراة الجمال,Concours de beauté,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=210097,,True,True
210098,Beauty parlor,قاعة تجميل,Salon de beauté,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=210098,,True,True
