id,english,arabic,french,uri,description,image_uri_remote,vt,uatv
183997,agonist,شادَّة,agoniste,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=183997,,,True,True
183998,agony,نزْع، احتضار,agonie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=183998,اللحظات السابقة للموت.,,True,True
183999,agranulocytosis,فقد المحبِّبات، نُدْرة الخلايا المحببة,agranulocytose,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=183999,غياب خلايا الدم العدلية متعددة النواة أو الخلايا الحبيبية.,,True,True
184000,ailment,عِلة,indisposition,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184000,,,True,True
184001,air sac-disease,مرض الجيوب الهوائية,aérosacculite,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184001,خمْج والتهاب الجيوب الهوائية في الطُّيور. ويستعمل المصطلح خطأ كمرادف لمرض الجهاز التنفسيّ المزمن.,,True,True
184002,air therapy,علاج بالهواء,aérothérapie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184002,استعمال الهواء كوسيلة للعلاج.,,True,True
184003,airborne,منقول عبر الهواء,transmis par voie aérienne,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184003,,,True,True
184004,airway,طريق هوائيّ، مسلك هوائيّ,voie aérienne,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184004,,,True,True
184005,akinesia,تنويم (ال…) الحيوانيّ,akinésie; acinésie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184005,تحديد الحركة في بعض الحيوانات، ويمكن إحداثه بطرق مختلفة تدخل ضمن ما يدعى بالتنويم الحيوانيّ، بالسيطرة العصبية التي تختلف عن التنويم.,,True,True
184006,albinism,مَهَق,albinisme,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184006,,,True,True
184007,albino,أمْهق,albinos,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184007,,,True,True
184008,albumin,آح، زُلال,albumine,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184008,,,True,True
184009,albuminuria,بِيْلة زلالية، بيلة آحينية,albuminurie; protéinurie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184009,,,True,True
184010,alcohol,كحول,alcool,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184010,,,True,True
184011,aldosterone,الْدُوسْتيرُون,aldostérone,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184011,,,True,True
184012,alfalfa,فِصَّة، بِرسيم,luzerne,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184012,,,True,True
184013,alga; algae,طُحْلب، طَحَالب,algue; algues,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184013,,,True,True
184014,alimentary; nutritional,غذائيّ,alimentaire; nutritionnel,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184014,متعلق بالغذاء والتغذية.,,True,True
184015,aliquot,قسمة,aliquote,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184015,,,True,True
184016,alive; live,حيّ,vivant; vif,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184016,,,True,True
184017,alkali,قِلْيٌ,alcali,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184017,,,True,True
184018,alkaline,قِلْويّ، قَلَوِيّ,alcalin,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184018,,,True,True
184019,alkaloid,قِلْوانيّ، قُلْويد,alcaloïde,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184019,,,True,True
184020,alkalosis,قُلاء، تَقَلْوُن الدم,alcalose,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184020,,,True,True
184021,allantoic,سَمائيّ، وَشِيقيّ,allantoïdien,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184021,,,True,True
184022,allantois,سِقاء، غشاء جنينيّ,allantoïde,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184022,,,True,True
184023,allele,مناقض، أليل,allèle,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184023,,,True,True
184024,allergen,باعث الحساسية، مُسْتأْرِج,allergène,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184024,,,True,True
184025,allergic,مُؤرِّج، حسَّاسيّ,allergique; allergisant,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184025,,,True,True
184026,allergy; sensitivity,حساسيّة,allergie; sensibilité,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184026,شدة حساسية الجسم.,,True,True
184027,alopecia,تساقُط الشعر,alopécie; pelade,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184027,,,True,True
184028,alveolar,نُخْرُوبيّ، حُوَيْصِليّ، سِنْخيّ,alvéolaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184028,,,True,True
184029,alveolar emphysema,نُفاخ سِنْخيّ 'إمفيزيما',emphysème alvéolaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184029,زيادة كمية الهواء ضمن الرئة المصاحب لتوسع الأسناخ.,,True,True
184030,alveolitis,التهاب الأسناخ,alvéolite,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184030,,,True,True
184031,alveolus,نُخْروب، حُوَيصِلة رِئوية، سِنْخ,alvéole,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184031,,,True,True
184032,amaurosis,كُمنة,amaurose,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184032,عمى جزئيّ أو كلِّيّ.,,True,True
184033,ambient,محيط,ambiant,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184033,,,True,True
184034,ambulatory,مُتَنَقِّل، إسعافيّ,ambulatoire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184034,,,True,True
184035,amebiasis; amoebiasis,أميبية، داء الأميبيات، داء المُتمَوِّرات,amibiase,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184035,,,True,True
184036,ameboid; amoeboid,أميبانيّ، شبه متموِّر,amiboïde,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184036,,,True,True
184037,amino acid,حمض أمينيّ,acide aminé,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184037,,,True,True
184038,ammonia,غاز النشادر، أمونياك,ammoniac,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184038,غاز ذو رائحة لاذعة مؤلف من الآزوت والهيدروجين.,,True,True
184039,ammonium,أمونْيُوم,ammonium,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184039,,,True,True
184040,amniocentesis,بزْل السَّلى,amniocentèse,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184040,,,True,True
184041,amnion,سَلَى,amnios,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184041,,,True,True
184042,amniotic,نخطيّ، سَلَويّ,amniotique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=184042,,,True,True
