id,english,arabic,french,german,uri,description,vt,uatv
57009,Biocide,مبيد بيولوجي,Biocide,Biozid,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=57009,مصطلح عام يدل على مواد يمكن أن يقتل أو يمنع نمو كائنات حية مثل البكتيريا والعفن، الأوحال والفطريات والأعشاب الضارة، والحشرات، الخ.,False,False
56788,Biodegradation,تحلل بيولوجي,Biodégradation,Biologischer Abbau,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=56788,قدرة عمليات الاضمحلال والتحلل الطبيعية على كسر وتقسيم مركبات معقدة من صنع الإنسان أو الطبيعية إلى عناصرها المكونة ومركبات، لاستيعابها ودمجها في دورات التجديد البيولوجي، على سبيل المثال تحلل الخشب إلى ثاني أكسيد الكربون والماء.,False,False
56791,"Boiler, waste-heat",مرجل، حرارة النفايات,Chaudière à Gaz de Récupération,Abwärmekessel,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=56791,"مرجل يَسْتَعْمِل (يحرق) غازات منبعثة من عملية (من تفاعلات في الموقع)؛ وهو عادة وحدة منفصلة، إلى جانب المجموعة المكونة للفرن الرئيسي.
عادة ما تكون كفاءة أنظمة مرجل حرارة النفايات أقل من كفاءة أنظمة المرجل المدمج. لكن المرجل الذي يستخدم النفايات المنزلية كمصدر طاقة تكون أسطح التبادل الحراري به أقل عرضة للمعاناة.",False,False
56656,Car breaking tax,ضريبة كسر السيارات,Taxe de Destruction des Épaves,Autoentsorgungssteuer,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=56656,ضريبة تستخلص عند شراء سيارة خاصة أو شاحنة والتي تتضمن التزام بدفع ضريبة القيمة المضافة التي سيجري إرجاعها إلى ' صندوق كسر سيارة' بغرض تغطية التكاليف المستقبلية لكسر السيارة.,False,False
56797,Carrier,ناقل,Transporteur,Spediteur,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=56797,أي الشخص أو مؤسسة تقوم بنقل النفايات الخطرة أو غيرها.,False,False
56798,Centrifugal dewatering of sludge,نزع الماء من حمأة بالطرد المركزي,Déshydratation des Boues par Centrifugation,Schleuderentwässerung von Schlamm,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=56798,إزالة جزئية للمياه من حمأة مياه الصرف الصحي باستعمال الطرد المركزي.,False,False
56799,Charging chamber,غرفة شحن,Chambre de Chargement,Beschickungskammer,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=56799,غرفة تحميل المواد لجهاز ضاغط ثابت، تنقل المواد منها إلى غرفة الضغط ليتم ضغطها.,False,False
57013,Chlorofluorocarbons (CFCs),مركبات الكلوروفلوروكربون,Chlorofluorocarbones (CFC's),Fluorchlorkohlenwasserstoffe (FCKWs),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=57013,فئة من المركبات الكيميائية التي يشيع استخدامها كمواد مذيبة، بدواسر الهباء الجوي، وفي التبريد، وإنتاج رغوة مثل CFC--ll (CC13F أو الميثان الثلاثي الكلور الأحادي الفلور) أو CFC-12 (  CC12F2 أو الميثان الثنائي الكلور الثنائي الفلور). هذه المواد هي عموما خاملة كيميائيا، ولكن عند انبعاثها كغازات ودخولها في طبقة الستراتوسفير، حيث تتعرض للأشعة فوق البنفسجية بالموجات القصيرة تتفكك هذه المركبات الكربون الكلورية فلورية وتتحلل مع الإفراج عن الكلور، الذري جذري، والذي لا يمكن أن يتواجد بشكل مستقل، وبالتالي يتفاعل مع الأوزون (03) ومن خلال سلسلة من التفاعلات التحفيزية يحصل استنزاف لطبقة الأوزون.,False,False
56804,Combustion efficiency (CE),كفاءة الاحتراق,Efficacité de Combustion,Verbrennungseffizienz,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=56804,مصطلح يوفر مؤشرا عاما لكفاءة عملية الاحتراق بالرجوع إلى تركيزات غاز أول أكسيد الكربون وثاني أكسيد الكربون في تيار الغاز العادم.,False,False
56952,Controlled landfill,مكب مراقب,Décharge Contrôlée,Geordnete Deponie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=56952,يتم تفريغ النفايات في المكب بطريقة تقنية تمنع تلوث أو تسرب الملوثات إلى البيئة، ومن خلال ترميم الأراضي المستعملة، يصبح بالإمكان استخدامها لغرض آخر.,False,False
56728,Demolition wastes,نفايات هدم,Déchets de Démolition,Bauschutt,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=56728,نفايات صلبة تتكون خلال أنشطة البناء (خصوصا عند هدم المباني) وتتكون أساسا من مواد معدنية خاملة.,False,False
56813,Desulfurization,إزالة الكبريت,Désulfuration,Entschwefelung,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=56813,إزالة الكبريت من الوقود الأحفوري للحد من التلوث.,False,False
56730,Digested sludge,حمأة مهضومة,Boues Digerées,Faulschlamm,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=56730,حمأة تم هضمها تحت ظروف هوائية أو لا هوائية بحيث انخفض محتواها من المواد المتطايرة وأصبحت المواد الصلبة المتبقية غير قابلة نسبيا للتعفن وغير مؤذية.,False,False
56954,Dilute and disperse' (UK),تخفيف وتفريق,Diluer et Disperser,Verdünnen und Verteilen,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=56954,مصطلح استخدم سابقا لوصف مواقع دفن النفايات التي يمكن أن تتسرب عصارتها نسبيا بسرعة.,False,False
56702,Direct haul,نقل مباشر,Transport Direct,Direkttransport,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=56702,عندما تقوم شاحنات جمع النفايات الصلبة بنقلها من منطقة الجمع إلى مرفق التخلص مباشرة.,False,False
56820,Economizer,مقتصد,Economiseur,Speisewasservorwärmer,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=56820,مبادل حراري في نظام المراجل، يوجد بين المرجل ومضخة مياه التغذية. يتم استخراج الحرارة المتبقية من غازات الاحتراق التي مرت من خلال المرجل في المقتصد لرفع درجة حرارة مياه تغذية المرجل وبالتالي تحسين الكفاءة الحرارية للنظام.,False,False
56823,Elutriation,تصويل,Séparation par Décantation,"Schlämmung, Auswaschung",http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=56823,طريقة لفصل الجزيئات باستخدام اختلافات الوزن النوعي بين الجسيمات عندما تكون عالقة في السوائل. في الممارسة العملية، عادة ما يسمح الفرق في الوزن النوعي للجزيئات 'الثقيلة' بالتحرك ضد تدفق تصاعدي للموائع (مثل الماء أو الهواء) لتستقر في القاع، في حين تظل المواد الغرامة عالقة ويتم سحبها مع الجسم المائع، على سبيل المثال المصنفات الهوائية المستخدمة في إنتاج الوقود المشتق من النفايات تعتمد هذا المبدأ لفصل المواد القابلة للاحتراق الخفيفة عن المواد غير القابلة للاحتراق الثقيلة.,False,False
56825,Endothermic (reaction),ماص للحرارة (تفاعل),Endothermique,Endotherm (Reaktion),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=56825,تفاعل كيميائي مصحوب بامتصاص للطاقة الحرارية.,False,False
56832,Exothermic aerobic decomposition,تحلل هوائي منتح للحرارة,Décomposition Aerobie Exothermique,Exothermer Aerober Abbau,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=56832,تحرير الحرارة من طرف كائنات حية دقيقة (بكتيريا) خلال عمليات تحليل النفايات عن طريق عمليات الأيض الهوائية. هذه العمليات تجري في أوساط محتوية على الأوكسجين.,False,False
56833,Filter press,رشح تحت الضغط,Filtre-Presse,Filterpresse,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=56833,رشح مع استعمال ضغط ميكانيكي (عصر) لتحقيق فصل جزئي لسائل من خليط يحتوي ماء (سائل) ومواد صلبة.,False,False
56834,Fireclay,صلصال,Argile Réfractaire,Hochfeuerfester Ton,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=56834,طين رسوبي يحتوي على كميات صغيرة من الشوائب المساعدة على الانصهار. يحتوي على نسب عالية في سيليكات الألمونيوم المائية وهو، بالتالي، قادر على تحمل درجات حرارة عالية. يصنع منه طوب الأفران.,False,False
56839,Fractional distillation (fractionation),تقطير تجزيئي (تجزئة),Distillation Fractionnée (Rectification),Fraktionierte Destillation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=56839,عملية تعتمد على تسخين خليط من السوائل. غليان الخليط وانبعاث البخار ينتج بخارا يختلف في تكوينه عن تكوين الخليط السائل الأصلي، وبتلاحق التبخير والتكثيف يمكن الفصل بين اثنين أو أكثر من السوائل بنقط غليان مختلفة، أو إزالة شوائب قابلة للذوبان من المذيبات. يستخدم التقطير التجزيئي على نطاق واسع في عملية استرداد سوائل التنظيف ومذيبات الشحوم.,False,False
56735,Fragmentizer waste (FRAG),نفايات مجزأة,Déchets Issus d'un Broyeur à Métaux,Zerkleinerter Abfall,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=56735,مواد مجزأة دقيقة متبقية، من وحدة تجزئة الأجسام الكبيرة مثل السيارات والغسالات وغيرها المنتهية الصلاحية، بعد فرز ما هو قابل لإعادة التدوير. وغالبا ما يتم طمر هذه النفايات.,False,False
56841,Froth flotation,طفو زبدي,Flottage par Mousse,Schaumflotation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=56841,معالجة باستعمال زبد من مياه وزيت (وهواء) للحصول على فصل لحبيبات دقيقة من المعادن.,False,False
56705,Full service collection,خدمة جمع النفايات,Collecte à Domicile,Müllabfuhr,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=56705,خدمة جمع النفايات من قبل وكيل جمع من موقع التخزين في المصدر الأساسي (عند المنتجين). منتج النفايات عليه فقط وضع النفايات في حاوية التخزين.,False,False
56842,Garbage grinder,طاحونة قمامة,Broyeur d'Évier,Abfallzerkleinerer,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=56842,طاحونة تعمل بالكهرباء مثبتة تحت مغسلة المطبخ لطحن النفايات النباتية والبقايا الغذائية. تدمج هذه المواد بعد طحنها في نظام الصرف الصحي.,False,False
56843,Gas barrier,حاجز غاز,Barrière aux gaz,Gassperre,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=56843,أي جهاز أو وسيلة تستخدم للحد من تدفق الغاز. استخدام هذه الحواجز شائع في ما يتعلق بالحد من التدفق الجانبي للغاز من موقع المكب.,False,False
56960,"Grout, grout curtain",جص، جص عازل,"Coulis, Mortier Clair","Verfügungsrnasse, Betonsperre",http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=56960,"مزيج يحتوي على الاسمنت مع الرمل، أو غيرها من المواد المستخدمة لملء الشقوق. ويمكن أيضا أن تستخدم لإغلاق الخنادق أو حُفَرِ أو آبار.
حاجز جصي: خندق مليء بالجص حول موقع المكب مصمم لمنع الحركة الجانبية للعصارة أو الغازات من المكب. ويمكن أيضا أن يتم تشكيله عن طريق حقن الجص في أثقاب موجودة عن كثب من بعضها وتحيط بموقع المكب.",False,False
57022,Halogenated hydrocarbon,هيدروكربورات مهلجنة,Hydrocarbures Halogénés,Halogenkohlenwasserstoff,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=57022,"مركبات هيدروكربورية، حيث استبدلت ذرة أو أكثر من ذرات الهيدروجين بنفس العدد من ذرات الهالوجينات، أي الفلور والكلور والبروم، أو اليود. العديد من الهيدروكربورات المهلجنة شديدة السمية.
يستخدم عدد من الهيدروكربورات المكلورة كمبيدات حشرية.",False,False
56847,Horizontal discharge,تفريغ أفقي,Déchargement¨Horizontal,Horizontalentladung,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=56847,طريقة لتفريغ الحمولة من سيارة بحيث تظل أرضية جسم الشاحنة في وضع أفقي. عند العمل على أرض غير مستوية، يساعد هذا على الحفاظ على استقرار الشاحنة.,False,False
56848,Humus,دبال,Humus,Humus,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=56848,مصطلح جماعي لمواد كربونية داكنة اللون في التربة، تولدت من خلال تدهور وتحلل بطيء لمواد عضوية بمساهمة نشاط الكائنات الحية الدقيقة. يتأثر معدل التدهور بجملة من العوامل: درجة الحرارة، مستوى الرطوبة، قيمة الرقم الهيدروجيني للتربة، وإمدادات الأوكسجين.,False,False
56737,Ignitable waste,نفايات قابلة للاشتعال,Déchets Inflammable,Zündfähige Abfälle,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=56737,"مصطلح من الولايات المتحدة. وهي حسب تعريف وكالة حماية البيئة الأمريكية:
(1) سوائل، وغيرها من المحاليل المائية التي تحتوي على أقل من 24 في المائة الكحول من حيث الحجم، ولها نقطة وميض (اشتعال) أقل من 60 درجة مئوية. *؛ أو
(2) مادة غير سائلة لكن يمكنها في ظروف عادية (من الحرارة والضغط)، أن تشتعل وتتسبب في حريق من خلال احتكاك، أو امتصاص الرطوبة، أو تغيرات كيميائية عفوية. وعندما تشتعل، تحترق بقوة وبإصرار مما قد يتسبب في مخاطر؛ أو
(3) غاز مضغوط قابل للاشتعال. أو
(4) مادة مؤكسدة.
* سلطات أخرى تستخدم شروط مختلفة. مثلا، في المملكة المتحدة، تخضع النفايات القابلة للاشتعال لضوابط تتعلق بالنفايات الخطرة إذا كانت نقطة اشتعالها 21 ° C أو أقل من ذلك.",False,False
56640,Importer,مستورد,Importateur,Importeur,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=56640,أي شخص، في إطار القوانين الجاري بها العمل، يقوم بتنظيم واستيراد نفايات خطرة أو غيرها من النفايات.,False,False
56672,Inclusive list,قائمة شاملة,Liste Etablie par Inclusion,Inklusivliste,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=56672,قائمة النفايات الخطرة، تستخدم لأغراض تنظيمية وتضم النفايات من بعض الصناعات، والنفايات التي تحتوي على مكونات محددة، أو سيل من النفايات التي تحددها العمليات التي هي مصدر نشأتها.,False,False
56961,Industrial effluent,مخلفات صناعية سائلة,Effluent Industriel,Industrieabfluss,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=56961,نفايات سائلة من مصدر صناعي، وعادة مع إشارة إلى عمليات تصريفها في الوسط البيئي المفتوح، المائي والجوي.,False,False
56739,Inorganic,غير عضوي,Inorganique,Anorganisch,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=56739,مادة لم تشكلها أجهزة الحياة؛ جماد.,False,False
56963,Input,مُدْخَلَات,Entrés d'une Decharge,Aufnahme,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=56963,كمية النفايات التي تدخل إلى موقع لطمر النفايات أو غيره من مرافق التخلص من خلال فترة معينة من الزمن.,False,False
56851,Intermediate processing facility (IPF),منشأة معالجة وسيطة,Unité de Traitement Intermediaire,,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=56851,وحدة أو منشأة لفصل وتصنيع مواد مختلطة من مصادر منفصلة، وعادة ما تحتوي الوحدة على مزيج من أنظمة الفرز الميكانيكية واليدوية.,False,False
56853,LEL (Lower Explosive Limit),حد أدنى للتفجرات,Limite d'Explosivité Inférieure,Untere Explosionsgrenze,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=56853,أدنى نسبة تركيز من حيث الحجم بخليط من غاز قابل للاشتعال مع الهواء والتي سوف تتسبب في انفجار في مكان مغلق عند 25 ° C وضغط جوي عادي.,False,False
57028,Land farming,نشر على التربة,Champs d'Épandage,Bodenauftrag,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=57028,"نشر للنفايات أو الحمأة على الأرض، وبالتالي تسهيل تدهورها وتحللها واندماجها في الطبقة العليا من التربة.
عادة ما تتم إضافة أسمدة للمساعدة  الانهيار الهوائي للنفايات.",False,False
56966,Landfill gas generation,تكون غاز المكب,Production des Gaz de Décharge,Deponiegaserzeugung,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=56966,تكون الغاز داخل كتلة المكب. معظم مواقع دفن النفايات تنتج غاز المكب. ينتج عن ذلك ضرورة توفر آليات للرقابة. كنتيجة منطقية لتطور استخدام غاز المكب كمصدر للطاقة جاء العمل على تحقيق الإنتاج الأمثل من غاز مقالب القمامة. النمذجة الرقمية بالحاسوب لتكون الغاز تضع تقنيا صعوبة أكبر بالمقارنة مع التنبؤات بمسارات تسرب للغاز.,False,False
56967,Landfill gas migration,هجرة غاز المكب,Conduits d'Évacuation des Gaz de Décharge,Deponiegaswanderung,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=56967,انتقال وتسرب غاز المكب المتكون في كتلة النفايات. تمثل، نظرا للطبيعة المتفجرة للغاز، نظم انتقال وتسرب الغاز في وحول مقالب القمامة جزء ضروري من هندسة ومكونات تشغيل مواقع دفن النفايات. ويجري بمساعدة الكمبيوتر، تطوير نماذج لانتقال الغاز وللتنبؤ بمساراته، والتي من المرجح أن تعتمد على نتائج حالات سابقة من إنتاج الغاز.,False,False
56968,Landfill gas migration pathways,مسارات انتقال غاز المكب,Conduits d'Évacuation des Gaz de Décharge,Deponiegaswanderungswege,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=56968,مسارات أفقية و/أو رأسية ينتقل من خلالها غاز المكب عبر الموقع وإلى خارجه.,False,False
56741,Liquid sludge,حمأة سائلة,Boues Liquides,Flüssiger Schlamm,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=56741,حمأة تحتوي على ما يكفي من المياه (عادة أكثر من 85 %) مما يسمح بتدفقها عن طريق الجاذبية أو الضخ.,False,False
56856,Magnetic separator,فاصل مغناطيسي,Seperateur Magnétique,Magnetscheider,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=56856,وسيلة كهروميكانيكية لفصل المواد الحديدية من المواد الأخرى.,False,False
56673,Manifest,وثائق مرفقة,"Liste de Colisage, Manifeste de Chargement",Begleitpapiere,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=56673,وثيقة تصاحب شحنة نفايات أثناء النقل وتحتوي على معلومات عن: طبيعة وكمية النفايات؛ منشأ ومقصد النفايات؛ الموظفين المسؤولين عن تعبئة واستكمال الوثيقة؛ متعهد النقل. وترتيبات التخلص من النفايات.,False,False
56643,Marpol,ماربول (مختصر لكلمتي: تلوث بحري),Marpol,Marpol,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=56643,اسم أطلق على الاتفاقية الدولية لمنع التلوث من السفن لعام 1973 وعام 1978. والهدف من الاتفاقية هو حماية البيئة البحرية من التلوث من السفن، وخاصة من ناقلات النفط. وتشمل لائحة إجراءات تنفيذ الاتفاقية: امتلاك شهادة صالحة، والقيام بدراسات استقصائية، وعمليات تفتيش السفن التي تشملها الاتفاقية.,False,False
56742,Metal finishing wastes,نفايات تشطيب المعادن,Déchets Issus des Traitements de Surface,Metalloberflächenveredelungsabfälle,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=56742,مجموعة من النفايات تنتج عن عمليات معالجة كيميائية سطحية، أو طلاء بالكهرباء، أو تجريد، أو معالجة أنودية، أو طلاء المعادن، أو تصنيع الآلات، أو تلميع نهائي لسطح معدني. 'على سبيل المثال بقايا صدأ الحديد، وحمأة هيدروكسيد'.,False,False
56858,Mobile incinerator,محرقة متنقلة,Centrale d'Incinération Mobile,Mobile Verbrennungsanlage,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=56858,وحدات نظام للحرق مركبة على سلسلة من مقطورات النقل البري. الوحدات يمكن ربطها معا في موقع تشغيل لتوفير محطة ودعم مناسب لمرافق لتطبيقات معينة. هذه الأنظمة المتنقلة تميل إلى أن تستخدم في المشاريع ذات المدى القصير إلى المتوسطة، مثل 'عمليات تنظيف' أو التعامل مع مواد مخزونة.,False,False
57031,Monitoring well,بئر مراقبة,Puits de Contrôle,Überwachungsbohrung,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=57031,ثقب يحفر، في المكب أو في الأرض المجاورة، من أجل فحص دوري مستمر ومنتظم لتحديد الآثار البيئية لعملية دفن النفايات و/أو ضمان الامتثال لشروط ترخيص المكب وتصريح التخلص من النفايات و/أو لمراقبة تطبيق القانون المحدد لشروط السلامة البيئية ومراقبة و/أو السيطرة على الغاز والمواد المتسربة (العصارة) من مواقع دفن النفايات.,False,False
56645,Nuisance threshold,عتبة الإزعاج,Seuil de Nuisance,Belästigungsgrenze,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=56645,أقل تركيز من ملوثات الهواء الذي ينطلق معه الإحساس بالإزعاج.,False,False
56676,Odour prediction,توقع رائحة,Prévisions d'Apparition d'Odeurs,,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=56676,تحديد، مسبق لمتى وأين يمكن اكتشاف رائحة منبعثة من منشأة إدارة النفايات، مدى احتمال ذلك والمنطقة المحيطة المحتمل ظهور الرائحة بها.,False,False
56974,Off-site migration,انتقال إلى خارج الموقع,Migration Hors-Site,Abwanderung,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=56974,انتقال أفقي أو رأسي للمنتجات السائلة (العصارة) أو الغازية من موقع مكب النفايات إلى الغلاف الجوي، أو إلى الطبقات الجيولوجية المحيطة، أو إلى المجاري المائية.,False,False
56708,On-site disposal,تخلص في الموقع,Élimination des Déchets sur Site,Entsorgung an Ort und Stelle,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=56708,معالجة وتخلص من النفايات في موقع إنتاجها.,False,False
56678,Opacity rating,تصنيف التعتيم,Evaluation d'Opacité,Trübungsbemessung,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=56678,مقياس للتعتيم الناتج عن الانبعاثات؛ درجة التعتيم (بالنسبة لرؤية مراقب) تعادل التعتيم الظاهري الذي يتسبب فيه دخان بعدد معين من سلم (رنجلمان Ringelmann). (0 = لا تعتيم، 5 = تعتيم مطلق).,False,False
