id,english,arabic,french,german,uri,description,vt,uatv,image_uri_remote,image_uri_extract
106098,Best Available Technique Reference Document (BREF document),وثيقة مرجعية لأفضل تقنيات متاحة,fiche technique du BVT [f.],BVT-Merkblatt [n.],http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=106098,التعليمات الصادرة من الاتحاد الأوروبيّ، والتي توضِّح أفضل التقنيات الواجب توافرها في الأنظمة الصناعية، واللازمة لضمان مُستوى حماية عالٍ للبيئة. أفضل التقنيات المُتوافرة تطابق، في ألمانيا، ما يُسمى 'معايير الصناعة'.,True,True,,
106412,Biofilm,غشاء حيوي رقيق,Biofilm,Biofilm,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=106412,تكدّس معقّد للكائنات المجهريّة، يتّسم بإفراز نسيج خارج الخليّة محصّن ولاصق. تتميّز البيوفيلمات بالارتكاز على سطح، التّغايريّة البنياويّة، التّنوّع الوراثي، التّفاعل المعقّد بين الخلايا، نسيج خارج الخليّة متكوّن من موادّ مبلمرة/متماثرة. الكائنات الحيّة الّتي تستطيع العيشكخلايا وحيدة تتواجد بشكلين مختلفين: الأوّل هو المعروف بالخلايا العائمة والحرّة (البلانكتونيّة) حيث أنّ الخلايا يمكن لها العوم والعيش في وسط سائل. أمّا الشّكل الثّاني فهو حالة الالتصاق أين تكون الخلايا مكوّمة بإحكام وملتصقة بشدّة ببعضها البعض وفي غالب الأحيان تلتصق هذه الخلايا بسطح صلب. ,True,False,http://www.arabterm.org/uploads/tx_3m5techdict/Biofilm_formation_stages__MEDRC_project.png,https://raw.githubusercontent.com/forzagreen/arabterm/main/images/2_106412.png
104811,Bonn International Freshwater Conference,مؤتمر (ال...) الدوليّ للمياه العذبة بمدينة بون,Conférence internationale sur l'eau douce - Bonn [f.],Internationale Süßwasserkonferenz in Bonn [f.],http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=104811,عُقِد هذا المؤتمر الدولي بناءً على مُبادرة من جمهورية ألمانيا الاتحادية في ديسمبر 2001 بالاشتراك مع المُجتمع المدنيّ، وهو يُعتبر خطوة مُهمة مُنتظرة في الطريق إلى عقد مؤتمر القمة العالميّ للتنمية المُستدامة في جوهانسبرغ.,True,True,,
104589,Boyle’s Law,قانون بويل,la loi de Boyle,Boyle’sGesetz,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=104589,حجم الغاز يتغير عكسيا مع ضغطه عند درجة حرارة ثابتة,True,False,,
101981,CAD-drawing,رَسْم ببرنامج كاد CAD,dessin assisté par ordinateur (DAO) [m.],CAD-Zeichnung [f.],http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=101981,مُخطط يُعدّ بمساعدة البرنامج الحاسوبيّ 'كاد'، يمكن طباعته بواسطة طابعة أو راسم أو يمكن إظهاره على الشاشة. (DIN ISO 10209-4:2000),True,True,,
102755,COD and TOC measurement equipment,جِهاز قياس نقص الاكسجين وإجماليّ الكربون الطبيعيّ,appareil de mesure DCO et TOC [m.],CSB- und TOC-Messgerät [n.],http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=102755,جهاز قياس لتحديد الاحتياج الكيميائيّ للأكسجين (COD) ومحتواه في المُركّبات الكربونية العضوية (TOC).,True,True,,
108975,Caspari drying method,تجفيف بالضغط,séchage à la presse [m.],Presstrocknung [f.],http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=108975,,True,True,,
108976,Caspari drying method,طريقة بريكولار,procédé brikollare [m.],"Verfahren, brikollares [n.]",http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=108976,,True,True,,
109125,Cesspit,حفرة مرحاضية,fosse d'aisances [f.],Abortgrube [f.],http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=109125,حُفرة تقع بجوار المنزل، وتتجمع فيها الفضلات القادمة من المراحيض.,True,True,,
106276,Charles’ Law,قانون تشارلز,La loi de Charles,Charles Gesetz,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=106276,حجم الغاز عند ضغط ثابت يتغير في تناسب طردي مباشر مع درجة الحرارة المطلقة,True,False,,
104601,Chemical desalting,تحلية كيماوية,dessalage chimique,chemische Entsalzung,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=104601,تسمى إزالة الأملاح من النفط الخام تحلية، و في حالتنا هاته يتعلق الأمر بتحلية كيميائية,True,False,,
102727,Chézy’s formula,صيغة 'تشيزي',formule de Chézy [f.],Chézy-Formel [f.],http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=102727,صيغة (مُعادلة) السريان التي تُستخدم في الحسابات التقريبية لمُتوسط سرعة تدفق سائل ما. وتسميتها من اسم العالم أنتوني دي تشيزي 'Antoine de Chézy' (القرن الثامن عشر).,True,True,,
107119,Cipolletti weir / trapezoidal weir,هدار سيبولتِّي,barrage Cipolleti [m.],Cipolletti-Wehr [n.],http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=107119,هَدَّار على شكل شِبه مُنحرف.,True,True,,
109132,Cipolletti weir / trapezoidal weir,هدّار 'سيبولتي',déversoir de jaugeage selon Cipoletti (avec découpe en trapèze) [m.],Messwehr nach Cipoletti (mit trapezförmigem Ausschnitt) [n.],http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=109132,هدّار قياس مُتقلص ذو عتبة حادة، كل من جانبي ثلمته له ميل أفقي إلى رأسي نسبته 4:1 لمُعادلة تقلّصات الحافة. وتسميته منسوبة إلى المهندس الإيطالي سيزار سيبولتي (Cesare Cipoletti). (الاتحاد الألماني لشؤون الغاز والمياه: DVGW)1983)),True,True,,
109864,Climber Screen,مصفاة ميكانيكية,grille à nettoyage par peigne [f.],Kletterrechen [m.],http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=109864,,True,True,,
108977,Closed Substance Cycle and Waste Management Act (German),قانون إعادة تدوير النفايات,loi sur le cycle des matières et les déchets [f.],Kreislaufwirtschafts- und Abfallgesetz KrW-/AbfG [n.],http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=108977,,True,True,,
106105,Convention on Biological Diversity- Rio 1992,(1992)اتفاقية ريو للتنوع البيولوجي,Convention sur la diversité biologique - Rio 1992 [f.],"Konvention über die biologische Vielfalt (1992, Rio) [f.]",http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=106105,,True,True,,
106444,DNA UF membrane,غشاء UF حمض نووي,membrane ADN UF,DNA UF Membran,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=106444,,True,False,,
106114,DWA Standard,مواصفات الجمعية الألمانية لعلوم المياه ومياه الصرف الصحي والمخلفات,fiche technique DWA [f.],DWA-Arbeitsblatt [n.],http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=106114,المواصفات القياسية الألمانية هي قواعد تقنية تمت فيها صياغة مُتطلبات العمليات التقنية والوسائل والتتجهيزات وطرق التشغيل، وذلك لإتمام الشروط القانونية. ولقد أثبتت هذه العمليات فعاليتها وصحتها في التطبيق العملي، وهي مُعترف بها بوجه عام في الدوائر المُتخصصة.,True,True,,
106113,DWA advisory leaflet,منشور الجمعية الألمانية لعلوم المياه ومياه الصرف الصحي والمخلفات,fiche technique DWA [f.],DWA-Merkblatt [n.],http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=106113,أيٌّ من منشورات الجمعية الألمانية للمياه والصرف الصحي والنفايات [جمعية مُسجلة] (DWA) التي تحوي توصيات ومُساعدات لحل المشاكل التقنية والتشغيلية، وكذلك لإدارة الجودة في مجال إدارة المياه ومياه الصرف الصحي والنفايات. ويمكن أن تتحوّل هذه المنشورات إلى مواصفات قياسية في وقت لاحق، طالما أثبت التطبيق العملي صحة محتواها وقابليته للتطبيق.,True,True,,
107255,Deposition of silt,تَوضُّع الطمي,dépôt de limon [m.],Ablagerung von Schluff [f.],http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=107255,,True,True,,
106107,Directive (EU),توجيهات الاتحاد الأوروبيّ,directive (UE) [f.],Richtlinie (EU) [f.],http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=106107,,True,True,,
109958,Dortmund tank,حَوْض دورتموند,fosse Dortmund [m.],Dortmundbecken [n.],http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=109958,حوض ترسيب على شكل قمع، يوجد في محطات مُعالجة مياه الصرف الصحي، وتتدفق فيه المياه رأسياً، وغالباً ما يتم ذلك مركزياً. (انظر: [بئر دورتموند](http://www.arabterm.org/index.php?id=3&L=1&tx_3m5techdict_pi1[id]=109959)) (DIN EN 1085:2007),True,True,,
109959,Dortmund tank,بئر دورتموند,fosse Dortmund [m.],Dortmundbrunnen [m.],http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=109959,حوض ترسيب على شكل قمع، تتدفق فيه مياه الصرف الصحي عمودياً، وغالباً ما يتم ذلك مركزياً. (انظر: حوض دورتموند) (DIN EN 1085:2007),True,True,,
108760,Dublin Principles,مبادئ دبلن,Principes de Dublin,Dublin Prinzipien,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=108760,,True,False,,
104976,Dublin principles (pl.),مبادئ دُبلن,principes de Dublin (pl.) [m.],Dublin-Prinzipien (Pl.) [f.],http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=104976,"أربعة مبادئ أساسية واردة في مُستندات الأمم المتحدة من إحدى المؤتمرات التحضيرية لمؤتمر الأمم المُتحدة الذي انعقد في ريو دي جانيرو عام 1992. وبتطبيق بيان دبلن بشأن المياه والتنمية المُستدامة أصبحت الإدارة المُدمجة للموارد المائية (IWRM) سياسة مائية جديدة مُتفق عليها على مستوى عالمي. المبدأ الأول: المياه العذبة مورد محدود وضعيف مع ضرورته الحتمية للحياة والتنمية والبيئة. ويحب أن تسير التنمية الاقتصادية والاجتماعية يداً بيد مع الحفاظ على النظام البيئي. المبدأ الثاني: ينبغى أن تقوم تنمية وإدارة المياه على منهج تشاركى يضم المُستخدمين والمُخططين وصناع القرار على كافة المُستويات. المبدأ الثالث: تؤدي المرأة دوراً محورياً فى توفير وإدارة المياه والحفاظ عليها. ولذا فلهن الحق في المُشاركة في اتخاذ كافة القرارات. المبدأ الرابع: للمياه قيمة اقتصادية, وللبشر جميعاَ الحق في الحصول على المياه والصحة العامة بسعر مُناسب، واعتبار المياه سلعة اقتصادية طريقة جيدة للاستخدام الراشد والمُلائم للمياه. (انظر: الإدارة  المُتَكَامِلَة للموارد المائية)",True,True,,
103096,E.P.M. (equivalent per million),مُكافئ لكل مليون (EPM),équivalent par million [m.],Äquivalent je Million [n.],http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=103096,,True,True,,
106117,EU directive,توجيهات الاتحاد الأوروبيّ,directive de l'UE[f.],EU-Richtlinie [f.],http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=106117,,True,True,,
103156,Environment and water quality,نوعية المياه والبيئة,Environnement et qualité de l'eau,Umwelt und Wasserqualität,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=103156,,True,False,,
105007,Environmental Effects Assessment,تقييم التأثيرات البيئية,évaluation des effets sur l'environnement [f.],Bewertung von Umweltwirkungen [f.],http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=105007,,True,True,,
106118,European Community (EC),المجموعة الأوروبية (EC),communauté Européenne (CE) [f.],Europäische Gemeinschaft (EG) [f.],http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=106118,مع بدء سريان مُعاهدة لشبونة في الأول من ديسمبر لعام 2009 انتهى وجود 'المجموعة الأوروربية' (EC)، التي حلّ محلّها بعد ذلك 'الاتحاد الأوروبيّ' (EU).,True,True,,
107402,European Union (EU),الاتحاد الأوروبيّ (EU),union Européenne (UE) [f.],Europäische Union (EU) [f.],http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=107402,طريقة ريّ تمارس بإقامة سدود تحويل ترابية عبر مجرى مائي جاف في العادة، وهذه السدود الترابية تحوّل مياه الفيض عبر قنوات إلى حقول مُحاطة بضفاف ترابية، حيث تبقى المياه بها إلى أن تتبخر أو تترشّح ويتم استخدامها. الاتحاد الألماني لإدارة المياه والهندسة الزراعية (DVWK): 1983)),True,True,,
105041,Flow Measuring Station,موقع قياس,poste de jaugeage [m.]; poste de mesure de débit [m.],Abflussmessstelle [f.],http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=105041,موقع مُختار على مجرى مائي، يُجهز ويُشغل لاستقبال البيانات الأساسية التي يمكن منها استنتاج سجلات نظامية لتصريف المجرى. (الاتحاد الألماني لإدارة المياه والهندسة الزراعية: DVWK) 1983)).,True,True,,
109273,Flume,قناة تحويل مياه الصرف,bief [m.],Ableitungskanal [m.],http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=109273,,True,True,,
106458,Forward Osmosis (FO),تناضح أمامي,Osmose directe (OD),VORWÄRTSOSMOSE,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=106458,,True,False,http://www.arabterm.org/uploads/tx_3m5techdict/forward-osmosis.jpg,https://raw.githubusercontent.com/forzagreen/arabterm/main/images/2_106458.jpg
105073,Fouracres shutter,مِصراع 'فوراكرز',hausse Fouracres[f.],Fouracres-Verschluss [m.],http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=105073,,True,True,,
110046,Francis turbine,تُربينة 'فرانسيس',turbine Francis [f.],Francisturbine [f.],http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=110046,,True,True,,
107560,French drain / rubble drain,مَصْرِف حجريّ,fossé couvert [m.],Sickerdohle [f.],http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=107560,,True,True,,
107561,French drain / rubble drain,مصَرْف حجري,drain en pierre [m.],Steindrän [m.],http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=107561,,True,True,,
107562,French drain / rubble drain,مَصْرِف فرنسيّ مزود بأنبوب,drain français [m.] / drain de pierraille [m.],Steindrän mit Dränrohr [m.],http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=107562,,True,True,,
107563,Froude number,عَدَدُ فرويد,nombre de Froude [m.],Froude-Zahl [f.],http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=107563,النهاية العلوية للسد بين الجسريْن الداخلي والخارجي على طول خط السد. (الجمعية الألمانية لإدارة المياه والمياه العادمة والنفايات (DWA) - لائحة رقم 507-1:2011),True,True,,
109292,Garbage disposal unit,فَرّامة نفايات الطعام,"broyeur d'ordures, dilacérateur [m.] / broyeur d'ordures ménagères [m.]",Küchenabfallzerkleinerer [m.],http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=109292,,True,True,,
105097,Geohydrology,هيدرولوجيا المياه الجوفية,géohydrologie [f.],Grundwasserkunde [f.],http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=105097,,True,True,,
102113,"German Association for Water, Wastewater and Waste (DWA) (formerly ATV, ATV-DVWK)","الجمعية الألمانية لعلوم المياه ومياه الصرف الصحيّ والمخلفات (DWA) (سابقاً: ATV, ATV-DVWK)","association allemande de gestion des eaux, des eaux usées et des déchets (DWA) (anciennement ATV, ATV-DVWK) [f.]","Deutsche Vereinigung für Wasserwirtschaft, Abwasser und Abfall e. V.(DWA) (früher ATV, ATV-DVWK) [f.]",http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=102113,,True,True,,
106124,German Code of Civil Law,قانون (ال..) المدنيّ الألمانيّ,Code Civil Allemand [m.],Bürgerliches Gesetzbuch (BGB) [n.],http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=106124,القانون المدنيّ في جمهورية ألمانيا الاتحادية، وتتمثل وظيفتة في تنظيم العلاقات القانونية بين الأشخاص العاديين.,True,True,,
103362,Global Water Partnership (GWP),الشراكة العالمية للمياه (GWP),partenariat mondial pour l'eau [m.],Globale Wasserpartnerschaft (GWP) [f.],http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=103362,,True,True,,
107599,Greisser gate,بوابة 'جرايسر',fermeture Greisser [f.],Greisser-Verschluss [m.],http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=107599,نوع من الهدارات الدوّارة في مُنشآت تخزين المياه.,True,True,,
106296,HCL dosing unit,وحدة حقن حمض الهيدروكلوريك,unité de dosage HCL,Chlorwasserstoff Dosiereinheit,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=106296,,True,False,,
107613,Hansen weir,هَدّار 'هانسن',barrage Hansen [m.],Hansen-Wehr [n.],http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=107613,هدَّار مُستطيل غير مُتقلص استعمله 'هانسن' عام 1892 في تجاربه المعملية. ويُقاس العلو أمام الهدَّار على مسافة 1100 مليمتر من السطح الأماميّ للهدَّار. الاتحاد الألمانيّ لإدارة المياه والهندسة الزراعية (DVWK): 1983)),True,True,,
108776,Harmon doctrine,مذهب هارمون,doctrine Harmon,Harmon Doktrin,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=108776,,True,False,,
108778,Helsinki Rules,قواعد هلسنكي,Règles d'Helsinki,Helsinki Regeln,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=108778,أنظر: أعمال رابطة القانون الدولي فيما يتصل بالقانون الدولي للمياه.,True,False,,
102121,Hoisting machine,رافعة,engin de levage,Hebewerk [n.],http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=102121,,True,True,,
107640,Hornsby end sill,عتبة نهاية طراز 'هورنسبي',seuil aval Hornsby [m.],Hornsby-Endschwelle [f.],http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=107640,,True,True,,
110080,Howell-bunger valve,صِمام 'هاول بنجر',vanne à trou de bonde Howell [f.],Howell-Spundlochschieber [m.],http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=110080,صمام له أسطوانتان تليسكوبيتان لتوزيع المياه المُتدفقة.,True,True,,
108435,Hydrogeology,الجيولوجيا المائية,hydrogéologie,Hydrogeologie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=108435,,True,False,,
107653,Hydrological engineering,هندسة هيدرولوجية,génie hydrologique,Ingenieurhydrologie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=107653,,True,False,,
108604,Hydrology,هيدرولوجيا,hydrologie,Hydrologie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=108604,,True,False,,
104649,Hypochlorite,هيبوكلوريت,hypochlorite,Hypochlorite,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=104649,هو أيون  يتكون من الكلور والأكسجين . الصيغة الكيميائية  للأيون ClO−.,True,False,,
110088,Imhoff cone,مخروط 'إمْهُوف' (الزجاجيّ),cône Imhoff / cône de décantation,Absetzglas nach Imhoff [n.],http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=110088,وعاء زجاجي على هئية قُمع، يُستخدم في قياس المواد القابلة للترسّب في مياه الصرف الصحي.,True,True,,
110089,Imhoff cone,مَخْرُوط 'إمْهُوف',éprouvette Imhoff [f.],Imhoffglas [n.],http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=110089,(انظر: [قُمع 'إمْهُوف'](http://www.arabterm.org/index.php?id=3&L=1&tx_3m5techdict_pi1[id]=110090)),True,True,,
110090,Imhoff cone,قُمع 'إمْهُوف',entonnoir Imhoff [m.],Imhoff-Trichter [m.],http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=110090,كأس ترسيب على شكل قُمع، ويكون الجُزء السُفلي منه مُدرّجاً. ويُستخدم لقياس كمية المواد القابلة للترسّب في مياه الصرف الصحي. وتتحدد قيمة القياس بالمليلتر للتر الواحد. (بيشوفسبيرجر و هيجيهمان: Bischofsberger & Hegemann) 2005)) (انظر: [مَخْرُوط 'إمْهُوف'](http://www.arabterm.org/index.php?id=3&L=1&tx_3m5techdict_pi1[id]=110089)),True,True,,
105812,Imhoff tank,صِهْرِيج إمْهُوف,décanteur-digesteur [m.],Emscherbecken [n.],http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=105812,,True,True,,
106039,Impaired water,مياه ملوثة,eau avec facultés affaiblies,Beeinträchtigtes Wasser,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=106039,هي مياه  ملوثة بالأملاح والمعادن والعناصر المشعة، والكائنات البيولوجية، والمواد الكيميائية العضوية والأسمدة، والمبيدات الحشرية، ومجموعة من المواد الأخرى التي يجب إزالتها من الماء لكي يصبح  صالح للشرب,True,False,,
