id,english,arabic,french,uri,description,vt,uatv
150028,accident of the ground,حادث (أرضي),accident irrégularité; inégalité de terrain,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150028,,True,True
150029,accreting,صفائح متنامية,accroissement des plaques,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150029,,True,True
150030,accretion,تزايد,accroissement,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150030,الازدياد المتدرج في حجم الجسم بضم مزيد من المادة إليه,True,True
150031,accumulation,تراكم,accumulation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150031,,True,True
150032,accumulator,مركم,accumulateur,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150032,,True,True
150033,acephalia,لارأسيات(...),acéphales,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150033,,True,True
150034,acicular,أبري,aciculaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150034,ضفة للبلورات المستطيلة في هيئة الابر,True,True
150035,acid,حمض,acide,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150035,ج أحماض,True,True
150036,acidic (rocks),صخر حمضي,roche acide,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150036,,True,True
150037,acidification,تحميض,acidification,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150037,,True,True
150038,acidity,حموضة,acidité,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150038,,True,True
150039,acidization,أحماض,acidification,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150039,,True,True
150040,acidizer,محمّص,acidifiant,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150040,,True,True
150041,aclinal; aclinic,لاميلي,aclinique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150041,,True,True
150042,action,فعل,action,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150042,,True,True
150043,active,نشيط,actif,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150043,,True,True
150044,activity,نشاط,activité,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150044,,True,True
150045,acute bissectrix,منصف الزاوية الحادة، منتصف الزاوية الحادة,bissectrice d'un angle aigu,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150045,,True,True
150046,adamantine,ماسي,adamantin,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150046,يشبه الماس في الصلاة والبريق,True,True
150047,adamantine lustre,بريق ألماسي,éclat adamantin,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150047,,True,True
150048,adaptability,تكيفية,capacité adaptive,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150048,قدرة المتعضيات الحية على التشكل والتغير لملائمة الأوساط والبيئة التي تعيش فيها,True,True
150049,adaptation,تكيّف,adaptation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150049,التغير والتشكل في المتعضيات الحية لملائمة الأوساط التي تعيش فيها,True,True
150050,adductor muscle,عضلة مقربة,adducteur (muscle),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150050,عضلة في جسم المحراثيات أو عضديات الأرجل يتم بانقباضها اغلاق المصراعين واحكامهما,True,True
150051,adhesion,تلاصق,adhésion,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150051,,True,True
150052,adhesive,لصوق,adhésif,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150052,,True,True
150053,adhesiveness,تلاصقية,adhésivité,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150053,,True,True
150054,adjuster muscle,عضلة ضابطة,adjusteur (muscle),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150054,عضلة في جسم عضديات الأرجل وظيفتها تعديل أوضاع المصراعين عند الانغلاق بحيث ينطبق الواحد منهما فوق الآخر تماما,True,True
150055,admixture,خليط,mélange,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150055,,True,True
150056,adobe,طوب,adobe,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150056,اسم يطلق على رواسب غرينية توجد في الأحواض الصحراوية,True,True
150057,advance,تقدم,avancement; progression,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150057,مصطلح لوصف حركة الشاطئ نحو البحر إما نتيجة لصعود القارة أو لهبوط المنسوب العام للبحر,True,True
150058,advection,تأفق,advection,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150058,انتقال الحرارة في اتجاه أفقي,True,True
150059,adventitious,اضافي، عرضي,adventice,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150059,,True,True
150060,adventive cone,مخروط ملحق,adventif (cône),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150060,مخروط بركاني ينشأ على سطح مخروط بركاني أكبر منه,True,True
150061,aeolian; eolian,ريحي,éolien,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150061,ينشأ بفعل الرياح,True,True
150062,aeolotropy; anisotropy,تباين الخواص,anisotropie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150062,,True,True
150063,aeon; eon,دهر,eone,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150063,,True,True
150064,aeration,تهوية,aération,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150064,التعرض لفعل الهواء,True,True
150065,aerial photography,تصوير جوّي,aérienne (photographie),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150065,تصوير الأرض من الجوّ,True,True
150066,aerobia,أحياء هوائية,aérobies,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150066,أحياء تعيش الهواء بعيدا عن الماء أو التربة,True,True
150067,aerolites (meliorite),نيازك,aérolithes; aerolites,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150067,,True,True
150068,affinity,قرابة,affinité,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150068,علاقة سلالية بين نوعين أو أكثر من الأحياء,True,True
150069,affluent; tributary,رافد,affluent,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150069,مجرى مائي من السليكا غير المتبلورة ويغلب عليه التجزيع ووجود الحلقات المختلفة الألوان,True,True
150070,agate,عمر,agate,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150070,الزمن الجيولوجي المطلق أو النسبي الذي يرجع إليه وقت تكون صخر ما,True,True
150071,age,عامل,âge,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150071,ج عوامل,True,True
150072,agent,رصيص بركاني,agent,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150072,صخر يتكون من تلاحم حطام صخري مدوّر ومن أصل بركاني,True,True
150073,agglomerate,ملتحمة,agglomérat,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150073,وصف للمنخربات أو الفورامينيفرا التي تبنى أصدافها من الفتات الصلب المتلاصق بمادة لاحمة تفرزها هذه الأحياء,True,True
150074,agglutinating,اطماء,agglutinant,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150074,,True,True
150075,aggradation,نهر اطمائي,alluvionnement,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150075,,True,True
150076,aggrading river,متجمع,fleuve d'alluvionnement,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150076,حطام أو فتات صخري متراكم,True,True
150077,aggregate,تجمع,agrégat,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150077,,True,True
150078,aggregation,خط الانطباق، خط الانحراف,agrégation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150078,الصفري المحل الهندسي لجمع النقاط على سطح الأرض,True,True
150079,agonic line,جيولوجيا(...) الزراعية,agonique (ligne),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150079,,True,True
150080,agricultural geology,باستر (ال...),agricole (géologie),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150080,جص متماسك ذو حبيبات دقيقة,True,True
150081,alabaster,ألبيت,albâtre,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150081,,True,True
150082,albite,معدن من الفلسبار وهو ضرب من البلاجيوكلاز نكون من سليكات الألومنيوم والصوديوم,albite,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150082,,True,True
150083,albitization,تحول البيتي,albitisation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150083,,True,True
150084,alcyonaria; octocoralia,عملية تحول البلاجيوكلاز في الصخور النارية واستبدال الألبيت به,alcyonaires; octocaraliaires,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150084,,True,True
150085,algae,جناحي الشكل,algues,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150085,,True,True
150086,alidade,ألسيوناريا,alidade,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150086,المرجنيات الثمانية الحواجز,True,True
150087,aliform (alar),يداد(...),aliforme,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150087,آلة تستعمل في المسح الطوبوغرافي والجيولوجي,True,True
150088,alkali,أشنات,alcalin,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150088,,True,True
150089,alkalies,قلوي,alcalis,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150089,,True,True
150090,alkalimeter,قلويات,alcalimétre,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150090,,True,True
150091,alkalimetry,كاليمتر(...),alcalimétrie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150091,مقياس القلوية,True,True
150092,alkaline,قياس القلوية,alcalin,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150092,,True,True
150093,alkalization,قلوي,alcalisation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150093,,True,True
150094,alkaloid,تقلية,alcaloide,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150094,,True,True
150095,alkaly; alcalic,قلواني,alcalin,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150095,,True,True
150096,allochromatic minerals,قلوي,minéraux allochromatiques,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150096,,True,True
150097,allochthnous fold,معادن متغيرة الألوان,pli allochtone,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150097,,True,True
150098,allochthonous rock,طية مغتربة,allochtone roche,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150098,,True,True
150099,allogeneous; allothigeneous,صخر منقول، صخر مجلوب,allogène; allothygène,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150099,صفة الصخور التي انتقلت من مكانها الأصل الذي تكونت فيه,True,True
150100,allogenesis formation,زائف الشكل,formation allogène; allothigne,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150100,تسمية الدلالة على تغير الشكل البلوري لمعدن ما دون أن يطرأ عليه تغير في التركيب الكيميائي,True,True
150101,allomorphie; pseudomorph,منقول المنشأ,allomorphique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150101,,True,True
150102,allotrimorphic,تشكيلة منقولة,allotrimorphe,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150102,,True,True
150103,allotriomorphic crystals,ناقص التشكل,cristaux allotriomorphes,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150103,,True,True
150104,allotriomorphic structure,ناقصة التبلور,structure allotriomorphe,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150104,بلورات,True,True
150105,allotropy,متأصل، متشكل,allotropie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150105,,True,True
150106,alloy,تأصل، تشكلية,alliage,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150106,ظاهرة وجود العنصر الواحد في أكثر من شكل بلوري مثل وجود الكربون في هيئة الغرافيت والماس,True,True
150107,alluvial,سبيكة,alluvial,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150107,,True,True
150108,alluvium,طمي، لحقي,alluvion,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150108,,True,True
150109,almandine,طمي,almandine; almandin,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150109,الرواسب الحطامية الناتجة من حيث الأنهار في العصر الحديث,True,True
150110,alotropic,بنية ناقصة الشكل,allotropique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150110,,True,True
150111,alpha,ألمادين,alpha,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150111,معدن يتركب من سليكات الألوميوم والحديد,True,True
150112,alpine,ألفا,alpin,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150112,أول حرف في الهجائية اليونانية يستعمل في تركيب بعض المصطلحات العلمية,True,True
150113,alteration,البي,altération,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150113,يشبه جبال الألب أو ينسب إليها,True,True
150114,alternation,تغير,alternance,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150114,اختلاف التركيب الكيميائي أو الفيزيائي أو كليهما للصخر أو المعدن الأصلي,True,True
150115,altimeter,تناوب,altimètre,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150115,,True,True
150116,altimeter (height gauge),مقياس الارتفاع، التيميتر,altimètre,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150116,جهاز لقياس الارتفاعات منسوبة إلى سطح البحر,True,True
150117,altitude,ارتفاع,altitude,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150117,البعد الرأسي لنقطة ما من منسوب البحر,True,True
150118,alum,سبّ,alun,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150118,,True,True
150119,alumina,ألومينا,alumine,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150119,أوكسيد الألومنيوم,True,True
150120,aluminiferous,ذو ألومين,aluminifère,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150120,محتو على ألومين,True,True
150121,aluminite,ألومينيت,aluminite,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150121,كبريتات الألومنيوم المائية,True,True
150122,aluminium,ألومنيوم,aluminium,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150122,,True,True
150123,aluminous,ألوميني,alumineux,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150123,,True,True
150124,alunitel (alun stone),ألونيت,alunite; alun naturel; pierre d'alun,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150124,حجر الشب,True,True
150125,alveolar,سنخي,alvéolaire,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150125,,True,True
150126,alveoli,اسناخ,alvéole,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150126,,True,True
150127,alveolus (pl:alveoli),سنخ (ج: أسناخ),alvéole,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150127,فراغ أنبوبي الشكل يوجد بين أسنان نسيج غلاف المشطي في صدفة المنخربات من الفصيلة الفوزيولينية,True,True
150128,amalgam,ملعم,amalgame,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150128,سبيكة (أشابة) من الفضة والزئبق أو من الزئبق وفلز آخر,True,True
150129,amber,عنبر,ambre,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150129,صمغ أحفوري أو سمتحاتي ينشأ من تحجر افرازات الصنوبريات القديمة,True,True
150130,ambulacral areas,مناطق إقدامية,ambulacraires (aires),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150130,المناطق التي يوجد عليها الأقدام الأبوبية في شوكيات الجلد,True,True
150131,ambulacral ossicles,عظيمات إقدامية,osselets ambulacraires,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150131,,True,True
150132,amethyst,جمشت، أميتيست,améthyste,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150132,ضرب من المرو البنفسجي اللون,True,True
150133,amianthus; asbestos,أمينت,amiante,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150133,,True,True
150134,ammonia,نشادر,ammoniac,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150134,,True,True
150135,ammonites,أمونيت,ammonites,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150135,,True,True
150136,ammonites (age of ammonites),عصر الأمونيت,ammonoidea; mesozoique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150136,,True,True
150137,ammonoida,أمونيتات,ammonoidés,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150137,رتبة منقرضة من رأسيات الأجل تشبه النوتيلوس الحديث وتتميز عنه بخطوط الدرز المعقدة,True,True
150138,amorphic; amorphous,لا شكلي,amorphe,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150138,صفة للمعادن والصخور التي ليس لها كل بلوري محدّد,True,True
150139,amorphous graphite,غرافيت,graphite amorphe,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150139,غير متبلور,True,True
150140,amphibia,برمئيات,amphibiens,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150140,صف أو طائفة من الحيوانات الفقرية لها صفات متوسطة بين الأسماك والزواحف تتنفس بالخياشيم في أطوارها الأولى وبالرئات في مرحلة النضج,True,True
150141,amphibole,فيبول,amphibole,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150141,مجموعة من المعادن الثنائية السليكات معقدة التركيب تكثر في الصخور النارية الحامضية والمتوسطة,True,True
150142,amphibolite,أمفيبوليت,amphibolite,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150142,متحول يتكون أساسا من الأمفيبول والجلاكيوكلاز,True,True
150143,amphibolitization,تحول أمفيبوليتي,transformation en amphibolite,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150143,,True,True
150144,amphitheatre,حلبة,amphithéâtre; crique,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150144,,True,True
150145,amplitude,سعة,amplitude,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=150145,,True,True
