id,english,arabic,french,german,uri,description,vt,uatv,image_uri_remote,image_uri_extract
97382,2-D collector,مُجَمِع ثنائيّ الأبعاد,collecteur 2-D,2D-Kollektor,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=97382,[مُجَمِّع شمسي](http://www.arabterm.org/index.php?id=3&L=1&tx_3m5techdict_pi1[id]=97365) ذو بنيةٍ ثنائية الأبعاد.,True,False,,
97383,3-D collector,مُجَمِع ثلاثيّ الأبعاد,collecteur 3-D,3D-Kollektor,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=97383,[مُجَمِّع شمسي](http://www.arabterm.org/index.php?id=3&L=1&tx_3m5techdict_pi1[id]=97365) ذو بنيةٍ ثلاثية الأبعاد.,True,False,,
96151,5-stage plan,خطة خُماسية المراحل,Plan en 5 étapes,5-Stufen-Plan,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=96151,خطة تهدُف إلى الحفاظ على ثبات تردد تيار شبكة النقل. ففي المرحلة الأولى يُستخدم جُهد ضبط، أما في المراحل من الثانية إلى الرابعة فيتم فصل أحمال الشبكة عن المؤسسات الخاصة بتشغيل شبكة التوزيع، وفي المرحلة الخامسة يتم فصل كافة وحدات التوليد في [منطقة التحكم](http://www.arabterm.org/index.php?id=3&L=1&tx_3m5techdict_pi1[id]=96332) المعنية.,True,False,,
98839,7-pin connector,قابس سُباعي القطب,connecteur à 7 broches,7-Pol-Stecker,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=98839,قابس يُطابق المواصفة IEC 6219 (النوع 2) للجنة الدولية للتقانة الكهربائية، ويُسمى في اللغة الألمانية العامية 'Mennekes-Stecker' أو 'قابس مينيكيس'، نسبةً إلى الجهة المصنعة له، وهي شركة 'Mennekes' لإنتاج القوابس الكهربائية القياسية، وتقع الشركة في جنوب منطقة 'ساورلاند' في ألمانيا.,True,False,,
98063,ABE fermentation,تخمر الأسيتون-البوتانول-الإيثانول ,fermentation ABE,ABE-Fermentation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=98063,عملية لاهوائية تستعين ببكتيريا مطثية لإنتاج الأسيتون والكحول البيوتيلي والإيثانول من مادة النشا، بحيث تكوّن 3 أجزاء أسيتون و6 أجزاء بوتانول وجزء إيثانول.,True,False,,
96539,AC cycle,جُهد دورة مُتردد,cycle de tension alternative,Wechselspannungsperiode,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=96539,نصفي دورة، أي نصف دورة موجب وآخر سالب، حيث يتزايد التيار في الاتجاه الموجب إلى الحد الأقصى، ثم يبدأ في التناقص ماراًّ بالصفر، ويسلك الأمر نفسه في الاتجاه العكسي.,True,False,,
97011,AC diesel generator,مُولّد ديزل مُتردّد التيار,groupe électrogène CA,Wechselstrom-Dieselgeneratoren,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=97011,نوع من المُولّدات التقليدية، تُقترن فيه مُحركات ديزل اقتراناً مُباشراً بمولّدات مُتزامنة. ويقوم مُنظّم سُرعة الدوران (الحاكم) الُموجود في أحد المُحركات بالحِفاظ على تردّد قُدرة التيار المُتردّد المُتولّدة.,True,False,,
97503,AC disconnect,قاطع التيار المتردد,AC déconnexion,Netztrennschalter,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=97503,مفتاح كهربائي بين العاكس ومجموعة المفاتيح الكهربائية يستخدم لقطع قدرة دخل التيار المتردد عن الشبكة أو المباني.,True,False,,
97012,AC load supply,إمداد بحِمل التيار المتردد,fourniture de courant alternatif,Wechselstromlastspeisung,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=97012,يمكن تغذية حمل التيار المتردد بالتيار من مصدرين في النظم الهجينة،، هما: ناقل التيار المستمر عبر عاكس التيار الكهربائي، أو من ناقل التيار المتردد الذي تقوم بتزويده مولدات التيار المتردد الكهربائية. ويهدف هذا التصميم إلى مواءمة الحِمل المطلوب مع الكهرباء المُغذّاة بأفضل صورة ممكنة.,True,False,,
96542,AC network,شبكة تيار متردد,réseau de courant alternatif,Wechselstromnetzwerk,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=96542,غرفة تقع بين الضغّاط ومراجل العنفة، تُنتج ((رابط: نواتج الاحتراق|نواتج احتراق) عالية الضغط فائقة السخونة.,True,False,,
96543,AC power supply,مصدر قدرة تيار متردد,Bloc d'alimentation en courant alternatif,Wechselspannungsnetzteil,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=96543,مصدر قدرة، تتمثل وظيفته الأساسية في استمداد الجهد من مقبس جداري (موصلات رئيسية للتيار الكهربائي)، ثم تخفيضه وصولاً إلى القيمة المطلوبة.,True,False,,
96544,AC source,مصدر تيار متردد,source de courant alternatif,Wechselspannungsquelle,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=96544,يتغيّر الجهد;  التيار في هذا النوع من المصادر بتغيّر الزمن، ويُوصف بأنه مصدر جهد;  تيار متغير,True,False,,
97013,AC topology hybrid power systems,طوبولوجيا التيار المُتردّد في أنظمة القُدرة الهجينة,systèmes d'alimentation CA à topologie hybride,Wechselspannungs-Hybridenergiesysteme,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=97013,يُمكن إدخال تحسينات إضافية على الطوبولوجيا المُتوازية من خلال توصيل كل مولّدات الطاقة المُتجدّدة بناقل التيار المُتردّد لإيجاد تكوين تقارني للتيار المُتردّد.,True,False,,
98524,ACCA,متعهدي تكييف الهواء في أمريكا (ACCA),entrepreneurs de conditionnement d'air d'amérique,ACCA,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=98524,أكبر منظمة في الولايات المتحدة الأمريكية لمتعهدي التدفئة والتهوية وتكييف الهواء والذي يطلق عليها اختصاراً (HVAC)، وتقوم هذه المنظمة بنشر الإجراءات الحسابية لتقدير مقاسات مكيفات الهواء المركزية.,True,False,,
98841,ACS automated clearance sensing,نظام أوتوماتي لاستشعار المرتفعات (ACS),détection automatique de la hauteur,ACS,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=98841,يُعد هذا النظام بمثابة تكنولوجيا تُساعد المركبات كبيرة الحجم على التعرّف على مُستويات الارتفاع المُنخفضة أو المحدودة في حالات المرور أسفل الكباري أو داخل الأنفاق مثلاً.,True,False,,
98843,AFFP accelerator force feedback pedal,دوّاسة الوقود الفعّالة (AFFP),pédale d’accélération avec réaction (retour de force),AFFP,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=98843,دوّاسة وقود تعمل بشكل تلامُسي، تحذّر قائد المركبة من الأخطار، وذلك عن طريق اهترازها.,True,False,,
98844,AFV alternative fuel vehicle,مركبة تعمل بالوقود البديل (AFV),véhicules à carburant alternatif,AFV,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=98844,مركبة لا تعتمد على [الجازولين (البنزين](http://www.arabterm.org/index.php?id=3&L=1&tx_3m5techdict_pi1[id]=98907)) أو الديزل المُشتق من البترول كوقود.,True,False,,
101396,AGEB (Working Group on Energy Balances),فريق العمل المعني بميزان الطاقة (AGEB),AGEB (Groupe de travail sur les bilans énergétiques),AGEB,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=101396,"ist die Arbeitsgemeinschaft Energiebilanzen. Sie gibt jährlich die Energiebilanz für Deutschland heraus, die wichtige Grunddaten vor allem zum Energieeinsatz in der Industrie sowie bei der Stromerzeugung liefert und den Primärenergieverbrauch ausweist.",True,False,,
98527,AHP,قدرة حصانية للهواء (AHP),(AHP) puissance du ventilateur,AHP,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=98527,قدرة خرج مقدار معين من الهواء تنتجه مروحة شغّالة في عكس اتجاه مقاومة معينة.,True,False,,
100029,ANSI/ASHARE 96-1980,مواصفة قياسية رقم 96-1980 للمعهد القومي الأمريكي للتوصيف القياسي,ANSI/ASHARE 96-1980 (Norme de l’American National Standards Institute),ANSI/ASHARE 96-1980,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=100029,أسلوب توحيد قياسي تجريه الجمعية الأمريكية لمهندسي التدفئة والتبريد والتكييف (ASHARE) التابعة للمعهد القومي الأمريكي للتنميط، وتهدف إلى تقييم الأداء الحراري للمجمعات المسطحة غير المصقولة للطاقة الشمسية ذات الوسط الناقل السائل، وتستخدم هذه المجمعات لتسخين السائل المستخدم في التطبيقات المختلفة عند درجات الحرارة المنخفضة.,True,False,,
100319,API,معهد البترول الأمريكي (API),API,API,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=100319,مجموعة تأثير تظم صناعات البترول، والغاز الطبيعي – وكذلك صناعة البتروكيماويات في الولايات المتحدة.,True,False,,
100030,AS/NZS 5003,مواصفة قياسية رقم 5003 أستراليا/نيوزلاندا,AS/NZS 5003 (Norme pour des systèmes PV en Australie et en Nouvelle-Zélande),AS/NZS 5003,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=100030,مواصفة قياسية طورتها لجنة التوحيد القياسي التابعة لمجلس الهيئات التنظيمية لقطاع الكهرباء (ERAC)، وتُعنى هذه المواصفة بالنص على متطلبات تركيب وصيانة وتشغيل المصفوفات الكهرضوئية في أستراليا ونيوزلندا.,True,False,,
100031,ASHARE,جمعية أمريكية لمهندسي التدفئة والتبريد والتكييف (ASHARE),"ASHARE (American Society of Heating, Refrigerating and Air-Conditioning Engineers)",ASHARE,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=100031,جمعية تقوم بإصدار المواصفات القياسية لطرق القياس والاختبار والتصميم والتطبيق العملي، وخاصة في البيئة الداخلية. وهي منظمة مُعترف بها من المعهد القومي الأمريكي للتوحيد القياسي (ASNI) وتتبع متطلباته بدقة بالغة لتطوير كل مواصفة قياسية.,True,False,,
98544,"ASHRAE (American society of heating, refrigeration and air conditioning engineers)",جمعية أمريكية لمهندسي التدفئة والتبريد وتكييف الهواء (ASHRAE),"ASHRAE (American society of heating, refrigeration and air conditioning engineers)",ASHRAE,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=98544,منظمة لا تهدف إلى الربح، تُصدر مواصفات قياسية بناءً على أبحاث موسعة، وتنشر كتباً شاملة. ويوجد مقرها الرئيسي في أتلانتا.,True,False,,
98545,ASME(American Society of Mechanical Engineers),جمعية أمريكية لمهندسي الميكانيكا (ASME),ASME (Société américaine de génie mécanique),ASME,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=98545,الجمعية الأمريكية لمهندسي الميكانيكا، وهي تتعاون مع هيئة المواصفات القياسية وفي أعمال البحث والتطوير.,True,False,,
100033,ASTM E 1008-03,مواصفة قياسية رقم E 1008-03 للجمعية الأمريكية لاختبار المواد (ASTM),ASTM E 1008-03 (Norme de l’American Society for Testing and Materials),ASTM E 1008-03,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=100033,مواصفة قياسية أصدرتها الجمعية الأمريكية لاختبار المواد (ASTM) وتختص بتركيب وصيانة وفحص تقنيات تنفيس الضغط عن تجويفات أجسام الصمامات المستخدمة في خدمات الطاقة الجيوحرارية. وجدير بالذكر أن هذه المواصفة لا تغطي كافة توصيات الأمان ذات الصلة.,True,False,,
100034,ASTM E 1068-85,مواصفة قياسية رقم E 1068-85 للجمعية الأمريكية لاختبار المواد (ASTM),ASTM E 1068-85 (Norme de l’American Society for Testing and Materials),ASTM E 1068-85,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=100034,مواصفة قياسية أصدرتها الجمعية الأمريكية لاختبار المواد (ASTM) وتختص بمنهجية الاختبارات المعملية لعملية التقييم الأولية للمواد اللامعدنية السدودية، حيث يتم غمر المواد موضع الاختبار في مائع اختبار جيوحراري محاكي. وبوجه عام يمكن تصنيف هذه المواصفة ضمن مواصفات فحص المعادن في المختبرات.,True,False,,
100035,ASTM E 1675-04,مواصفة قياسية رقم E 1675-04 للجمعية الأمريكية لاختبار المواد (ASTM),ASTM E 1675-04 (Norme de l’American Society for Testing and Materials),ASTM E 1675-04,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=100035,مواصفة قياسية وضعتها الجمعية الأمريكية لاختبار المواد (ASTM) وتختص بالطريقة القياسية لجمع عينات من الموائع الجيوحرارية للتحليل الكيميائي.,True,False,,
100036,ASTM E 947-83,مواصفة قياسية رقم E 947-83 للجمعية الأمريكية لاختبار المواد (ASTM),ASTM E 947-83 (Norme de l’American Society for Testing and Materials),ASTM E 947-83,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=100036,مواصفة قياسية طورتها الجمعية الأمريكية لاختبار المواد (ASTM) لتوصيف المتطلبات القياسية للأدوات المستخدمة في جمع العينات غير الملوثة من تيار أو سائل جيوحراري أحادي الطور.,True,False,,
100037,ASTM E 974,مواصفة قياسية رقم E 974 للجمعية الأمريكية لاختبار المواد (ASTM),ASTM E 974 (Norme de l’American Society for Testing and Materials),ASTM E 974,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=100037,أسلوب توحيد قياسي تُجريه الجمعية الأمريكية لاختبار المواد (ASTM) للنص على معايير أداء محطة القدرة المستخدمة في مقارنة تحويل الطاقة الجيوحرارية بأنظمة توليد الطاقة. وجدير بالذكر أن بعض تدابير السلامة تعتبر من مسؤولية مستخدمي هذه المواصفة بالذات.,True,False,,
100038,ASTM E1056-85,مواصفة قياسية رقم E 1056-85 للجمعية الأمريكية لاختبار المواد (ASTM),ASTM E1056-85 (Norme de l’American Society for Testing and Materials),ASTM E1056-85,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=100038,مواصفة قياسية أصدرتها الجمعية الأمريكية لاختبار المواد (ASTM)، لتوصيف طرق التركيب والتطبيق العملي لخدمات أنظمة تسخين المياه المنزلية باستخدام الطاقة الشمسية، وجدير بالذكر أن قضايا الأمان لم تُعلن بشكل كامل في هذه المواصفة ولذلك يجب على القائمين بالتركيب مراعاة ذلك وأخذه في الاعتبار.,True,False,,
100039,ASTM E424-71,مواصفة قياسية رقم E 424-71 للجمعية الأمريكية لاختبار المواد (ASTM),ASTM E424-71 (Norme de l’American Society for Testing and Materials),ASTM E424-71,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=100039,مواصفة قياسية تختص بمنهجيات الاختبار التي تجرى لقياس انعكاسية وإنفاذية المواد (لوحية الشكل) لضوء الشمس. وجدير بالذكر أن هذه المواصفة لا تغطي كافة القضايا المتعلقة بالأمان، لذلك يتعين على المستخدم التأكد من احتياطات الأمان قبل مباشرة الاختبار المنصوص عليه في هذه المواصفة.,True,False,,
100040,ASTM E957,مواصفة قياسية رقم E 957 للجمعية الأمريكية لاختبار المواد (ASTM),ASTM E957 (Norme de l’American Society for Testing and Materials),ASTM E957,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=100040,مواصفة قياسية طورتها الجمعية الأمريكية لاختبار المواد (ASTM) لتعريف المصطلحات القياسية المتعلقة بالطاقة الجيوحرارية.,True,False,,
98853,AT-PZEV advanced technology partial zero emission vehicle,مركبة انبعاثاتها تُقارب الصفر بتقانة متقدمة (AT-PZEV),(AT-PZEV; norme américaine) Technologie avancée des véhicules à faibles émissions,AT-PZEV,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=98853,المعيار الأمريكي للمركبات ذات الانبعاثات القليلة من الغاز العادم. (انظر: [مركبة مُنخفضة الانبعاثات بشكل أساسيّ (ILEV)](http://www.arabterm.org/index.php?id=3&L=1&tx_3m5techdict_pi1[id]=98927)) (انظر: [مركبة منخفضة الانبعاثات (LEV)](http://www.arabterm.org/index.php?id=3&L=1&tx_3m5techdict_pi1[id]=98947)) (انظر: [مركبة انبعاثاتها تُقارب الصفر (PZEV)](http://www.arabterm.org/index.php?id=3&L=1&tx_3m5techdict_pi1[id]=98976)),True,False,,
98546,ATC-105,كود اختبار القبول لأبراج تبريد المياه (ATC-105),ATC-105 (test de performance pour les tours de refroidissement),ATC-105,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=98546,اختبار أداء يجرى بغرض اختبار [برج تبريد مُنشأ في موقع العمل](http://www.arabterm.org/index.php?id=3&L=1&tx_3m5techdict_pi1[id]=98641)، طالما توافر لهذا البرج تصميم مُوَحَّد وفقاً للمشروع. وقد قام بنشر هذا الاختبار [معهد أبراج التبريد (CTI)](http://www.arabterm.org/index.php?id=3&L=1&tx_3m5techdict_pi1[id]=98587).,True,False,,
99438,Aarhus Convention,اتفاقية 'آرهوس',Convention d'Aarhus,Aarhus-Konvention,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=99438,اتفاقية أصدرتها اللجنة الاقتصادية للأمم المُتحدة الخاصة بأوروبا (UNECE)، وتختص بإتاحة فُرص الحصول على المعلومات ومُشاركة الجمهور في اتخاذ القرارات بشأنها والاحتكام إلى القضاء في المسائل المُتعلقة بالبيئة. وتهدف الاتفاقية إلى التوسع في إشراك الجمهور في المسائل المُتعلقة بالبيئة. وبالتالي إتاحة الفُرصة لمشاركتهم بشكل أفضل وأكثر فعالية في الحِفاظ على البيئة وحِمايتها. وقد تمت الموافقة على اتفاقية 'آرهوس' في 25 يونيو 1998 في مدينة آرهوس بالدانمارك، ودخلت حيّز التنفيذ في 30 أكتوبر 2001.,True,False,,
100332,Abandonment of nuclear energy use,تخلي عن استخدام الطاقة النووية,Abandon de l'utilisation de l'énergie nucléaire,Ausstieg aus der Kernenergienutzung,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=100332,قرار سياسي بالتخلي التدريجي عن إنتاج الطاقة النووية.,True,False,,
96117,Absorbent Glass Mat technology,تقنية الالياف الزجاجية الماصة (AGM),technologie de fibres de verre absorbant,Vliestechnologie,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=96117,تكنولوجيا (انظر: تكنولوجيا الألياف الزجاجية الماصّة) تهدف إلى تصنيع بطارية حمضية رصاصية مُغلقة، يتم فيها إعادة توليف الغازات داخلياً. وتُعتبر تكنولوجيا بديلة [لتقنية خلايا الجِل](http://www.arabterm.org/index.php?id=3&L=1&tx_3m5techdict_pi1[id]=96048).,True,False,,
99137,Abusive practices of the Federal Network Agency,الممارسات المسيئة لوكالة الشبكات الاتحادية,Les pratiques abusives de l'Agence fédérale des réseaux,Missbrauchsaufsicht der Bundesnetzagentur,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=99137,يجب أن يتم تحديد إشراف السلطة التنفيذية حتى يتم اتخاذ القرار بشكل صحيح. ,True,False,,
101044,Acceptation du projet,قبول مشروع,Acceptation liée au projet,projektbezogene Akzeptanz,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=101044,الموافقة الفعلية على تنفيذ مشروع مُنشأة ما.,True,False,,
99114,Act (amending the law) the establishment of a fund 'Energy and Climate Fund',قانون (معدل للقانون) المتعلق بإنشاء صندوق 'صندوق الطاقة والمناخ',loi (modification de la loi) de la mise en place d'un fonds 'Fonds pour l'énergie et le climat',Gesetz (zur Änderung des Gesetzes) zur Errichtung eines Sondervermögens 'Energie- und Klimafonds' (EKFG-ÄndG),http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=99114,قانون إنشاء صندوق للاستثمار وهو 'صندوق الطاقة والمناخ' والذى يحتوى على إجمالي الإيرادات ويعتمد على تمويل يصل على الاقل الى 300 مليون يورو وذلك لضخ اموال في مجالات حماية المناخ وكفاءة الطاقة والطاقة المتجددة والمناخ وحماية البيئة وتطوير الحركة الكهربائية و,True,False,,
