term_id,term,term_url,ar,de,en,es,fr,it,ja,ko,pl,pt,sv,zh
716-01-14,reference configuration,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=716-01-14,تشكيل مرجعي,"Referenzkonfiguration, f",reference configuration,configuración de referencia,"configuration de référence, f",configurazione di riferimento,参照構成,참조 구성,konfiguracja odniesienia,configuração de referência,konfigurationsmodell,参考配置
716-01-15,layer,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=716-01-15,طبقة,"Schicht, f",layerlevel (deprecated in this sense),capanivel (desaconsejado),"couche, fniveau (terme déconseillé dans ce sens) m",stratolivello,レイヤ,계층,warstwa,camada,funktionsskikt,层
716-01-16,layer interface,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=716-01-16,تماس طبقى,"Schichtenschnittstelle, f",layer interface,interfaz de capa,"interface de couche, f",interfaccia di strato,レイヤインタフェース,계층 인터페이스계층 접속,interfejs międzywarstwowy,interface de camada,gränssnitt mellan skikt,层接口
716-01-17,protocol,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=716-01-17,نظام تراسل,"Protokoll, n",protocol,protocolo,"protocole, m",protocollo,プロトコル,통신규약프로토콜,protokół,protocolo,protokoll,协议
716-01-18,user-to-user protocol,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=716-01-18,نظام تراسل مستخدم الى مستخدم,"Nutzer-Nutzer-Protokoll, n",user-to-user protocol,protocolo usuario a usuario,"protocole d'usager à usager, m",protocollo utente-utente,ユーザー－ユーザープロトコル,사용자 간 통신 규약,protokół użytkownik-użytkownik,protocolo de utente a utente,användarprotokoll,用户─用户协议
716-01-19,ISDN protocol reference model,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=716-01-19,نموذج مرجعي للوظائف والإتفاقيات لنظام الشبكة الرقمية للخدمات المتكاملة,"ISDN-Protokollreferenzmodell, n",ISDN protocol reference model,modelo de referencia de protocolo RDSI,"modèle de référence de protocoles d'un RNIS, m",modello di riferimento di protocolli ISDN,ISDNプロトコル参照モデル,종합정보통신망 통신규약 기준 모델아이에스디엔 통신규약 기준 모델,model odniesienia protokołu ISDN,modelo de referência de protocolos de uma RDIS,referensmodell för ISDN-protokoll,综合业务数字网协议参考模型
716-01-20,open systems interconnection (reference model),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=716-01-20,ترابط الأنظمةِ المفتوحِة (نموذج مرجعى),"Referenzmodell der Kommunikation Offener Systeme, nKommunikation Offener Systeme, fOSI-Referenzmodell, nOSI, Abkürzung",open systems interconnection (reference model)OSI (abbreviation),(modelo de referencia de) interconexión de sistemas abiertosOSI (abreviatura),"(modèle de référence d') interconnexion de systèmes ouverts, fOSI (abréviation) f",interconnessione di sistemi aperti (modello di riferimento)OSI,開放形システム間相互接続,개방형 시스템 간 상호접속기준 모델오에스아이,połączenia wzajemne systemów otwartych (model odniesienia) OSI (akronim),(modelo de referência de) interconexão de sistemas abertos,öppen kommunikation mellan system,开放系统互连参考模型OSI
716-01-21,lower layer functions,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=716-01-21,وظائف الطبقات السفلى,"Funktionen unterer Schichten, f, plLLF, Abkürzung",lower layer functionsLLF (abbreviation),FCI (abreviatura)funciones de la caps inferior,"fonctions des couches inférieures, f pl",funzioni dei livelli bassiLLF,"低位レイヤ機能LLF, （略語）",하위 계층 기능엘엘에프,funkcje warstwy niższej LLF (akronim),funções das camadas inferiores,funktioner för lägre skikt,低层功能LLF
716-01-22,higher layer functions,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=716-01-22,وظائف الطبقات العليا,"Funktionen höherer Schichten, f, plHLF, Abkürzung",higher layer functionsHLF (abbreviation),FCS (abreviatura)funciones de la capa superior,"fonctions des couches supérieures, f pl",funzioni dei livelli altiHLF,"高位レイヤ機能HLF, （略語）",상위 계층 기능에이치엘에프,funkcje warstwy wyższej HLF (akronim),funções das camadas superiores,funktioner för högre skikt,高层功能HLF
716-01-23,loopback,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=716-01-23,حلقة إختبار,"Prüfschleife, f",loopbacktest loop,bucle de ensayo,"boucle d'essais, f",risponditore di prova,ループバックテストループ,되돌림시험루프,pętla testowa,anel de ensaios,mätslinga,环回测试环路
716-02-01,telecommunication service,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=716-02-01,خدمة الإتصالات,"Telekommunikationsdienst, m",telecommunication service,servicio de telecomunicación,"service de télécommunication, m",servizio di telecomunicazione,電気通信サービス,원격 통신 서비스,usługa telekomunikacyjna,serviço de telecomunicação,telekommunikationstjänst,电信业务
716-02-02,bearer service,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=716-02-02,خدمة مساندة,"Übermittlungsdienst, m",bearer service,servicio portador,"service support, m",servizio portante,ベアラサービス,베어러 서비스전달 서비스,usługa przekazywania,serviço de suporte,överföringstjänst,承载业务
716-02-03,teleservice,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=716-02-03,خدمة عن بعد,"Teledienst, m",teleservice,teleservicio,"téléservice, m",teleservizio,テレサービス,원격 서비스텔레서비스,teleusługa,teleserviço,teletjänst,用户综合电信业务
716-02-04,teleaction service,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=716-02-04,خدمة الفعل عن بعد,"Fernwirkdienst, m",teleaction service,servicio de teleacción,"service de téléaction, m",servizio di teleazione,遠隔監視制御サービス,텔레액션 서비스원격 활동 서비스,usługa teleakcyjna,serviço de teleacção,,遥信业务
716-02-05,demand (telecommunication) service,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=716-02-05,خدمة الطلب (الاتصالات ),"bedarfsgesteuerter Telekommunikationsdienst, mbedarfsgesteuerter Dienst, m",demand (telecommunication) service,servicio rápido (de telecomunicación),"service (de télécommunication) à la demande, m",servizio (di telecomunicazione) su richiesta,即時サービス,요구 시 서비스요구 원격통신 서비스,usługa telekomunikacyjna na żądanie usługa na żądanie,serviço (de telecomunicação) a pedido,momentantjänst,应需电信业务
716-02-06,reserved circuit (telecommunication) service,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=716-02-06,خدمة دارة (إتصال عن بعد)محجوزة,"reservierter Telekommunikationsdienst, mreservierter Dienst, m",reserved circuit (telecommunication) service,servicio de circuito reservado (de telecomunicación),"service de circuit (de télécommunication) réservé, m",servizio (di telecomunicazione) su prenotazione di circuito,予約回線サービス,예약 회선 서비스예약 회선 원격통신 서비스,usługa telekomunikacyjna z rezerwacją łączy usługa z rezerwacją łączy,serviço de circuito (de telecomunicação) reservado,reserverad tjänst,预约电路电信业务
716-02-07,leased circuit service,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=716-02-07,دارة خدمة مستأجرة,"Mietleitungsdienst, mStandleitungsdienst, mDauerleitungsdienst, m",leased circuit serviceprivate line servicepermanent circuit (telecommunication) service,servicio  de circuito permanente (de telecomunicación)servicio de circuito alquiladoservicio de circuito permanenteservicio de línea privada,"service de circuit (de télécommunication) loué, mservice de circuit (de télécommunication) permanent, m",servizio (di telecomunicazione) di circuito permanenteservizio di circuito affittatoservizio di linea dedicata,専用線サービス専用線サービス専用線サービス,임대 회선 서비스,usługa ze stałym łączem,serviço de circuito (de telecomunicação) alugadoserviço de circuito (de telecomunicação) permanente,hyrd tjänst,租用电路业务专线业务
716-02-08,assigned circuit (telecommunication) service,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=716-02-08,خدمة دارة (إتصال عن   بعد) مخصّصة,"zugeordneter Telekommunikationsdienst, mzugeordneter Dienst, m",assigned circuit (telecommunication) service,servicio de circuito asignadoservicio de telecomunicación de circuito asignado,"service de circuit (de télécommunication) assigné, m",servizio (di telecomunicazione) di assegnazione di circuito,回線割当サービス,할당 회선 원격통신 서비스,usługa telekomunikacyjna z przydzielonym łączem usługa z przydzielonym łączem,serviço de circuito (de telecomunicação) atribuído,tilldelad tjänst,指配电路电信业务
716-02-09,(telecommunication) service attribute,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=716-02-09,ا(إتصال عن بعد) خاصية خدمة,"Telekommunikationsdienstattribut, nDienstattribut, nTelekommunikationsdienstmerkmal, nDienstmerkmal, n",(telecommunication) service attribute,atributo de servicio (de telecomunicación),"attribut de service (de télécommunication), m",attributo del servizio (di telecomunicazione),サービス属性,서비스 속성원격통신 서비스 속성,atrybut usługi telekomunikacyjnej atrybut usługi,atributo de serviço (de telecomunicação),tjänstekategori,电信业务属性
716-03-01,connection,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=716-03-01,وصلة - توصيل,"Verbindung, f",connection,conexión,"connexion, fchaîne de connexion, f",connessione,接続,접속연결,połączenie,(cadeia de) conexão,förbindelse,连接
716-03-02,digital connection,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=716-03-02,توصيل رقمي,"digitale Verbindung, f",digital connection,conexión digital,"connexion numérique, f",connessione numerica,ディジタル接続,디지털 접속,połączenie cyfrowe,conexão digital,digital förbindelse,数字连接
716-03-03,exchange connection,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=716-03-03,توصيل عبر المقسم,"vermittlungsstelleninterne Verbindung, f",exchange connection,conexión con la central,"connexion de commutateur, f",connessione commutata,交換機接続,교환국 접속,połączenie komutowane,conexão de comutador,förbindelse via växel,交换连接
716-03-04,ISDN connection,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=716-03-04,إتّصال ضمن الشبكة الرقمية للخدمات المتكاملة,"ISDN-Verbindung, f",ISDN connection,conexión de RDSI,"connexion RNIS, f",connessione ISDN,ISDN接続,종합정보통신망 접속아이에스디엔 접속,połączenie ISDN,conexão RDIS,ISDN-förbindelse,综合业务数字网连接
716-03-05,ISDN connection attribute,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=716-03-05,خاصية محددة للإتّصال ضمن الشبكة الرقمية للخدمات المتكاملة,"ISDN-Verbindungsattribut, nISDN-Verbindungsmerkmal, n",ISDN connection attribute,atributo de un enlace RDSI,"attribut de connexion RNIS, m",attributo di una connessione ISDN,ISDN接続属性,종합정보통신망 접속 속성아이에스디엔 접속 속성,atrybut połączenia ISDN,atributo de conexão RDIS,förbindelsekategori för ISDN,综合业务数字网连接属性
716-03-06,ISDN connection type,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=716-03-06,نوع إتّصال ضمن خواص الشبكة الرقمية للخدمات المتكاملة,"ISDN-Verbindungsart, f",ISDN connection type,tipo de enlace RDSI,"type de connexion RNIS, m",tipo di connessione ISDN,ISDN接続タイプ,종합정보통신망 연결형,typ połączenia ISDN,tipo de conexão RDIS,förbindelsetyp för ISDN,综合业务数字网连接类型
716-03-07,ISDN connection element,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=716-03-07,عنصر إتّصال ضمن الشبكة الرقمية للخدمات المتكاملة,"ISDN-Verbindungselement, n",ISDN connection element,elemento de un enlace RDSI,"élément de connexion RNIS, m",elemento di connessione ISDN,ISDN接続エレメント,종합정보통신망 접속 요소아이에스디엔 접속 요소,odcinek połączenia ISDN,elemento de conexão RDIS,,综合业务数字网连接单元
716-03-08,point-to-point ISDN connection,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=716-03-08,اتصال من نقطة الى نقطة اخرى في الشبكه الرقميه المتكامله الخدمات,"Punkt-zu-Punkt-ISDN-Verbindung, f",point-to-point ISDN connection,conexión  RDSI punto a punto,"connexion RNIS point à point, f",connessione ISDN punto-punto,ポイント―ポイントISDN接続,점 대 점 종합정보통신망 접속점 대 점 아이에스디엔 접속,połączenie ISDN punkt-punkt,conexão RDIS ponto a ponto,ISDN-förbindelse punkt till punkt,点对点综合业务数字网连接
716-03-09,point-to-multipoint ISDN connection,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=716-03-09,اتصال من نقطة معينة الى مجموعة نقاط في الشبكه الرقميه المتكامله الخدمات,"Punkt-zu-Mehrpunkt-ISDN-Verbindung, f",point-to-multipoint ISDN connection,conexión  RDSI punto a multipunto,"connexion RNIS point à multipoint, f",connessione ISDN punto-multipunto,ポイント―マルチポイントISDN接続,점 대 다점 종합정보통신망 접속점 대 다점 아이에스디엔 접속,połączenie ISDN punkt-multipunkt,conexão RDIS ponto a multiponto,ISDN-förbindelse punkt till multipunkt,点对多点综合业务数字网连接
716-03-10,address,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=716-03-10,عنوان,"Adresse, f",address,dirección,"adresse, f",indirizzo,アドレス,주소,adres,endereço,adress,地址
716-03-11,(network) number,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=716-03-11,رقم (شبكة),"Rufnummer, f",(network) number,número (de la red),"numéro (dans le réseau), m",numero (di rete),加入者番号,망 번호,numer sieciowy numer,número (na rede),nummer,网络号码
716-03-12,sub-address,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=716-03-12,عنوان فرعي,"Subadresse, f",sub-address,subdirección,"sous-adresse, f",sotto-indirizzo,サブアドレス,하부 주소,subadres,sub-endereço,subadress,子地址
716-03-13,numbering,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=716-03-13,ترقيم,"Nummerierung, f",numbering,numeración,"numérotation, f",numerazione,加入者番号の付与,번호 지정,numerowanie,numeração,numrering,编号
716-03-14,addressing,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=716-03-14,عنونة,"Adressierung, f",addressing,direccionamiento,"adressage, m",indirizzamento,アドレスの設定,번지 지정,adresowanie,endereçamento,adressering,寻址
716-03-15,sub-addressing,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=716-03-15,عنونة فرعية,"Subadressierung, f",sub-addressing,subdireccionamiento,"sous-adressage, m",sotto-indirizzamento,サブアドレスの設定,부번지지정,subadresowanie,sub-endereçamento,subadressering,子寻址
716-04-01,user-network access,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=716-04-01,وصول المستخدم إلى الشبكة,"Nutzer-Netzzugang, m",user-network access,acceso a la red de usuarios,"accès usager-réseau, m",accesso utente-rete,ユーザー網アクセス,사용자 망 접근,dostęp użytkownik-sieć,acesso utente-rede,användaraccess,用户—网络接入
716-04-02,access channel,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=716-04-02,قناة وصولِ,"Zugriffskanal, m",access channelchannel  (deprecated in this sense),canal (desaconsejado en este sentido)canal de acceso,"canal d'accès, m",canale d'accesso,アクセスチャネル,접근 채널,kanał dostępu kanał,canal de acesso,aceesskanal,接入信道
716-04-03,H-channel,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=716-04-03,قناة H,"H-Kanal, m",H-channel,canal H,"canal H, m",canale H,Hチャネル,에이치 채널,kanał H,canal H,H-kanal,H信道
716-04-04,B-channel,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=716-04-04,قناة B,"B-Kanal, m",B-channel,canal B,"canal B, m",canale B,Bチャネル,비 채널,kanał B,canal B,B-kanal,B信道
716-04-05,D-channel,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=716-04-05,قناة D,"D-Kanal, m",D-channel,canal D,"canal D, m",canale d'accesso,Dチャネル,디 채널D 채널,kanał D,canal D,D-kanal,D信道
716-04-06,ISDN user-network interface structure,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=716-04-06,هيكل السطح البيني لمستخدمي الشبكة الرقمية للخدمات المتكاملة,"Struktur der ISDN-Nutzer-Netz-Schnittstelle, f",ISDN user-network interface structure,estructura de la interfaz de la red de usuarios RDSI,"structure d'interface usager-réseau RNIS, f",struttura dell'interfaccia utente-rete ISDN,ISDNユーザー網インタフェース構造,종합 정보 통신망 사용자망 인터페이스 구조아이에스디엔 사용자망 인터페이스 구조,struktura interfejsu użytkownik-sieć ISDN,estrutura de interface utente-rede RDIS,gränssnittsstruktur i ISDN,综合业务数字网用户网络接口结构
716-04-07,ISDN access capability,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=716-04-07,إمكانية وصول للقنوات المخصصة للاتصال ضمن الشبكة الرقمية للخدمات المتكاملة,"Kapazität des ISDN-Netzzugangs, f",ISDN access capability,capacidad de acceso RDSI,"possibilité d'accès au RNIS, f",capacità dell'accesso ISDN,ISDNアクセス能力,종합 정보 통신망 접근 능력,możliwość dostępu do ISDN,possibilidade de acesso à RDIS,aceessmöjlighet i ISDN,综合业务数字网接入能力
716-04-08,terminal (equipment),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=716-04-08,طرفية ، نهاية (معدات),"Endeinrichtung, fTE, Abkürzung",terminal (equipment)TE (abbreviation),(equipo) terminalET (abreviatura),"(équipement) terminal, mTE (abréviation) m",(apparato) terminaleTE,端末装置端末（略語）,단말 장치티이,terminal urządzenie końcowe TE (akronim),(equipamento) terminal,terminalutrustning,终端设备TE
716-04-09,network termination,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=716-04-09,نهاية الشبكة,"Netzabschluss, mNT, Abkürzung",network terminationNT (abbreviation),terminación de redTR (abreviatura),"terminaison de réseau, f",terminazione di reteNT,"網端末NT, （略語）",망 종단엔티,zakończenie sieci NT (akronim),terminação de rede,nätterminai,网络终端NT
716-04-10,ISDN terminal,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=716-04-10,نهاية  (طرفية) في الشبكة الرقمية للخدمات المتكاملة,"ISDN-Endgerät, n",ISDN terminal,terminal RDSI,"terminal RNIS, m",terminale ISDN,ISDN端末,종합정보통신망 단말기아이에스디엔 단말기,terminal ISDN,terminal RDIS,ISDN-terminal,综合业务数字网终端
716-04-11,terminal adapter,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=716-04-11,مهايئ طرفي,"Endgeräteadapter, mTA, Abkürzung",terminal adapterTA (abbreviation),adaptador de terminalAT (abreviatura),"adaptateur de terminal, mAT  (abréviation) m",adattatore di terminaleTA,"網端アダプタTA, （略語）",단말 어댑터티에이,adapter terminalu,adaptador de terminal,terminaladapter,终端适配器TA
716-04-12,basic (rate) access,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=716-04-12,وصول أساسي (معدل),"Basisanschluss, m",basic (rate) access,acceso básico,"accès (au débit) de base, m",accesso base,基本アクセス,기본 속도 접근,dostęp z prędkością podstawową dostęp podstawowy,acesso (à taxa) de base,basaceess,基本速率接入
716-04-13,primary rate access,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=716-04-13,معدل الوصول الابتدائي,"Primärmultiplexanschluss, m",primary rate access,acceso primario,"accès (au débit) primaire, m",accesso primario,一次群速度アクセス,일차 군 속도 접근일차 군 전송 속도,dostęp z prędkością pierwotnądostęp pierwotny,acesso à taxa primária,primäraccess,一次群速率接入
716-04-14,multipoint access,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=716-04-14,وصول متعدّد النقاط,"Mehrfachanschluss, m",multipoint access,acceso multipunto,"accès multipoint, m",accesso multipunto,マルチポイントアクセス,다지점 접근,dostęp multipunktowy,acesso multiponto,flerportaccess,多点接入
716-04-15,access contention,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=716-04-15,تزاحم ( تنازع ) في الوصول,"Zugangskonflikt, mZugriffskonflikt, m",access contention,contención de acceso,"conflit d'accès, m",contesa di accesso,アクセス競合,접근 경합,konflikt dostępów,conflito de acesso,konflikt till access,接入争用
716-04-16,access contention resolution,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=716-04-16,معالجة التزاحم في الوصول,"Auflösung des Zugriffskonflikts, fZugriffssteuerung, f",access contention resolution,resolución de contención de acceso,"règlement des conflits d'accès, m",risoluzione della contesa di accesso,アクセス競合処理,접근 경합 해결,rozwiązywanie konfliktu dostępów,resolução de conflitos de acesso,upphävning av konflikt,接入争用解决
716-04-17,user-network interface,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=716-04-17,سطح بيني لمستخدم الشبكة,"Nutzer-Netz-Schnittstelle, fUNI, Abkürzung",user-network interfaceUNI (abbreviation),interfaz de la red de usuarios,"interface usager-réseau, fUNI (abréviation) f",interfaccia utente-reteUNI,ユーザー網インタフェース,사용자망 인터페이스사용자망 접속,interfejs użytkownik-sieć,interface utente-rede,användargränssnitt,用户—网络接口UNI
716-04-18,access protocol,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=716-04-18,نظام تراسل الوصول,"Netzzugangsprotokoll, nZugangsprotokoll, n",access protocol,protocolo de acceso,"protocole d'accès, m",protocollo d'accesso,アクセスプロトコル,접근 통신규약,protokół dostępu,protocolo de acesso,aceessprotokoll,接入协议
716-04-19,link access protocol,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=716-04-19,نظام تراسل وصلة الوصول,"Sicherungsprotokoll am Netzzugang, nLAP, Abkürzung",link access protocolLAP (abbreviation),PAE (abreviatura)protocolo de acceso a enlace,"protocole d'accès à la liaison, mLAP (abréviation) m",protocollo di collegamentoLAP,"リンクアクセスプロトコルLAP, （略語）",링크 접근 통신규약엘에이피,protokół dostępu do łącza,protocolo de acesso à ligação,länkaccessprotokoll,链路接入协议LAP
