term_id,term,term_url,ar,de,en,es,fr,it,ja,ko,pl,pt,sv,zh
806-12-19,channel balancing,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=806-12-19,موازنة القناة,"Kanalabgleich, m",channel balancing,equilibrado de canales,"équilibrage des voies, m",bilanciamento del canale,チャネル間バランス,채널간 균형,równoważenie kanałów,equilibragem de canais,kanalbalansering,通道平衡
806-12-20,channel phasing,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=806-12-20,تعيير طور القناة,"Kanalpolung, f",channel phasing,puesta en fase de canales,"mise en phase des voies, f",fasatura del canale,チャネル間位相,채널간 위상,fazowanie kanałów,fasagem de canais,kanalfasning,通道定相
806-12-21,speed fluctuation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=806-12-21,اضطراب في السرعة,"Geschwindigkeitsschwankung, f",speed fluctuation,fluctuación de velocidad,"fluctuation de vitesse, f",fluttuazione di velocità,速さ変動,속도변동,nierównomierność prędkości,flutuação de velocidade,svajning,速度波动
806-12-22,flutter,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=806-12-22,إرتجاف,"schnelle Tonhöhenschwankungen, f, pl„Flutter“, mTriller, m",flutter,centelleo,"scintillement, m",sventolamento,フラッタ,플러터,drżenie,cintilação,snabb svajning,抖动
806-12-23,wow,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=806-12-23,نشاز,"langsame Tonhöhenschwankungen, f, pl„Wow“, nJaulen, n",wow,gimoteo,"pleurage, m",miagolio,ワウ,와우,kołysanie,choro,långsam svajning,晃动
806-12-24,drift,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=806-12-24,إنحراف,"Drift, f",drift,deriva,"dérive, f",deriva,ドリフト,표류부유,dryft płynięcie prędkości,deriva,drift,漂移
806-12-25,mixing,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=806-12-25,خلط,"Mischen, n",mixing,mezcla,"mélange, m",miscelazione,ミクシング,혼합,mieszanie,mistura,mixning,混合
806-12-26,deviation from rated speed (tape speed or speed of rotation),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=806-12-26,إنحراف من السرعة المقننة (سرعة الشريط او سرعة الدوران),"Geschwindigkeitsabweichung, f",deviation from rated speed (tape speed or speed of rotation),desviación de la velocidad nominal (de cinta y de rotación),écart de vitesse par rapport à la vitesse nominale (de défilement ou de rotation) m,deviazione dalla velocità nominale (velocità di nastro o velocità di rotazione),規定速さからの偏差,"규정속도 대비 편차, <테이프 또는 회전 속도>",odchyłka od prędkości znamionowej (prędkości przesuwu taśmy lub prędkości obrotowej),desvio de velocidade em relação à velocidade nominal (de desfilamento ou de rotação),procentuell hastighetsavvikelse,"速度偏差, <带速或转速>"
806-13-01,record,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=806-13-01,قرص -إسطوانة (تسجيل),"Schallplatte, f",recorddiskdisc,disco,"disque, m",disco,レコードディスク,레코드디스크,płyta (gramofonowa),disco,grammofonskiva,唱片
806-13-02,groove,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=806-13-02,أخدود,"Rille, f",groove,surco,"sillon, m",solco,溝,홈그루브음구,rowek,sulco,spår,纹槽
806-13-03,internal groove sidewall,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=806-13-03,جدار جانبي لأخدود داخلي,"innere Rillenflanke, f",internal groove sidewall,flanco interno del surco,"flanc interne du sillon, m",fianco interno del solco,内側溝壁面,내부홈 측벽내부 음구 측벽,ściana wewnętrzna rowka,flanco interno do sulco,inre spårsida,内槽壁
806-13-04,external groove sidewall,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=806-13-04,جدار جانبي لأخدود خارجي,"äußere Rillenflanke, f",external groove sidewall,flanco externo del surco,"flanc externe du sillon, m",fianco esterno del solco,外側溝壁面,외부홈 측벽외부 그루브 측벽외부 음구 측벽,ściana zewnętrzna rowka,flanco externo do sulco,yttre spårsida,外槽壁
806-13-05,groove width,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=806-13-05,عرض الأخدود,"Rillenbreite, f",groove width,anchura del surco,"largeur du sillon, m",larghezza del solco,溝幅,그루브 폭홈 폭음구 폭,szerokość rowka,largura do sulco,spårbredd,槽宽
806-13-06,groove depth,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=806-13-06,عمق الأخدود,"Rillentiefe, f",groove depth,profundidad del surco,"profondeur du sillon, m",profondità del solco,溝深さ,홈 깊이음구 깊이,głębokość rowka,profundidade do sulco,spårdjup,槽深
806-13-07,groove angle,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=806-13-07,زاوية الأخدود,"Öffnungswinkel der Rille, m",groove angle,ángulo de abertura del surco,"angle d'ouverture du sillon, m",angolo di apertura del solco,内包角,홈 각도음구 각도,kąt rowka,ângulo de abertura do sulco,spårvinkel,槽角
806-13-08,bottom radius,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=806-13-08,نصف قطر القاع,"Verrundungsradius, m",bottom radius,radio del fondo del surco,"rayon du fond du sillon, m",raggio del fondo del solco,溝底半径,곡률 반지름바닦 반지름,promień dna rowka,raio do fundo do sulco,bottenradie,槽底半径
806-13-09,groove shape,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=806-13-09,شكل الأخدود,"Rillenform, f",groove shape,perfil del surco,"profil du sillon, m",profilo del solco,溝形状,홈 형상음구 형상,kształt rowka,perfil do sulco,spärform,槽形
806-13-10,coarse groove,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=806-13-10,أخدود عريض,"Normalrille, f",coarse groove,surco ancho,"sillon large, m",solco largo,コースグルーブ,거친 홈거친 그루브거친 음구,rowek gruby,sulco largo,grovt spår,粗纹
806-13-11,microgroove,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=806-13-11,أخدود دقيق جدّا,"Mikrorille, f",microgroovefine groove,microsurco,"microsillon, m",microsolco,マイクログルーブ細密溝,미세홈마이크로그루브,rowek drobny mikrorowek,micro-sulco,mikrospår,密纹
806-13-12,long-playing record,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=806-13-12,تسجيل طويل المدّة,"Langspielplatte, f",long-playing record,disco de larga duración,"disque de longue durée, m",disco di lunga durata,LPレコード,엘피 레코드장시간 레코드,płyta długogrająca,disco de longa duração,LP-skivalångspel(ning)sskiva,密纹唱片
806-13-13,pitch,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=806-13-13,خطوة,"Rillensteigung, f",pitch,paso entre surcos,"pas de sillonnage, m",passo del solco,ピッチ,피치,skok rowka,passo (do sulco),stigning,槽距
806-13-14,plain groove,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=806-13-14,أخدود  مستوي,"Leerrille, f",plain grooveblank groove,surco blanco,"sillon blanc, msillon non modulé, m",solco non modulato,無音溝,무변조 홈빈 홈,rowek niemodulowany,sulco brancosulco não modulado,tomgångsspåromodulerat spår,无音槽哑槽
806-13-15,modulated groove,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=806-13-15,اخدود معدل,"modulierte Rille, f",modulated groove,surco modulado,"sillon modulé, m",solco modulato,録音溝,변조 홈,rowek modulowany,sulco modulado,modulerat spår,音槽
806-13-16,lead-in groove,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=806-13-16,أخدود الدخول,"Einlaufrille, f",lead-in groove,surco de partida,"sillon de départ, m",solco di attacco,導入溝,도입 홈인입 홈,rowek wprowadzający,sulco de entrada,ingångsspår,引入槽
806-13-17,lead-out groove,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=806-13-17,أخدود الخروج,"Auslaufrille, f",lead-out groove,surco de salida,"sillon de sortie, m",solco di uscita,導出溝,도출 홈인출 홈,rowek wyprowadzający,sulco de saída,utgångsspår.,引出槽
806-13-18,finishing groove,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=806-13-18,أخدود النهاية,"Endrille, f",finishing groovelocked groove,surco final,"sillon final, m",solco finale,最終溝,최종 홈최종 그루브,rowek zamykający,sulco final,slutspår,终止槽
806-13-19,lead-over groove,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=806-13-19,أخدود ربط,"Überlaufrille, f",lead-over groove,surco de enlace,"sillon interplages, m",solco intermedio,送り溝,보내기 홈리드오버 그루브,rowek przejściowy,sulco separador,övergångsspår,过渡槽
806-13-20,eccentric groove,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=806-13-20,أخدود لامركزي,"exzentrische Rille, f",eccentric groove,surco excéntrico,"sillon excentré, m",solco eccentrico,偏心溝,편심 홈편심 그루브,rowek mimośrodowy,sulco excêntrico,excentriskt spår,偏心槽
806-13-21,fast spiral groove,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=806-13-21,أخدود لولبي سريع,"Rille mit großer Steigung, f",fast spiral groove,surco de gran paso,"sillon à grand pas, m",solco con grande passo,早送り溝,빠른 나선 홈정지 홈,rowek o dużym skoku,sulco de passo grande,spår med brant stigning,快速螺旋槽
806-13-22,groove with variable pitch,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=806-13-22,أخدود بخطوة متغيّرة,"Rille mit variabler Steigung, f",groove with variable pitch,surco de paso variable,"sillon à pas variable, m",solco con passo variabile,可変ピッチ溝,가변피치 홈가변피치 그루브,rowek o zmiennym skoku,sulco de passo variável,spår med variabel stigning,变距槽
806-13-23,groove with variable depth,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=806-13-23,أخدود بعمق متغيّر,"Rille mit variabler Tiefe, f",groove with variable depth,surco de profundidad variable,"sillon à profondeur variable, m",solco con profondità variabile,可変デプス溝,가변 깊이 홈가변 깊이 그루브,rowek o zmiennej głębokości,sulco de profundidade variável,spår med variabelt djup,变深槽
806-13-24,grouping,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=806-13-24,تجميع,"willkürlich schwankende Rillensteigung, f",grouping,irregularidad del paso de surco,"irrégularité du pas du sillon, f",irregolarità del passo del solco,ピッチむら模様,피치군모양그루핑,nierównomierność skoku zapisu,irregularidade do passo do sulco,oregelbunden spårstigning,聚集
806-13-25,recorded surface,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=806-13-25,سطح مسجّل,"bespielte Oberfläche, f",recorded surfacemodulated section,superficie grabada,"surface gravée, fplage de modulation, f",superficie di incisione,録音部録音面,녹음면,powierzchnia zapisu,superfície gravadasecção modulada,inspelad yta,录音面调制部分
806-13-26,inner diameter of the recorded surface,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=806-13-26,قطر داخلي للسطحِ المسجّلِ,"Innendurchmesser der bespielten Oberfläche, m",inner diameter of the recorded surface,diámetro interior de la superficie grabada,"diamètre intérieur de la surface gravée, m",diametro interno della superficie incisa,録音面の内径,녹음면 내경,średnica zapisu wewnętrzna,diâmetro interior da superfície gravada,innerdiameter hos inspelad yta,录音面内径
806-13-27,outer diameter of the recorded surface,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=806-13-27,قطر خارجي للسطحِ المسجّلِ,"Außendurchmesser der bespielten Oberfläche, m",outer diameter of the recorded surface,diámetro exterior de la superficie grabada,"diamètre extérieur de la surface gravée, m",diametro esterno della superficie incisa,録音面の外径,녹음면 외경,średnica zapisu zewnętrzna,diâmetro exterior da superfície gravada,ytterdiameter hos inspelad yta,录音面外径
806-13-28,marker space,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=806-13-28,مسافة علامة,"Kennrille, f",marker space,zona de separación,"plage de séparation, f",spazio di separazione,マーカスペース,마커 공간,przejście rozdzielające,zona de separação,skiljeyta,分隔区
806-13-29,mirror area,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=806-13-29,منطقة مرآة,"Spiegel, m",mirror area,zona de etiqueta,"glace, f",superficie libera,ミラー部,거울영역미러영역,obszar lustrzany,(zona de) espelho,oinspelad ytaspegel,镜面区
806-13-30,groove guard,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=806-13-30,حماية الأخدود,"Wulstrand, m",groove guard,zona de guardia del surco,"plage de garde du sillon, f",spazio di guardia del solco,グルーブガード,홈 보호대그루브 보호대,obrzeże ochronne,zona de guarda do sulco,spårskydd,保护区
806-13-31,anti-slip serrations,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=806-13-31,نتوءات ( أسنان ) ضد الانزلاق,"radiale Riffelung, f",anti-slip serrations,estrías antiderrapantes,"stries antidérapantes, f pl",striscia anti-slittamento,スリップ防止凹凸部,미끄럼방지 톱니안티슬립 톱니,karby przeciwślizgowe,estrias antiderrapantes,antiglidräfflor,防滑齿
806-13-32,groove speed,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=806-13-32,سرعة أخدودِ,"Relativgeschwindigkeit der Rille, f",groove speed,velocidad de desarrollo del surco,"vitesse de défilement du sillon, f",velocità del solco,溝の線速度,홈 선형속도그루브 선형속도,prędkość przesuwu rowka,velocidade de desfilamento do sulco,spårhastighet,纹槽速度
806-13-33,eccentricity,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=806-13-33,لا مركزية,"Exzentrizität, f",eccentricity,excentridad,"excentricité, f",eccentricità,偏心,편심률이심률,mimośrodowość,excentricidade,excentricitet,偏心距
806-13-34,moulding,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=806-13-34,تشكيل القالب,"Formen, n",moulding,moldeado,"moulage, m",stampaggio,成形,성형몰딩,formowanie (płyt gramofonowych),moldagem,formning,模塑
806-13-35,injection moulding,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=806-13-35,تشكيل القالب بالحقن,"Spritzgießen, n",injection moulding,moldeado por inyección,"moulage par injection, m",stampaggio per iniezione,射出成形,사출성형,formowanie wtryskowe,moldagem por injecção,sprutformning,注塑
806-13-36,compression moulding,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=806-13-36,تشكيل القالب بالإنضغاط,"Formpressen, n",compression moulding,moldeado por compresión,"moulage par compression, m",stampaggio per compressione,圧縮成形,압축성형,formowanie tłoczne,moldagem por compressão,pressformning,压塑
806-13-37,plastic,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=806-13-37,بلاستيك,"Kunststoffmasse, f",plastic,material plástico,"matériau plastique, m",materiale plastico,プラスチック,플라스틱,masa (plastyczna),material plástico,plast,塑料
806-13-38,granules,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=806-13-38,حبيبات,"Granulat, n",granules,gránulos,"granules, m pl",granuli,グレン,과립제,ziarenka,grânulos,granulat,粒料
806-13-39,binder,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=806-13-39,رباط,"Bindemittel, n",binder,aglomerante,"liant, m",legante,バインダ,바인더결합제,lepiszcze,ligante,bindemedel,粘合剂
806-13-40,biscuit,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=806-13-40,بسكويت,"Massekloß, m",biscuit,galleta,"biscuit, m",pastiglia,ビスケット,비스킷,kęs gąska,bolacha,kaka,块料
806-13-41,filler,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=806-13-41,حشو ة,"Füllmaterial, n",filler,material de carga,"charge, f",carica,充填材,충전제,wypełniacz,carga,fyllmedel,填充料
806-13-42,lacquer disk,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=806-13-42,قرص من بلاستيك سيللوزي  للتسجيل,"Lackfolienplatte, funbespielte Lackfolie, f",lacquer diskblank disk,disco de laca,"(disque de) laque, flaque vierge, fdisque non gravé, m",lacca (disco di),ラッカー盤ブランクディスク,래커 원반빈 원반,płyta lakierowa surowa,disco de lacalaca virgem,lackskiva,胶片空白唱片
806-13-43,wax,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=806-13-43,شمع,"Aufzeichnungswachs, nAufzeichnungswachsplatte, f",wax,disco de cera,"cire, f",cera,ワックス,왁스밀납,płyta woskowa,cera,vaxskiva,蜡盘
806-13-44,processed disk record,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=806-13-44,إسطوانة مهيأة,"gepresste Schallplatte, f",processed disk record,disco impreso,"disque moulé, m",disco stampato,成形ディスク,성형 원반 레코드성형 디스크,płyta gramofonowa,disco moldado,pressad skiva,模塑唱片
806-13-45,silvering,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=806-13-45,طلي بالفضّة,"Versilberung, f",silvering,plateado,"argenture, f",argentatura,銀鏡,은도금은처리,srebrzenie,prateagem,försilvring,喷银
806-13-46,shell,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=806-13-46,غلاف,"Galvano, n",shell,copia galvánica,"pièce galvanique, f",copia galvanica,シェル,셸,kopia metalowa,cópia galvânica,galvanoavtryck,模版
806-13-47,direct-to-disk record,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=806-13-47,تسجيل مباشر على القرص,"Direktschnitt-Schallplatte, f",direct-to-disk recordinstantaneous recording,grabación directaregistro directo,"enregistrement direct, mgravure directe, f",registrazione diretta,ダイレクトディスク録音,직접원반 녹음즉석 녹음,płyta do bezpośredniego nagrywania,gravação directa,graverad skiva,直接刻录唱片瞬时录音
