term_id,term,term_url,ar,de,en,es,fr,it,ja,ko,pl,pt,sv,zh
221-01-11,magnetically isotropic substance,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=221-01-11,مادة موحدة الخواص مغناطيسيا,"magnetisch isotrope Substanz, f",magnetically isotropic substance,sustancia magnética isótropa,"substance magnétique isotrope, f",materiale magnetico isotropo,等方性磁性体,등방성 자성체,substancja magnetycznie izotropowa,substância magnética isótropa,magnetiskt isotropt material,磁各向同性物质
221-01-12,magnetic texture,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=221-01-12,بنية (نسيج) مغناطيسية,"magnetische Textur, f",magnetic texture,,"texture magnétique, f",struttura magnetica,磁気組織,자기 조직,tekstura magnetyczna,textura magnética,magnetisk textur,磁织构
221-01-13,grain-oriented material,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=221-01-13,مادة موجهة الحبيبات,"kornorientierter Werkstoff, m",grain-oriented material,material de grano orientado,"matériau à grains orientés, m",materiale a grani orientati,結晶方向性材料,결정방향성 재료,materiał o ziarnach zorientowanych,material de grãos orientados,orienterat material,晶粒取向材料
221-01-14,magnetically hard material,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=221-01-14,مادة صلبة مغناطيسيا,"magnetisch harter Werkstoff, m",magnetically hard material,material magnético duro,"matériau magnétique dur, m",materiale magnetico duro,硬磁性材料,경자성재료,materiał magnetycznie twardy,material magnético duro,hårdmagnetiskt material,永磁材料硬磁材料
221-01-15,magnetically soft material,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=221-01-15,مادة لينة مغناطيسيا,"magnetisch weicher Werkstoff, m",magnetically soft material,material magnético dulce,"matériau magnétique doux, m",materiale magnetico dolce,軟磁性材料,연자성재료,materiał magnetycznie miękki,material magnético macio,mjukmagnetiskt material,软磁材料
221-01-16,electrical steel,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=221-01-16,فولاذ كهربائي (صفيح مغناطيسي),"Elektrostahl, m",electrical steel,chapa magnética,"tôle magnétique, f",lamierino mamietico,電磁鋼,전기강판,blacha elektrotechniczna,chapa magnética,elektroplåt,电工钢
221-01-17,ferrite,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=221-01-17,فريت : خام حديدي,"Ferrit, m",ferrite,ferrita,"ferrite, m",ferrite,フェライト,페라이트,ferryt,ferrite,ferrit,铁氧体
221-01-18,semi-processed electrical steel,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=221-01-18,فولاذ كهربائي شبة معالج,"nichtschlussgeglühter Elektrostahl, m",semi-processed electrical steel,chapa magnética semiacabada,"tôle magnétique semi-finie, f",lamierino magnetico semilavorato,セミプロセス電磁鋼,반가공 전기강판,blacha elektrotechniczna niewykończona,chapa magnética semi-acabada,oglödgad elektroplåt,半加工电工钢
221-01-19,magnetic hysteresis,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=221-01-19,تخلف مغناطيسي,"magnetische Hysterese, f",magnetic hysteresis,histéresis magnética,"hystérésis magnétique, f",isteresi magnetica,磁気ヒステリシス磁気履歴,자기 이력자기 히스테리시스,histereza magnetyczna,histerese magnética,magnetisk hysteres,磁滞
221-01-20,Bohr magneton,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=221-01-20,مغنيطون بوهر,"Bohr-Magneton, n",Bohr magneton,magnetón de Bohr,"magnéton de Bohr, m",magnetone di Bohr,ボーア磁子,보어 마그네톤보어 자자,magneton Bohra,magnetão de Bohr,Bohrs magneton,玻尔磁子
221-02-01,thermally neutralized state,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=221-02-01,حالة متعادلة حراريا,"thermisch neutralisierter Zustand, mthermisch abmagnetisierter Zustand, m, (abgelehnt)",thermally neutralized statevirgin statethermally demagnetized state (deprecated),estado desmagnetizado térmicamente (desaconsejado)estado neutralizado térmicamenteestado virgen,"état neutralisé thermiquement, métat vierge, métat désaimanté thermiquement (terme déconseillé) m",stato termicamente neutralizzato,熱消磁状態,열적 탈자 상태처녀 상태,stan zneutralizowany cieplnie,estado neutralizado termicamenteestado virgem,termiskt neutraliserat tillstånd,热致磁中性状态初始状态
221-02-02,dynamically neutralized state,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=221-02-02,حالة متعادلة ديناميكيا (حركيا),"dynamisch neutralisierter Zustand, mdynamisch abmagnetisierter Zustand, m, (abgelehnt)",dynamically neutralized statedynamically demagnetized state (deprecated),estado desmagnetizado dinámicamente (desaconsejado)estado neutralizado dinámicamente,"état neutralisé dynamiquement, métat désaimanté dynamiquement (terme déconseillé) m",stato dinamicamente neutralizzato,動的消磁状態,동적 탈자 상태,stan zneutralizowany dynamicznie,estado neutralizado dinamicamente,dynamiskt neutraliserat tillstånd,动态磁中性状态
221-02-03,statically demagnetized state,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=221-02-03,حالة مُزالة المغنطة ستاتيكيا (سكونيا),"statisch neutralisierter Zustand, mstatisch neutralisierter Zustand statisch abmagnetisierter Zustand, m",statically demagnetized statestatically neutralized state,estado desmagnetizado estáticamenteestado neutralizado estáticamente,"état désaimanté statiquement, métat neutralisé statiquement, m",stato staticamente neutralizzato,静的消磁状態,정적 탈자 상태정적 소자 상태,stan zneutralizowany statycznie,estado desmagnetizado estaticamente,statiskt neutraliserat tillstånd,静态退磁状态静态磁中性状态
221-02-04,cyclic magnetic condition,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=221-02-04,شرط مغناطيسي دوري,"zyklischer magnetischer Zustand, m",cyclic magnetic condition,condición magnética cíclica,"condition magnétique cyclique, f",condizione magneticamente ciclica,周期的磁化状態,주기적 자화 상태,stan ustabilizowany cyklicznie,condição magnética cíclica,cykliskt neutraliserat tillstånd,循环磁状态
221-02-05,anhysteretic state,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=221-02-05,حالة لاتخلفية,"anhysteretischer Zustand, m",anhysteretic state,estado anhisterético,"état anhystérétique, m",stato non-isterico,非履歴状態非ヒステリシス状態アンヒステリシス状態,비이력상태비히스테리시스 상태,stan bezhisterezowy,estado não histerético,anhysteretiskt tillstånd,无磁滞状态
221-02-06,initial magnetization curve,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=221-02-06,منحني المغنطة الأولى,"Neukurve, f",initial magnetization curve,curva de magnetización inicial,"courbe d'aimantation initiale, f",curva di prima magnetizzazione,初磁化曲線初期磁化曲線,초기 자화 곡선,krzywa magnetyzowania początkowego,curva de magnetização inicial,nykurva,起始磁化曲线
221-02-07,static magnetization curve,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=221-02-07,منحني المغنطة الاستاتيكي (السكوني),"statische Magnetisierungskurve, f",static magnetization curve,curva de magnetización estática,"courbe d'aimantation statique, f",curva di magnetizzazione statica,静磁化曲線,정자화 곡선,krzywa magnetyzowania statycznego,curva de magnetização estática,statisk magnetiseringskurva,静态磁化曲线
221-02-08,dynamic magnetization curve,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=221-02-08,منحني المغنطة الديناميكي  (الحركي),"dynamische Magnetisierungskurve, f",dynamic magnetization curve,curva de magnetización dinámica,"courbe d'aimantation dynamique, f",curva di magnetizzazione dinamica,動磁化曲線,동자화 곡선,krzywa magnetyzowania dynamicznego,curva de magnetização dinâmica,dynamisk magnetiseringskurva,动态磁化曲线
221-02-09,B (H) curve,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=221-02-09,(B(H منحنى,"B(H)-Kurve, f",B (H) curve,curva B(H),"courbe B (H), f",curva B(H),B-H曲線,B-H 곡선비에이치 곡선,krzywa B(H),curva B (H),B(H)-kurva,B（H）曲线
221-02-10,J (H) curve,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=221-02-10,J (H)منحنى,"J(H)-Kurve, f",J (H) curve,curva J (H),"courbe J (H), f",curva J(H),J-H曲線,J-H 곡선제이에이치 곡선,krzywa J(H),curva J(H),J(H)-kurva,J（H）曲线
221-02-11,M (H) curve,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=221-02-11,M (H) منحنى,"M(H)-Kurve, f",M (H) curve,curva M (H),"courbe M (H), f",curva M (H),M-H曲線,M-H 곡선엠에이치 곡선,krzywa M(H),curva M (H),M(H)-kurva,M（H）曲线
221-02-12,B (H) loop,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=221-02-12,B (H) حلقة,"B(H)-Schleife, f",B (H) loop,ciclo B (H),"cycle B (H), m",ciclo B(H),B-Hループ,B-H 루프,pętla B(H),ciclo B(H),B(H)-slinga,B（H）回线
221-02-13,J (H) loop,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=221-02-13,J (H) حلقة,"J(H)-Schleife, f",J (H) loop,ciclo J(H),"cycle J (H), m",ciclo J(H),J-Hループ,J-H 루프제이에이치 루프,pętla J(H),ciclo J(H),J(H)-slinga,J（H）回线
221-02-14,M (H) loop,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=221-02-14,M (H) حلقة,"M(H)-Schleife, f",M (H) loop,ciclo M(H),"cycle M (H), m",ciclo M(H),M-Hループ,M-H 루프엠에이치 루프,pętla M(H),ciclo M(H),M(H)-slinga,M（H）回线
221-02-15,static B (H) loop,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=221-02-15,حلقة  (B  (H استاتيكية,"statische B(H)-Schleife, f",static B (H) loop,ciclo estático B(H),"cycle statique B (H), m",ciclo statico B(H),静的B-Hループ,정적 B-H 루프정적 B-H 루프,pętla statyczna B(H),ciclo estático B(H),statisk B(H)-slinga,静态B（H）回线
221-02-16,static J (H) loop,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=221-02-16,حلقة  (J  (H استاتيكية,"statische J(H)-Schleife, f",static J (H) loop,ciclo estático J (H),"cycle statique J (H), m",ciclo statico J(H),静的J-Hループ,정적 J-H 루프정적 제이에이치 루프,pętla statyczna J(H),ciclo estático J(H),statisk J(H)-slinga,静态J（H）回线
221-02-17,static M (H) loop,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=221-02-17,حلقة  (M  (H استاتيكية,"statische M(H)-Schleife, f",static M (H) loop,ciclo estático M(H),"cycle statique M (H), m",ciclo statico M(H),静的M-Hループ,정적 M-H 루프정적 M-H 루프,pętla statyczna M(H),ciclo estático M(H),statisk M(H)-slinga,静态M（H）回线
221-02-18,dynamic B (H) loop,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=221-02-18,حلقة  (B  (H ديناميكية,"dynamische B (H)-Schleife, f",dynamic B (H) loop,ciclo dinámico B (H),"cycle dynamique B (H), m",ciclo dinamico B (H),動的B-Hループ,동적 B-H 루프,pętla dynamiczna B (H),ciclo dinâmico B (H),dynamisk B (H)-slinga,动态B（H）回线
221-02-19,dynamic J (H) loop,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=221-02-19,حلقة  (J  (H ديناميكية,"dynamische J(H)-Schleife, f",dynamic J (H) loop,ciclo dinámico J (H),"cycle dynamique J (H), m",ciclo dinamico J(H),動的J-Hループ,동적 J-H 루프동적 J-H 루프,pętla dynamiczna J(H),ciclo dinâmico J(H),dynamisk J(H)-slinga,动态J（H）回线
221-02-20,dynamic M (H) loop,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=221-02-20,حلقة  (M  (H ديناميكية,"dynamische M(H)-Schleife, f",dynamic M (H) loop,ciclo dinámico M (H),"cycle dynamique M (H), m",ciclo dinamico M(H),動的M-Hループ,동적 M-H 루프,pętla dynamiczna M(H),ciclo dinâmico M(H),dynamisk M(H)-slinga,动态M（H）回线
221-02-21,normal hysteresis loop,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=221-02-21,حلقة تخلف مغناطيسي عادية,"normale Hystereseschleife, f",normal hysteresis loop,ciclo de histéresis normal,"cycle d'hystérésis normal, m",ciclo d’isteresi normale,標準ヒステリシスループ標準履歴ループ,표준 히스테리시스 루프표준 이력 루프,pętla histerezy normalna,ciclo de histerese normal,normal hysteresslinga,正常磁滞回线
221-02-22,normal B (H) loop,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=221-02-22,حلقة  (B  (H عادíة,"normale B(H)-Schleife, f",normal B (H) loop,ciclo B (H) normal,"cycle B (H) normal, m",ciclo B(H) normale,標準B-Hループ標準B-Hループ,표준 B-H 루프,pętla normalna B(H),ciclo B(H) normal,normal B(H)-slinga,正常B（H）回线
221-02-23,normal J (H) loop,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=221-02-23,حلقة  (J  (H عادية,"normale J(H)-Schleife, f",normal J (H) loop,ciclo J (H) normal,"cycle J (H) normal, m",ciclo J(H) normale,標準J-Hループ,표준 J-H 루프표준 제이에이치 루프,pętla normalna J(H),ciclo J(H) normal,normal J(H)-slinga,正常J（H）回线
221-02-24,normal M (H) loop,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=221-02-24,حلقة  (M  (H عادية,"normale M(H)-Schleife, f",normal M (H) loop,ciclo M (H) normal,"cycle M (H) normal, m",ciclo M(H) normale,標準M-Hループ,표준 M-H 루프표준 엠에이치 루프,pętla normalna M(H),ciclo M(H) normal,normal M(H)-slinga,正常M（H）回线
221-02-25,incremental hysteresis loop,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=221-02-25,حلقة تخلف مغناطيسي إضافية,"inkrementale Hystereseschleife, f",incremental hysteresis loop,ciclo de histéresis incremental,"cycle d'hystérésis mineur, m",ciclo d’isteresi minore,増分ヒステリシスループマイナーループ増分履歴ループ,증분 히스테리시스 루프증분 이력 루프,pętla histerezy przy podmagnesowaniu,ciclo de histerese incremental,överlagrad hysteresslinga,增量磁滞回线
221-02-26,incremental B (H) loop,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=221-02-26,حلقة  (B  (H  إضافية,"inkrementale B(H)-Schleife, f",incremental B (H) loop,ciclo B (H) incremental,"cycle B (H) mineur, m",ciclo B(H) minore,増分B-HループマイナーB-Hループ,증분 B-H 루프,pętla B(H) przy podmagnesowaniu,ciclo B(H) incremental,överlagrad B(H)-slinga,增量B（H）回线
221-02-27,incremental J (H) loop,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=221-02-27,حلقة  (J  (H  إضافية,"inkrementale J(H)-Schleife, f",incremental J (H) loop,ciclo J (H) incremental,"cycle J (H) mineur, m",ciclo J(H) minore,増分J-HループマイナーJ-Hループ,증분 J-H 루프,pętla J(H) przy podmagnesowaniu,ciclo J(H) incremental,överlagrad J(H)-slinga,增量J（H）回线
221-02-28,incremental M (H) loop,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=221-02-28,حلقة  (M  (H  إضافية,"inkrementale M(H)-Schleife, f",incremental M (H) loop,ciclo M (H) incremental,"cycle M (H) mineur, m",ciclo M(H) minore,増分M-HループマイナーM-Hループ,증분 M-H 루프,pętla M(H) przy podmagnesowaniu,ciclo M(H) incremental,överlagrad M(H)-slinga,增量M（H）回线
221-02-29,commutation curve,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=221-02-29,منحنى تبديل,"Kommutierungskurve, fnormale Magnetisierungskurve, f",commutation curvenormal magnetization curve,curva de conmutacióncurva de magnetización normal,"courbe de commutation, fcourbe d'aimantation normale, f",curva di magnetizzazione normale,標準磁化曲線,표준자화 곡선정류 곡선,krzywa magnesowania komutacyjnego,curva de comutaçãocurva de magnetização normal,kommuteringskurva,正常磁化曲线换向曲线
221-02-30,anhysteretic curve,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=221-02-30,منحنى لاتخلفى,"anhysteretische Kurve, f",anhysteretic curve,curva anhisterética,"courbe anhystérétique, f",curva non-isterica,非履歴曲線非ヒステリシス曲線アンヒステリシス曲線,비히스테리시스 곡선,krzywa magnesowania bezhisterezowego,curva não histerética,anhysteretisk magnetiseringskurva,无磁滞曲线
221-02-31,saturation hysteresis loop,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=221-02-31,حلقة تخلف مغناطيسي متشبعة,"Sättigungs-Hystereseschleife, f",saturation hysteresis loop,ciclo de histéresis de saturación,"cycle d'hystérésis à saturation, m",ciclo d’isteresi a saturazione,飽和ヒステリシスループ飽和履歴ループ,포화 이력 루프포화 히스테리시스 루프,pętla histerezy przy nasyceniu,ciclo de histerese de saturação,mättningshysteresslinga,饱和磁滞回线
221-02-32,saturation B (H) loop,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=221-02-32,حلقة  (B  (H متشبعة,"Sättigungs-B(H)-Schleife, f",saturation B (H) loop,ciclo B (H) de saturación,"cycle B (H) à saturation, m",ciclo B(H) a satrurazione,飽和B-Hループ,포화 B-H 루프,pętla B(H) przy nasyceniu,ciclo B(H) de saturação,mättad B(H)-slinga,饱和B（H）回线
221-02-33,saturation J (H) loop,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=221-02-33,حلقة  (J  (H متشبعة,"Sättigungs-J(H)-Schleife, f",saturation J (H) loop,ciclo J (H) de saturación,"cycle J (H) à saturation, m",ciclo J(H) a saturazione,飽和J-Hループ,포화 J-H 루프,pętla J(H) przy nasyceniu,ciclo J(H) de saturação,mättad J(H)-slinga,饱和J（H）回线
221-02-34,saturation M (H) loop,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=221-02-34,حلقة  (M  (H متشبعة,"Sättigungs-M(H)-Schleife, f",saturation M (H) loop,ciclo M (H) de saturación,"cycle M (H) à saturation, m",ciclo M(H) a saturazione,飽和M-Hループ,포화 M-H 루프,pętla M(H) przy nasyceniu,ciclo M(H) de saturação,mättad M(H)-slinga,饱和M（H）回线
221-02-35,coercive field strength,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=221-02-35,شدة المجال القهرية,"Koerzitivfeldstärke, f",coercive field strength,campo coercitivo,"champ coercitif, m",campo coercitivo,保磁力,보자력,natężenia koercji,campo coercivo,koercivfältstyrka,矫顽场强度
221-02-36,coercivity,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=221-02-36,قهرية,"Koerzivität, f",coercivity,coercitividad,"coercitivité, f",coercitività,飽和保磁力,보자성,koercja,coercividade,koercivitet,矫顽力矫顽性
221-02-37,cyclic coercivity,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=221-02-37,قهرية دورية,"zyklische Koerzivität, f",cyclic coercivity,coercitividad cíclica,"coercitivité cyclique, f",coercitività ciclica,周期的飽和保磁力,주기적 보자성,koercja cykliczna,coercividade cíclica,cyklisk koercivitet,循环矫顽力循环矫顽性
221-02-38,remanent flux density,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=221-02-38,كثافة الفيض المتبقية,"remanente magnetische Flussdichte, f",remanent flux density,densidad de flujo remanenteinducción (magnética) remanente,"induction (magnétique) rémanente, f",induzione (magnetica) residua,残留磁束密度,잔류 자속 밀도,indukcja szczątkowa,indução (magnética) remanescente,remanent flödestäthet,剩余磁通密度
221-02-39,remanent magnetic polarization,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=221-02-39,استقطاب مغناطيسي متبقي,"remanente magnetische Polarisation, f",remanent magnetic polarization,polarización (magnética) remanente,"polarisation (magnétique) rémanente, f",polarizzazione (magnetica) residua,残留磁化,잔류 자기 분극잔류 자화,polaryzacja magnetyczna szczątkowa,polarização (magnética) remanescente,remanent magnetisk polarisation,剩余磁极化强度
221-02-40,remanent magnetization,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=221-02-40,مغنطة متبقية,"remanente Magnetisierung, f",remanent magnetization,imantación remanentemagnetización remanente,"aimantation rémanente, f",magnetizzazione residua,残留磁気,잔류 자화잔여 자화,magnetyzacja szczątkowa,magnetização remanescente,remanent magnetisering,剩余磁化强度
221-02-41,spontaneous magnetization,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=221-02-41,مغنطة تلقائية,"spontane Magnetisierung, f",spontaneous magnetization,imantación espontáneamagnetización espontánea,"aimantation spontanée, f",magnetizzazione spontanea,自発磁化,자발 자화,magnetyzacja spontaniczna,magnetização espontânea,spontan magnetisering,自发磁化
221-02-42,magnetic anneal,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=221-02-42,تلدين مغناطيسي,"Magnetfeldglühung, f",magnetic anneal,recocido magnético,"recuit magnétique, m",ricoltura magnetica,磁性焼鈍,자성 담금질자성 강화,wygrzewanie w polu magnetycznym,recozimento magnético,magnetfältglödgning,磁退火
221-02-43,magnetic conditioning,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=221-02-43,تكييف مغناطيسي,"magnetische Idealisierung, fIdealisierung, f",magnetic conditioning,acondicionamiento,"conditionnement magnétique, m",trattamento magnetico,消磁,자기 조절자기 컨디셔닝,kondycjonowanie magnetyczne,condicionamento magnético,magnetisk konditionering,磁正常状态化
221-02-44,domain wall,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=221-02-44,جدار نطاق - جدار المجال,"Domänenwand, f",domain wall,pared de dominio,"paroi de domaine, f",regione di passaggio di campo,磁壁,자구벽자벽,ściana domenowa,parede de domínio,domänvägg,畴壁
221-02-45,Bloch wall,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=221-02-45,جدار بلونش,"Blochwand, f",Bloch wall,pared de Bloch,"paroi de Bloch, f",regione di Bloch,ブロッホ磁壁,블로호 자벽,ściana Blocha,parede de Bloch,blochvägg,布洛赫壁
221-02-46,Néel wall,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=221-02-46,جدار نيل,"Néelwand, f",Néel wall,pared de Néel,"paroi de Néel, f",regione di Néel,ネール磁壁,네엘 자벽,ściana Néela,parede de Néel,néelvägg,奈尔壁
221-02-47,Barkhausen effect,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=221-02-47,تأثير بارخوسين,"Barkhauseneffekt, mBarkhausen-Sprünge, m, pl",Barkhausen effectBarkhausen jumps,efecto Barkhausen,"effet Barkhausen, m",effetto Barkhausen,バルクハウゼン効果,바크하우젠 효과,zjawisko Barkhausenaskoki Barkhausena,efeito Barkhausen,Barkhausen-effekt,巴克豪森效应巴克豪森跳跃
221-02-48,(magnetic) variability,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=221-02-48,تغيرية (مغناطيسية),"magnetische Variabilität, fVariabilität, f",(magnetic) variability,variabilidad (magnética),"variabilité (magnétique), f",variabilità magnetica,磁気変動,자기 변동,zmienność magnetyczna,variabilidade magnética,(magnetisk) variabilitet,磁变异性
221-02-49,temperature factor of permeability,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=221-02-49,عامل درجة حرارة للنفاذية,"Temperaturfaktor der Permeabilität, m",temperature factor of permeability,factor de temperatura de la permeabilidad,"facteur de température de la perméabilité, m",coefficiente di temperatura (della reluttività),透磁率の相対温度係数,투자율 온도 인자,współczynnik temperaturowy przenikalności magnetycznej,factor de temperatura da permeabilidade,(reluktansens) temperaturfaktor,磁导率的温度因数
221-02-50,temperature coefficient of permeability,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=221-02-50,عامل درجة حرارة للنفاذية,"Temperaturkoeffizient der Permeabilität, m",temperature coefficient of permeability,coeficiente de temperatura de Ia permeabilidad,"coefficient de température de la perméabilité, m",coefficiente di temperatura (della permeabilità),透磁率の温度係数,투자율 온도계수,współczynnik temperaturowy przenikalności magnetycznej,coeficiente da temperatura de permeabilidade,permeabilitetens temperaturkoefficient,磁导率的温度系数
