term_id,term,term_url,ar,de,en,es,fr,it,ja,ko,pl,pt,zh
821-01-11,safety installation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=821-01-11,تركيبات الأمان,"Sicherungsanlage, f",safety installation,instalación de seguridad,"installation de sécurité, f",impianto di sicurezza,保安設備,안전 설비,"bezpieczne instalacje, f pl",instalação de segurança,安全设备安装
821-01-12,section regulator,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=821-01-12,مراقب الحركة,"Zugüberwacher, mDispatcher, m",section regulator,"regulador, <en la explotación ferroviaria>","régulateur, <en exploitation ferroviaire> m",dirigente centrale,線区指令,구간 지령자,"dyżurny ruchu dysponujący, mTERMIN NIEZALECANY: dyspozytor odcinkowy, m","regulador, <em exploração ferroviária>",分区监管员
821-01-13,regulation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=821-01-13,لوائح,"Vorschrift, f",regulation,reglamento,"règlement, m",regolamento,規則,규정,"przepis, m",regulamento,规则
821-01-14,signal regulations,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=821-01-14,لوائح التأشير,"Signalbuch, n",signal regulations,reglamento de señalización,"règlement des signaux, m",regolamento segnali,信号の規則,신호 규정,"instrukcja sygnalizacji, f pl",regulamento de sinais,信号规则
821-01-15,main running line,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=821-01-15,خط السير الرئيسى,"Hauptgleis, n",main running line,vía principal,"voie principale, f",binario di circolazione,本線,본선,"tory główne zasadnicze, f pl",via principal,主运行线路
821-01-16,siding,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=821-01-16,خط سير جانبى,"Nebengleis, n",siding,vía secundaria,"voie de service, f",binario secondario,側線,측선,"bocznica, f",via de serviço,侧线
821-01-17,"operation, <of points, of a device>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=821-01-17,"تشغيل, <لنقاط، لجهاز>","Bedienung, <einer Weiche, einer Einrichtung> fBetätigung, <einer Weiche, einer Einrichtung> f","operation, <of points, of a device>","accionamiento, <de un desvío, de un dispositivo>","manoeuvre, <d'un aiguillage, d'un dispositif> f",manovra,"転換, <分岐器などの>","조작, <분기, 장치>작동, <분기, 장치>","przestawienie, <rozjazdu> f","manobra, <de uma agulha, de um dispositivo>","操作, <道岔，装置>"
821-01-18,ground frame operation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=821-01-18,تشغيل أرضى,"ortsfeste Bedienung, f",ground frame operation,accionamiento a pie de aguja,"manoeuvre à pied d'oeuvre, f",manovra con dispositivo a terra,"現場扱い, <関連エントリー: IEV 821-01-32>",지상 틀 작동,"ręczne przestawienie, <rozjazdu> verb",manobra local,现场框架操作
821-01-19,permission,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=821-01-19,تصريح,"Erlaubnis, f",permission,autorización,"autorisation, f",consenso,許可,허가,"zezwolenie, n",autorização,许可
821-01-20,authority for shunting,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=821-01-20,صلاحية مناورة,"Rangiererlaubnis, f",authority for shunting,autorización de maniobra,"autorisation de manoeuvre, f",autorizzazione alla manovra,入換許可,입환 허가,"jazda manewrowa dozwolona, f",autorização de manobra,调车授权
821-01-21,"overlap, <in signalling>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=821-01-21,"تداخل, <فى إرسال الإشارات>","Durchrutschweg, <im Signalwesen> m","overlap, <in signalling>",distancia de deslizamiento,"distance de glissement, <en signalisation> f","ricoprimento, <in segnalazione>",オーバーラップ区間,"중복 구간, <신호>","droga ochronna, f",percurso de escorregamento,"保护区段, <信号>"
821-01-22,"route, <in signalling>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=821-01-22,"مسار, <فى إرسال الإشارات>","Fahrweg, <im Signalwesen> m","route, <in signalling>",itinerario,"itinéraire, <en signalisation> m","itinerario, <in segnalazione>",進路,"경로, <신호>","droga przebiegu, f",itinerário,"进路, <信号>"
821-01-23,fouling point,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=821-01-23,نقطة تشابك,"Grenzpunkt, m",fouling point,piquete,"garage franc, mcroisement bon, m",punto di convergenza,車両接触限界,차량 접촉 한계,"ukres, m",limite de resguardo,警冲点
821-01-24,reversible working,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=821-01-24,تشغيل عكسى,"Gleiswechselbetrieb, m",reversible workingtwo-way working,banalización de vías,"banalisation des voies, f",banalizzazione,逆線運転双方向運転,역방향 작업,"dwukierunkowa praca, <blokady> fbanalizowana, <linia> adj","banalização, <de vias>",可反向运行工作双线工作
821-01-25,temporary single-line working,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=821-01-25,تشغيل اضطرارى بخط مفرد,"vorübergehend eingleisiger Betrieb, m",temporary single-line working,explotación temporal en vía única,"exploitation temporaire en voie unique, f",circolazione temporanea a binario unico,臨時の単線運転,임시 단선 작업,"ruch czasowo jednokierunkowy, m",exploração em via única temporária,临时单线工作
821-01-26,flank protection,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=821-01-26,حماية ضد خطأ المسار,"Flankenschutz, m",flank protection,protección lateral,"protection latérale, f",protezione laterale,側面防護フランクプロテクション,측면 방호측면 보호,"ochrona boczna, f",proteção lateral,侧冲防护
821-01-27,line subject to speed restriction,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=821-01-27,قسم خاضع لتخفيض السرعة,"Langsamfahrstelle, f",line subject to speed restriction,sección de línea a velocidad reducida,"section de ligne à vitesse réduite, f",linea soggetta a restrizioni di velocità,速度制限区間,속도 제한 선로 구역,"ograniczenie prędkości, n",troço de linha de velocidade reduzida,速度受限线路
821-01-28,"control, <in signalling>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=821-01-28,"التحكم فى التأشير, <فى إرسال الإشارات>","Steuern, <im Signalwesen> n","control, <in signalling>","mando y control, <en señalización>","contrôle, <en signalisation> m","comando, <in segnalazione>",制御制御装置,"제어, <신호>","sterowanie, n",controlocomando,"控制, <信号>"
821-01-29,central control of traffic,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=821-01-29,التحكم المركزى فى السير,"zentrale Verkehrssteuerung, f",central control of traffic,control de tráfico centralizado,"régulation centralisée du trafic, f",comando centralizzato del trafficoCTC,"列車集中制御, <関連エントリー: IEV 821-05-04>",교통 중앙 제어,"scentralizowane sterowanie ruchem, <kolejowym> n",controlo centralizado do tráfegoregulação centralizada do tráfegocomando centralizado da circulação,交通集中控制
821-01-30,"direct control, <in signalling>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=821-01-30,"تحكم مباشر, <فى إرسال الإشارات>","Direktsteuerung, <im Signalwesen> f","direct control, <in signalling>","control directo, <en señalización>","commande directe, <en signalisation> f","comando locale, <in segnalazione>","直接制御, <遠隔制御システムのない装置の>","직접 제어, <신호>","sterowanie bezpośrednie, <urządzeniami srk> n",comando direto,"直接控制, <信号>"
821-01-31,"remote control, <in signalling>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=821-01-31,"تحكم عن بعد, <فى إرسال الإشارات>","Fernsteuerung, <im Signalwesen> f","remote control, <in signalling>","control remoto, <en señalización>","commande à distance, <en signalisation> fcommande déportée, f","comando a distanza, <in segnalazione>",遠隔制御,"원격 제어, <신호>","sterowanie zdalne, <urządzeniami srk> n",comando a distânciatelecomando,"远程控制, <信号>"
821-01-32,"local control, <in signalling>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=821-01-32,"تحكم محلى, <فى إرسال الإشارات>","Ortsbetrieb, <im Signalwesen> m","local control, <in signalling>","mando local, <en señalización>","commande locale, <en signalisation> f","comando sul posto, <in segnalazione>","現場扱い, <遠隔制御に対して> <関連エントリー: IEV 821-01-18>","지역 제어, <신호>","sterowanie miejscowe, <urządzeniami srk> n",comando local,"本地控制, <信号>"
821-01-33,normal position,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=821-01-33,وضع عادى,"Grundstellung, f",normal position,posición normal,"position normale, f",posizione normale,定位,정상 위치,"stan zasadniczy, m",posição normal,正常位置
821-01-34,reverse position,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=821-01-34,وضع عكسى,"umgelegte Stellung, f",reverse position,posición invertida,"position renversée, f",posizione rovescia,反位,반대 위치,"stan przeciwny, <do zasadniczego> m",posição invertida,反向位置
821-01-35,resetting device,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=821-01-35,جهاز إعادة ضبط,"Rückstelleinrichtung, f",resetting device,dispositivo de rearme,"dispositif de réarmement, m",dispositivo di riarmo,リセットスイッチ,재설정 장치,"urządzenie ponownego nastawiania, n",dispositivo de rearme,复位装置
821-01-36,prohibition device,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=821-01-36,جهاز حظر,"Sperrvorrichtung, f",prohibition device,dispositivo de prohibición,"dispositif d'interdiction, m",dispositivo di esclusione,"誤扱防止装置, <封印、鍵などによる>",방지 장치,"urządzenie plombowane, n",dispositivo de interdição,禁止装置
821-01-37,clearing of a track,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=821-01-37,اخلاء المسار,"Räumung eines Gleises, f",clearing of a track,liberación de una vía,"libération d'une voie, fdégagement d'une voie, m",liberazione di un binario,進出,궤도 치움,"zwalnianie torów, verb",libertação de uma via,轨道出清
821-01-38,effect of train,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=821-01-38,تأثير القطار,"Zugeinwirkung, f",effect of train,ocupación por un tren,"action du train, f",azionamento da treno,"列車による作用, <信号装置に対する>",열차 효과,"oddziaływanie pociągu, verb",atuação do comboio,列车影响
821-01-39,rigid transmission,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=821-01-39,نقل ميكانيكى,"starre Übertragung, f",rigid transmission,transmisión rígida,"transmission rigide, f",trasmissione rigida,パイプ伝導,경질 막대 전도,"zależności mechaniczne, f pl",transmissão rígida,刚性传动
821-01-40,wire transmission,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=821-01-40,نقل سلكى,"Drahtzugleitung, f",wire transmission,transmisión funicular,"transmission funiculaire, f",trasmissione a filo,ワイヤ伝導,전선 전도,"transmisja przewodowa, f",transmissão funicular,线缆传动
821-01-41,broken-wire detector,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=821-01-41,كاشف انقطاع السلك,"Drahtbruchmelder, mDrahtbruchsperre, f",broken-wire detector,dispositivo de control de rotura,"contrôleur de rupture de fil, m",dispositivo di controllo di rottura del filo,ワイヤ断線検知器,단선 검출기,"system detekcji utraty połączeń, <kablowych> m",controlador de rotura de fio de transmissão,线缆破损检测器
821-01-42,checking circuit,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=821-01-42,دائرة فحص,"Überwachungsstromkreis, m",checking circuit,circuito de verificación,"circuit de contrôle, m",circuito di controllo,照査回路,점검 회로,"obwód kontrolny, m",circuito de verificaçãocircuito de controlo,检查电路
821-01-43,checking equipment,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=821-01-43,جهاز فحص,"Überwachungseinrichtung, f",checking equipment,equipo de verificación,"dispositif de contrôle, m",apparecchiatura di controllo,照査装置,점검 장비,"urządzenia badawcze wchodzące w skład obwodu kontrolnego, n pl",equipamento de verificaçãoequipamento de controlo,检查设备
821-01-44,checking of an apparatus,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=821-01-44,عملية فحص لجهاز,"Überprüfung eines Betriebsmittels, f",checking of an apparatus,verificación de un aparato,"contrôle d'un appareil, m",controllo di un apparecchiatura,照査,기구 점검,"kontrola stanu, <pracy urządzenia> f",verificação de um aparelhocontrolo de um aparelho,设备检查
821-01-45,correspondence checking,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=821-01-45,فحص تماثلى,"Übereinstimmungskontrolle, f",correspondence checkingcorrespondence proving,verificación de concordancia,"contrôle de concordance, m",controllo di concordanza,照合,교신 점검,"kontrola poprawności stanu, <pracy urządzenia> f",verificação de concordânciacontrolo de concordância,关联检查关联校核
821-01-46,positional checking,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=821-01-46,فحص وضعى,"Stellungsprüfung, fLageprüfung, f",positional checking,verificación de posición,"contrôle de position, m",controllo di posizione,"状態表示, <照査の>照査表示",위치 점검,"kontrola pozycji, f",verificação de posiçãocontrolo de posição,位置检查
821-01-47,"repeater, <in signalling>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=821-01-47,"جهاز مقوى, <فى إرسال الإشارات>","Melder, <im Signalwesen> m","repeater, <in signalling>","repetidor, <en señalización>","répétiteur, <en signalisation> m","ripetitore, <in segnalazione>",レピータ,"중계기, <신호>","tarcza ostrzegawcza, m",repetidor,"复示器, <信号>"
821-01-48,electromechanical repeater,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=821-01-48,مقوى كهروميكانيكى,"elektromechanischer Melder, m",electromechanical repeater,repetidor electromecánico,"répétiteur électromécanique, m",ripetitore elettromeccanico,電気機械式レピータ,전기기계적 중계기,"tarcza ostrzegawcza kształtowa, m",repetidor eletromecânico,机电复示器
821-01-49,light repeater,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=821-01-49,مقوى ضوئى,"Leuchtmelder, m",light repeater,repetidor luminoso,"répétiteur lumineux, m",ripetitore luminoso,光式レピータ,광 중계기,"tarcza ostrzegawcza świetlna, m",repetidor luminoso,灯复示器
821-01-50,"command, <in signalling>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=821-01-50,"أمر, <فى إرسال الإشارات>","Kommando, <im Signalwesen> n","command, <in signalling>","comando, <en señalización>","commande, <en signalisation> f",,指令,"명령, <신호>","polecenie, n",comando,"命令, <信号>"
821-01-51,commercial speed,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=821-01-51,السرعة التجارية للقطار,"Reisegeschwindigkeit, f",commercial speed,velocidad comercial,"vitesse commerciale, f",,表定速度,상업적 속도,"prędkość handlowa, f",velocidade comercial,商业运营速度旅行速度
821-01-52,"degraded modes, pl",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=821-01-52,انماط التشغيل أثناء الأعطال,"Rückfallmodi, pl","degraded modes, pl",modos degradados,"modes dégradés, m pl",,縮退モード,품질 저하 방식,"awaryjne tryby pracy, m pl","modo degradado, <de operação>",降级模式
821-01-53,"environmental conditions, <for signalling equipment> pl",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=821-01-53,"الظروف البيئية, <لأجهزة إرسال الإشارات>","Umweltbedingungen, <für Signaleinrichtungen> pl","environmental conditions, <for signalling equipment> pl","condiciones ambientales, <para equipos de señalización>","conditions d'environnement, <pour équipement de signalisation> f pl",,環境条件,"환경적 조건, <신호 장비>","warunki środowiskowe, f pl",condições ambientais,"环境条件, <信号设备>"
821-01-54,equipment housing,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=821-01-54,حاوية الجهاز,"Gehäuse für Betriebsmittel, n",equipment housing,envolventes de equipos,"boîtier de l'équipement, m",,機器きょう体装置きょう体,장비 격납,"obudowa, f",invólucro do equipamento,设备外壳
821-01-55,exclusive guideway,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=821-01-55,دليل مسار منفرد,"unabhängiger Bahnkörper, m",exclusive guideway,guía exclusiva,"voie en site propre, f",,専用軌道,배타적 유도로,"wyłączny tor jezdny, m","via dedicada, <à circulação de transporte público ferroviário ou não>via exclusiva, <para transporte público ferroviário ou não>",专用轨道
821-01-56,generic application,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=821-01-56,تطبيق عام,"generische Anwendung, f",generic application,aplicación genérica,"application générique, f",,汎用アプリケーション,일반 응용,"aplikacja ogólnego przeznaczenia, f",aplicações genéricas,通用应用
821-01-57,generic product,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=821-01-57,منتج عام,"generisches Produkt, n",generic product,producto genérico,"produit générique, m",,汎用製品,일반 생산품,"wyrób ogólnego przeznaczenia, m",produto genérico,通用产品
821-01-58,grade of automation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=821-01-58,مستوى الية تشغيل القطار,"Automatisierungsgrad, mGOA",grade of automationGOA,grado de automatización,"niveau d'automatisation, mGOA, m",,自動化の度合GOA,자동 등급,"poziom automatyzacji, <sterowania pojazdem> m","grau de automatização, <do modo de operação de comboios>",自动化等级GOA
821-01-59,guideway clearance,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=821-01-59,دليل المسافة الأمنة للأشخاص,"lichter Raum des Fahrwegs, m",guideway clearance,liberación de guía,"gabarit de la voie, m",,建築限界,유도로 정리,"skrajnia toru jezdnego, f",distância à via,轨道间隙
821-01-60,"interchangeability, <of system components>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=821-01-60,مبادلة مكونات النظام,"Austauschbarkeit, <von Systemkomponenten> f","interchangeability, <of system components>","intercambiabilidad, <de componentes de sistema>","interchangeabilité, <de constituants système> f",,相互互換性,"호환성, <시스템 구성요소>","wymienialność, <części systemu> f",intermotabilidade,"互换性, <系统组件的>"
821-01-61,interoperability of a transport network,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=821-01-61,قابلية شبكة النقل للتشغيل,"Interoperabilität eines Verkehrsnetzes, f",interoperability of a transport network,interoperabilidad de una red de transporte,"interopérabilité d'un réseau de transport, f",,輸送ネットワークの相互運用性,전송망의 상호 작동성,"interoperacyjność transportu, f",interoperabilidade de uma rede de transportes,运输网络的互操作性
821-01-62,mission of a train,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=821-01-62,مهمة القطار,"Fahrauftrag eines Zugs, m",mission of a train,misión de un tren,"mission d’un train, f",,列車の行路,열차 임무,"misja pociągu, f",missão de um comboio,列车任务
821-01-63,movement authority,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=821-01-63,سماحية الحركة للقطار,"Fahrterlaubnis, f",movement authority,autoridad de movimiento,"domaine de marche, m",,走行許可位置情報,이동 권한,"zezwolenie na jazdę, n",autorização de marcha,行车许可
821-01-64,operations control centre,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=821-01-64,مركز التحكم فى التشغيل,"Betriebsleitstelle, fOCC",operations control centreOCC,centro de control de operaciones,"poste de commande centralisée, mPCC, m",,運行指令所OCC,운전 통제부,"centrum sterowania, n",centro de controlo de operaçõescentro de controlo de tráfegoposto de controlo de tráfego,运营控制中心OCC
821-01-65,operations control HMI,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=821-01-65,التحكم البشرى البينى فى التشغيل,"Bedien- und Anzeige-HMI, n",operations control HMI,control de operaciones HMI,"IHM du poste de commande, f",,運行管理HMI,운전 통제 HMI,"interfejs dyżurnego ruchu, <lub dyspozytora> m","controlo de operação do interface homem máquina, <HMI - Human machine Interface>",操作控制人机接口
821-01-66,operations staff,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=821-01-66,افراد التشغيل,"Betriebspersonal, n",operations staff,plantilla de operaciones,"personnel d'exploitation, m",,運行係員,운전 관계자,"służba ruchu, n","pessoal da operação, <de comboios>",运营人员
821-01-67,passenger transfer area,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=821-01-67,منطقة انتقال المسافرين,"Fahrgastwechselbereich, m",passenger transfer area,zona de transferencia de pasajeros,"zone d’échange voyageurs, f",,旅客乗降用区域,승객 환승 구역,"strefa wsiadania/wysiadania, <przez pasażerów na peronie> f",área de transferência de passageiros,旅客换乘区
821-01-68,passenger transfer door,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=821-01-68,باب انتقال المسافرين,"Tür für den Fahrgastwechsel, f",passenger transfer door,puerta de transferencia de pasajeros,"porte d’échange voyageurs, f",,旅客用乗降口の扉,승객 환승구,"drzwi wejściowe, <w taborze> n",porta de área de transferência de passageiros,旅客换乘门
821-01-69,platform track,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=821-01-69,رصيف القطار,"Bahnsteiggleis, n",platform track,vía,"voie à quai, f",,プラットホームに沿う線路,승강장 궤도,"tor przyperonowy, m",plataforma de estaçãocais de estação,站台轨道
821-01-70,platform waiting area,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=821-01-70,منطقة انتظار المسافرين على رصيف القطار,"Wartebereich des Bahnsteigs, m",platform waiting area,zona de espera en la vía,"zone d’attente du quai, f",,プラットホーム上の待機用区域,승강장 대기소,"sterfa oczekiwania, <przez pasażerów na peronie> f",zona de espera da plataformazona de espera no cais,站台等待区
821-01-71,"safe places, pl",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=821-01-71,أماكن أمنة,"sichere Orte, m pl","safe places, pl",sitios seguros,"positions sûres, f pl",,安全区域,안전 장소,"miejsca bezpieczne, f pl",lugares seguros,安全场所
821-01-72,safety space,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=821-01-72,مسافة الأمان,"Sicherheitsraum, m",safety space,espacio seguro,"refuge en voie, m",,安全空間,안전 공간,"obszar bezpieczny, m",local seguro,安全空间
821-01-73,"safety-related, adj",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=821-01-73,سالمة,"sicherheitsrelevant, Adjektiv","safety-related, adj",relativo a la seguridad,"de sécurité, adj",,安全関連の,"안전 관련, 형용사","związany z bezpieczeństwem, adj",relacionado com segurança,安全相关
821-01-74,specific application,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=821-01-74,تطبيق نوعى,"spezifische Anwendung, f",specific application,aplicación específica,"application spécifique, f",,個別アプリケーション,특수 적용,"aplikacja dla określonego przeznaczenia, f",aplicação específica,特定应用
821-01-75,"supervise, verb",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=821-01-75,يراقب الأداء,"überwachen, Verb","supervise, verb",supervisar,"superviser, verbe",,監視,감독하다,"nadzorować, verb",surpevisão,监督
821-01-76,transfer area,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=821-01-76,منطقة النقل بين الألية وغير الألية,"Übergangsbereich, m",transfer area,área de transferencia,"zone de transfert, f",,切換え区域,환승 구역,"obszar zmiany, <trybu pracy urządzeń pokładowych pociągu> m",área de transferênciaárea de transbordo,转换区域
821-01-77,transport authority,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=821-01-77,سلطة النقل,"Verkehrsunternehmen, n",transport authority,autoridad de transporte,"autorité en charge du transport, m",,"鉄道事業者, <関連エントリー: IEV 821-12-42>",수송 권한,"organ właściwy ds.. transportu, mUrząd ds. transportu, m",autoridade de transporte,运输管理局
821-01-78,zero speed status,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=821-01-78,وضع السرعة صفر,"Stillstandsstatus, m",zero speed status,estado velocidad cero,"statut de vitesse nulle, m",,ゼロ速度状態,영 속도 상태,"stan bezruchu, m",nível de velocidade zero,零速状态
821-01-79,zone of protection,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=821-01-79,منطقة الحماية,"Schutzbereich, m",zone of protection,zona de protección,"zone de protection, f",,防護区間,방호 구역보호 구역,"obszar wstrzymania ruchu, <ze względów bezpieczeństwa> f",zona de proteção,保护区域
821-02-01,"signal, <in railway signalling>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=821-02-01,"إشارة, <فى إرسال إشارات السكة الحديد>","Signal, <im Eisenbahnsignalwesen> n","signal, <in railway signalling>","señal, <en señalización ferroviaria>","signal, <en signalisation ferroviaire> m","segnale, <in segnalazione ferroviaria>","信号, <鉄道信号の>信号機","신호, <철로 신호>","sygnalizator, m","sinal, <em sinalização ferroviária>","信号, <铁路信号>"
821-02-02,aspect of a signal,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=821-02-02,مظهر الغشارة,"Signalbild, nSignalbegriff, m",aspect of a signal,aspecto de una señal,"aspect d'un signal, m",aspetto di un segnale,信号機の現示,신호 양상,"obraz sygnałowy, m",aspeto de um sinal,信号显示
