term_id,term,term_url,ar,de,en,es,fi,fr,it,ja,ko,pl,pt,sv,zh
722-01-12,phase sound spectrum,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=722-01-12,طيف صوتي للطور,"Schallphasenspektrum, n",phase sound spectrum,espectro acústico de fase,äänen vaihespektri,"spectre acoustique de phase, m",spettro acustico di fase,位相音響スペクトル,위상 음향 스펙트럼,widmo fazowe sygnału akustycznego,espectro acústico de fase,ljudfasspektrum,声相位谱
722-01-13,power sound spectrum,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=722-01-13,طيف صوتي للقدرة,"Schallleistungsspektrum, n",power sound spectrum,espectro acústico de potencia,äänen tehospektri,"spectre acoustique de puissance, m",spettro acustico di potenza,電力音響スペクトル,전력 음향 스펙트럼,widmo mocy sygnału akustycznego,espectro acústico de potência,ljudeffektspektrum,声功率谱
722-01-14,loudness,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=722-01-14,ارتفاع الصوت,"Lautheit, f",loudness,sonoridad,äänekkyys,"sonie, fforce sonore (terme déconseillé) f",intensità soggettiva,ラウドネス音の大きさ,음향 세기,głośność,sonoridadeintensidade auditiva,hörstyrka,响度
722-01-15,logatom,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=722-01-15,عنصر صوتي لاختبار شدة الصوت,"Logatom, n",logatom,logatomo,logatomi,"logatome, m",logatomo,ロガトム,로가톰,logatom,logatomo,Iogatom,试音音节
722-01-16,consonant combination,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=722-01-16,تركيب متناغم,"Konsonantenbündel, n",consonant combination,consonancia,konsonanttiyhtymä,"consonance, f",gruppo di consonanti,連続子音,자음 조합,konsonans,consonância,konsonantkluster,辅音组合
722-01-17,acoustical speech power,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=722-01-17,قوَّة الحديث السمعيّةِ,"akustische Sprechleistung, f",acoustical speech power,potencia vocal,akustinen puheteho,"puissance vocale, f",potenza vocale,通話音声電力,음향 통화 전력,moc mowy,potência vocal,taleffekt,声学话音功率
722-01-18,peak speech power,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=722-01-18,قدرة صوتيّة قصوى,"Spitzensprechleistung, f",peak speech power,potencia vocal de cresta,huippupuheteho,"puissance vocale de crête, f",potenza vocale di picco,ピーク音声電力,첨두 통화 전력,moc mowy szczytowa,potência vocal de pico,taleffektens toppvärde,峰值话音功率
722-01-19,volume (in telephony),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=722-01-19,الحجم (في الإرسال الهاتفي),"Volumen, <in der Telefonie> n",volume (in telephony),volumen (en telefonía),äänenvoimakkuus,volume (en téléphonie) m,volume (in telefonia),音量,"음량, <전화 기술>볼륨",wolumen,volume (em telefonia),akustisk volym,电话音量
722-02-01,speech circuit (in a telephone set),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=722-02-01,دارة الكلام ( في مجموعة الهاتف ),"Sprechstromkreis, <in einem Telefonapparat> m",speech circuit (in a telephone set),circuito de conversación (en un aparato telefónico),puhepiiri,"organes de conversation (d'un poste téléphonique) m plcircuit de conversation, m",circuito di conversazione (di un apparecchio telefonico),音声回路,"음성 회선, <전화기>통화 회선",układ rozmowny,circuito de conversação (de um aparelho telefónico),talkrets,"话音电路, <电话机的>"
722-02-02,(telephone) transmitter,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=722-02-02,مرسل (هاتف),"Mikrofon, <in der Telefonie> n",(telephone) transmittermicrophone (in telephony),micrófono (en telefonía),mikrofoni,microphone (en téléphonie) mcapsule microphonique (en téléphonie) f,microfonocapsula microfonica,送話器,전화 송화기마이크로폰,mikrofon,microfone (em telefonia),mikrofon,电话送话器
722-02-03,carbon (telephone) transmitter,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=722-02-03,مرسل (هاتف) بمقاومة  حبيبات الكربون,"Kohlemikrofon, n",carbon (telephone) transmittercarbon microphone,micrófono de carbón,hiilimikrofoni,"microphone à charbon, m",microfono a carbone,炭素式電話送信器,탄소 전화 송화기탄소 마이크로폰,mikrofon węglowy,microfone de carvão,kolkornsmikrofon,炭精粒电话送话器
722-02-04,telephone receiver,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=722-02-04,مستقبل الهاتف,"Telefonempfänger, m",telephone receiver,receptor telefónico,kuuloke,"récepteur téléphonique, m",ricevitore telefonico,受話器,전화수신부,słuchawka telefoniczna,receptor telefónico,hörtelefon,电话受话器
722-02-05,(telephone) earphone,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=722-02-05,سماعة الاذن (الهاتف),"Telefonhörer, mHörkapsel, f",(telephone) earphone(telephone) earphone capsule,auricular (telefónico),kuuloke,"écouteur (téléphonique), mcapsule d'écouteur (téléphonique), f",capsula ricevente,受話器,전화 수화기전화 수화기 캡슐전화 이어폰,wkładka słuchawkowa,auscultador (telefónico),hörtelefonörontelefon,电话耳机
722-02-06,(telephone) earcap,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=722-02-06,غطاء للأذن (هاتف),"Hörmuschel, f",(telephone) earcap,pabellón de un auricular (telefónico),kuulokekotelo,"pavillon d'un écouteur (téléphonique), m",padiglione auricolare,受話器,전화 귀덮개,muszla słuchawkowa,pavilhão de auscultador (telefónico),hörtelefonlock,电话听筒
722-02-07,(telephone) loudspeaker,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=722-02-07,مكبر الصوت (الهاتف),"Telefonlautsprecher, mLautsprecher, m",(telephone) loudspeaker,altavoz (telefónico),kaiutin,"haut-parleur (téléphonique), m",altoparlante (telefonico),（電話の）スピーカ,전화 확성기,głośnik telefoniczny  głośnik,altifalante (telefónico),telefonhögtalare,电话扬声器
722-02-08,handset,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=722-02-08,قبضة يدوية للهاتف,"Handapparat, m",handset,combinado (telefónico),luuri,"combiné (téléphonique), m",microtelefono,送受話器,송수화기,mikrotelefon,microtelefone,telefonlurhandmikrotelefon,手柄
722-02-09,differential coupler (in a telephone set),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=722-02-09,وصلة ( قارنة ) تفاضلية (لمجموعة الهاتفِ),"Differentialkoppler, <in einem Telefonapparat> m",differential coupler (in a telephone set),acoplador diferencial,haarukkakytkentä,"coupleur différentiel, m",traslatore differenziale,差動カプラ,"차동 결합기, <전화기>",rozgałęźnik różnicowy  rozgałęźnik,acoplador diferencial,gaffelkoppling,"差动耦合器, <电话机的>"
722-02-10,hybrid transformer,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=722-02-10,ملف حثِّ,"Hybridtransformator, m",hybrid transformerhybrid coilinduction coil,bobina de induccióntransformador diferencial,haarukkamuuntaja,"transformateur différentiel, mbobine d'induction, f",bobina d'induzione,ハイブリッド変圧器ハイブリッドコイル誘導コイル,유도코일혼성 변성기혼성 코일,"transformator telefoniczny, mcewka indukcyjna, f",transformador diferencialtransformador híbrido,taltransformator,混合线圈
722-02-11,anti-sidetone device,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=722-02-11,جهاز مانع للنغمة الجانبية,"Rückhörsperre, f",anti-sidetone device,dispositivo antilocal,sivuäänetön kytkentä,"dispositif anti-local, m",dispositivo antilocale,防側音装置,측음 제거 장치,układ antylokalny,dispositivo anti-local,antisidtonskrets,消侧音器
722-02-12,signalling circuit (in a telephone set),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=722-02-12,دارة التاشير( في جهاز الهاتف ),"Signalisierungskreis, <in einem Telefonapparat> m",signalling circuit (in a telephone set),circuito de señalización (de un aparato telefónico),merkinantopiiri,organes de signalisation (d'un poste téléphonique) m pl,organi di segnalazione,シグナリング回路,"신호 회로, <전화기>",układ sygnalizacyjny,circuito de sinalização (de um aparelho telefónico),signaleringskrets,"信令电路, <电话机的>"
722-02-13,switch hook,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=722-02-13,خطاف تبديل (فصل وتوصيل),"Gabelumschalter, m",switch hookgravity switchcradle switchhookswitch,soporte conmutador,kannatinkosketin,"support commutateur, mcrochet commutateur, m",gancio commutatore,スイッチフック,훅스위치그라비티 스위치크래들 스위치,przełącznik aparatowy,suporte comutadorinterruptor de descanso,klykomkopplare,叉簧
722-02-14,(call) signal generator,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=722-02-14,مولّد إشاره (نداء),"Rufgenerator, mKurbelinduktor, m",(call) signal generatormagneto,generador de corriente de llamadamagneto,soittogeneraattori,"générateur de courant d'appel, mmagnéto (d'appel), m",generatore (di corrente9 di chiamata,（コール）信号発生器,호출 신호 발생기,generator zewowy,gerador de corrente de chamadamagneto (de chamada),signalgenerator,呼叫信号发生器
722-02-15,call indicating device,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=722-02-15,جهاز دليل النداء,"Rufanzeiger, m",call indicating device,indicador de llamada,hälytin,"récepteur d'appel, m",ricevitore di chiamata,コール通知装置,호출 지시 장치,odbiornik przywołania,indicador de chamada,signalorgan,呼叫指示器
722-02-16,(telephone) bell,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=722-02-16,جرس (هاتف),"Telefonwecker, mTelefonwecker, m",(telephone) bellringer,timbre (telefónico),soittokello,"sonnerie (téléphonique), f",soneria,（電話）ベル,전화 벨신호기,dzwonek,campainha (telefónica),ringklocka,电话铃
722-02-17,magneto (telephone) bell,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=722-02-17,مولد مغناطيسي  لجرس (هاتف),"Magnetwecker, m",magneto (telephone) bellpolarized ringer,timbre magnéticotimbre polarizado,vaihtovirtakello,"sonnerie (téléphonique) magnétique, fsonnerie (téléphonique) polarisée, f",soneria polarizzata,（電話用）磁石ベル,자석식 전화 벨편광 신호기자석종,dzwonek prądu przemiennego,campainha (telefónica) magnéticacampainha (telefónica) polarizada,polariserad ringklocka,磁石电话铃
722-02-18,trembler bell,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=722-02-18,جرس رجاج (هزاز),"Rasselwecker, m",trembler bell,timbre oscilante,tasavirtakello,"sonnerie trembleuse, f",soneria ad interruzione,振動ベル,진동판 벨,dzwonek prądu stałego,campainha intermitente,opolariserad ringklocka,振动铃
722-02-19,harmonic telephone ringer,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=722-02-19,رنين هاتف متناسق,"Resonanzwecker, m",harmonic telephone ringertuned telephone ringer,timbre sintonizado,viritetty vaihtovirtakello,"sonnerie accordée, f",soneria sintonizzata,調波電話リンガ,고조파 전화 신호기동조 전화 신호기,dzwonek selektywny,campainha sintonizada,frekvensavstämd ringklocka,谐波电话铃
722-02-20,buzzer (in a telephone set),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=722-02-20,جرس زنان ( في مجموعة الهاتف ),"Summer, m",buzzer (in a telephone set),zumbador,summeri,ronfleur (de poste téléphonique) m,ronzatore,ブザー,"경보, <전화기>",buczek  brzęczyk,besouro (de posto telefónico),summer,"蜂鸣器, <电话机的>"
722-02-21,tone ringer,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=722-02-21,رنان نغمة,"Tonwecker, m",tone ringer,avisador acústico,äänihälytin,"annonciateur acoustique, m",soneria a frequenza vocale,トーンリンガ,톤 신호기음 신호기,odbiornik przywołania tonalny,avisador acústico,tonringare,单音振铃器
722-02-22,dial,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=722-02-22,قرص الهاتف,"Wähleinrichtung, f",dial,dispositivo manual de numeración,valitsin,"dispositif manuel de numérotation, m",dispositivo di selezione,ダイヤル,문자반다이얼,urządzenie wybiercze ręczne,marcadordispositivo manual de marcação,impulsgivare,拨号盘
722-02-23,rotary dial,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=722-02-23,قرص الهاتف الدوار,"Nummernschalter, mNummernscheibe, f",rotary dial,disco (de llamada) (de numeración),valintalevy,"cadran (de numérotation) mcadran d'appel, m",disco combinatore,回転式ダイヤル,회전 다이얼,tarcza numerowa,disco (de marcação),fingerskiva,旋转式拨号盘
722-02-24,key pad,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=722-02-24,لوحة المفاتيح,"Tastenwahlblock, m",key padpush-button dial,teclado (telefónico) (de numeración),valintanäppäimistönäppäinvalitsin,"clavier (de numérotation) mclavier téléphonique, m",tastiera (di selezione),キーパッド,케패드누름 단추식 다이얼,klawiatura wybiercza,teclado (de marcação),knappsats,按键式号盘
722-02-25,multifrequency key pad,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=722-02-25,لوحة مفاتيح متعددة الترددات,"Mehrfrequenz-Tastenwahlblock, m",multifrequency key padfrequency push-button dial,teclado multifrecuencia,äänitaajuusvalitsinäänitaajuusnäppäimistö,"clavier multifréquence, m",tastiera multifrequenza,多周波キーパッド,다주파 키패드주파수 누름 단추식 다이얼,klawiatura częstotliwościowa,teclado multifrequência,tonvalsknappsats,多频按键式号盘
722-02-26,decadic key pad,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=722-02-26,لوحة مفاتيح عشرية,"Impulswahl-Tastenwahlblock, m",decadic key paddecadic push-button,teclado decimal,impulssinäppäimistö,"clavier à émission décimale, mclavier décimal, m",tastiera decadica,10進キーパッド,십진 키패드십진 누름단추,klawiatura dekadowa impulsowa,teclado decimal,impulsgivande knappsats,脉冲按键号盘
722-02-27,call maker,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=722-02-27,طالب مكالمات,"Wählautomat, mautomatische Wähleinrichtung, f",call makerautodialler,marcador automático,automaattinen numeronvalitsin,"composeur de numéros, m",selezionatore automatico,短縮ダイヤル,호출 장치자동 다이얼,automatyczne urządzenie wybiercze,marcador automático,nummersändare,自动呼叫器
722-02-28,alarm set (in telephony),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=722-02-28,مجموعة جرس إنذار (في الإرسال الهاتفي),"Alarmeinrichtung, <in der Telefonie> f",alarm set (in telephony),dispositivo de alarma (en telefonía),hälytyksen antolaite,appareil d'alerte (en téléphonie) m,teleallarme,アラームセット,"경보 장치, <전신>",telefoniczne urządzenie alarmowe,dispositivo de alarme (em telefonia),larmnummersändare,"电话提醒装置, <电话>"
722-03-01,signalling current (in telephony),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=722-03-01,تيار التأشير (في الإرسال الهاتفي),"Signalisierungsstrom, <in der Telefonie> m",signalling current (in telephony),corriente de señalización (en telefonía),merkinantovirta,courant de signalisation (en téléphonie) m,corrente di segnalazione,信号電流,"신호 전류, <전화기술>",prąd sygnalizacyjny,corrente de sinalização (em telefonia),signalström,"电话信令电流, <电话>"
722-03-02,feeding current (of a telephone station),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=722-03-02,تيار التغذية ( لمحطة هاثفية ),"Speisestrom, <einer Sprechstelle> m",feeding current (of a telephone station),corriente de alimentación (de un aparato telefónico),syöttövirta,courant d'alimentation (d'un poste téléphonique) m,corrente di alimentazione,給電電流,"궤전전류, <전화국>",prąd zasilania,corrente de alimentação (de um aparelho telefónico),matningsström,"馈电电流, <电话装置的>"
722-03-03,central battery (in telephony),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=722-03-03,بطارية مركزية (في المهاتفة),"Zentralbatterie, <in der Telefonie> fZB",central battery (in telephony)common battery (in telephony)CB (abbreviation),batería central (en telefonía),keskusparisto,batterie centrale (intégrale) (en téléphonie) f,batteria centrale,中央バッテリ,"중앙 전지, <전화 기술>공전식, <전화 기술>시비, <전화 기술>",bateria centralna,bateria central (em telefonia),centralbatteri,"中央电池, <电话>"
722-03-04,local battery (in telephony),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=722-03-04,بطارية محلية (في المهاتفة),"Ortsbatterie, <in der Telefonie> fOB",local battery (in telephony)LB (abbreviation),batería local (en telefonía),paikallisparisto,batterie locale (en téléphonie) f,batteria locale,局部電池,"국부전지, <전화 기술>엘비",bateria miejscowa,bateria local (em telefonia),lokalbatteri,"本地电池, <电话>"
722-03-05,central battery feeding (telephony),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=722-03-05,تغذية بطارية مركزية (المهاتفة),"ZB-Speisung, f",central battery feeding (telephony)common battery feeding (telephony),telefonía con batería central de alimentación,keskusparistojärjestelmäCB-järjestelmä,"(téléphonie à) batterie centrale limitée à l'alimentation, f",alimentazione a batteria centraleBC,中央バッテリ給電（電話）,"중앙 전지식 급전, <전화 기술>공전식 급전 전신, <전화 기술>",system telefoniczny o zasilaniu centralnym,alimentação por bateria central (em telefonia),CB-systemcentralbatterisystem,中央电池馈电电话
722-03-06,central battery signalling (telephony),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=722-03-06,تأشير نضيدة مركزيّة (المهاتفة),"ZB-Signalisierung, f",central battery signalling (telephony)common battery signalling (telephony)CBS (abbreviation),telefonía con batería central de señalización,…..,"(téléphonie à) batterie centrale limitée à la signalisation, f",segnalazione a batteria centrale,中央バッテリ信号（電話）,"중앙 전지식 신호방식, <전화 기술>공전식 신호방식, <전화 기술>시비에스, <전화 기술>",system telefoniczny o zasilaniu centralnym sygnalizacyjnym,sinalização por bateria central (em telefonia),LB-systemlokalbatterisystem,中央电池信令电话
722-03-07,transmission bridge (in telephony),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=722-03-07,جسر إرسال (في المهاتفة),"Sprachübertrager, <in der Telefonie> m",transmission bridge (in telephony),puente de transmisión (en telefonía),…..,pont de transmission (en téléphonie) m,ponte di trasmissione,伝送ブリッジ,"전송 브리지, <전화 기술>전류 공급 회로, <전화 기술>",mostek transmisyjny,ponte de transmissão (em telefonia),transmissionsbrygga,"传输桥, <电话>"
722-03-08,feeding bridge,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=722-03-08,جسر تغذية,"Speisebrücke, f",feeding bridge,puente de alimentación,syöttösilta,"pont d'alimentation, m",ponte d'alimentazione,給電ブリッジ,궤전 브리지직류 중첩 브리지,mostek zasilający,ponte de alimentação,strömmatningsbrygga,馈电桥
722-03-09,range extender,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=722-03-09,موسع مجال,"Reichweitenvergrößerer, m",range extender,equipo de línea larga de abonado,…..,"équipement de ligne longue d'abonné, m",estensore di linea,範囲拡張器,범위 확장기,przedłużacz zasięgu linii abonenckiej,extensor de alcance,abonnentöverdrag,距离延伸器
722-03-10,voltage booster,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=722-03-10,معزز  الجهد,"Zusatzspeisung, f",voltage booster,sobrealimentador,lisäsyöttölaite,"suralimentateur, m",sovralimentatore,電圧ブースタ,전압 승압기,zasilacz dodatkowy,sobrealimentador,spänningsöverdrag,升压器
722-03-11,long line adapter,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=722-03-11,مهايئ خط طويل,"NLT-Verstärker, m",long line adapter,repetidor,äänitaajuusvahvistintilaajajohdon äänitaajuusvahvistin,répéteur (dans un réseau local de lignes) m,ripetitore per linea d'utente,長距離アダプタ,긴선 어댑터긴선 적응기,wzmacniacz liniowy abonenta odległego,repetidor (numa rede local de linhas),telefonöverdrag,长线路附加器
722-04-01,telephone set,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=722-04-01,جهاز هاتف,"Telefonapparat, mTelefon, fFernsprechapparat, m",telephone settelephone instrument,aparato telefónicoteléfono,puhelinpuhelinkone,"poste téléphonique, mappareil téléphonique, mtéléphone, m",apparecchio telefonicotelefono,電話機,전화기,aparat telefoniczny,telefoneaparelho telefónico,telefon(apparat),电话机
722-04-02,telephone station,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=722-04-02,محطة هاتف,"Sprechstelle, f",telephone station,aparato telefónico instalado,tilaajan puhelinlaitteisto,"poste téléphonique (installé), m",impianto telefonico,電話機,가입 전화전화국,stacja telefoniczna abonencka,posto telefónico (instalado),installerad telefon,电话装置
722-04-03,automatic (telephone) set,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=722-04-03,مجموعة ( هاتف ) آلية,"Selbstwähltelefonapparat, mSelbstwähltelefon, n",automatic (telephone) set,aparato telefónico automático,automaattipuhelin,"poste (téléphonique) automatique, m",apparecchio telefonico BCA,自動式電話機,자동 전화기,aparat telefoniczny automatyczny,telefone automático,automatapparat,自动电话机
722-04-04,rotary dial (telephone) set,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=722-04-04,مجموعةهاتف آلية مزودة  بقرص دوار,"Nummernschalterapparat, m",rotary dial (telephone) set,teléfono de disco,valintalevypuhelin,"poste (téléphonique) à cadran, m",apparecchio telefonico a disco,回転ダイヤル式電話機,회전식 다이얼 전화기,aparat telefoniczny z tarczą,telefone de disco,fingerskivsapparat,旋转号盘电话机
722-04-05,push-button (telephone) set,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=722-04-05,مجموعةهاتف آلية مزودة بلوحة أزرار,"Tastenwahlapparat, m",push-button (telephone) setkey pad (telephone) set,teléfono de teclado,näppäinpuhelin,"poste (téléphonique) à clavier, m",apparecchio telefonico a tastiera,プッシュボタン式電話機,누름 단추식 전화기키패드 전화기,aparat telefoniczny z klawiaturą,telefone de teclado,knappsatsapparat,按键电话机
722-04-06,viewphone set,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=722-04-06,مجموعة هاتف مرئي,"Bildtelefon, n",viewphone setvideophone,videoteléfono,kuvapuhelin,"visiophone, m",videotelefono,テレビ電話機,영상 전화비디오 전화,aparat wizjotelefoniczny  wizjofon,videotelefone,bildtelefon,可视电话机
722-04-07,coin box set,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=722-04-07,جهاز هاتف ذو حصالة نقدية,"Münz- oder Kartentelefon, n",coin box setcoin collection device,teléfono de monedasteléfono de prepago,maksupuhelin,"publiphone, mposte (téléphonique) à encaissement, mposte (téléphonique) à prépaiement, m",telefono a prepagamento,公衆電話機,동전 투입식 전화기,aparat telefoniczny samoinkasujący,telefone públicotelefone de pré-pagamento,myntapparat,投币式电话机
722-04-08,long line (telephone) set,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=722-04-08,جهاز هاثف بخط طويل,"Telefon für lange Anschlussleitungen, n",long line (telephone) set,teléfono para línea larga,…..,"poste (téléphonique) pour ligne longue, m",apparecchio telefonico per linee lunghe,長距離電話機,고손실 전화기,aparat telefoniczny dla długich łączy,telefone para linha longa,apparat med nivåinställning,长线路用电话机
722-04-09,regulated (telephone) set,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=722-04-09,جهاز هاتف منظم ( مضبوط ) آلياً,"geregelter Telefonapparat, m",regulated (telephone) set,teléfono autorregulado,vaimennuksen tasaajalla varustettu puhelin,"poste (téléphonique) autorégulé, mtéléphone autorégulé, m",apparecchio telefonico con regolazione automatica,電源調整電話機,조정 전화기,aparat telefoniczny z automatyczną regulacją skuteczności,telefone auto-regulado,nivåreglerande apparat,自动调节电话机
722-04-10,loudspeaking (telephone) set,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=722-04-10,جهاز هاتف بمكبر صوت,"Lauthörtelefon, n",loudspeaking (telephone) set,teléfono de altavoz,kaiutinpuhelin,"poste (téléphonique) à haut-parleur, mtéléphone à haut-parleur, m",apparecchio con ascolto amplificato in altoparlante,スピーカ内蔵電話機,확성 전화기,aparat telefoniczny do odbioru głośnikowego,telefone de alta-voz,högtalartelefon,扬声电话机
