term_id,term,term_url,ar,de,en,es,fr,it,ja,ko,pl,pt,zh
715-01-14,signalling (in telecommunication),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=715-01-14,إرسال إشارات (في الاتصالات),"Signalisierung, <in der Telekommunikation> fZeichengabe, <in der Telekommunikation> f",signalling (in telecommunication),"señalización ""c"" (en telecomunicación)",signalisation (en télécommunication) f,segnalazione (in telecomunicazioni),"信号, <電気通信における>","신호 방식, <전기통신>",sygnalizacja (w telekomunikacji),sinalização (em telecomunicação),"信令, <电信>"
715-01-15,address (information),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=715-01-15,عنوان (في المعلومات),"Wählinformation, fAdresse, <in der Telekommunikation> f",address (information)address (in telecommunication),"direccionamiento (en telecomunicación), información de direccióninformación de dirección","adresse (en télécommunication) finformation d'adresse, f",informazione di indirizzoindirizzo (in telecomunicazioni),"アドレス情報アドレス, <電気通信における>",주소 정보,adres (w telekomunikacji),endereço (em telecomunicação)(informação de) endereço,"地址, <信息><通信>"
715-01-16,public telecommunication network,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=715-01-16,شبكة الاتصالات العمومية,"öffentliches Telekommunikationsnetz, n",public telecommunication network,red de telecomunicación pública,"réseau de télécommunication public, m",rete di telecomunicazioni pubblica,公衆通信網,공중 통신망,sieć telekomunikacyjna publiczna,rede pública de telecomunicação,公用电信网
715-01-17,private telecommunication network,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=715-01-17,شبكة  اتصالات خاصة,"privates Telekommunikationsnetz, n",private telecommunication network,red de telecomunicación privada,"réseau de télécommunication privé, m",retedi telecomunicazioni privata,専用通信網,전용 통신망,sieć telekomunikacyjna wydzielona,rede privada de telecomunicação,专用电信网
715-01-18,audible indications,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=715-01-18,إشارات مسموعة,"hörbare Signale, n, pl",audible indications,señalización audibletonos y locuciones,"indications audibles, f pl",segnali acustici,可聴指示,가청 표시,informacje słyszalne,indicações audíveis,可闻指示
715-01-19,teletraffic,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=715-01-19,مرور إتصالات عن بعد,"Nachrichtenverkehrstheorie, f",teletraffic,teletráfico,"télétrafic, m",teletraffico,通信トラヒック,텔레트래픽원격통화량,inżynieria ruchu telekomunikacyjnegoinżynieria ruchuteletrafik,teletráfego,电信业务
715-02-01,resource,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=715-02-01,مصدر,"Einrichtung, fBetriebsmittel, n",resource,recurso,"ressource, f",risorsa,リソース,자원,środki zasoby,recurso,资源
715-02-02,user,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=715-02-02,مستخدم,"Nutzer, mBenutzer, m",user,usuario,"usager, m",utente,ユーザー,사용자,abonent użytkownik,utilizador,用户
715-02-03,bid,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=715-02-03,طلب خدمة,"Belegungsversuch, mAnforderung, f",bid,situación de espera,"tentative de prise, f",tentativo d'impegno,呼の生起,통화 신청비드,próba uzyskania usługipróba,tentativa de ocupação,占用请求
715-02-04,seizure,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=715-02-04,الحصول على خدمة,"Belegung, f",seizure,captura (de un recurso)toma (de un recurso),prise (d'une ressource) f,impegno,捕捉,포착,zajęciewzięcie do pracy,ocupação (de um recurso),占用
715-02-05,free,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=715-02-05,حر,"frei, Adjektiv",free,libre,"libre, adj",libero,利用可能,사용 가능,wolny,livre,自由的
715-02-06,idle,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=715-02-06,خامل,"nichtbelegt, Adjektivin Ruhe, Adjektiv",idle,en reposo,"au repos, advde repos, adj",a riposoinattivo,空き,유휴,bierny w stanie spoczynku,em repouso,空闲的
715-02-07,busy,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=715-02-07,مشغول,"belegt, Adjektivbesetzt, Adjektiv",busy,ocupado,"occupé, adj",occupato,話中,통화 중,zajęty,ocupado,忙的
715-02-08,busied out,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=715-02-08,غير متاح للاستخدام  مسدود,"blockiert, Adjektivgesperrt, Adjektiv",busied outblocked,bloqueado,"bloqué, adj",bloccatoposto fuori servizio,閉そく,통화 동결봉쇄,zablokowany,bloqueado,闭塞的
715-02-09,release,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=715-02-09,تحرير,"Freigeben, nFreigabe, f",release,liberación,"libération, f",liberazione,復旧,복구,zwolniony,libertação,释放
715-02-10,holding time,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=715-02-10,فترة الحجزِزمن انتظار,"Belegungsdauer, f",holding time,tiempo de ocupación,"durée d'occupation, f",tempo di occupazionetempo di impegno,保留時間,보류 시간,czas zajętości,duração de ocupação,保持时间
715-02-11,service time,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=715-02-11,مدة الخدمةِ,"Bediendauer, f",service time,tiempo de servicio,"temps de service, m",tempo di servizio,サービス時間,서비스 시간,czas usługi,tempo de serviço,服务时间
715-02-12,loss mode of operation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=715-02-12,صيغة تشغيلية الفقد,"Verlustbetrieb, m",loss mode of operation,modelo de sistema pérdida,"mode d'exploitation avec perte, m",modo di funzionamento con perdita,即時式,동작 손실 모드,ruch ze stratami,modo de operação com perda,损失操作模式
715-02-13,delay mode of operation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=715-02-13,صيغة تشغيلية التأخير,"Wartezeitbetrieb, m",delay mode of operation,modelo de sistema de espera o demorado,"mode d'exploitation avec attente, m",modo di funzionamento con attesa,待時式,운용 지연 모드,ruch z oczekiwaniem,modo de operação com espera,延时操作模式
715-02-14,waiting time,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=715-02-14,زمن إنتظار,"Wartedauer, f",waiting timequeuing time,tiempo de espera,"délai d'attente, mtemps d'attente, m",tempo di attesa,待ち時間,대기시간,czas oczekiwania,tempo de espera,等待时间排队时间
715-02-15,blocking,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=715-02-15,ازدحام,"Blockierung, f",blockingcongestion,"bloqueo, congestión","encombrement, mcongestion, f",congestione,閉そく輻輳,저지블로킹혼잡,blokada natłok,congestionamento,闭塞拥塞
715-02-16,internal blocking,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=715-02-16,انسداد داخلي,"innere Blockierung, f",internal blocking,bloqueo interno,"blocage interne, m",blocco interno,内部閉そく,내부 저지내부 폐쇄,blokada wewnętrzna,bloqueio interno,内部闭塞
715-02-17,external blocking,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=715-02-17,انسداد خارجي,"äußere Blockierung, f",external blocking,bloqueo externo,"blocage externe, m",blocco esterno,外部閉そく,외부 저지외부 폐쇄,blokada zewnętrzna,bloqueio externo,外部闭塞
715-02-18,time congestion,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=715-02-18,اكتظاظ وقتي,"Blockierungswahrscheinlichkeit, f",time congestion,tiempo de congestión,"congestion temporelle, f",congestione temporale,時間輻輳率,시간 정체율시간 폭주율,czas natłoku,congestão temporal,时间拥塞
715-02-19,call congestion,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=715-02-19,ازدحام في المكالمات,"Verlustwahrscheinlichkeit, f",call congestion,"congestion, probabilidad deprobabilidad de congestión","encombrement d'appel, m",congestione delle chiamateprobabilità di perdita,呼輻輳率,호 정체,natłok zgłoszeń,congestão de chamadas,呼叫拥塞
715-02-20,answer seizure ratio,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=715-02-20,نسبة الإجابة على المحاولات,"Quote der erfolgreichen Belegungen, f",answer seizure ratioASR (abbreviation),capturas con respuesta,"taux de prises avec réponse, mTPR (abréviation) m",rapporto risposte-impegni,"通過呼完了率ASR, （略語）",포착 응답률에이에스아르,współczynnik zgłoszeń załatwionych,taxa de ocupações com resposta,应答占用比ASR
715-02-21,answer bid ratio,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=715-02-21,نسبة اجابة امر,"Quote der erfolgreichen Belegungsversuche, f",answer bid ratioABR (abbreviation),tasa de situaciones de espera con respuesta,"taux de tentatives de prise avec réponse, mTTPR (abréviation) m",rapporto risposte-tentativi di impegno,"入呼完了率ABR, （略語）",통화 신청 응답률에이비아르,sprawność użytkowa,taxa de tentativas de ocupação com resposta,应答占用请求比ABR
715-03-01,call attempt,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=715-03-01,محاولة إتصال,"Anrufversuch, m",call attempt,intento de llamada,"tentative d'appel, fappel, m",tentativo di chiamata a buon fine,呼の試行,호 시도,"próba nawiązania połączenia, f","tentativa de chamada, <por um utilizador>tentativa de ligação, <por um utilizador>",呼叫尝试
715-03-02,call,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=715-03-02,محادثةاتصالِ,"Anruf, m",call,comunicación (sentido 2),communication (2) f,chiamata,呼,호,połączenie telekomunikacyjne,chamada,呼叫
715-03-03,call intent,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=715-03-03,نية اتصالِ,"Anrufabsicht, f",call intent,intención de llamada,"intention d'appel, f",intenzione di chiamata,発信意志,호 의도,zamierzenie połączenia,intenção de chamada,呼叫意向
715-03-04,first call attempt,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=715-03-04,أول محاولة اتصال,"Erstanrufversuch, m",first call attempt,primer intento de llamada,"première tentative d'appel, f",primo tentativo di chiamata,第一試行呼,최초 호 시도,wywołanie pierwotne,primeira tentativa de chamada,第一次试呼
715-03-05,repeated call attempt,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=715-03-05,محاولات متكررة للإتصال,"Folgeanrufversuch, m",repeated call attemptreattempt,intento repetido de llamada,"tentative d'appel répétée, f",tentativo di chiamata ripetuto,再呼再試行,호 재시도,wywołanie powtórne,tentativa de chamada repetida,重复试呼
715-03-06,call string,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=715-03-06,سلسلة الاتصال,"Anruffolge, f",call string,cadena de llamadas,"chaîne d'appels, f",sequenza di tentativi di chiamata,コールストリング,호 열호출열,współczynnik powtarzalności wywołań,cadeia de chamadas,呼叫串
715-03-07,abandoned call attempt,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=715-03-07,محاولة اتصال متروكة,"abgebrochener Anrufversuch, m",abandoned call attempt,intento de llamada abandonado,"tentative d'appel abandonnée, f",tentativo di chiamata abbandonato,放棄呼,포기 호 시도,wywołanie zaniechane,tentativa de chamada abandonada,放弃试呼
715-03-08,blocked call attempt,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=715-03-08,محاولة اتصال محجوبةِ,"blockierter Anrufversuch, m",blocked call attempt,intento de llamada bloqueado,"tentative d'appel bloquée, f",tentativo di chiamata bloccato,閉そく呼,저지 호 시도폐쇄 호 시도,wywołanie zablokowane,tentativa de chamada bloqueada,闭塞试呼
715-03-09,lost call attempt,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=715-03-09,محاولة إتصال مفقودهمحاولة إتصال ضائعة,"zu Verlust gegangener Anrufversuch, m",lost call attempt,intento de llamada perdido,"tentative d'appel perdue, fappel perdu, m",tentativo di chiamata perduto,呼損呼,손실 호 시도,wywołanie stracone,tentativa de chamada perdida,损失试呼
715-03-10,successful call attempt,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=715-03-10,محاولة إتصال ناجحة,"erfolgreicher Anrufversuch, m",successful call attemptfully-routed call attempt,intento de llamada con éxito,"tentative d'appel acheminée, f",tentativo di chiamata a buon fine,着側到達呼,성공 호 시도,połączenie udane,tentativa de chamada com sucesso,成功试呼
715-03-11,completed call attempt,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=715-03-11,محاولة اتصال مكتملة,"vollendeter Anrufversuch, m",completed call attempteffective call attempt,intento de llamada completado,"tentative d'appel efficace, f",tentativo di chiamata completato,完了呼有効呼,완전 호 시도,połączenie dokonane,tentativa de chamada eficaz,完成试呼
715-03-12,completion ratio,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=715-03-12,نسبة الإكتمال,"Quote der vollendeten Anrufversuche, f",completion ratioefficiency (in teletraffic),tasa de eficacia (en teletráfico),taux d'efficacité (en télétrafic) m,efficienzarapporto chiamate completate/tentivi di chiamata,"通話完了率効率, <通信トラヒックのおける>",통화 완료율통화량 효율,skuteczność,taxa de eficácia (em teletráfego),完成率
715-03-13,call intensity,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=715-03-13,كثافة الإتصال,"Anrufrate, f",call intensity,intensidad de llamadavolumen de llamadas,"intensité d'appel, f",intensità di tentativi di chiamata,呼数密度,호 밀도호출 강도,intensywność wywołań,intensidade de chamada,呼叫强度
715-04-01,dial-tone delay,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=715-04-01,مدة تأخير النغمة,"Wähltonverzug, m",dial-tone delay,espera de tono,"durée d'attente de tonalité, f",tempo di attesa del tono di centrale,発信音遅延,발신음 지연,czas oczekiwania na sygnał do nadawania numeru,duração de espera de tonalidade,拨号音时延
715-04-02,dialling time,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=715-04-02,مدة طلب الرقم,"Wähldauer, f",dialling time,tiempo de marcación,"durée de numérotation, f",durata della selezione di utente,ダイヤル時間,다이얼 시간,czas wybierania numeru,duração de marcação,拨号时间
715-04-03,incoming response delay,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=715-04-03,تأخير الرَدِّ القادمِ,"Belegungsverzug, m",incoming response delay,tiempo de preselección,"durée de présélection, f",tempo di preselezione,入信号応答遅延,착신 응답 지연,opóźnienie zgłoszenia centrali,duração de pré‑selecção,入局响应时延
715-04-04,exchange call set-up delay,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=715-04-04,تأخير  تحضيرتمرير الاتصال من المقسم,"Verbindungsaufbauverzug, m",exchange call set-up delay,tiempo de selección de una central,"durée de sélection d'un commutateur, f",tempo di formazione del collegamento,呼設定遅延,교환기 호 설정 지연,opóźnienie zestawienia połączenia,duração de selecção de um comutador,交换局呼叫建立时延
715-04-05,through-connection delay,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=715-04-05,تأخيرِ تمرير الاتصال من المقسم بعد الاعداد,"Durchschalteverzug, m",through-connection delay,tiempo de conexión,"durée d'établissement d'un commutateur, f",ritardo nella messa a passaggio,パス接続遅延,통과 접속 지연,opóźnienie zestawienia przejścia przez centralę,duração de estabelecimento de um comutador,直通连接时延
715-04-06,post-dialling delay,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=715-04-06,التأخير بعد طلب الرقم,"Rufverzug, m",post-dialling delay,retardo de postmarcación,"attente après numérotation, f",attesa post-selezione,自動接続遅延,자동 접속 지연다이얼 종료 후 접속,oczekiwanie po wybraniu numeru,espera após marcação,拨号后时延
715-04-07,answering delay,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=715-04-07,التأخير في الإجابة,"Meldeverzug, m",answering delay,,"délai du signal de réponse, mdurée de sonnerie (désuet) f",ritardo del segnale di risposta,応答遅延,응답 지연,opóźnienie odzewu abonenta wywoływanego,demora do sinal de resposta,应答时延
715-05-01,traffic (in telecommunication),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=715-05-01,حركة اتصالات,"Verkehr, <in der Telekommunikation> mNachrichtenverkehr, m",traffic (in telecommunication),,trafic (en télécommunication) m,traffico (nelle telecomunicazioni),"トラヒック, <電気通信における>","통화량, <전기통신>",ruch telekomunikacyjny ruch trafik,tráfego (em telecomunicação),"业务量, <电信>电信网"
715-05-02,traffic intensity,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=715-05-02,كثافة حركة الاتصالات,"Verkehrswert, <in der Telekommunikation> m",traffic intensity,,"intensité de trafic, f",intensità di traffico,呼量,통화량 밀도,intensywność ruchu,intensidade de tráfego,业务量强度
715-05-03,traffic carried,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=715-05-03,إتصالات منفذة,"bedienter Verkehr, m",traffic carried,tráfico cursado,"trafic écoulé, m",traffico smaltito,運ばれる呼,통화 수송,natężenie ruchu,tráfego escoado,携载业务量
715-05-04,traffic carried (intensity),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=715-05-04,كثافة الاتصال المنفذة,"Verkehrsbelastung, f",traffic carried (intensity)traffic load,"carga de tráficointensidad de tráfico cursado, carga de tráfico","(intensité du) trafic écoulé, mcharge de trafic, f",intensità di traffico smaltito,運ばれる呼量トラヒック負荷,호처리 밀도통화 부하,ruch załatwiany,(intensidade de) tráfego escoadocarga de tráfego,"携载业务量, <强度>业务量负荷"
715-05-05,traffic offered,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=715-05-05,حركة الاتصالات المتاحة,"Verkehrsangebot, n",traffic offered,intensidad de tráficotráfico ofrecido,"trafic offert, m",traffico offerto,加わる呼量,제공 통화량,ruch oferowany,tráfego oferecido,提供业务量
715-05-06,erlang,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=715-05-06,وحدة قياس  كثافة الاتصالات,"Erlang, n",erlang,erlang,"erlang, m",erlang,アーラン,얼랑,erlang,erlang,厄兰
715-05-07,overflow traffic,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=715-05-07,فيض حركة الإتصالات,"Überlaufverkehr, m",overflow traffic,tráfico de desbordamiento,"trafic de débordement, m",traffico di trabocco,あふれ呼,초과 통화량,ruch przelewowy,tráfego excedente,溢出业务量
715-05-08,blocked traffic,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=715-05-08,إتصالات موقفة,"blockierter Verkehr, m",blocked traffic,tráfico bloqueado,"trafic bloqué, m",traffico bloccatotraffico perduto,閉そく呼,저지 통화량,ruch tracony,tráfego bloqueado,闭塞业务量
715-05-09,abandoned traffic,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=715-05-09,إتصالات متروكة,"abgebrochener Verkehr, m",abandoned traffic,tráfico abandonado,"trafic abandonné, m",traffico abbandonato,廃棄呼,포기 통화량,ruch zaniechany,tráfego abandonado,放弃业务量
715-05-10,suppressed traffic,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=715-05-10,إتصالات مخفية,"zurückgehaltener Verkehr, m",suppressed traffichidden demand,tráfico oculto,"trafic non exprimé, m",traffico latentetraffico non espresso,抑圧されたトラヒック放棄トラヒック,억제 통화량숨은 수요,ruch odłożony,tráfego não expresso,抑制业务量
715-05-11,traffic volume,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=715-05-11,حجم  الاتصالات,"Verkehrsmenge, f",traffic volume,volumen de tráfico,"volume de trafic, m",volume di traffico,トラヒック量,트래픽량통화량,pojemność ruchów,volume de tráfego,业务量积
715-05-12,origin (of a call attempt),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=715-05-12,مصدر,"Ursprung, <eines Anrufversuchs> m",origin (of a call attempt),origen (de un intento de llamada),origine (d'une tentative d'appel) f,origine (di un tentativo di chiamata),"発信地, <呼の>","원점, <호 시도>",źródło ruchu,origem (de uma tentativa de chamada),"始发地, <呼叫尝试>"
715-05-13,destination (of a call attempt),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=715-05-13,وجهة,"Ziel, <eines Anrufversuchs> n",destination (of a call attempt),destino (de un intento de llamada),destination (d'une tentative d'appel) f,destinazione (di un tentativo di chiamata),"着信地, <呼の>","수신지, <호 시도>",miejsce przeznaczenia ruchumiejsce przeznaczenia,destino (de uma tentativa de chamada),"目的地, <呼叫尝试>"
715-05-14,traffic parcel,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=715-05-14,حزمة مرورِ,"Punkt-zu-Punkt-Verkehr, m",traffic parcelpoint-to-point traffic,tráfico punto a punto,"courant de trafic, mflux de trafic, mtrafic point à point, m",corrente di trafficoflusso di traffico,対地間トラヒック二地点間トラヒック,통화 구획점대점 통화,strumień ruchu,tráfego ponto a pontocorrente de tráfego,业务量包点到点业务量
715-05-15,traffic matrix,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=715-05-15,مصفوفة اتصالات,"Verkehrsmatrix, f",traffic matrix,matriz de tráfico,"matrice de trafic, f",matrice degli interessi di traffico,トラヒックマトリクス,통화 행렬,macierz strumieni ruchu,matriz de tráfego,业务量矩阵
715-05-16,peakedness factor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=715-05-16,عامل عدم الانتظام,"Spitzigkeitsfaktor, m",peakedness factor,factor de irregularidad,"facteur d'irrégularité, m",fattore di picco,分数係数,첨두비,współczynnik nieregularności ruchu,factor de irregularidade,峰值因数
715-05-17,smooth traffic,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=715-05-17,اتصالات سلسة,"geglätteter Verkehr, m",smooth traffic,tráfico uniforme,"trafic régularisé, m",traffico livellato,平滑呼,평활 통화량,ruch wygładzony,tráfego regularizado,平滑业务量
715-05-18,Peaked traffic,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=715-05-18,مرور الذروة,"Verkehr mit erhöhter Spitzigkeit, m",Peaked traffic,tráfico irregular,"trafic survariant, m",traffico a picchi,ピークトラヒック,첨두 통화량,ruch o dużych wahaniach,tráfego com pontas,峰值业务量
715-05-19,Poisson traffic,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=715-05-19,اتصالات عشوائية,"Poisson-Verkehr, m",Poisson trafficrandom traffic,"tráfico aleatoriotráfico de Poisson, tráfico aleatorio","trafic poissonien, mtrafic de Poisson, m",traffico poissonianotraffico casuale,ポアソン呼ランダム呼,푸아송 통화량불규칙 통화량,ruch puasonowski,tráfego de Poissontráfego aleatório,泊松业务量
715-05-20,equivalent random traffic intensity,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=715-05-20,كثافة المرورِ العشوائيةِ المكافئةِ,"äquivalenter Poisson-Verkehrswert, m",equivalent random traffic intensity,intensidad de tráfico equivalente,"intensité de trafic équivalente, f",intensità del traffico casuale equivalente,等価ランダム呼量,등가 불규칙 통화량 강도,ruch równoważny puasonowskiemu,intensidade equivalente de tráfego aleatório,等效随机业务量强度
715-06-01,first choice circuit group,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=715-06-01,دارة المجموعة ذات أفضلية الأولى,"Erstwegbündel, n",first choice circuit group,grupo de circuitos de primera elección,"faisceau de premier choix, m",fascio di prima scelta,最優先選択回線群,최초 선택 회선군,wiązka łączy pierwszego wyboruwiązka  pierwszego wyboru,feixe de primeira escolha,首选电路群
715-06-02,high usage circuit group,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=715-06-02,دارة مجموعة ذات إستخدام عالى,"Querwegbündel, n",high usage circuit group,grupo de circuitos de alto uso,"faisceau débordant, m",fascio ad alta utilizzazione,従属回線群従属回線,고이용 회선군,wiązka łączy wysokiego wykorzystaniawiązka  wysokiego wykorzystania,feixe de alta utilização,高效电路群
