term_id,term,term_url,ar,de,en,es,fr,it,ja,ko,pl,pt,zh
561-01-11,"coupling factor, <of SAW materials>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-01-11,معامل التقارن <لمواد رنان باستخدام الموجة الصوتية السطحية SAW>,"Kopplungsfaktor, <von OFW-Materialien> mABGELEHNT: Kopplungskoeffizient, <von OFW-Materialien> m","coupling factor, <of SAW materials>DEPRECATED: coupling coefficient, <of SAW materials>","factor de acoplamiento, <de materiales SAW>","facteur de couplage, <des matériaux OAS> mDÉCONSEILLÉ: coefficient de couplage, <des matériaux OAS> m","coefficiente di accoppiamento, <di materiali SAW>","電気機械結合係数, ＜SAWデバイスの＞","결합 계수, <에스에이더블유 물질>결합 인수","współczynnik sprzężenia, <materiałów przy akustycznej  fali powierzchniowej> mwspółczynnik sprzężenia, <materiałów przy SAW> m","fator de acoplamento, <de material OAS>","耦合系数, <声表面波材料的>"
561-01-12,crystal element,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-01-12,عنصر بلورى,"Quarzelement, nBlank, m",crystal element,cristal,"élément de cristal, m",elemento del cristallo,水晶片,결정 요소,"element kwarcowy, m",elemento de cristal,晶片
561-01-13,crystal resonator,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-01-13,رنان بلورى,"Quarzresonator, m",crystal resonator,cristal resonador,"résonateur de cristal, m",risonatore a cristallo,水晶振動素子,수정 공진자,"rezonator kwarcowy, m",ressoador de cristal,晶体谐振子
561-01-14,crystal unit,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-01-14,وحدة بلورية,"Schwingquarz, m",crystal unit,unidad de cristal,"unité de cristal, f",cristallo,水晶振動子,결정체,"wibrator kwarcowy, m",unidade de cristal,晶体元件
561-01-15,DC breakdown voltage,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-01-15,جهد إنهيار تيار مستمر,"Gleichstrom-Durchschlagspannung, f",DC breakdown voltage,tensión de ruptura en c.c.,"tension de claquage en courant continu, f",tensione di rottura in c.c.,直流破壊電圧,직류 파괴전압직류 항복전압,"napięcie przebicia przy prądzie stałym, n",tensão disruptiva em corrente contínua,直流击穿电压
561-01-16,dielectric material,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-01-16,مادة غير موصلة,"Dielektrikum, ndielektrisches Material, n",dielectric material,material dieléctrico,"substance diélectrique, f",materiale dielettrico,誘電体材料,유전체,"materiał dielektryczny
, m dielektryk, m",material dielétrico,介电材料
561-01-17,dielectric resonator,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-01-17,رنان غير موصل,"dielektrischer Resonator, m",dielectric resonator,resonador dieléctrico,"résonateur diélectrique, m",risonatore dielettrico,誘電体共振器,유전 공진기,"rezonator dielektryczny, m",ressoador dielétrico,介电谐振器
561-01-18,dielectric support,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-01-18,دعامة غير موصلة,"dielektrische Halterung, f",dielectric support,apoyo dieléctrico,"support diélectrique, m",supporto dielettrico,誘電体支持台,유전 지지대,"wspornik, <rezonatora dielektrycznego> m",suporte dielétrico,介电支架
561-01-19,drive level,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-01-19,مستوى التشغيل,"Belastung, <eines Resonators> f",drive level,nivel de conducción,"niveau d’excitation, m",livello di pilotaggio,励振レベル,구동 수준,"poziom wzbudzenia, m",nível de excitação,激励电平
561-01-20,drive level dependency,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-01-20,إعتمادية مستوى التشغيل,"Belastungsabhängigkeit, f",drive level dependencyDLD,dependencia del nivel de conducción,"dépendance de niveau d’excitation, fDNE (abréviation) f",dipendenza del livello di pilotaggioDLD,励振レベル依存性,구동 수준 의존성,"wpływ poziomu wzbudzenia, mDLD",dependência do nível de excitação,激励电平相关性
561-01-21,"electrode, <of a piezoelectric resonator>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-01-21,قطب توصيل <لرنان كهروإجهادى>إليكترود <لرنان كهروإجهادى>,"Elektrode, <eines piezoelektrischen Resonators> f","electrode, <of a piezoelectric resonator>","electrodo, <de un resonador piezoeléctrico>","électrode, <d’un résonateur piézoélectrique> f","elettrodo, <di un risonatore piezoelettrico>","電極, ＜圧電共振子の＞","용접봉, <압전 공진기>전극, <압전 공진기>","elektroda, <rezonatora piezoelektrycznego> f","elétrodo , <de um ressoador piezoelétrico>","电极, <压电谐振子的>"
561-01-22,"electromechanical coupling factor, <of a piezoelectric resonator>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-01-22,معامل التقارن الكهروميكانيكى <لرنان كهروإجهادى>,"elektromechanischer Kopplungsfaktor, <eines piezoelektrischen Resonators> m","electromechanical coupling factor, <of a piezoelectric resonator>","factor de acoplamiento dieléctrico, <de un resonador piezoeléctrico>","facteur de couplage électromécanique, <d’un résonateur piézoélectrique> m","fattore di accoppiamento elettromeccanico, <di un risonatore piezoelettrico>","電気機械結合係数, ＜圧電共振子の＞","전기 기계 결합률, <압전 공진기>","współczynnik sprzężenia elektromechanicznego, <rezonatora piezoelektrycznego> m","fator de acoplamento eletromecânico, <de um ressoador piezoelétrico>","机电耦合因数, <压电谐振器的>"
561-01-23,"enclosure, <of a piezoelectric device>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-01-23,غلاف <لجهاز كهروإجهادى>حاوية <لجهاز كهروإجهادى>,"Gehäuse, <eines piezoelektrischen Geräts> n","enclosure, <of a piezoelectric device>","envolvente, <de un dispositivo piezoeléctrico>","boîtier, <d’un dispositif piézoélectrique> m","contenitore , <di un dispositivo piezoelettrico>","エンクロージャ, ＜圧電デバイスの＞","밀폐함, <압전 장치>외함, <압전 장치>밀봉, <압전 장치>차폐, <압전 장치>","obudowa, <urządzenia piezoelektrycznego> f","invólucro , <de um dispositivo piezoelétrico>","外壳, <压电器件的>"
561-01-24,"equivalent circuit, <of a piezoelectric resonator>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-01-24,دائرة مكافئة <لرنان كهروإجهادى>,"Ersatzschaltung, <eines piezoelektrischen Resonators> f","equivalent circuit, <of a piezoelectric resonator>","circuito equivalente, <de un resonador piezoeléctrico>","circuit équivalent, <d’un résonateur piézoélectrique> m","circuito equivalente, <di un risonatore piezoelettrico>","等価回路, ＜圧電共振子の＞","등가회로, <압전 공진기>","obwód zastępczy, <rezonatora piezoelektrycznego>  m","circuito equivalente , <de um ressoador piezoelétrico>","等效电路, <压电谐振器的>"
561-01-25,external quality factor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-01-25,معامل الجودة الخارجى,"externer Gütefaktor, m",external quality factor,factor de calidad externo,"facteur de qualité extérieur, m",fattore di qualità esterno,外部Ｑ,외적 양호도외적 선택도,"współczynnik dobroci zewnętrzny, m",fator de qualidade externo,外部品质因数
561-01-26,"figure of merit, <of piezoelectric and dielectric resonators>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-01-26,"رقم الجدارة, <في الكهروضغطية و عزل مضخم الصوت>","Gütemaß, <von piezoelektrischen und dielektrischen Resonatoren> n","figure of merit, <of piezoelectric and dielectric resonators>",figura de mérito,"facteur de mérite, <des résonateurs piézoélectriques et diélectriques> m",figura di merito,"性能指数, <圧電・誘導・共振子>","성능 지수, <압전 유전 공명기>","współczynnik aktywności, <piezoelektrycznych i dielektrycznych rezonatorów> m",fator de mérito,"品质因数, <压电和介电谐振器的>"
561-01-27,fractional load resonance frequency offset,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-01-27,حيود تردد الرنين عند الحمل الجزئى,"relativer Last-Resonanzfrequenzversatz, m",fractional load resonance frequency offset,fracción de carga                          frecuencia de resonancia             compensación,"décalage de fréquence de résonance avec capacité de charge relative, m",spostamento relativo della frequenza di risonanza con la capacità,負荷時共振周波数オフセット,부분 부하 공진 주파수 옵셋부분 부하 공진 주파수 편차,"odstrojenie względne częstotliwości rezonansowej, <przy obciążeniu> n",decalagem de frequência de ressonância com capacidade de cargadesvio de frequência de ressonância com capacidade de carga,相对负载谐振频率偏置
561-01-28,fractional pulling range,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-01-28,نطاق تغير التردد الجزئى,"relativer Verstimmungsbereich, m",fractional pulling range,rango de estiramiento fraccional,"plage de tirage relative, f","estensione relativa della variazione,",周波数可変範囲,부분 당김 범위,"zakres dysponowanej częstotliwości rezonansowej , mzakres przestrajania względny, m",gama de tração relativa,相对频率牵引范围
561-01-29,"free capacitance, <of a piezoelectric resonator>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-01-29,سعة حرة <لرنان كهروإجهادى>,"freie Kapazität, <eines piezoelektrischen Resonators> f","free capacitance, <of a piezoelectric resonator>","capacidad libre, <de un resonador piezoeléctrico>","capacité libre, <d’un résonateur piézoélectrique> f","capacità libera, <di un risonatore piezoelettrico>","自由容量, ＜圧電共振子の＞","자유 커패시턴스, <압전 공진기>","pojemność swobodna, <rezonatora piezoelektrycznego> f","capacidade livre , <de um ressoador piezoelétrico>","自由电容, <压电谐振器的>"
561-01-30,frequency of minimum impedance,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-01-30,تردد أدنى معاوقة,"Frequenz der kleinsten Impedanz, f",frequency of minimum impedance,frecuencia de mínima impedancia,"fréquence de l’impédance minimale , f",frequenza di minima impedenza,共振周波数,최소 임피던스 주파수,"częstotliwość przy minimalnej impedancji, f",frequência de impedância mínima,最小阻抗频率
561-01-31,frequency of maximum impedance,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-01-31,تردد أقصى معاوقة,"Frequenz der größten Impedanz, f",frequency of maximum impedance,frecuencia de máxima impedancia,"fréquence de l’impédance maximale , f",frequenza di massima impedenza,反共振周波数,최대 임피던스 주파수,"częstotliwość przy maksymalnej impedancji, f",frequência de impedância máxima,最大阻抗频率
561-01-32,frequency pulling range,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-01-32,نطاق تغير التردد,"Frequenzverstimmungsbereich, m",frequency pulling range,rango de frecuencia de estiramiento,"plage de tirage de fréquence, f",estensione della variazione di frequenza,周波数可変範囲,주파수 당김 범위,"zakres dysponowanej częstotliwości, mzakres przestrajania częstotliwości, m",gama de tração de frequência,频率牵引范围
561-01-33,frequency tolerance,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-01-33,سماحية الترددحدود التردد المسموح به,"Grenzabweichung der Frequenz, f",frequency tolerance,tolerancia de frecuencia,"tolérance de fréquence, f",tolleranza di frequenza,総合周波数許容偏差,주파수 허용편차,"tolerancja częstotliwości, f",tolerância de frequência,"频率允差, <谐振器的>"
561-01-34,"frequency range, <of a resonator unit>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-01-34,نطاق التردد <لوحدة رنان>,"Frequenzbereich, <einer Resonator-Baugruppe> m","frequency range, <of a resonator unit>","rango de frecuencia, <de una unidad de resonador>","gamme de fréquences, <d’une unité de résonateur> f","gamma di frequenza, <di un'unità di risonatore>","周波数範囲, ＜振動子の＞","주파수 범위, <공진 장치>","zakres częstotliwości, <przyrządu rezonansowego> m","gama de frequência , <de uma unidade de ressoador>","频率范围, <谐振器的>"
561-01-35,fundamental crystal unit,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-01-35,وحدة بلورية أساسية,"Grundtonquarz, m",fundamental crystal unit,cristal unidad fundamental,"unité de cristal fondamentale, f",cristallo per la fondamentale,基本波水晶振動子,기본형 결정체,"rezonator kwarcowy podstawowy, m",unidade de cristal fundamental,基频晶体元件
561-01-36,fundamental mode,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-01-36,وضع أساسىنمط أساسى,"Grundschwingungsform, fGrundmode, m",fundamental mode,modo fundamental,"mode fondamental, m",modo fondamentale,基本波,기본형 모드,"mod drgania podstawowego, mtryb pracy z częstotliwością podstawową, m",modo fundamental,基频模式
561-01-37,half wavelength resonator,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-01-37,رنان نصف موجى,"Halbwellenlängen-Resonator, m",half wavelength resonator,resonador de media onda,"résonateur à demi-longueur d’onde, m",risonatore a mezza lunghezza d'onda,半波長共振器,반파장 공진기,"rezonator półfalowy, m",ressoador de meia largura de onda,半波长谐振器
561-01-38,hybrid mode dielectric resonator,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-01-38,رنان غير موصل ذو نمط مختلط,"dielektrischer Hybridmode-Resonator, m",hybrid mode dielectric resonator,resonador dieléctrico modo híbrido,"résonateur diélectrique en mode hybride, m",risonatore dielettrico di modo ibrido,ハイブリッドモード誘電体共振器,하이브리드 모드 유전 공진기혼성 모드 유전공진기혼합 모드 유전공진기,"rezonator dielektryczny hybrydowy, m",ressoador dielétrico em modo híbrido,混合模介电谐振器
561-01-39,"input capacitance, <of a two-port SAW resonator>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-01-39,السعة الداخلة <لرنان ثنائى المأخذ باستخدام الموجة الصوتية السطحية SAW>,"Eingangskapazität, <eines Zweitor-OFW-Resonators> f","input capacitance, <of a two-port SAW resonator>","capacidad de entrada, <de un resonador OAS de dos puertos>","capacité d’entrée, <d’un résonateur OAS biporte> f","capacità di ingresso, <di un risonatore SAW a due porte>","入力容量, ＜２ポート形SAW共振子の＞","입력 커패시턴스, <이단자쌍 에스에이더블유 공진기>","pojemność wejściowa, <rezonatora czwórnikowego z SAW> f","capacidade de entrada , <de um ressoador OAS biporta>","输入电容, <双端对声表面波谐振器的>"
561-01-40,"insertion attenuation, <of a two-port SAW resonator>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-01-40,التوهين الناشئ عن إدخال <رنان ثنائى المأخذ باستخدام الموجة الصوتية السطحية SAW>,"Einfügungsdämpfungsmaß, <eines Zweitor-OFW-Resonators> nEinfügungsdämpfung, <eines Zweitor-OFW-Resonators> f","insertion attenuation, <of a two-port SAW resonator>","atenuación de inserción, <de un resonador OAS de dos puertos>","affaiblissement d’insertion, <d’un résonateur OAS biporte> m","attuenazione di inserzione, <di un risonatore SAW a due porte>","挿入減衰量, ＜２ポート形SAW共振子の＞","삽입 감쇠, <이단자쌍 에스에이더블유 공진기>","tłumienność wtrąceniowa, <rezonatora czwórnikowego z SAW> f","atenuação de inserção , <de um ressoador OAS biporta>","插入损耗, <双端对声表面波谐振器的>"
561-01-41,IDT,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-01-41,جهاز تحويل طاقة رقمى بينى,"Interdigitalwandler, mIDT",IDTinterdigital transducer,IDT,"TID (abréviation) mtransducteur interdigité, m",IDTtrasduttore interdigitato,すだれ状電極 IDT,상호 디지털 변환기,"przetwornik międzypalczasty, mIDT",transdutor interdigitado,叉指换能器IDT
561-01-42,load capacitance,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-01-42,سعة حملسعوية الحمل,"Lastkapazität, f",load capacitance,capacidad de carga,"capacité de charge, f",capacità di carico,負荷容量,부하 커패시턴스,"pojemność obciążenia, f",capacidade de carga,负载电容
561-01-43,load resonance resistance,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-01-43,مقاومة حمل الرنين,"Lastresonanzwiderstand, m",load resonance resistance,resistencia de resonancia de carga,"résistance de résonance avec capacité de charge, f",resistenza di risonanza con carico,負荷時共振抵抗,부하 공진 저항,"rezystancja rezonatora obciążonego pojemnością, f",resistência de ressonância com capacidade de carga,负载谐振电阻
561-01-44,load resonance frequency,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-01-44,تردد حمل الرنين,"Lastresonanzfrequenz, f",load resonance frequency,frecuencia de resonancia de carga,"fréquence de résonance avec capacité de charge, f",frequenza di risonanza con carico,負荷共振周波数,부하 공진 주파수,"częstotliwość rezonansowa rezonatora, <przy obciążeniu pojemnościowym> f",frequência de ressonância com capacidade de carga,负载谐振频率
561-01-45,load resonance frequency offset,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-01-45,حيود تردد حمل الرنين,"Lastresonanz-Frequenzversatz, m",load resonance frequency offset,compensación en frecuencia de la resonancia de carga,"décalage de fréquence de résonance avec capacité de charge, m",spostamento della frequenza di risonanza con carico,負荷時共振周波数オフセット,부하 공진 주파수 옵셋,"odstrojenie częstotliwości rezonansowej, <przy obciążeniu pojemnościowym> n",decalagem da frequência de ressonância com capacidade de cargadesvio da frequência de ressonância com capacidade de carga,负载谐振频率偏置
561-01-46,loaded quality factor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-01-46,معامل جودة الدائرة المحملة,"Betriebsgüte, f",loaded quality factor,factor de calidad cargado,"facteur de qualité en charge, m",fattore di qualità sotto carico,"負荷Q
QL",부하 품질 계수,"współczynnik dobroci w stanie obciążenia, m",fator de qualidade em carga,有载品质因数
561-01-47,"mass loading, <of a SAW device>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-01-47,تحميل الكتلة <لجهاز باستخدام الموجة الصوتية السطحية SAW>,"Massenbelastung, <eines OFW-Gerätes> f","mass loading, <of a SAW device>",carga másica,"chargement de masse, <d’un dispositif OAS> m",massa di carico,"質量負荷効果, ＜SAWデバイスの＞","질량적재, <에스에이더블유 장치>","przeciążenie nadmiarową masą, <dotyczy urządzenia z SAW> n","carregamento de massa , <de um dispositivo OAS>","质量负载, <声表面波器件的>"
561-01-48,metal strip array,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-01-48,مصفوفة الشرائط المعدنية,"Metallstreifengitter, n",metal strip array,conjunto de placas metálicas,"groupement de rubans métalliques, m",matrice a striscia metallica,メタルストリップアレイ,금속 띠 배열금속 스트립 배열,"układ taśm metalowych, m",matriz de fitas metálicas,金属条阵列
561-01-49,microstripline resonator,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-01-49,رنان شريطى متناهى الصغر,"Mikrostreifenleitungsresonator, m",microstripline resonator,resonador microstrip,"résonateur à ligne microruban, m",risonatore a microstriscia,マイクロストリップライン共振器,미세띠선로 공진기마이크로스트립선 공진기,"rezonator mikropaskowy, m",ressoador de microlinha TEM de placas,微带谐振器
561-01-50,mode of vibration,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-01-50,وضع الإهتزازنمط الإهتزاز,"Schwingungsform, f",mode of vibration,modo de vibración,"mode de vibration, m",modo di vibrazione,振動モード,진동 모드,"mod drgań , mm",modo de vibração,振动模式
561-01-51,motional capacitance,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-01-51,السعة الحركية المتوالية,"dynamische Kapazität, f",motional capacitance,capacidad dinámica,"capacité dynamique, f",capacità dinamica,直列容量,동적 커패시턴스,"pojemność dynamiczna, f",capacidade dinâmica,动态电容
561-01-52,motional inductance,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-01-52,الممانعة الحثية الحركية المتوالية,"dynamische Induktivität, f",motional inductance,inductancia dinámica,"inductance dynamique, f",induttanza dinamica,直列インダクタンス,동적 인덕턴스,"indukcyjność dynamiczna, f",indutância dinâmica,动态电感
561-01-53,motional resistance,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-01-53,المقاومة الحركية المتوالية,"dynamischer Widerstand, m",motional resistance,resistencia dinámica,"résistance dynamique, f",resistenza dinamica,直列抵抗,동적 저항,"rezystancja dynamiczna, f",resistência dinâmica,动态电阻
561-01-54,motional resonance frequency,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-01-54,تردد الرنين الحركي المتوالي,"dynamische Resonanzfrequenz, f",motional resonance frequency,frecuencia de resonancia dinámica,"fréquence de résonance dynamique, f",frequenza di risonanza dinamica,直列共振周波数,운동 공진주파수,"częstotliwość rezonansowa dynamiczna, f",frequência de ressonância dinâmica,串联谐振频率
561-01-55,"mounting system, <of a resonator>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-01-55,نظام التعليق <لرنان>,"Innenaufbau, <eines Resonators> m","mounting system, <of a resonator>","sistema de montaje, <de un resonador>","système de monture, <d’un résonateur> m","sistema di montaggio , <di un risonatore>","実装システム, ＜共振子の＞","장착 시스템, <공진기>","konstrukcja wsporcza, <rezonatora> f","sistema de fixação , <de um ressoador>","支架, <谐振子的>"
561-01-56,multimode dielectric resonator,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-01-56,رنان غير موصل متعدد الأوضاع,"dielektrischer Mehrmodenresonator, m",multimode dielectric resonator,resonador dieléctrico multimodo,"résonateur diélectrique multimode, m",risonatore dielettrico multimodo,多重モード誘電体共振器,다중 유전 공진기,"rezonator dielektryczny multimodalny, mrezonator dielektryczny wielorodzajowy, m",ressoador dielétrico multimodo,多模介电谐振器
561-01-57,one-port SAW resonator,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-01-57,رنان أحادى المأخذ بإستخدام الموجة الصوتية السطحية,"Eintor-OFW-Resonator, m",one-port SAW resonator,resonador OAS de un puerto,"résonateur OAS monoporte, m",risonatore SAW a una porta,1ポート形SAW共振子,단자쌍 에스에이더블유 공진기단자쌍 표면음향파 공진기,"rezonator dwójnikowy z SAW, m",ressoador OAS monoporto,单端对声表面波谐振器
561-01-58,"operable temperature range, <of a resonator>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-01-58,نطاق درجة الحرارة التشغيلى للرنان,"Temperaturbereich der Betriebsfähigkeit, <eines Resonators> m","operable temperature range, <of a resonator>",rango de temperatura de funcionamiento,"gamme des températures de service, <d’un résonateur> f","gamma di temperatura di servizio, <di un risonatore>","動作可能温度範囲, ＜共振子の＞","작동가능 온도 범위, <공진기>","zakres dopuszczalnych temperatur pracy, m","gama de temperaturas de serviço , <de um ressoador>","可工作温度范围, <谐振器的>"
561-01-59,operating phase shift,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-01-59,زاوية إنحراف التشغيل,"Betriebs-Phasenverschiebung, f",operating phase shift,desplazamiento de fase de servicio,"déphasage de fonctionnement, m",spostamento di funzionamento,動作位相推移,작동 위상 이동,"przesunięcie fazowe robocze, n",desfasagem de funcionamento,工作相位偏移
561-01-60,"operating temperature range, <of a device>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-01-60,مدى درجة الحرارة التشغيلية <لجهاز>,"Arbeitstemperaturbereich, <eines Gerätes> m","operating temperature range, <of a device>","rango de temperatura de servicio, <de un dispositivo>","gamme des températures de fonctionnement, <d’un dispositif> f","gamma di temperatura di funzionamento, <di un dispositivo>","動作温度範囲, ＜デバイスの＞","동작 온도 범위, <장치>","zakres temperatur pracy, <urządzenia> m","gama de temperaturas de funcionamento , <de um dispositivo>","工作温度范围, <器件的>"
561-01-61,"output capacitance, <of a two-port SAW resonator>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=561-01-61,السعة الخارجة <لرنان ثنائى المأخذ باستخدام الموجة الصوتية السطحية SAW>سعوية الخرج,"Ausgangskapazität, <eines Zweitor-OFW-Resonators> f","output capacitance, <of a two-port SAW resonator>","capacidad de salida, <de un resonador OAS de dos puertos>","capacité de sortie, <d’un résonateur OAS biporte> f","capacità di uscita, <di un risonatore SAW a due porte>","出力容量, ＜２ポート形SAW共振子の＞","출력 용량, <이단자쌍 에스에이더블유 공진기>","pojemność wyjściowa, <rezonatora czwórnikowego z SAW> f","capacidade de saída , <de um ressoador OAS biporto>","输出电容, <双端对声表面波谐振器的>"
