term_id,term,term_url,ar,de,en,es,fr,it,ja,ko,pl,pt,sv,zh
851-12-02,duty,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=851-12-02,تشغيل,"Betriebzyklus, m",duty,servicio,"service, m",servizio,使用条件,작동조건순서,warunki pracy,serviço,drift,工作制
851-12-03,duty cycle,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=851-12-03,دورة تشغيل,"relative Einschaltdauer, f",duty cycleduty factor (superseded),factor de trabajo,"facteur de marche, mcycle de marche (remplacé) m",ciclo di servizio,使用率,사용률,cykl pracywspółczynnik obciążenia (termin przestarzały),ciclo de serviço,intermittensfaktor,负载持续率
851-12-04,load voltage (of a welding power source),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=851-12-04,جهد الحمل(لمصدر القدرة للحام),"Lastspannung (einer Schweißstromquelle), f",load voltage (of a welding power source),tensión en carga (de una fuente de alimentación para soldadura),tension en charge (d'une source de courant de soudage) f,tensione a carico (di una sorgente di saldatura ad arco),溶接電源の負荷電圧負荷電圧,"부하 전압, 용접 전원",napięcie w stanie obciążenia (spawalniczego źródła energii),tensão em carga (de uma fonte de corrente de soldadura),belastningsspänning (för en svetsströmkälla),"负载电压, <焊接电源的>"
851-12-05,type test,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=851-12-05,اختبار نوعي,"Typprüfung, f",type test,ensayo de tipo,"essai de type, m",prova di tipo,形式検査,유형 시험,badanie typu,teste de tipo,typprovning,型式检验
851-12-06,routine test,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=851-12-06,اختبار روتيني,"Stückprüfung, f",routine test,ensayo individual,"essai individuel de série, m",prova individuale,定常検査受渡検査,규정 시험,badanie wyrobu,teste de rotina,rutinprovning,例行检验常规检验
851-12-07,conventional value,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=851-12-07,قيمة قياسيه,"Normwert, m",conventional value,valor convencional,"valeur conventionnelle, f",valore convenzionale,標準値,표준치,wartość umowna,valor convencional,normerat värde,约定值
851-12-08,arc voltage,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=851-12-08,جهد قوس كهربائي,"Lichtbogenspannung, f",arc voltage,tensión de arco,"tension d'arc, f",tensione d’arco,アーク電圧,아크 전압,napięcie łuku,tensão de arco,bågspänning,电弧电压
851-12-09,rated input current (for a wire feeder),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=851-12-09,تيار دخل مقنن(لمغذي السلك),"Bemessungswert des Eingangsstroms (eines Drahtvorschubgerätes), m",rated input current (for a wire feeder),corriente de alimentación asignada,courant d'alimentation assigné (pour un dévidoir) m,corrente di ingresso nominale (per un alimentatore di filo),"定格入力電流, <ワイヤ送給装置のための>","정격입력전류, 와이어 공급기",prąd wejściowy znamionowy (podajnika drutu elektrodowego),corrente de alimentação estipulada (por um alimentador),matningsströmmens märkvärde (för ett matarverk),"额定输入电流, <送丝装置的>"
851-12-10,rated input frequency,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=851-12-10,تردد دخل مقنن,"Bemessungswert der Eingangsfrequenz, m",rated input frequency,frecuencia de alimentación asignada,"fréquence d'alimentation assignée, f",frequenza di ingresso nominale,定格入力周波数,정격 입력 주파수,częstotliwość wejściowa znamionowa,frequência de alimentação estipulada,märkfrekvens,额定输入频率
851-12-11,rated input voltage (for a wire feeder),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=851-12-11,(جهد دخل مقنن (لمغذى السلك,"Bemessungswert der Eingangsspannung (für ein Drahtvorschubgerät), m",rated input voltage (for a wire feeder),tensión de alimentación asignada,tension d'alimentation assignée (pour un dévidoir) f,tensione di ingresso nominale (per un alimentatore di filo),"定格入力電圧, <ワイヤ送給装置のための>","정격 입력 전압, 와이어 공급기",napięcie wejściowe znamionowe (podajnika drutu elektrodowego),tensão de alimentação estipulada (por um alimentador),matningsspänningens märkvärde (för ett matarverk),"额定输入电压, <送丝机构的>"
851-12-12,rated load speed,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=851-12-12,سرعه الحمل المقننة,"Bemessungswert der Lastdrehzahl, m",rated load speed,velocidad asignada en carga,"vitesse assignée en charge, f",velocità a carico nominale,定格回転速度,정격 부하 속도,prędkość znamionowa w stanie obciążenia,velocidade em carga estipulada,lastvarvtalets märkvärde,额定负载转速
851-12-13,rated maximum supply current,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=851-12-13,أقصي تيار منبع مقنن,"Bemessungswert des maximalen Netzstroms, m",rated maximum supply current,corriente de alimentación asignada máxima,"courant d'alimentation assigné maximal, m",corrente di alimentazione massima nominale,定格最大入力電流,정격 최대 공급 전류,prąd znamionowy zasilania maksymalny,corrente de alimentação máxima estipulada,maximal matningsström,额定最大输入电流
851-12-14,rated maximum welding current,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=851-12-14,أقصي تيار لحام مقنن,"Bemessungswert des maximalen Schweißstroms, m",rated maximum welding current,corriente de soldadura asignada máxima,"courant de soudage assigné maximal, m",corrente di saldatura massima nominale,定格最大出力電流定格最大溶接電流,정격 최대 용접 전류,prąd znamionowy spawania maksymalny,corrente de soldadura máxima estipulada,maximala svetsströmmens märkvärde,额定最大焊接电流
851-12-15,rated minimum welding current,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=851-12-15,أقل تيار لحام مقنن,"Bemessungswert des minimalen Schweißstroms, m",rated minimum welding current,corriente de soldadura asignada mínima,"courant de soudage assigné minimal, m",corrente di saldatura minima nominale,定格最小出力電流定格最小溶接電流,정격 최소 용접 전류,prąd znamionowy spawania minimalny,corrente de soldadura mínima estipulada,lägsta svetsströmmens märkvärde,额定最小焊接电流
851-12-16,rated no-load speed,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=851-12-16,سرعه اللاحمل المقننه,"Bemessungswert der Leerlaufdrehzahl, m",rated no-load speed,velocidad de rotación asignada en vacío,"vitesse de rotation assignée à vide, f",velocità a vuoto nominale,定格無負荷回転速度,정격 무부하 속도정격 무부하 회전 속도,prędkość znamionowa w stanie bez obciążenia,velocidade de rotação estipulada em vazio,tomgångsspänningens märkvärde,额定空载转速
851-12-17,rated output,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=851-12-17,خرج مقنن,"Ausgangsbemessung, f",rated output,potencia asignada,"puissance assignée, f",potenza nominale,定格出力,정격 출력,moc wyjściowa znamionowa (spawalniczego źródła energii),potência estipulada,märkdata,额定输出
851-12-18,rated idle speed,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=851-12-18,سرعه اللاشغل المقننة,"Bemessungswert der abgesenkten Leerlaufdrehzahl, m",rated idle speed,velocidad de rotación asignada al ralentí,"vitesse de rotation assignée au ralenti, f",velocità a vuoto nominale ridotta,定格アイドル回転速度,정격 공회전 속도,prędkość znamionowa biegu jałowego,velocidade de rotação estipulada sem carga,tomgångsvarvtalets märkvärde,额定待机转速
851-12-19,rated speed range,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=851-12-19,حيز سرعه مقننه,"Bemessungswert des Geschwindigkeitsbereichs, m",rated speed range,campo de velocidades asignadas,"plage de vitesses assignée, f",gamma di velocità nominale,定格速度範囲,정격속도 범위,zakres prędkości znamionowy,gama de velocidades estipulada,varvtalsområdets märkvärden,额定速度范围
851-12-20,arc stabilising voltage,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=851-12-20,جهد تثبيت قوس الكهرباء,"Lichtbogenstabilisierungsspannung, f",arc stabilising voltage,tensión de estabilización del arco,"tension de stabilisation de l'arc, f",tensione di mantenimento dell’arco,アーク安定化電圧,아크 안정화 전압,napięcie stabilizujące łuk,tensão de estabilização do arco,bågstabiliserande spänning,稳弧电压
851-12-21,arc striking and stabilising voltage,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=851-12-21,جهد إشعال وتثبيت قوس الكهرباء,"Lichtbogenzünd- und stabilisierungsspannung, f",arc striking and stabilising voltage,tensión de cebado y de estabilización del arco,"tension d'amorçage et de stabilisation de l'arc, f",tensione di innesco e mantenimento dell’arco,アーク起動及びアーク安定化電圧,아크 점호 및 안정화 전압,napięcie zajarzenia i stabilizacji łuku,tensão de escorvamento e de estabilização do arco,spänning för (båg)tändning och bågstabilisering,引弧及稳弧电压
851-12-22,arc striking time,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=851-12-22,فتره إشعال قوس الكهرباء,"Lichtbogenzündzeit, f",arc striking time,periodo de cebado del arco,"période d'amorçage d'arc, f",tempo di innesco dell’arco,アーク起動時間,아크 점호 시간아키 기동 시간,czas zajarzenia łuku,tempo de escorvamento do arco,tändtid,引弧时间
851-12-23,maximum load,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=851-12-23,أقصى حمل,"Höchstlast, f",maximum load,carga máxima,"charge maximale, f",carico massimo,最大負荷,최대부하,obciążenie maksymalne,carga máxima,maximal last,最大载荷
851-12-24,no-load voltage (in arc welding and cutting),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=851-12-24,جهد اللاحمل(في اللحام والقطع بقوس الكهرباء),"Leerlaufspannung (beim Lichtbogenschweißen und -schneiden), f",no-load voltage (in arc welding and cutting),tensión en vacío (en la soldadura y en el corte por arco),tension à vide (dans le soudage et le coupage à l'arc) f,tensione a vuoto (nella saldatura ad arco e nel taglio),"無負荷電圧, <アーク溶接及び切断>","무부하 전압, <아크용접과 절단>",napięcie w stanie bez obciążenia (dla łukowego spawania i cięcia),tensão em vazio (na soldadura e corte por arco),tomgångsspänning (vid bågsvetsning och skärning),"空载电压, <电弧焊接与切割的>"
851-12-25,arc striking voltage,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=851-12-25,جهد إشعال قوس الكهرباء,"Lichtbogenzündspannung, f",arc striking voltage,tensión de cebado del arco,"tension d'amorçage d'arc, f",tensione a vuoto di innesco dell’arco,アーク起動電圧,아크 점호 전압,napięcie zajarzenia łuku,tensão de escorvamento do arco,tändspänning,引弧电压
851-12-26,conventional welding condition,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=851-12-26,ظروف لحام تقليدية,"Normschweißbetrieb, m",conventional welding condition,condición convencional de soldadura,"condition conventionnelle de soudage, f",condizione di saldatura convenzionale,標準出力状態,표준 용접 조건,warunki umowne spawania,condição de soldadura convencional,normerade belastningsförhållanden,约定焊接条件
851-12-27,conventional load,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=851-12-27,حمل تقليدي,"Normlast, f",conventional load,carga convencional,"charge conventionnelle, f",carico convenzionale,標準負荷,일상 부하,obciążenie umowne,carga convencional,normerad belastning,约定负载
851-12-28,welding electric current,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=851-12-28,تيار كهرباء اللحام,"Schweißstrom, m",welding electric current,corriente eléctrica de soldadura,"courant électrique de soudage, m",corrente elettrica per saldatura,出力電流溶接電流,용접 전류,prąd spawania,corrente eléctrica de soldadura,svetsström,焊接电流
851-12-29,conventional welding electric current,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=851-12-29,تيار كهرباء لحام تقليدي,"genormter Schweißstrom, m",conventional welding electric current,corriente eléctrica de soldadura convencional,"courant électrique de soudage conventionnel, m",corrente elettrica per saldatura convenzionale,標準出力電流,종래 용접 전류통상 용접 전류,prąd spawania umowny,corrente eléctrica de soldadura convencional,normerad svetsström,约定焊接电流
851-12-30,conventional load voltage,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=851-12-30,جهد حمل تقليدي,"genormte Lastspannung, f",conventional load voltage,tensión convencional en carga,"tension conventionnelle en charge, f",tensione a carico convenzionale,標準負荷電圧,통상 부하 전압,napięcie umowne w stanie obciążenia,tensão em carga convencional,normerad belastningsspänning,约定负载电压
851-12-31,working voltage,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=851-12-31,جهد تشغيل,"Arbeitsspannung, f",working voltage,tensión local,"tension locale, f",tensione di lavoro,動作電圧,동작전압운전전압,napięcie robocze,tensão de trabalho,arbetsspänning,工作电压
851-12-32,static characteristic (of an arc welding power source),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=851-12-32,(خصائص إستاتيكية (لمصدر كهرباء اللحام بالقوس الكهربائى,"statische Kennlinie (einer Lichtbogenschweißstromquelle), f",static characteristic (of an arc welding power source),característica estática (de una fuente de corriente de soldadura por arco),caractéristique statique (d'une source de courant de soudage à l'arc) f,caratteristica statica (per una sorgente di saldatura ad arco),"静特性, <アーク溶接電源の>","정특성, 아크 용접 전원",charakterystyka statyczna (źródła energii do spawania łukowego),característica estática (de uma fonte de corrente de soldadura por arco),statisk karakteristik (för en svetsströmkälla),"静特性, <电弧焊电源的>"
851-12-33,dynamic characteristic (of an arc welding power source),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=851-12-33,(خصائص ديناميكية (لمصدر كهرباء اللحام بالقوس الكهربائى,"dynamische Kennlinie (einer Lichtbogenschweißstromquelle), f",dynamic characteristic (of an arc welding power source),característica dinámica (de una fuente de corriente de soldadura por arco),caractéristique dynamique (d'une source de courant de soudage à l'arc) f,caratteristica dinamica (per una sorgente di saldatura ad arco),"動特性, <アーク溶接電源の>","동특성, 아크 용접 전원",charakterystyka dynamiczna (źródła energii do spawania łukowego),característica dinâmica (de uma fonte de corrente de soldadura por arco),dynamisk karakteristik (för en svetsströmkälla),"动特性, <电弧焊电源的>"
851-12-34,drooping characteristic (of an arc welding power source),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=851-12-34,(خصائص هبوط (لمصدر كهرباء اللحام بالقوس الكهربائى,"fallende Kennlinie (einer Lichtbogenschweißstromquelle), f",drooping characteristic (of an arc welding power source),característica descendente (de una fuente de corriente de soldadura por arco),caractéristique tombante (d'une source de courant de soudage) f,caratteristica decadente (per una sorgente di saldatura ad arco),"垂下特性, <アーク溶接電源の>","수하 특성, 아크 용접원",charakterystyka opadająca (źródła energii do spawania łukowego),característica tombante (de uma fonte de corrente de soldadura por arco),fallande karakteristik (för en svetsströmkälla),"下降特性, <电弧焊电源的>"
851-12-35,flat characteristic (of an arc welding power source),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=851-12-35,(خصائص إستواء (لمصدر كهرباء اللحام بالقوس الكهربائى,"Konstantspannungs-Kennlinie (einer Lichtbogenschweißstromquelle), f",flat characteristic (of an arc welding power source),característica plana (de una fuente de corriente de soldadura por arco),caractéristique plate (d'une source de courant de soudage) f,caratteristica piana (per una sorgente di saldatura ad arco),"定電圧特性, <アーク溶接電源の>","평특성, 아크 용접 전원",charakterystyka płaska (źródła energii do spawania łukowego),característica plana (de uma fonte de corrente de soldadura por arco),konstantspänningskarakteristik (för en svetsströmkälla),"平特性, <电弧焊电源的>"
851-12-36,cycle time,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=851-12-36,زمن دورة,"Spielzeit, f",cycle time,tiempo de ciclo,"temps de cycle, m",tempo di ciclo,一周期の時間,사이클 시간순환 시간,czas cyklu,tempo de ciclo,cykeltid,周期时间
851-12-37,secondary no-load voltage (in resistance welding),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=851-12-37,جهد اللاحمل ثانوي(في اللحام بالمقاومة),"Sekundärleerlaufspannung (beim Widerstandsschweißen), f",secondary no-load voltage (in resistance welding),tensión secundaria en vacío (en soldadura por resistencia),tension secondaire à vide (lors du soudage par résistance) f,tensione a vuoto secondaria (nella saldatura a resistenza),"二次無負荷電圧, <抵抗溶接の>","이차 무부하 전압, 저항 용접",napięcie wtórne w stanie bez obciążenia (przy zgrzewaniu rezystancyjnym),tensão secundária em vazio (na soldadura por resistência),sekundär tomgångsspänning (för motståndssvetsning),次级空载电压
851-12-38,maximum short-circuit currents in welding,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=851-12-38,أقصى تيارات قصر فى اللحام,"größte Kurzschlussstromstärken beim Schweißen, f",maximum short-circuit currents in welding,corrientes máximas de cortocircuito en soldadura,"courants maximaux en court circuit lors du soudage, m pl",correnti di cortocircuito massime in saldatura,溶接の最大短絡電流最大短絡電流,용접 최대단락전류,prąd zwarcia maksymalny przy zgrzewaniu,correntes máximas em curto-circuito na soldadura,maximal kortslutningsström vid svetsning,焊接最大短路电流
851-12-39,maximum effective supply current (for industrial and professional power sources),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=851-12-39,أقصي قيمة فعالة لتيار التغذية (لمصادر التغذية الصناعية والمهنية ),"größter effektiver Netzstrom (für Schweißstromquellen zum gewerblichen Gebrauch), m",maximum effective supply current (for industrial and professional power sources),corriente de alimentación eficaz máxima (para las fuentes de corriente de uso industrial y profesional),courant d'alimentation effectif maximal (pour les sources de courant à l'usage industriel et professionnel) m,corrente di alimentazione effettiva massima (per sorgenti industriali e professionali),"最大実効入力電流, <工業用及び専門家用電源のための>","최대 실효 공급전류, 산업 및 전문용 전원",prąd zasilania efektywny maksymalny,corrente de alimentação efectiva máxima (para fontes de corrente industriais e profissionais),maximal effektiv matningsspänning för yrkesmässig användning,"最大有效输入电流, <工业和专业用电源的>"
851-12-40,maximum short-circuit power,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=851-12-40,أقصي قدرة  قصر الدائرة,"größte Kurzschlussleistung, f",maximum short-circuit power,potencia máxima de cortocircuito,"puissance maximale de court-circuit, f",potenza di cortocircuito massima,最大短絡入力,최대 단락 전력,moc zwarcia maksymalna,potência máxima de curto-circuito,maximal kortslutningseffekt,最大短路功率
851-12-41,maximum welding power,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=851-12-41,أقصي قدرة لحام,"größte Schweißleistung, f",maximum welding power,potencia máxima de soldadura,"puissance maximale de soudage, f",potenza di saldatura massima,最大溶接入力,최대 용접 전력,moc spawania maksymalnamoc zgrzewania maksymalna,potência máxima de soldadura,maximal svetseffekt,·····
851-12-42,cooling power,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=851-12-42,قدرة تبريد,"Kühlleistung, f",cooling power,potencia de refrigeración,"puissance de refroidissement, f",potenza di raffreddamento,冷却能力,냉각 능력,zdolność chłodzenia,potência de arrefecimento,kyleffekt,·····
851-12-43,reset time,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=851-12-43,زمن إعادة ضبط,"Rückstellzeit, f",reset time,tiempo de reposición,"temps de réarmement, m",tempo di ripristino,リセット時間,복귀 시간,czas powrotu,tempo de reposição,återställningstid,复位时间
851-13-01,arc welding power source,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=851-13-01,مصدر قوي اللحام بالقوس الكهربائي,"Lichtbogenschweißstromquelle, f",arc welding power source,fuente de corriente de soldadura por arco,"source de courant de soudage à l'arc, f",sorgente di saldatura ad arco,アーク溶接電源,아크 용접 전원,źródło energii do spawania łukowego,fonte de corrente de soldadura por arco,bågsvetsströmkälla,电弧焊电源弧焊电源
851-13-02,limited duty welding power source,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=851-13-02,مصدر قوي لحام ذات تشغيل محدود,"Schweißstromquelle mit begrenzter Einschaltdauer, f",limited duty welding power source,fuente de corriente eléctrica de soldadura de servicio limitado,"source de courant électrique de soudage à service limité, f",sorgente di saldatura per servizio limitato,限定使用率溶接電源,한정사용율 용접 전원,źródło energii do spawania o ograniczonym obciążeniu,fonte de corrente de soldadura de serviço limitado,strömkälla med begränsade svetsdata,限制负载的焊接电源
851-13-03,plasma cutting system,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=851-13-03,نظام للقطع بالبلازما,"Plasmaschneidsystem, n",plasma cutting system,sistema de corte por plasma,"système de coupage par plasma, m",sistema di taglio plasma,プラズマ切断システム,플라스마 절단시스템,system cięcia plazmowego,sistema de corte por plasma,plasmaskärsystem,等离子体切割系统等离子切割系统
851-13-04,plasma cutting power source,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=851-13-04,مصدر قوى للقطع بالبلازما,"Stromquelle zum Plasmaschneiden, f",plasma cutting power source,fuente de corriente eléctrica para corte por plasma,"source de courant électrique de coupage par plasma, f",sorgente per taglio plasma,プラズマ切断電源,플라스미 절단 전원,źródło energii do cięcia plazmowego,fonte de corrente de corte por plasma,plasmaskärströmkälla,等离子体切割电源等离子切割电源
851-13-05,throat gap,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=851-13-05,ثغره حلق,"Armabstand, m","throat gapthroat height, US",separación útil de los brazos,"écartement utile des bras, m",distanza utile tra i bracci,ふところ間隔,스로트 간격,rozstaw ramion,afastamento útil dos braços,"armavstånd, gaphöjd",电极臂间距
851-13-06,throat depth,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=851-13-06,عمق حلق,"Ausladung, f",throat depth,longitud de los brazos,"longueur des bras, f",lunghezza dei bracci,ふところ深さ,스로트 깊이,wysięg ramion,comprimento dos braços,"armlängd, gapdjup",电极臂伸出长度
