term_id,term,term_url,ar,de,en,es,fr,it,ja,ko,pl,pt,sv,zh
714-01-12,call attempt,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=714-01-12,محاولة نداء (من المستخدم),"Anrufversuch, m",call attempt,(tentativa de) llamada (por un usuario),"tentative d'appel, fappel, m",tentativo di chiamata,呼の試行,호 시도,"próba nawiązania połączenia, f","tentativa de chamada, <por um utilizador>tentativa de ligação, <por um utilizador>",anropsförsök,呼叫尝试
714-01-13,traffic-carrying device,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=714-01-13,جهاز حمل المرور,"Einrichtung zur Verkehrsabwicklung, f",traffic-carrying device,dispositivo de tráfico,"organe de trafic, m",organo di traffico,トラフィック搬送装置,트래픽 운반 장치호 소통 장치,zespół połączeniowy,órgão de tráfego,trafikbärande organ,电信业务承载装置
714-01-14,traffic circuit,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=714-01-14,دارة مرور,"Verkehrsstromkreis, m",traffic circuit,circuito de tráfico,"circuit de trafic, m",circuito (di comunicazione),トラフィック回路,트래픽 회선,łącze obsługi ruchu,dispositivo de tráfego,trafikkrets,业务电路
714-01-15,space division,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=714-01-15,تقسيم فراغي,"Raumvielfach, n",space division,división en espacioreparto espacial,"répartition spatiale, f",divisione di spazio,空間分割,공간 분할,"podział przestrzenny, m",divisão espacial,rumsdelning,空分
714-01-16,time division,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=714-01-16,تقسيم زمنى,"Zeitvielfach, n",time division,división en tiemporetardo temporal,"répartition temporelle, f",divisione di tempo,時分割,시분할,podział czasowy,divisão temporal,tidsdelning,时分
714-01-17,frequency division,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=714-01-17,تقسيم ترددي,"Frequenzvielfach, n",frequency division,división de frecuenciasreparto de frecuencia,"répartition en fréquence, frépartition fréquentielle, f",divisione di frequenza,周波数分割,주파수 분할,podział częstotliwościowy,divisão em frequência,frekvensdelning,频分
714-01-18,code division,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=714-01-18,تقسيم شفري,"Codevielfach, n",code division,división en códigoreparto de código,"répartition en code, f",divisione di codice,符号分割,부호 분할,podział kodowy,divisão em código,koddelning,码分
714-01-19,"unidirectional, adj",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=714-01-19,احادى الاتجاه,"einfachgerichtet, Adjektivunidirektional, Adjektiv","unidirectional, adj",unidireccionalunilateral,"unilatéral, adjunidirectionnel, adjDÉCONSEILLÉ: simplex, adj",ad una viamonodirezionale (1° significato),単方向の,단방향,"jednokierunkowy, adj",unidirecionalDESACONSELHADO: simplex,enkelriktad,单向的传输
714-01-20,"bidirectional, adj",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=714-01-20,ثنائى الاتجاه,"doppeltgerichtet, Adjektivbidirektional, Adjektiv","bidirectional, adj",bidireccionalbilateral,"bilatéral, adjbidirectionnel, adjDÉCONSEILLÉ: duplex, adj",a due viebidirezionale,双方向の,쌍방향양방향,"obukierunkowy, <równoczesny przepływ informacji> adj",bidirecional,dubbelriktad,双向的传输
714-01-21,"one-way, adj",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=714-01-21,إتجاه واحد,"einseitig gerichtet, adjektivisch","one-way, adj",en sentido único,"à sens unique, adjDÉCONSEILLÉ: spécialisé, adj",monodirezionale,一方向の,단방향,"jednokierunkowy, adj",de sentido único,envägs-,单方的呼叫
714-01-22,"both-way, adj",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=714-01-22,في كلا الاتجاهين,"beidseitig gerichtet, adjektivisch","both-way, adjtwo-way, adj",en doble sentidomixto,"à double sens, adjDÉCONSEILLÉ: mixte, adj",bidirezionale,両方向の,양방향,"obustronny, <dotyczy nawiązania telekomunikacji> adj",nos dois sentidosde sentido duplo,tvåvägs-,双方的呼叫
714-01-23,outgoing,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=714-01-23,صادر (خروج),"abgehend, Adjektivgehend, Adjektiv",outgoing,salidasaliente,"sortant, adj",uscente,発信の,출중계,wychodzący,de saída,utgående,出局去话
714-01-24,incoming,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=714-01-24,وارد (دخول),"ankommend, Adjektiv",incoming,entrante,"entrant, adj",entrante,着信の,입중계,przychodzący,de entrada,inkommande,入局来话
714-01-25,originating,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=714-01-25,إبتداء,"Ursprungs…, in Zusammensetzungen",originating,de origende partida,"de départ, adj",di partenza,発信の,발신,źródłowy,de origem,avgående,始发
714-01-26,terminating,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=714-01-26,إنتهاء,"End…, in Zusammensetzungen",terminating,de llegadade terminación,"d'arrivée, adj",di arrivo,着信の,종결종단,końcowy,de chegada,avslutande,终接
714-01-27,transit,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=714-01-27,عبور,"Transit…, in ZusammensetzungenDurchgangs…, in Zusammensetzungen",transit,de tránsito,"de transit, adj",di transito,通過,중계트랜지트,tranzytowy,de trânsito,transiterande,转接
714-01-28,forward,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=714-01-28,أمامي,"Vorwärts…, in Zusammensetzungen",forward,hacia delante,"en avant, adv",in avanti,順方向,순방향,w przód,para diante,framåtgående,前向
714-01-29,backward,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=714-01-29,خلفي,"Rückwärts…, in Zusammensetzungen",backward,hacia atrás,"en arrière, adv",a ritroso,逆方向,역방향,wstecz,para trás,bakåtgående,后向
714-01-30,functional unit,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=714-01-30,وحدة وظيفية,"Funktionseinheit, f",functional unit,unidad funcional,"unité fonctionnelle, f",unità funzionale,機能単位,기능 단위,zespół funkcjonalny,unidade funcional,funktionsenhet,功能单元
714-02-01,switching (in telecommunication),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=714-02-01,الفصل والوصل(التبديل) ( فى الاتصالات  عن بعد),"Vermittlung, <in der Telekommunikation> f",switching (in telecommunication),conmutación (de telecomunicación),commutation (en télécommunication) f,commutazione,スイッチング，交換,"교환, <전기통신>스위칭",komutacja,comutação (em telecomunicação),koppling,"交换, <电信中>"
714-02-02,multiplexing,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=714-02-02,مضاعفة الإشارات,"Multiplex, n",multiplexing,multiplexado,"multiplexage, m",multiplazione,多重化,다중화,"multipleksacja, fzwielokrotnianie, n",multiplexagem,multiplexering,多路复用
714-02-03,exchange (in telecommunication),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=714-02-03,تبديل ( فى الاتصالات عن بعد ),"Vermittlungseinrichtung, <in der Telekommunikation> f",exchange (in telecommunication)switching entityswitching office (US),conmutador (en telecomunicación),"commutateur (de télécommunication) mcentral, m",centrale telefonicaautocommutatore,交換,"교환, <전기통신>",centrala (telekomunikacyjna),centralcomutador (de telecomunicação),växel,"交换局, <电信中>"
714-02-04,switching centre,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=714-02-04,مركز فصل ووصل، مركزتبديل,"Vermittlungsstelle, f",switching centre,centro de conmutación,"centre de commutation, m",centro di commutazione,交換局,교환국,węzeł komutacyjny,centro de comutação,telestationväxelstation,交换中心
714-02-05,route (in switching),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=714-02-05,مسار (في الفصل والوصل (التبديل)),"Route, <in der Vermittlung> fLeitweg, <in der Vermittlung> m",route (in switching),ruta (en conmutación),itinéraire (d'acheminement) m,instradamento,ルート経路,"경로, <교환>",trasa (połączeniowa),caminho (em comutação),vägvia,"路由, <交换中>"
714-02-06,tandem,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=714-02-06,ترادف,"Tandem, n",tandem,tránsito,"transit, m",transito,タンデム,중계탠덤,tranzyt tandem,trânsito,tandem,汇接
714-02-07,(switching) path,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=714-02-07,ممر (فصل ووصل (تبديل)),"Vermittlungsweg, m",(switching) path,itinerario (en una red de conmutación),itinéraire (dans un réseau de connexion) m,percorso della connessione,（スイッチング）パス,교환 경로,droga (połączeniowa),percurso (numa rede de conexão),kopplingsväg,交换通道
714-02-08,calling party (in telecommunication),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=714-02-08,طالب النداء (في الاتصالات عن بعد),"rufender Teilnehmer, mAnrufer, m",calling party (in telecommunication),peticionariousuario que llama (en telecomunicación),demandeur (en télécommunication) m,(utente) chiamante,発呼者,"호출 가입자, <전기통신>호출 측",strona wywołującaabonent wywołujący,chamador (em telecomunicação),A-abonnentanropande part,"主叫方, <电信中>"
714-02-09,called party (in telecommunication),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=714-02-09,مستقبل النداء (في الاتصالات عن بعد),"gerufener Teilnehmer, m",called party (in telecommunication),destinatariousuario llamado (en telecomunicación),demandé (en télécommunication) m,(utente) chiamato,被呼者,"피호출 가입자, <전기통신>",strona żądanaabonent żądany,chamado (em telecomunicação),B-abonnentanropad part,"被叫方, <电信中>"
714-02-10,free,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=714-02-10,حرّ,"frei, Adjektiv",free,libre,"libre, adj",liberodisponibile,フリー,자유사용 가능,wolny,livre,ledig,空闲
714-02-11,idle,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=714-02-11,خامل,"nichtbelegt, Adjektivin Ruhe, Adjektiv",idle,en reposo,"au repos, advde repos, adj",a riposo e non disponibile,アイドル,유휴,swobodny osiągalny,em repouso,outnyttjad,闲置
714-02-12,busy,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=714-02-12,مشغول,"belegt, Adjektivbesetzt, Adjektiv",busy,ocupado,"occupé, adj",occupato,ビジー,통화 중,zajęty,ocupado,upptagen,忙
714-02-13,busied out,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=714-02-13,وضع مشغول,"blockiert, Adjektivgesperrt, Adjektiv",busied outblocked,bloqueado,"bloqué, adj",bloccatoescluso dal servizio,ビジーアウト,불통,zablokowany,bloqueado,blockerad,闭塞
714-02-14,quiescent,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=714-02-14,ساكن,"verfügbar, Adjektiv",quiescent,pasivoquieto,"passif, adj",a riposo e non disponibile,休止,대기 휴지,bierny,passivo,passiv,待用
714-02-15,active,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=714-02-15,فعال,"aktiv, <in der Vermittlung> Adjektiv",active,,"actif, adj",attivo,アクティブ,능동,aktywny,activo,aktiv,在用
714-02-16,locally active,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=714-02-16,فعال محليا,"örtlich aktiv, Adjektiv",locally active,activo localmente,"actif localement, adj",attivo localmente,局所的にアクティブ,국부 활성,aktywny lokalnie,localmente activo,lokalt aktiv,本地在用
714-02-17,parked,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=714-02-17,متوقف,"nichtverfügbar, Adjektiv",parkedunavailable (US),en falsa llamadaestacionado,"en faux-appel, adv",in condizione di incapsulamento,滞在中,비활성불용정체,niedostępnyzaparkowany,indisponível,parkerad,待复原
714-02-18,seizure,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=714-02-18,حجز,"Belegung, f",seizure,retención,"prise, f",impegno,捕捉,포착,zajmowanie zajęcie,apreensão,anropa,占用
714-02-19,hold,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=714-02-19,انتظار لحجز,"Halten, n",hold,mantenido,"maintien, m",tenuta,保留,유지,trzymanie,retenção,belägga,保持
714-02-20,release,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=714-02-20,تحرير، اطلاق,"Freigeben, nFreigabe, f",release,liberación,"libération, f",rilascio,切断,복구,zwalnianie,libertação,frigöra,释放
714-02-21,clearing,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=714-02-21,تخليص,"Auslösen, nAuslösung, f",clearing,despeje,"relâchement, m",liberazionesvincolo,クリア,정리클리어링,rozłączanie,desvinculação,n~dkoppling,解除清除
714-02-22,successful call attempt,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=714-02-22,محاولة نداء ناجحة,"erfolgreicher Anrufversuch, m",successful call attempt,tentativa de llamada encaminada,"appel acheminé, mtentative d'appel acheminée, f",tentativo di chiamata a buon fine,呼の成功した試行,완성 호 시도,próba nawiązania połączenia skuteczna,tentativa de chamada encaminhada,fullföljt anrop,成功呼叫
714-02-23,ringing,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=714-02-23,رنين (لجرس),"Rufen, n",ringing,aviso acústicotimbrazo,"sonnerie, fappel (terme déconseillé dans ce sens) m",chiamata,鳴動,링잉,dzwonienie,toque de campainha,påringning,振铃
714-02-24,double seizure,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=714-02-24,حجز مضاعف,"Doppelbelegung, f",double seizure,doble retención,"double prise, f",doppio blocco,2重捕捉,이중 점유,zajęcie podwójne wejście na trzeciego (1),dupla apreensão,dubbelanrop,双占
714-03-01,switching stage,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=714-03-01,مرحلة فصل ووصل ( تبديل),"Wahlstufe, f",switching stage,etapa de conmutación,"étage de commutation, m",stadio di selezione,切り替え段,교환 접속 계위,stopień komutacyjny,andar de comutação,kopplingsstegväljarsteg,交换级
714-03-02,switching matrix,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=714-03-02,مصفوفة  فصل ووصل ( تبديل),"Koppelmatrix, fKoppelvielfach, n",switching matrix,matriz de conmutación,"matrice de commutation, f",matrice di commutazione,スイッチングマトリックス,교환행렬,matryca komutacyjna,matriz de comutação,väljarmatris,交换矩阵
714-03-03,switching network,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=714-03-03,شبكة  فصل ووصل ( تبديل),"Koppelnetz, n",switching network,red de conmutación,"réseau de connexion, m",rete di commutazione,スイッチング回路網,교환망,pole komutacyjne,rede de comutação,väljarnät,交换网络
714-03-04,inlet,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=714-03-04,مدخل,"Eingang, mZubringer, m",inlet,entrada,"entrée, f",ingresso,入口,유입구,wejście,entrada,ingång,入口
714-03-05,outlet,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=714-03-05,مخرج,"Ausgang, mAbnehmer, m",outlet,salida,"sortie, f",uscita,出口,배출구,wyjście,saída,utgång,出口
714-03-06,multiple,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=714-03-06,متعدد,"Vielfach, n",multiple,múltiple,"multiplage, f",ripartizione,多元,다중,wielokrocie,múltiplo,väjarmultipel,复联
714-03-07,digital switching delay,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=714-03-07,تأخير فصل ووصل (تبديل) رقمي,"digitale Durchschaltungsverzögerung, f",digital switching delay,retardo de conmutación digital,"retard de commutation numérique, m",ritardo di trasmissione attraverso la centrale,デジタルスイッチング遅延,디지털 교환 지연,opóźnienie komutacji cyfrowej,atraso de comutação numéricaatraso de comutação digital,digitalkopplingsfördröjning,数字交换时延
714-03-08,link (in switching),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=714-03-08,وصلة  فصل ووصل ( تبديل),"Zwischenleitung, fLink, <in der Vermittlung> m",link (in switching),malla,"maille, f",collegamento interstadio,リンク,"연결, <교환>링크",łącze międzymatrycowe łącze międzysekcyjne,ligação (em comutação),kopplingslänk,"链路, <交换中>"
714-03-09,link connected switching stage,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=714-03-09,مرحلة  فصل ووصل ( تبديل)  لوصلة متصلة,"Wahlstufe mit Zwischenleitungen, f",link connected switching stage,etapa de conmutación de mallas,"étage de commutation à mailles, m",rete di commutazione multistadio,リンク接続切替段階,링크 연결 교환 접속 계위,stopień komutacyjny wielosekcyjny,andar de comutação com ligações,länkkopplat väljarsteg,链路连接的交换级
714-03-10,link system,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=714-03-10,نظام وصلة,"Zwischenleitungssystem, n",link system,sistema de mallas,"système à mailles, m",sistema di commutazione a rete multistadio,リンクシステム,연결 방식,system wielosekcyjny,sistema de ligações,länksystem,链路系统
714-03-11,inter-switch link,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=714-03-11,وصلة تحويل داخلي,"Wahlstufenzwischenleitung, f",inter-switch link,mallas interetapas,"maille inter-étage, f",giunzione interstadio,スイッチ間リンク,교환간 링크,łącze międzystopniowe,ligação entre andares,mellanlänk,级间链路
714-03-12,loop system,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=714-03-12,نظام حلقي,"Ringsystem, n",loop systemring system,red en anillored en bucle,"réseau en boucle, mréseau en anneau, m",collegamento ad anello,ループ方式,고리 시스템환상 시스템,system pętlowy system pierścieniowy,rede em anel,slingsystem,环路系统
714-04-01,to set (in switching),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=714-04-01,ليضبط  ( الفصل والوصل ، التبديل),"setzen, <in der Vermittlung> Verb",to set (in switching),posicionar (en conmutación),positionner (en commutation) verbe,posizionare (un organo di commutazione),セットする,"설정, <교환>",zająć,posicionar (em comutação),koppla,"置忙, <交换中>设置"
714-04-02,to reset,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=714-04-02,ليعيد الوضع,"zurücksetzen (in der Vermittlung), Verb",to reset,poner a cero,"remettre à zéro, verbe",rilasciaremandare a riposo,リセットする,재설정,zwolnić,reposicionar,återställa,置闲复位
714-04-03,charging,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=714-04-03,شحن,"Gebührenerfassung, f",charging,tasación,"taxation, f",tassazione,課金,과금화,taryfikacja zaliczanie,taxação,debitering,计费
714-04-04,guarding,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=714-04-04,حِراسَة,"Schützen, n",guarding,guarda,"garde, m",guardia,保護,방어,zabezpieczenie prawidłowości działania,guarda,skyddande,保护
714-04-05,supervision,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=714-04-05,مراقبة,"Überwachung, f",supervision,supervisión,"supervision, f",supervisione,監視,감독,nadzorowanie połączenia,supervisão,övervakning,监视
714-04-06,translation (in switching),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=714-04-06,ترجمة (في الفصل والوصل (التبديل)),"Umwertung, <in der Vermittlung> f",translation (in switching),traducción (en conmutación),traduction (en commutation) f,traduzione,変換,"변환, <교환>",przeliczanie (w komutacji) przetwarzanie cyfr,tradução (em comutação),översättning,"译码, <交换中>"
714-04-07,identification,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=714-04-07,تعريف,"Identifizierung, f",identification,identificación,"identification, f",identificazione,特定,신원 확인,identyfikacja,identificação,identifiering,识别
714-04-08,register function,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=714-04-08,وظيفة مُسِجل,"Registerfunktion, f",register function,función de registrar,"fonction d'enregistreur, f",funzione di registro,登録機能,등록 기능레지스터 기능,funkcja rejestru,função de gravação,registerfunktion,寄存器功能
714-04-09,concentration (in switching),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=714-04-09,تركيز (في الفصل والوصل (التبديل)),"Konzentration, <in der Vermittlung> f",concentration (in switching),concentración (en conmutación),concentration (en commutation) f,concentrazione,集線,"집선, <교환>",koncentracja (w komutacji),concentração (em comutação),koncentrering,"集中, <交换中>"
714-04-10,expansion (in switching),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=714-04-10,توسّع (في الفصل والوصل (التبديل)),"Expansion, <in der Vermittlung> f",expansion (in switching),expansión (en conmutación),expansion (en commutation) f,espansione,拡張,"확장, <교환>",ekspansja (w komutacji),expansão (em comutação),expandering,"扩展, <交换中>"
714-04-11,mixing,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=714-04-11,مزج,"Mischen, <in der Vermittlung> n",mixing,mezclado (en conmutación),brassage (en commutation) m,mischiamento,ミキシング,혼합,mieszanie (w komutacji),mistura (em comutação),blandning,混合
714-04-12,path allocation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=714-04-12,تخصيص ممر,"Wegzuteilung, f",path allocation,asignación de itinerario,"recherche d'itinéraire, fallocation d'itinéraire, f",prenotazione di una via disponibile,パス割当,경로 할당,wyznaczanie drogi połączeniowej,atribuição de percurso,vägval,通道分配
714-04-13,path setting,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=714-04-13,ضبط ممر,"Wegbelegung, f",path setting,establecimiento de itinerario,"établissement d'itinéraire, m",attivazione della via prescelta,パス設定,경로 설정,zestawianie drogi połączeniowej,estabelecimento de percurso,väguppkoppling,通道设定
714-04-14,busy test,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=714-04-14,اختبار الانشغال,"Besetztprüfung, f",busy test,ensayo de ocupación,"test d'occupation, m",prova di occupato,話中試験,통화 중 시험,próba zajętości,ensaio de ocupação,upptagetprov,忙闲测试
714-04-15,forward set-up,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=714-04-15,تهيئة أمامية,"Vorwärtsaufbau, m",forward set-up,establecimiento hacia adelante,"établissement en avant, m",attivazione in avanti,順方向設定,순방향 설정,zestawianie w przód,estabelecimento para diante,uppkoppling i framriktning,前向建立
714-04-16,forward busying,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=714-04-16,وضع مشغول أمامي,"Vorwärtsbelegung, f",forward busyingforward seizure,ocupación hacia adelante,"prise en avant, f",impegno in avanti,順方向ビジー,순방향 통화중순방향 포착,zajmowanie w przód,apreensão para diante,beläggning i framriktning,前向忙前向占用
714-04-17,backward busying,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=714-04-17,وضع مشغول خلفي,"Rückwärtsbelegung, f",backward busying,ocupación hacia atrás,"coupure de disponibilité par l'extrémité entrante, f",blocco a ritroso,逆方向ビジー,역방향 통화중,blokowanie wstecz,ocupação para trás,beläggning i backriktning,后向忙
714-04-18,forward clearing,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=714-04-18,تحرير أمامي,"Vorwärtsauslösung, f",forward clearing,liberación hacia adelante,"libération en avant, f",liberazione in avanti,順方向クリア,순방향 클리어링순방향 정리,zwalnianie w przód,desvinculação para diante,nedkoppling i framriktning,前向解除
714-04-19,backward clearing,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=714-04-19,تحرير خلفي,"Rückwärtsauslösung, f",backward clearing,liberación hacia atrás,"libération en arrière, f",liberazione a ritroso,逆方向クリア,역방향 정리,zwalnianie wstecz,desvinculação para trás,nedkoppling i backriktning,后向解除
714-04-20,manual hold,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=714-04-20,حجز يدوي,"manuelles Halten, n",manual hold,retención manual,"maintien manuel, m",tenuta manuale,手動保留,수동 유지,trzymanie ręczne,retenção manual,manuell fasthållning,人工保持
714-04-21,forward hold,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=714-04-21,حجز أمامي,"Vorwärtshalten, n",forward hold,retención hacia adelante,"maintien par l'amont, m",tenuta in avanti,順方向保留,순방향 유지,trzymanie w przód,retenção para diante,fasthållning i framriktning,前向保持
714-04-22,backward hold,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=714-04-22,حجز خلفي,"Rückwärtshalten, n",backward hold,retención hacia atrás,"maintien par l'aval, m",tenuta a ritroso,逆方向保留,역방향 유지,trzymanie wstecz,retenção para trás,fasthållning i backriktning,后向保持
714-04-23,unguarded interval,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=714-04-23,فترة غير محروسة,"ungeschützte Zeit, f",unguarded interval,intervalo sin guarda,"intervalle non gardé, m",intervallo con guardia non protetta,無保護インターバル,비보호 간격,przedział niekontrolowany,intervalo sem guarda,oskyddat intervall,无保护间隔时间
714-04-24,forced release,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=714-04-24,إعتاق قسري,"Zwangsfreigabe, f",forced release,liberación forzada,"libération forcée, f",rilascio forzato,強制切断,강제 복구,zwalnianie wymuszone,libertação forçada,tvångsnedkoppling,强迫释放
