term_id,term,term_url,ar,de,en,es,fr,it,ja,ko,pl,pt,zh
485-02-05,"cathode, <in fuel cells>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-02-05,"مهبط, <في خلايا الوقود>","Kathode, <in Brennstoffzellen> f","cathode, <in fuel cells>","cátodo, m","cathode, <dans les piles à combustible> f","catodo, <in celle a combustibile>","正極, <燃料電池における>空気極","공기극, <연료전지>","katoda, f","cátodo, <em pilhas de combustível>","阴极, <燃料电池中>"
485-02-06,catalyst layer,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-02-06,طبقة المادة المحفزه للتفاعل الكِيمْيَائِيّطبقة نشطة,"Katalysatorschicht, faktive Schicht, f",catalyst layeractive layer,"capa de catalizador, fcapa catalítica, f","couche catalytique, fcouche active, f",strato cataliticostrato attivo,触媒層,촉매 층,"warstwa katalizatora, fwarstwa aktywna, f",camada catalítica,催化层活性层
485-02-07,three-phase boundary,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-02-07,إطار ثلاثي,"Dreiphasengrenze, f",three-phase boundary,"frontera de tres fases, m","point triple, m",interfaccia trifasicainterfaccia trifase,三相界面,삼상 경계면,"obszar trzech faz, <w dyfuzyjnej elektrodzie gazowej> m",ponto triplo,三相界面
485-02-08,active area,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-02-08,منطقة نشطةمنطقة فعالة,"aktive Fläche, feffektive Fläche, f",active areaeffective area,"área activa, f","surface active, fsurface effective, f",area geometrica attiva,有効電極面積,활성 면적유효면적,"powierzchnia aktywna, fpowierzchnia użyteczna, f",área ativa,活性面积有效面积
485-02-09,electrochemical surface area,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-02-09,المساحة السطحية للمادة المحفزه للتفاعل الكِهروكِيمْيَائِيّ,"elektrochemische Oberfläche, f",electrochemical surface area,"área activa electroquímica, f","surface électrochimique, f",area della superficie elettrochimicamente attiva,電気化学的表面積,전기화학 표면적,"elektrochemiczna powierzchnia aktywna, f",área de superfície eletroquímica,电化学表面积
485-02-10,specific surface area,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-02-10,المساحة السطحية النوعية للمادة المحفزه للتفاعل الكِيمْيَائِيّ,"spezifische Oberfläche, f",specific surface area,"área específica, f","surface spécifique, f","area specifica della superficie elettrochimicamente attiva, <riferita a massa o volume>",比表面積,비표면적,"jednostkowy obszar powierzchniowej aktywności elektrochemicznej, mpowierzchnia właściwa, f",área de superfície específica,比表面积
485-02-11,specific activity,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-02-11,نشاط نوعينشاط كمي,"spezifische Aktivität, <von Brennstoffzellen> fMassenaktivität, <von Brennstoffzellen> f",specific activitymass activity,"actividad específica, factividad másica, f","activité spécifique, factivité de la masse, f",attività specifica,比活性,비활성도비방사능,"aktywnosć właściwa, faktywność względna, f",atividade específica,比活性质量活性
485-02-12,roughness factor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-02-12,معامل الخشونة,"Rauheitsfaktor, m",roughness factor,"factor de rugosidad, m","facteur de rugosité, m",fattore di rugosità,粗さ因子,거칠기 인자조도 인자,"współczynnik chropowatości, <stosunek wielkości powierzchni elektrochemicznej do powierzchni aktywnej> m",fator de rugosidade,粗糙系数
485-02-13,"porosity, <of an electrode>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-02-13,"مسامية, <للإلكترود>","Porosität, <einer Elektrode> f","porosity, <of an electrode>","porosidad, f","porosité, <d'une électrode> f","porosità, <di un elettrodo>","気孔率, <電極の>","기공도, <전극>기공률","porowatość, <elektrody> f","porosidade, <de um elétrodo>","孔隙率, <电极的>"
485-03-01,"electrolyte, <in fuel cells>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-03-01,إلكتروليت,"Elektrolyt, <in Brennstoffzellen> m","electrolyte, <in fuel cells>","electrolito, m","électrolyte, <dans les piles à combustible> m","elettrolita, <in celle a combustibile>elettrolito, <in celle a combustibile>","電解質, <燃料電池における>","전해질, <연료전지>전해액","elektrolit, <w ogniwach paliwowych> m","eletrólito, <em pilhas de combustível>","电解质, <燃料电池中>"
485-03-02,filling level,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-03-02,مستوى الملء,"Füllstand, m",filling level,"nivel de ocupación, fsaturación, f","niveau de remplissage, m","livello di riempimento, <di un componente poroso della cella a combustibile>frazione di riempimento di elettrolita, <di un componente poroso della cella a combustibile>",充填レベル,충전 수위,"poziom wypełnienia, m",nível de enchimento,填充度
485-03-03,electrolyte leakage,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-03-03,تسرب الإلكتروليت,"Elektrolyt-Leckage, f",electrolyte leakage,"fuga de electrolito, f","fuite d'électrolyte, f","fuga di elettrolita, <verso l'esterno della cella>colatura di elettrolita, <solo per elettrolita liquido o gel>",電解質漏れ,전해질 누출,"wyciek elektrolitu, m",fuga de eletrólito,电解液泄漏
485-03-04,electrolyte loss,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-03-04,فقد الإلكتروليت,"Elektrolytverlust, m",electrolyte loss,"pérdida de electrolito, f","perte d'électrolyte, f",perdita di elettrolita,電解質損失,전해질 손실,"utrata elektrolitu, f",perda de eletrólito,电解质损失
485-03-05,electrolyte matrix,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-03-05,نسيج مسامى للإلكتروليت,"Elektrolytmatrix, f",electrolyte matrix,"matriz de electrolito, f","matrice d'électrolyte, f",matrice elettrolitica,電解質マトリックス,전해질 지지체,"podłoże elektrolitu, nmatryca elektrolitu, f",matriz de eletrólito,电解质基体
485-03-06,electrolyte migration,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-03-06,نزوح الإلكتروليت,"Elektrolytmigration, f",electrolyte migration,"migración de electrolito, f","migration d'électrolyte, f",migrazione elettrolitica,電解質移動,전해질 이동,"migracja elektrolitu, f",migração de eletrólito,电解质迁移
485-03-07,electrolyte reservoir,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-03-07,خزان الإلكتروليت,"Elektrolytreservoir, n",electrolyte reservoir,"reservorio de electrolito, m","réservoir d'électrolyte, m",serbatoio di elettrolita,電解質リザーバ,전해질 저장용기,"zbiornik elektrolitu, mzbiornik na elektrolit, m",reservatório para eletrólito,电解质存储器
485-04-01,membrane electrode assembly,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-04-01,تجميع نسيج مسامى لحفظ الإلكترود,"Membranelektrodenbaugruppe, fMEA",membrane electrode assemblyMEA,"ensamblaje membrana-electrodo, m","assemblage membrane-électrode, mMEA, m",assemblato membrana - elettrodi,膜電極接合体,막-전극 접합체,"zespół elektrody membranowej, mMEA",conjunto de elétrodos com membrana,膜电极组件MEA
485-04-02,membrane electrode assembly area,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-04-02,منطقة تجميع نسيج مسامى لحفظ الإلكترود,"Membranelektroden-Montagebereich, mMEA-Bereich, m",membrane electrode assembly areaMEA area,"área del ensamblaje membrana-electrodo, f","surface de l'assemblage membrane-électrode, fsurface MEA, f",area geometrica dell'assemblato membrana - elettrodi,膜電極接合体面積,막-전극 접합체 면적,"obszar zespołu elektrody membranowej, mobszar MEA",área de conjunto de elétrodos com membrana,膜电极组件面积MEA面积
485-04-03,catalyst-coated membrane,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-04-03,نسيج مسامى مغلف للمادة المحفزه للتفاعل الكِيمْيَائِيّ,"Katalysator-beschichtete Membran, fCCM",catalyst-coated membraneCCM,"membrana recubierta de catalizador, f","membrane revêtue d'un catalyseur, fCCM, f",membrana rivestita con strato catalitico,触媒塗布膜,촉매도포막,"membrana pokryta katalizatorem, fCCM",membrana revestida de catalisador,催化剂涂层膜CCM
485-04-04,catalyst-coated substrate,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-04-04,طبقة نسيج مسامى مغلف للمادة المحفزه للتفاعل الكِيمْيَائِيّ,"Katalysator-beschichtetes Substrat, nCCS",catalyst-coated substrateCCS,"sustrato recubierto de catalizador, msubstrato cubierto de catalizador, m","substrat revêtu d'un catalyseur, mCCS, m",substrato rivestito con strato catalitico,触媒塗布基材,촉매도포기재,"podłoże pokryte katalizatorem, nCCS",substrato revestido de catalisador,催化剂涂层基质CCS
485-04-05,gas diffusion layer,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-04-05,طبقة إنتشار الغازطبقة إنتقال المسامية,"Gasdiffusionsschicht, fGDLporöse Transportschicht, fPTL",gas diffusion layerGDLporous transport layerPTL,"capa difusora de gas, f","couche de diffusion du gaz, fGDL, fcouche de transport poreuse, fPTL, f",strato diffusivostrato poroso per la diffusione del gas,ガス拡散層,기체확산층,"warstwa przepuszczająca gazy, fporowata warstwa transportowa, fwarstwa dyfuzyjna dla gazu, fGDL",camada de difusão gasosa,气体扩散层GDL多孔传输层PTL
485-05-01,planar cell,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-05-01,خلية وقود مسطحة,"planare Zelle, f",planar cell,"celda plana, f","pile plane, f",cella planare,平板形セル,평판형 전지,"ogniwo planarne, nogniwo płaskie, n",pilha plana,平板电池
485-05-02,single cell,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-05-02,خلية وقود مفردة,"Einzelzelle, f",single cell,"monocelda, f","cellule élémentaire, f",cella singolamonocella,単セル,단전지,"pojedyncze ogniwo, <podstawowy człon stosu ogniw paliwowych> nogniwo podstawowe, <podstawowy człon stosu ogniw paliwowych> n",célula elementar,单电池
485-05-03,tubular cell,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-05-03,خلية وقود انبوبية,"tubulare Zelle, f",tubular cell,"celda tubular, f","pile tubulaire, f",cella tubolare,円筒形セル,관형 전지,"ogniwo cylindryczne, n",pilha tubular,管状电池
485-05-04,cell area,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-05-04,مساحة سطح الخلية,"Zellfläche, f",cell area,"área de celda, f","surface de la cellule, f",area di cella,セル面積,전지 면적,"powierzchnia ogniwa, fpowierzchnia ogniwa podstawowego, f",área de célula,电池面积
485-06-01,fuel cell stack,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-06-01,حزمة خلية الوقود,"Brennstoffzellenstapel, mStack, m",fuel cell stackstack,"pila de combustible de múltiples celdas, fpila de combustible, fpila multicelda, n f","pile à combustible, fpile, f",pila a combustibile,セルスタック,연료전지 적층,"stos ogniw paliwowych, mzespół ogniw paliwowych, mstos, m",pilha de combustível,燃料电池堆堆
485-06-02,short stack,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-06-02,حزمة خلية وقود صغيرة,"kurzer Stapel, mKurzstack, m",short stack,"pila multicelda reducida, mpila reducida, f","pile réduite, f",pila a combustibile con poche celle,ショートスタック,부족 적층,"mały zespół, <ogniw paliwowych> m",pilha reduzida,短堆
485-06-03,substack,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-06-03,حزمة خلية وقود فرعية,"Teilstapel, mTeilstack, m",substack,"subapilamiento, melemento de pila, f","élément de pile, m",sottogruppo di pila a combustibilesottounità di pila a combustibile,サブスタック,부분 적층,"podzespół, <ogniw paliwowych> m",elemento de pilha,次堆
485-06-04,bipolar plate,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-06-04,لوح ثنائي القطبية,"Bipolarplatte, fbipolare Trennplatte, f",bipolar plategas distribution plateseparator platebipolar separating plate,"placa bipolar, fplaca distribuidora de gas, f","plaque bipolaire, fplaque de distribution du gaz, fplaque séparatrice, fplaque de séparation bipolaire, f",piatto bipolarepiastra bipolare,セパレータ,양극판,"płyta bipolarna, fpłyta dystrybująca gas, fpłyta separująca, fbipolarna płyta separująca, f",placa bipolar,双极板
485-06-05,interconnector,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-06-05,موصل داخلي,"Verbinder, m",interconnector,"interconector, m","interconnecteur, m",interconnettore,インタコネクタ,연결체,"połączenie sprzęgające, n",interconector,内部连接体
485-06-06,end plate,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-06-06,نهاية اللوح,"Endplatte, fEndrahmen, mDruckplatte, f",end platestack end framecompression end plateclamping plate,"placa final, f","plaque d'extrémité, fextrémité du châssis de la pile à combustible, fplaque d'extrémité de compression, fplaque étau, f",piatto terminalepiastra terminale,締付板エンドプレート,체결판,"płyta końcowa, framka końcowa stosu, fkońcowa płyta ściskająca, <elementy stosu> f",placa de extremidade,端板
485-06-07,current collector,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-06-07,مجمع التيار,"Stromabnehmer, m",current collector,"colector de corriente, m","collecteur de courant, m",collettore di corrente,集電板,집전체,"kolektor prądowy, modbierak prądu, m",coletor de corrente,电流集流体
485-06-08,stack terminal,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-06-08,أطراف حزمة خلية الوقودقضبان توزيع,"Stackanschluss, mSammelschiene, f",stack terminalbus bar,"borne de la pila, mterminal de la pila, m","borne de la pile, fbarre omnibus, f","polo della pila, <di celle a combustibile>",出力端子,적층 단자스택 단자,"zacisk odbiorczy stosu, mszyna zbiorcza, f",terminal da pilha,电池堆电端母线板
485-06-09,"series connection, <in stacks>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-06-09,"توصيل على التوالى, < فى حزم خلية الوقود>","Reihenschaltung, <in Stapeln> f","series connection, <in stacks>","conexión en serie, f","connexion série, <dans des piles> f","connessione in serie, <in pile a combustibile>collegamento in serie, <in pile a combustibile>","直列接続, <スタックにおける>","직렬 연결, <적층>직렬 접속","połączenie szeregowe, <w stosie> n","conexão série, <em pilhas>","串联, <堆中>"
485-06-10,"gas seal, <in stacks>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-06-10,"مانع تسرب الغاز, <فى حزم خلية الوقود>","Gasdichtung, <in Stapeln> f","gas seal, <in stacks>","junta estanca al gas, f","étanchéité au gaz, <dans des piles> f","guarnizione gas, <in pile a combustibile>","ガスシール, <スタックにおける>","기체 밀봉, <적층>","uszczelnienie gazowe, <w stosie> n","estanquidade aos gases, <em pilhas>","气体密封, <堆中>"
485-06-11,wet seal,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-06-11,مانع تسرب الرطوبة,"Nassdichtung, f",wet seal,"junta estanca a la humedad, f","joint humide, m","guarnizione a liquido, <in pile a combustibile>tenuta a umido",ウエットシール,액체 밀봉,"uszczelnienie, <odporne na wyciek gazu> n",junta húmida,湿封
485-06-12,repeat part,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-06-12,جزء متكرر,"Wiederholteil, m",repeat part,"parte repetida, f","partie répétée, f",componente ripetitivocomponente ricorrente,反復部品,반복부,"część powtarzalna, f",parte repetida,重复部件
485-06-13,non-repeat part,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-06-13,جزء غير متكرر,"Nicht-Wiederholteil, m",non-repeat part,"parte no repetida, f","partie non répétée, f",componente non ripetitivocomponente non ricorrente,非反復部品,비반복부,"część niepowtarzalna, f",parte não-repetida,非重复部件
485-06-14,axial load,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-06-14,حمل محوري,"axiale Kraft, f",axial load,"carga axial, f","charge axiale, f",carico assialecompressione assiale,軸荷重,축 방향 하중,"obciążenie wzdłużne, n",carga axial,轴向负荷
485-06-15,manifold,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-06-15,نظام الوقود والعادم,"Sammler, m",manifold,"colector de fluidos, m","collecteur, m",collettore,マニホールド,다양체,"panel rurowy rozgałęźny, m",coletor,公共管道歧管
485-06-16,"stacking, <in fuel cells>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-06-16,"تجميع حزم, <فى خلايا الوقود>","Stapeln, <in Brennstoffzellen> n","stacking, <in fuel cells>","apilamiento, m","empilement, <des cellules élémentaires à combustible> m","impilare, <in celle a combustibile>","積層化, <燃料電池における>","적층, <연료전지>적층","tworzenie stosu, <ogniw paliwowych> n","empilhamento, <em células elementares de combustível>","电池堆组装, <燃料电池中>"
485-06-17,co-flow,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-06-17,تدفق فى نفس الإتجاه,"Gleichstromanordnung, f",co-flow,"coflujo, m","co-flux, m",flussi adiacenti nella stessa direzione,並行流,동방향 흐름,"przepływ w tym samym kierunku, m",co-fluxo,并流
485-06-18,counter flow,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-06-18,تدفق عكسى,"Gegenstromanordnung, f",counter flow,"contraflujo, m","contre-flux, m",flussi adiacenti in direzione opposta,対向流,역방향 흐름,"przepływ w przeciwnym kierunku, m",contrafluxo,逆流
485-06-19,cross flow,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-06-19,تدفق عرضي,"Kreuzstromanordnung, f",cross flow,"flujo cruzado, m","flux croisé, m",flussi adiacenti incrociati,直交流,교차 흐름,"przepływ krzyżujący się, m",fluxo cruzado,交叉流动
485-06-20,dead-end flow,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-06-20,نهاية سريان مغلقة,"„Dead-End“-Konfiguration, f",dead-end flow,"flujo sin salida, m","flux en impasse, m",flusso senza uscita,デッドエンドフロー,막힌 흐름,"konfiguracja bez odpływu, <pojedynczego ogniwa lub stosu ogniw paliwowych> f",fluxo em impasse,闭端流动
485-06-21,"land, <in a flow field>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-06-21,"نتؤ, <فى تدفق المجال>","Land, <in einem Strömungsfeld> n","land, <in a flow field>","costilla, f","dent, <relative aux chemins d'écoulement> f","dente, <nei percorsi di flusso>","リブ構造, <フローフィールドにおける>","땅, <흐름 장>","pole kontaktowe, <w polu przepływu> n","dente, <num caminho de escoamento>","脊, <流场中>"
485-06-22,fuel utilization,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-06-22,إستخدام الوقود,"Brennstoffnutzungsgrad, m",fuel utilization,"utilización del combustible, faprovechamiento de combustible, m","utilisation du combustible, fstœchiométrie, f",fattore di utilizzo del combustibile,燃料利用率,연료 이용,"wykorzystanie paliwa, n",utilização do combustível,燃料利用率
485-06-23,oxidant utilization,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-06-23,إستخدام المؤكسد,"Oxidationsmittelnutzungsgrad, m",oxidant utilization,"utilización del oxidante, faprovechamiento de oxidante, m","utilisation de l'oxydant, fstœchiométrie de l'air, f",fattore di utilizzo dell'ossidante,酸化剤利用率,산화제 이용,"wykorzystanie środka utleniającego, n",utilização do oxidante,氧化剂利用率
485-06-24,gas leakage,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-06-24,تسرب غاز,"Gasleckage, f",gas leakage,"fuga de gas, f","fuite de gaz, f",fuga di gas,ガスリーク,기체 누출,"wyciek gazu, mubytek gazu, m",fuga de gás,气体泄漏量
485-06-25,crossover,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-06-25,تسرب عرضي,"Crossover, nCross Leakage, f",crossovercross leakage,"cruzamiento, mtraspaso, mfuga transversal, fcruce de reactantes, m","perméation, ffuite transversale, f","crossovertrafilamento, <di reagenti attraverso l'elettrolita>",クロスリーク,투과,"wyciek w obydwu kierunkach, m",permeação,串漏交叉泄漏
485-07-01,raw fuel,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-07-01,الوقود الخام,"Rohbrennstoff, m",raw fuel,"combustible sin acondicionar, mcombustible sin tratar, m","combustible brut, m",combustibile grezzo,原燃料,원연료,"paliwo surowe, n",combustível bruto,原燃料
485-07-02,desulfurizer,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-07-02,مزيل الكبريت,"Entschwefelungseinrichtung, f",desulfurizer,"desulfurizador, m","désulfuriseur, m",desolforatore,脱硫器,탈황기,"odsiarczacz, m",dessulfurante,脱硫器
485-07-03,reformer,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-07-03,مهدرج,"Reformer, m",reformer,"reformador, m","reformeur, m",reformer,改質器,개질기,"reformer, m",reformador,重整器
485-07-04,catalytic combustion type reformer,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-07-04,مهدرج يستخدم الحرارة الناتجة من التحفيزالكِيمْيَائِيّ,"Reformer mit katalytischem Brenner, m",catalytic combustion type reformer,"reformador autotérmico, m","reformeur à combustion catalytique, m",reformer a combustione catalitica,触媒燃焼式改質器,촉매 연소형 개질기,"reformer wykorzystujący spalanie katalityczne, m",reformador de combustão catalítica,催化燃烧型重整器
485-07-05,direct fired type reformer,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-07-05,مهدرج من النوع ذو احتراق مباشر,"Reformer mit Direktbefeuerung, m",direct fired type reformer,"reformador de combustión directa, m","reformeur à combustion directe, m",reformer a fiamma diretta,直接燃焼式改質器,직접 연소형 개질기,"reformer z nagrzewem bezpośrednim, m",reformador de combustão direta,直接燃烧型重整器
485-07-06,reforming,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-07-06,هدرجة,"Reformierung, f",reforming,"reformado, m","reformage, m",reforming,改質,개질,"reforming, m",reformação,重整
485-07-07,external reforming,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-07-07,هدرجة خارجية,"externe Reformierung, f",external reforming,"reformado externo, m","reformage externe, m",reforming esterno,外部改質,외부 개질,"reforming zewnętrzny, m",reformação externa,外部重整
485-07-08,internal reforming,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-07-08,هدرجة داخلية,"interne Reformierung, f",internal reforming,"reformado interno, m","reformage interne, m",reforming interno,内部改質,내부 개질,"reforming wewnętrzny, m",reformação interna,内部重整
485-07-09,partial oxidation reforming,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-07-09,هدرجة بالأكسدة الجزئيةالأكسدة الجزئية,"Reformierung durch partielle Oxidation, fPOX",partial oxidation reformingPOXpartial oxidation,"reformado por oxidación parcial, mPOX, m","reformage par oxydation partielle, mPOX, foxydation partielle, f",reforming a ossidazione parziale,部分酸化改質,부분 산화 개질,"reforming częściowego utleniania, mczęściowe utlenianie, nPOX",reformação por oxidação parcialPOX,部分氧化重整部分氧化POX
485-07-10,steam reforming,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-07-10,هدرجة بالبخار,"Dampfreformierung, fSR",steam reformingSR,"reformado con vapor de agua, mSR, m","reformage du flux, mSR, m",reforming a vapore,水蒸気改質,수증기 개질,"reforming parowy, mSR",reformação a vaporreformação do fluxo,水蒸汽重整SR
485-07-11,shift converter,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-07-11,محول إزاحةمحول إزاحة ماء / غاز,"Shiftreaktor, m",shift converterwater gas shift converter,"reactor de desplazamiento de vapor de agua, mreactor de ""water-gas-shift"", m","convertisseur de réaction, mconvertisseur de la réaction de gaz à l'eau, m",reattore di shift,一酸化炭素変成器,시프트 변환기,"konwerter zmiany, mkonwerter zmiany woda gaz, m",conversor de reação,变换反应器水气变换反应器
485-07-12,gas clean-up,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-07-12,تنظيف الغاز,"Gasreinigung, f",gas clean-up,"purificación de gases, f","épuration du gaz, f",purificazione del gas,ガス精製,기체 정제,"czyszczenie gazu, n",limpeza de gás,气体净化
485-07-13,reformate gas,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=485-07-13,غاز مهدرج,"reformiertes Gas, nReformat, n",reformate gas,"gas de reformado, m","gaz reformé, m",gas da reforming,改質ガス,개질 기체,"gaz reformowany, m",gás reformado,重整气
