term_id,term,term_url,ar,de,en,es,fr,it,ja,ko,pl,pt,sv,zh
721-01-11,picture facsimile,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=721-01-11,ناسوخ صور,"Bildfaksimile, n",picture facsimile,grabado facsímil,"télécopie nuancée, f",facsimile a più livelli di grigio,画像ファクシミリ,화상 팩시밀리,telekopia odcieniowa telekopia półtonowa,telecópia matizada,bildfaksimil,
721-01-12,phototelecopy,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=721-01-12,صورة ضؤوكهربائية,"Fototelegrafie, f",phototelecopyphototelegraphy,fototelecopiafototelegrafía,"phototélécopie, fphototélégraphie, f",foto facsimile,写真電信,사진 전송,fototelekopiafototelegrafia,fototelecópiafototelegrafia,fotofaksimil,
721-01-13,telegraph service,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=721-01-13,خدمة برقية,"Telegrafendienst, m",telegraph service,telegrafico (servicio),"service télégraphique, m",servizio telegrafico,電信業務,전신 서비스,usługa telegraficzna,serviço telegráfico,telegrafitjänst,
721-01-14,telegram service,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=721-01-14,خدمة البرقيات,"öffentlicher Telegrammdienst, mTelegrammdienst, m",telegram servicepublic telegram service,servicio telegráfico públicotelegramas (servicio de),"service des télégrammes, mservice télégraphique public, m",servizio telegrammiservizio pubblico di inoltro telegrammi,電報業務,전보 서비스,usługa telegramowa,serviço de telegramasserviço telegráfico público,telegramtjänst,
721-01-15,telex (service),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=721-01-15,إبراق متحكم به من المشترك (خدمة),"Telexdienst, mTelex, n",telex (service),télex (servicio),"(service) télex, m",servizio telex,テレックス,가입 전신 서비스,teleks,(serviço de) telex,,
721-01-16,supertelex (service),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=721-01-16,إبراق متحكم به من المشترك بسرعة أعلى (خدمة),"Hochgeschwindigkeitstelexdienst, mHochgeschwindigkeitstelex, n",supertelex (service)high speed telex,supertélex (servicio),"(service) supertélex, mtélex rapide, m",servizio supertelexservizio telex ad alata velocità,スーパーテレックス,초 가입 전신 서비스고속 가입 전신,superteleks,(serviço de) supertelex(serviço de) telex de alta velocidade,supertelextjänst,
721-01-17,teletex (service),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=721-01-17,إبراق متحكم به من المشترك بخدمة الطباعة ومعالجة النصوص (خدمة),"Teletexdienst, mTeletex, nBürofernschreiben, n",teletex (service),teletexto (servicio),"(service) télétex, m",servizio teletex,テレテックス,텔레텍스 서비스,teleteleks,(serviço de) teletexto,teletextjänst,
721-02-01,discretely-timed signal,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=721-02-01,إشارات متقطعة زمنياً,"zeitdiskretes Signal, ndiskretes Signal, n",discretely-timed signaldiscrete signal,señal (temporal) discreta,"signal temporel discret, msignal discret, m",segnale campionato,時間的離散信号離散的信号,이산 시간 신호,"sygnał dyskretny w czasie, m",sinal alternado discretosinal temporal discreto,diskret signal,时间离散信号
721-02-02,digital signal,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=721-02-02,إشارة رقمية,"digitales Signal, n",digital signal,señal digital,"signal numérique, m",segnale numerico,デジタル信号,디지털 신호,sygnał cyfrowy,sinal digitalsinal numérico,digital signal,
721-02-03,analogue signal,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=721-02-03,إشارة تماثلية,"analoges Signal, n",analogue signal,señal analógica,"signal analogique, m",segnale analogico,アナログ信号,아날로그 신호,"sygnał analogowy, m",sinal analógico,analog signal,模拟信号
721-02-04,sampling (of a signal),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=721-02-04,أخذ عينات (للإشارة),"Abtastung, <eines Signals> f",sampling (of a signal),muestreo (de una señal),échantillonnage (d'un signal) m,campionamento,サンプリング,"표본화, <신호>샘플링, <신호>",próbkowanie (sygnału),amostragem (de um sinal),sampling,
721-02-05,quantization,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=721-02-05,تقدير الكمية (للكمية),"Quantisierung, f",quantizationquantizing,cuantificación (de una magnitud),"quantification, f",quantizzazione,量子化,"양자화, <양>","kwantowanie, <wielkości> n",quantização,kvantisering,量化
721-02-06,signal element,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=721-02-06,عنصر إشارة,"Signalelement, n",signal element,elemento de señal,"élément de signal, m",campione di un segnale,信号エレメント,신호 요소,element sygnału,elemento de sinal,signalelement,
721-02-07,digit,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=721-02-07,رقم,"Digit, nZiffer, <in der Telekommunikation> f",digit,dígitoelemento numérico (desaconsejado),"élément numérique, m",elemento numerico,ディジット,디지트숫자,"element cyfrowy, m",digitoelemento numérico,siffra,数字
721-02-08,binary digit,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=721-02-08,رقم ثنائي,"Bit, nBinärziffer, f",binary digitbitDEPRECATED: unit elementDEPRECATED: unit,bitelemento binario,"élément binaire, mbit, mDÉCONSEILLÉ: digit, mDÉCONSEILLÉ: élément unitaire, mDÉCONSEILLÉ: moment, m",elemento binariobit,2進数字,이진 숫자,"cyfra w zapisie binarnym, fbit, mcyfra binarna, f",dígito bináriobitelemento binário,bit,二进制数字
721-02-09,binary figure,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=721-02-09,عدد ثنائي,"Dualziffer, f",binary figure,cifra binaria,"chiffre binaire, m",cifra binaria,2進数字,이진 숫자,"postać binarna, f",algarismo binário,binär siffra,二进制字符
721-02-10,n-ary digit,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=721-02-10,عنصر من مصفوفة نونية,"n-äres Digit, nn-äre Ziffer, f",n-ary digit,elemento n-ario,"élément n-aire, m",cifra multipla,ｎ進法の数,n 진 숫자,"cyfra n-arna, f",dígito n-ário,n-när siffra,n进制数字
721-02-11,n-bit byte (1),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=721-02-11,مجموعة أعداد ثنائية  نونية الخانة (1),"n-bit-Byte, n",n-bit byte (1),multiplete,"multiplet, m",byte,"nビットバイト, <関連エントリー：721-02-19>","n 비트 바이트, <관련엔트리: 721-02-19>",bajt,multipletobyte (de n bits),bitgrupp,
721-02-12,doublet,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=721-02-12,مجموعة أعداد ثنائية من (2 خانة ),"Dublett, n","doublet2-bit byte, USdoublet byteDEPRECATED: dibit",dipolo,"doublet, mDÉCONSEILLÉ: dibit",coppia,2ビットバイト,2 비트 바이트더블릿,bajt 2-bitowy,dobletobyte de 2 bits,tvåbitsgrupp,
721-02-13,triplet,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=721-02-13,مجموعة أعداد ثنائية من ( 3 خانات ),"Triplett, n","triplet3-bit byte, UStriplet byteDEPRECATED: tribit",triplete,"triplet, mDÉCONSEILLÉ: tribit, m",terna,3ビットバイト,3 비트 바이트트리플릿,bajt 3-bitowy,tripleto,trebitsgrupp,
721-02-14,quartet (byte),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=721-02-14,مجموعة أعداد ثنائية من ( 4 خانات ),"4-bit-Byte, n",quartet (byte)4-bit byte (US),cuartete,"quartet, m",gruppo di quattro bit,4ビットバイト,4비트 바이트쿼텟,bajt 4-bitowy,quartetobyte de 4 bits,fyrbitsgrupp,
721-02-15,quintet (byte),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=721-02-15,مجموعة أعداد ثنائية من ( 5 خانات ),"5-bit-Byte, n",quintet (byte)5-bit byte (US),quintete,"quintet, m",gruppo di cinque bit,5ビットバイト,5 비트 바이트퀸텟,bajt 5-bitowy,quinteto,fembitsgrupp,
721-02-16,sextet (byte),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=721-02-16,مجموعة أعداد ثنائية من  ( 6 خانات ),"6-bit-Byte, n",sextet (byte)6-bit byte (US),sextete,"sextet, m",gruppo di sei bit,6ビットバイト,6 비트 바이트섹스테트,bajt 6-bitowy,sexteto,sexbitsgrupp,
721-02-17,septet (byte),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=721-02-17,مجموعة أعداد ثنائية من ( 7 خانات ),"7-bit-Byte, n",septet (byte)7-bit byte (US),septete,"septet, m",gruppo di sette bit,7ビットバイト,7 비트 바이트셉텟,bajt 7-bitowy,septeto,sjubitsgrupp,
721-02-18,byte,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=721-02-18,مجموعة أعداد ثنائية من ( 8 خانات ),"Byte, nOktett, n8-bit-Byte, n","byteoctet8-bit byte, US",octete,"octet, m",otteto,バイト,바이트옥텟,"8-bitowy bajt, moktet, m",octetoByteByte de 8 bits,åttabitsgrupp,"字节, <数字传输>八位组, <数字传输>8 比特字节, <数字传输>"
721-02-19,n-bit byte (2),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=721-02-19,مجموعة أعداد ثنائية  نونية الخانة (2),"n-bit-Byte (2), n",n-bit byte (2),n-teto,"n-uplet, m",gruppo di n bit,"nビットバイト, <関連エントリー：721-02-11>",N 비트 바이트,bajt n-bitowy,n-pletobyte de n bits,n-bitsgrupp,
721-02-20,code,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=721-02-20,شفرة ،رمز,"Code, m",code,código,"code, m",codice,符号,부호,kod,código,kod,
721-02-21,code conversion,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=721-02-21,تحويل شفرة,"Codeumsetzung, f",code conversiontranscoding,conversión de código,"transcodage, mconversion de code, f",conversione di codice,符号変換,부호 변환,"konwersja kodu, ftranskodowanie, nprzekodowywanie, n",transcodificaçãoconversão de código,kodkonvertering,码变换转码
721-02-22,significant condition,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=721-02-22,شرط هام,"signifikanter Zustand, m",significant condition,estado significativo,"état significatif, m",stato significativo,有意状態,유의 조건,stan znamienny,estado significante,signifikant tillstånd,
721-02-23,number of significant conditions,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=721-02-23,عدد من الشروط الهامة,"Anzahl der signifikanten Zustände, fStufenzahl, f",number of significant conditions,número de estado significativovalencia,"valence, <d'un élément de signal> f",numero di stati significativi,有意状態の数,유의 상태수,"wartościowość kodu, fliczba stanów znaczących, f",número de estados significativos,antal signifikanta tillstånd,特征状态数
721-02-24,two conditions,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=721-02-24,شرطان,"zweistufig, Adjektiv",two conditions,bivalente,"bivalent, adj",due stati,2状態,이 조건,dwuwartościowy,bivalente,tvåtillstånd,
721-02-25,three conditions,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=721-02-25,ثلاثة شروط,"dreistufig, Adjektiv",three conditions,trivalente,"trivalent, adj",tre stati,3状態,삼조건,trójwartościowy,trivalente,tretillstånd,
721-02-26,four conditions,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=721-02-26,أربعة شروط,"vierstufig, Adjektiv",four conditions,tetravalente,"tétravalent, adj",quattro stati,4状態,사 조건,czterowartościowy,tetravalente,fyrtillstånd,
721-02-27,change-over,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=721-02-27,تغيير/تبديل,"Zustandswechsel, m",change-over,mutación,"mutation, f",cambiamento di stato,切り替え,전환,zmiana stanu znamiennego,mutaçãomudança de estado,tillståndsväxling,
721-02-28,transition,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=721-02-28,إنتقال,"Zustandsübergang, m",transition,transición,"transition, f",transizione,遷移,과도천이,przejście,transição,övergångsförlopp,
721-02-29,significant instant,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=721-02-29,لحظة هامّة,"signifikanter Zeitpunkt, m",significant instant,instante significativo,"instant significatif, m",istante significativo,有意瞬間,유의 순간,chwila znamienna,instante significante,signifikant tidpunkt,
721-02-30,significant interval,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=721-02-30,فترة هامة,"signifikantes Intervall, n",significant interval,intervalo significativo,"intervalle significatif, m",intervallo significativo,有意間隔,유의 간격,odstęp znamienny,intervalo significante,signifikant intervall,
721-02-31,theoretical duration of a significant interval,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=721-02-31,مدة نظرية لفترة هامة,"theoretische Dauer eines signifikanten Intervalls, f",theoretical duration of a significant interval,duración teórica de un intervalo significativo,"durée théorique d'un intervalle significatif, f",durata teorica di un intervallo significativo,有意間隔の理論的持続時間,이론적 유의 지속 간격,odstęp znamienny teoretyczny,duração teórica de um intervalo significante,teoretisk intervall,
721-02-32,unit interval,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=721-02-32,فترة زمنية لوحدة الاشارة,"Einheitsschrittlänge, f",unit intervalsignal element (US),intervalo unitario,"intervalle unitaire, m",intervallo di tempo unitario,単位間隔,단위 간격,odstęp jednostkowy,intervalo unitário,enhetsintervall,
721-02-33,unit element,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=721-02-33,عنصر وحدةِ,"Einheitsschritt, m",unit element,elemento unitario,"élément unitaire, m",elemento unitario,単位要素,단위 소자,element jednostkowy,elemento unitário,enhetselement,
721-03-01,"isochronous, adj",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=721-03-01,متساوي التزامن,"isochron, Adjektiv","isochronous, adjDEPRECATED: synchronous, adj",isócrona,"isochrone, adjDÉCONSEILLÉ: synchrone, adj",isocrono,等時（性）の,등시성,izochroniczny,isócrono,isokron,
721-03-02,"anisochronous, adj",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=721-03-02,متباين التزامن,"anisochron, AdjektivABGELEHNT: asynchron, Adjektiv","anisochronous, adjDEPRECATED: asynchronous, adj",anisócrona,"anisochrone, adjDÉCONSEILLÉ: asynchrone, adj",anisocrono,非等時の,비등시성,"anizochroniczny, adj",anisócrono,anisokron,非等时同步
721-03-03,start-stop signal,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=721-03-03,إشارة بدء - توقف,"Start-Stopp-Signal, n",start-stop signal,señal arrítmica,"signal arythmique, m",segnale start-stop,調歩信号,시작 정지 신호,sygnał start-stopowy sygnał arytmiczny,sinal arrítmico,start-stoppsignal,
721-03-04,synchronous,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=721-03-04,متزامن,"synchron, Adjektiv",synchronous,síncrona,"synchrone, adj",sincrono,同期,동기,synchroniczny,síncrono,synkron,
721-03-05,synchronous transmission,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=721-03-05,إرسال متزامن,"Synchronübertragung, fsynchrone Übertragung, f",synchronous transmission,transmisión síncrona,"transmission synchrone, f",trasmissione sincrona,同期伝送,동기 전송,transmisja synchroniczna,transmissão síncrona,synkron överföring,
721-03-06,anisochronous transmission,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=721-03-06,إرسال متباين التزامن,"anisochrone Übertragung, f",anisochronous transmission,transmisión anisócrona,"transmission anisochrone, f",trasmissione asincrona,非同期伝送,비등시성 전송,transmisja anizochroniczna,transmissão anisócrona,anisokron överföring,
721-03-07,start-stop transmission,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=721-03-07,إرسال بدء - توقف,"Start-Stopp-Übertragung, f",start-stop transmission,transmisión arrítmica,"transmission arythmique, f",trasmissione start-stop,調歩式伝送,시작 정지 전송,transmisja start-stopowa transmisja arytmiczna,transmissão arrítmica,start-stoppöverföring,
721-03-08,digital transmission (of a discretely-timed signal),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=721-03-08,إرسال رقمى (لإشارة متقطعة الوقت),"digitale Übertragung, <eines zeitdiskreten Signals> f",digital transmission (of a discretely-timed signal),transmisión digital (de una señal discreta),transmission numérique (d'un signal discret) f,trasmissione numerica,デジタル伝送,"디지털 전송, <이산 시간 신호>",transmisja cyfrowa (sygnału dyskretnego w czasie),transmissão digital (de um sinal discreto)transmissão numérica (de um sinal discreto),digital överföring,
721-03-09,character,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=721-03-09,رمز,"Zeichen, n",character,carácter,"caractère, m",carattere,文字,문자,znak,carácter,tecken,
721-03-10,character signal,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=721-03-10,إشارة رمز,"Zeichensignal, n",character signal,señal de carácter,"signal de caractère, m",segnale carattere,文字信号,문자 신호,sygnał znaku,sinal de carácter,teckensignal,
721-03-11,block,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=721-03-11,مجموعة,"Block, m",block,bloque,"bloc, m",blocco,ブロック,블록,blok,bloco,block,
721-03-12,start-of-block signal,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=721-03-12,إشـارة بداية المـجـمـوعة,"Blockanfangssignal, n",start-of-block signal,señal de comienzo de bloque,"signal de début de bloc, m",segnale di inizio di un blocco,ブロック開始信号,블록 시작 신호,sygnał początku bloku,sinal de início de bloco,blockbörjanssignal,
721-03-13,end-of-block signal,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=721-03-13,إشـارة نهاية المـجـمـوعة,"Blockendesignal, n",end-of-block signal,señal de final de bloque,"signal de fin de bloc, m",segnale di fine di un blocco,ブロック終了信号,블록 끝 신호,sygnał końca bloku,sinal de fim de bloco,blockslutssignal,
721-03-14,block signal,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=721-03-14,إشارة المجموعة,"Blocksignal, n",block signal,señal de bloque,"signal de bloc, m",segnali di un blocco,ブロック信号,블록 신호,sygnał bloku,sinal de bloco,blocksignal,
721-03-15,start signal,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=721-03-15,إشارة البدء,"Startsignal, n",start signal,señal de arranqueseñal de partida (desaconsejada),"signal de départ, m",segnale di start,開始信号,시작 신호,sygnał startu sygnał rozruchowy,sinal de arranque,startsignal,
721-03-16,start element,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=721-03-16,عنصر البدء,"Startelement, n",start element,elemento de arranqueelemento de partida (desaconsejado),"élément de départ, m",impulso di start,開始エレメント,시작 요소,element startu element rozruchowy,elemento de arranque,startelement,
721-03-17,stop signal,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=721-03-17,إشارة التوقف,"Stoppsignal, n",stop signal,señal de parada,"signal d'arrêt, m",segnale di stop,終了信号,정지 신호,sygnał stopu sygnał zatrzymujący,sinal de paragem,stoppsignal..........,
721-03-18,stop element,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=721-03-18,عنصر توقّفِ,"Stoppelement, n",stop element,elemento de parada,"élément d'arrêt, m",impulso di stop,終了エレメント,정지 요소,element stopu element zatrzymujący,elemento de paragem,stoppelement,
721-03-19,A condition,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=721-03-19,شرط A,"A-Zustand, m",A condition,estado A,"état A, m",condizione A,A状態,에이 조건,stan A,estado A,A-tillstånd,
721-03-20,Z condition,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=721-03-20,شرط  Z,"Z-Zustand, m",Z condition,estado Z,"état Z, m",condizione Z,Z状態,제트 조건,stan Z,estado Z,Z-tillstånd,
721-03-21,equal length code,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=721-03-21,رمز (شفرة) متساوى الطول,"gleichschrittiger Code, m",equal length code,código de momentos,"code à moments, m",codice di uguale lunghezza,等長符号,동일 길이 부호,kod równomierny,código de igual comprimento,isomerisk kod,
721-03-22,n-unit code,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=721-03-22,رمز (شفرة) وحدة (نونية),"n-Schritt-Code, m",n-unit code,código de n-momentos,"code à n moments, m",codice multiplo,n単位符号,엔 단위 부호,kod n-elementowy,código múltiplo,n-enhetskod,
721-03-23,code word,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=721-03-23,تجميعة شفرة,"Codeschrittkombination, f",code wordcode combination,combinación de códigorepresentación de códigovalor de código,"codet, mmot de code, m combinaison de code, f",rappresentazione codificata,符号語,부호 단어,"kombinacja kodowa, freprezentacja kodowa, f",palavra de códigocombinação codificadarepresentação de código,kodelement,码字码组合
721-03-24,A element,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=721-03-24,عنصر A,"A-Schritt, m",A element,momento A,"moment A, m",elemento A,Aエレメント,에이 요소,element A,elemento A,A-element,
721-03-25,Z element,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=721-03-25,عنصر  Z,"Z-Schritt, m",Z element,momento Z,"moment Z, m",elemento Z,Zエレメント,제트 요소,element Z,elemento Z,Z-element,
721-03-26,modulation rate,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=721-03-26,معدل التضمين,"Modulationsrate, fSchrittgeschwindigkeit, f",modulation rate,velocidad de modulación,"rapidité de modulation, f",velocità di modulazione,変調速度,변조율,szybkość modulowania szybkość telegraficzna,velocidade de modulação,moduleringsrat,
721-03-27,baud,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=721-03-27,باود (وحدة قياس معدل التضمين),"Baud, n",baud,baudio,"baud, m",baud,ボー,보,"bod, m",baudBd,baud,波特
721-03-28,speed conversion,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=721-03-28,تحويل السرعة,"Geschwindigkeitsumsetzung, f",speed conversion,conversión de velocidad,"conversion de rapidité, f",conversione di velocità,速度変換,속도 변환,konwersja szybkości,conversão de velocidade,ratomvandling,
721-03-29,actual transfer rate,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=721-03-29,معدل النقل الفعلي,"Übertragungsrate, f",actual transfer ratetransfer rate,cadencia bruta de transferenciavelocidad de transferencia,"cadence brute de transfert, frapidité de transfert, f",velocità di trasferimento,実転送速度,실제 전송률,szybkość przekazywania,velocidade de transferência,överföringsrat,
721-03-30,binary rate,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=721-03-30,معدل ثنائى,"Bitrate, fbinäre Digitrate, f",binary ratesignalling rate,velocidad binariavelocidad de señalización,"débit binaire, m",velocità di segnalazione,バイナリレート,이진 속도이진율,szybkość transmisji binarna przepływność binarna,velocidade binária,bitrat,
721-03-31,effective transfer rate,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=721-03-31,معدل النقل الفعال,"effektive Übertragungsrate, f",effective transfer rate,cadencia útil de transferenciavelocidad útil de transferencia,"cadence utile de transfert, frapidité utile de transfert, f",velocità effettiva di trasferimento,実効転送速度,유효 전송률,szybkość przekazywania efektywna,velocidade efectiva de transferência,effektiv överföringsrat,
721-04-01,telephone-type channel,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=721-04-01,قناة نوع - هاتف,"telefontypischer Kanal, mfernsprechtypischer Kanal, m",telephone-type channel,canal de tipo telefónico,"voie de type téléphonique, f",canale di tipo telefonico,電話型チャネル,전화형 채널,"łącze telekomunikacyjne, nłącze, n",canal de tipo telefónico,telefonitypskanal,电话类信道
721-04-02,telephone-type circuit,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=721-04-02,دارة نوع - هاتف,"telefontypischer Stromkreis, mfernsprechtypischer Stromkreis, m",telephone-type circuit,circuito de tipo telefónico,"circuit de type téléphonique, m",circuito di tipo telefonico,電話型回線,전화형 회로,łącze typu telefonicznego,circuito de tipo telefónico,telefonitypsförbindelse,
721-04-03,wideband channel,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=721-04-03,قناة عريضة النطاق,"Breitbandkanal, m",wideband channel,canal de banda ancha,"voie à large bande, f",canale a larga banda,広帯域チャネル,광대역 채널,kanał szerokopasmowy,canal de banda larga,bredbandskanal,
721-04-04,multiplex,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=721-04-04,يضاعف الاشارات,"Multiplex…, in Zusammensetzungen",multiplex,múltiplex,"multiplex, adj",multiplex,マルチプレックス多重送信,다중,multipleksowy wielokrotny,multiplex,multiplex,
721-04-05,multiplexing,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=721-04-05,مضاعف الإشارات,"Multiplex, n",multiplexing,multiplexado,"multiplexage, m",multiplexaggio,多重化,다중화,"multipleksacja, fzwielokrotnianie, n",multiplexagem,multiplexering,复用
721-04-06,demultiplexing,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=721-04-06,فك مضاعف الإشارات,"Demultiplex, n",demultiplexing,desmultiplexado,"démultiplexage, m",demultiplexaggio,逆多重化,역다중화,"demultipleksacja, fodkrotnienie, n",desmultiplexagem,demultiplexering,解复用
